assists, ats margin, ats streak, attendance, blocks, coach, conference, date, day, defensive rebounds, dpa, dps, field goals attempted, field goals made, fouls, free throws attempted, free throws made, full name, game number, half scores, line, losses, margin, margin at the half, matchup losses, matchup wins, minutes, month, offensive rebounds, officials, opponents, ou margin, ou streak, overtime, points, rank, rebounds, rest, rival, school name, season, site, site streak, start time, steals, streak, subconference, team, three pointers attempted, three pointers made, time of game, total, tournament, turnovers, venuecap, wins
11,-16.500,-1,1537,1,Mike Jones,BIGS,20200123,Thursday,20,11.250,-5.250,58,25,19,24,13,,19,[31, 36],-3.500,8,-13,-16,0,0,,1,14,,['LIB', 'BRDVA', 'GASO', 'NWEST', 'BRAD', 'MONNJ', 'JMAD', 'NCGRE', 'DUQ', 'MISST', 'RICH', 'CentP', 'HIGHP', 'GARDW', 'CAMP', 'SCSPAR', 'PRES', 'WINTH'],6.000,-1,0,67,,34,2,,Radford,2019,away,1,,6,-1,,RAD,20,4,,141.000,,13,,10
9,-11.500,-6,13234,2,Chris Holtmann,B10,20200123,Thursday,27,-0.750,-12.250,49,21,17,18,12,,19,[37, 22],-8.500,6,-3,9,1,0,,1,7,,['CIN', 'UMASS', 'VILLA', 'STET', 'PFW', 'KST', 'MORGS', 'NOCAR', 'PENST', 'MIN', 'SEMST', 'KENTY', 'WVA', 'WISC', 'MARY', 'IND', 'NEB', 'PENST'],-13.000,2,0,59,,34,4,,Ohio St.,2019,home,-1,,2,-1,POWER6,OHIOS,16,5,,134.000,,12,18809,12
8,11.500,2,13234,1,Richard Pitino,B10,20200123,Thursday,27,-12.250,-0.750,54,23,18,17,9,,17,[28, 34],8.500,6,3,-9,0,1,,1,3,,['CLEST', 'OKL', 'BUT', 'UTAH', 'CMICH', 'NDAKOT', 'DEP', 'CLEM', 'OHIOS', 'OKLST', 'FLINT', 'PURD', 'NWEST', 'MCHST', 'MICH', 'PENST'],-13.000,2,0,62,,30,7,,Minnesota,2019,away,2,,2,2,POWER6,MIN,21,7,,134.000,,4,14625,10
12,2.000,2,680,2,Donnie Jones,ASUN,20200123,Thursday,19,1.000,3.000,43,26,10,14,7,,21,[25, 40],1.000,11,1,-11,0,0,,1,2,,['TB', 'WILLI', 'PFW', 'OHIOS', 'IONA', 'MONNJ', 'WCAR', 'FLOC', 'KST', 'BCOOK', 'VMI', 'LONGW', 'NCASH', 'FLINT', 'SOCAR', 'LIPSC', 'KENST', 'FLOGC', 'NORAL', 'JCKSN'],4.000,1,0,65,,21,4,,Stetson,2019,home,-2,,8,2,,STET,12,6,,125.000,,14,,9
15,-2.000,,680,1,Brian Kennedy,ASUN,20200123,Thursday,18,3.000,1.000,53,24,17,8,6,,19,[36, 28],-1.000,12,-1,11,0,0,,1,7,,['COLG', 'PROV', 'CORN', 'WAGNR', 'BING', 'BROWN', 'RUTG', 'ARMY', 'CFLR', 'UMASS', 'SFBK', 'KEANU', 'UCONN', 'LIB', 'JCKSN', 'NFLA', 'LIPSC', 'KENST'],4.000,,0,64,,25,4,,New Jersey Tech,2019,away,2,,6,3,,NJIT,22,10,,125.000,,12,,6
14,7.500,1,3540,4,Edward Joyner,BIGS,20200123,Thursday,22,1.250,8.750,52,28,13,35,22,,19,[35, 48],-1.500,10,9,-4,0,0,,1,9,,['MIDAC', 'Appren', 'WMMRY', 'REG', 'ILL', 'SF', 'CALSB', 'RICH', 'HOW', 'NORST', 'SOILL', 'KST', 'STPET', 'CHASO', 'SCSPAR', 'LONGW', 'WINTH', 'NCASH'],10.000,7,0,83,,31,4,,Hampton,2019,home,-1,,8,1,,HAMP,12,5,,147.000,,7,,8
16,-7.500,-1,3540,1,Kevin McGeehan,BIGS,20200123,Thursday,15,8.750,1.250,58,27,22,14,10,,20,[39, 35],1.500,8,-9,4,0,0,,1,5,,['CCAR', 'CentP', 'NCWIL', 'CITDL', 'JCKSN', 'GASOU', 'FLOGC', 'NDAKOT', 'ECAR', 'ELCOL', 'JWNC', 'OHIO', 'GARDW', 'WINTH', 'NCASH', 'RAD', 'CHASO', 'LONGW', 'PRES'],10.000,1,0,74,,20,2,,Campbell,2019,away,-1,,2,-1,,CAMP,22,10,,147.000,,10,,11
9,7.500,1,,2,Matthew Driscoll,ASUN,20200123,Thursday,23,1.250,8.750,52,25,18,15,11,,21,[32, 39],6.500,9,1,1,0,0,,1,5,,['FLA', 'FNU', 'GASO', 'SOMIS', 'TB', 'IOWA', 'CRE', 'LIU', 'TENST', 'HIGHP', 'AUPEA', 'SOMIS', 'FSU', 'SYR', 'DAYT', 'KENST', 'NORAL', 'FLOGC', 'NJIT', 'JCKSN'],10.000,1,0,71,,28,6,,North Florida,2019,home,-1,,2,1,,NFLA,28,10,,131.000,,10,,11
9,-7.500,-1,,2,Ritchie Mckay,ASUN,20200123,Thursday,20,8.750,1.250,56,28,18,13,10,,21,[31, 39],-6.500,1,-1,-1,0,0,,1,6,,['RAD', 'MDESH', 'SCST', 'ECAR', 'NAVY', 'MORGS', 'RICE', 'KC', 'KCU', 'TB', 'GC', 'VANDY', 'TWSN', 'AKR', 'LSU', 'FLOGC', 'NJIT', 'NORAL', 'JCKSN', 'LIPSC'],10.000,1,0,70,,26,4,,Liberty,2019,away,3,,4,5,,LIB,13,4,,131.000,,7,,19
6,-13.000,-2,984,2,Amir Abdur Rahim,ASUN,20200123,Thursday,14,9.000,-4.000,57,19,20,28,18,,19,[23, 35],7.000,17,-20,-24,0,0,,1,5,,['CRE', 'DRAKE', 'MER', 'MONNJ', 'IONA', 'ELCOL', 'NCGRE', 'FLINT', 'GARDW', 'MURST', 'BELM', 'WOFF', 'IOWA', 'NFLA', 'STET', 'LIPSC', 'FLOGC', 'NJIT'],5.000,-2,0,58,,19,4,,Kennesaw St.,2019,home,-3,,9,-9,,KENST,14,2,,131.000,,16,,1
13,13.000,1,984,2,Tony Pujol,ASUN,20200123,Thursday,32,-4.000,9.000,52,25,23,25,19,,18,[47, 31],-7.000,11,20,24,0,0,,1,6,,['SOCAR', 'IND', 'SAM', 'SDS', 'LOUTE', 'MSVAS', 'MORST', 'TROY', 'UAB', 'ABAM', 'FSU', 'JCKSN', 'NFLA', 'LIB', 'LIPSC', 'STET', 'FLOGC'],5.000,1,0,78,,38,4,,North Alabama,2019,away,2,,12,1,,NORAL,23,9,,131.000,,22,,6
10,-1.000,-1,1033,4,Dennis Felton,HRZ,20200123,Thursday,20,0.250,-0.750,54,22,18,29,27,,21,[25, 49],3.000,13,-4,-8,0,0,,1,9,,['MIN', 'EFS', 'MSU', 'SOCAR', 'FLINT', 'NCWIL', 'EKY', 'RMORR', 'TOL', 'KST', 'BGRN', 'DEP', 'ETENS', 'ILLCH', 'INDPU', 'YOUST', 'DET', 'OAK', 'WGHST', 'NK'],-0.500,-4,0,74,,29,4,,Cleveland St.,2019,home,-2,,5,-3,,CLEST,12,3,,152.500,,16,,7
15,1.000,-1,1033,5,Linc Darner,HRZ,20200123,Thursday,19,-0.750,0.250,57,27,24,19,15,,21,[33, 45],-3.000,11,4,8,0,0,,1,8,,['PURD', 'WISCS', 'NM', 'WISC', 'CSNOR', 'COLG', 'MONST', 'XAVER', 'EILL', 'CFLR', 'EVANS', 'CONIL', 'NOILL', 'WGHST', 'NK', 'ILLCH', 'INDPU', 'WIMIL', 'OAK', 'DET'],-0.500,1,0,78,,27,4,,Green Bay,2019,away,5,,6,2,,WIGB,21,9,,152.500,,14,,9
23,4.000,-1,4429,12,Dane Fischer,CAA,20200123,Thursday,30,3.750,7.750,57,33,19,14,10,,21,[48, 40],-9.000,6,13,14,0,0,,1,6,,['HIGHP', 'AMERU', 'WOFF', 'HAMP', 'OKL', 'STAN', 'MORST', 'BUF', 'OLDOM', 'FAIRF', 'GG', 'STJOE', 'STFRP', 'ELCOL', 'HOF', 'NE', 'NCWIL', 'CHARL', 'DELA', 'DREX'],11.500,1,0,88,,36,4,,William & Mary,2019,home,-2,,2,-1,,WMMRY,25,12,,151.500,,16,,14
10,-4.000,0,4429,2,Louis Rowe,CAA,20200123,Thursday,18,7.750,3.750,61,21,16,26,22,,19,[34, 41],9.000,10,-13,-14,0,0,,1,10,,['CHAR', 'VIRG', 'SHEN', 'GMASN', 'OLDOM', 'NH', 'COPST', 'ECAR', 'RAD', 'CHASO', 'FORD', 'HOF', 'NE', 'NCWIL', 'CHARL', 'DELA', 'DREX', 'TWSN'],11.500,-2,0,75,,28,4,,James Madison,2019,away,-1,,11,-4,,JMAD,29,11,,151.500,,9,,8
12,-9.000,1,2291,1,Joe Mihalich,CAA,20200123,Thursday,22,1.750,-7.250,66,24,17,20,18,,21,[37, 34],-7.000,6,-2,-1,0,0,,1,10,,['SJST', 'MONNJ', 'BUCK', 'NYCT', 'UCLA', 'CSFUL', 'SD', 'HCROS', 'CAN', 'STBON', 'STO', 'PRINC', 'MAN', 'JMAD', 'TWSN', 'WMMRY', 'ELCOL', 'NE', 'NCWIL', 'CHARL'],-5.500,-2,0,71,,32,4,,Hofstra,2019,home,-3,,5,-1,,HOF,17,5,,149.500,,8,,14
14,9.000,-3,2291,4,Martin Ingelsby,CAA,20200123,Thursday,28,-7.250,1.750,65,30,18,13,10,,21,[38, 35],7.000,7,2,1,0,0,,1,10,,['BRDVA', 'OAK', 'SOILL', 'TXSA', 'LAFA', 'STFRP', 'STO', 'MDESH', 'COLU', 'GW', 'VILLA', 'DELST', 'LIU', 'NCWIL', 'CHARL', 'DREX', 'JMAD', 'TWSN', 'WMMRY', 'ELCOL'],-5.500,1,0,73,,38,4,,Delaware,2019,away,2,,4,1,,DELA,20,3,,149.500,,14,,13
16,24.500,-1,794,3,Bill Coen,CAA,20200123,Thursday,26,-14.000,10.500,58,32,20,14,12,,20,[49, 36],-8.500,9,33,32,0,0,,1,7,,['BU', 'HARV', 'MASS', 'OLDOM', 'HCROS', 'SALAB', 'DRAKE', 'WEBST', 'MAINE', 'DAV', 'EMICH', 'DET', 'TWSN', 'JMAD', 'ELCOL', 'WMMRY', 'HOF', 'CHARL', 'NCWIL'],-3.500,2,0,85,,33,4,,Northeastern,2019,home,-2,,9,-1,,NE,17,9,,140.500,,6,,10
7,-24.500,3,794,0,Zach Spiker,CAA,20200123,Thursday,19,10.500,-14.000,49,16,17,16,14,,21,[17, 35],8.500,8,-33,-32,0,0,,1,7,,['TEMP', 'NIA', 'ABCH', 'RUTG', 'SFAUS', 'BRYNT', 'Rose', 'MDBA', 'PRINC', 'LASAL', 'SOFLA', 'QUINN', 'NORST', 'CHARL', 'NCWIL', 'DELA', 'TWSN', 'JMAD', 'ELCOL', 'WMMRY'],-3.500,1,0,52,,26,4,,Drexel,2019,away,2,,3,3,,DREX,19,6,,140.500,,16,,12
12,-5.500,1,1732,1,Matt Matheny,CAA,20200123,Thursday,16,2.250,-3.250,64,19,20,19,14,,21,[28, 33],5.500,15,-11,2,0,0,,1,16,,['MARSH', 'MILL', 'GATEC', 'MICH', 'NOCAR', 'MAN', 'FURM', 'TXARL', 'KENST', 'HIGHP', 'NCWes', 'CAMP', 'WINTH', 'WMMRY', 'NE', 'HOF', 'CHARL', 'NCWIL', 'DREX', 'DELA'],-1.000,1,0,61,,32,4,,Elon University,2019,home,-2,,6,-2,,ELCOL,35,9,,134.000,,8,,5
9,5.500,0,1732,5,Pat Skerry,CAA,20200123,Thursday,26,-3.250,2.250,41,19,23,29,25,,20,[26, 46],-5.500,9,11,-2,0,0,,1,6,,['GW', 'BRYNT', 'KST', 'FLA', 'XAVER', 'BUF', 'STJOE', 'MORGS', 'VERM', 'MDBA', 'LIB', 'TLANE', 'NE', 'HOF', 'CHARL', 'NCWIL', 'DREX', 'DELA', 'JMAD'],-1.000,-1,0,72,,32,4,,Towson,2019,away,3,,4,4,,TWSN,19,9,,134.000,,14,,10
15,3.500,2,753,2,Barclay Radebaugh,BIGS,20200123,Thursday,19,-0.750,2.750,58,28,19,14,9,,19,[33, 41],-4.500,9,8,0,0,0,,1,7,,['COLINT', 'NCATT', 'FURM', 'DAYT', 'MCHST', 'SUTAH', 'DELST', 'MISSO', 'NCCEN', 'JMAD', 'EKY', 'PIEDI', 'SCSPAR', 'HAMP', 'LONGW', 'NCASH', 'CAMP', 'HIGHP'],2.000,2,0,74,,26,4,,Charleston Southern,2019,home,-2,,6,2,,CHASO,23,9,,138.000,,8,,9
12,-3.500,1,753,3,Quinton Ferrel,BIGS,20200123,Thursday,27,2.750,-0.750,48,21,15,23,17,,20,[33, 33],4.500,11,-8,0,0,0,,1,8,,['CLEM', 'VMI', 'MORST', 'NOTRE', 'SACHT', 'QUINN', 'ALBNY', 'TOCC', 'SCST', 'SFBK', 'JCKSN', 'MICH', 'KCU', 'NCASH', 'GARDW', 'HIGHP', 'LONGW', 'RAD', 'CAMP'],2.000,4,0,66,,35,2,,Presbyterian,2019,away,2,,5,1,,PRES,19,7,,138.000,,15,,8
13,-7.500,1,1261,3,Lennie Acuff,ASUN,20200123,Thursday,23,24.500,17.000,70,30,23,25,17,,20,[34, 41, 10],-3.500,12,-4,-8,0,0,,1,8,,['RHC', 'MIDTN', 'TENST', 'DUQ', 'BELM', 'NAVY', 'TNTCH', 'XAVER', 'BELM', 'TNAZ', 'TNTCH', 'VERM', 'AUB', 'STET', 'FLOGC', 'KENST', 'NORAL', 'NJIT', 'LIB'],41.500,1,1,85,,31,4,,Lipscomb,2019,home,-2,,8,-3,,LIPSC,20,8,,132.500,,7,,7
10,7.500,,1261,4,Tony Jasick,ASUN,20200123,Thursday,30,17.000,24.500,61,31,19,24,17,,21,[42, 33, 14],3.500,12,4,8,0,0,,1,8,,['XAVER', 'JUFL', 'BGRN', 'UMASS', 'DART', 'MW', 'WCAR', 'CAMP', 'NCATT', 'MARQ', 'BCOOK', 'MGST', 'PRES', 'CLEM', 'SCST', 'NORAL', 'NJIT', 'LIB', 'NFLA', 'STET'],41.500,2,1,89,,38,4,,Jacksonville,2019,away,2,,5,-3,,JCKSN,23,10,,132.500,,13,,8
15,2.000,-4,9396,1,Larry Krytkowski,P12,20200123,Thursday,20,-1.500,0.500,59,20,19,32,24,,18,[24, 43],1.000,7,1,-4,0,0,,1,14,,['NEV', 'MSVAS', 'MIN', 'CCAR', 'OHIO', 'TLANE', 'UCDAV', 'BYU', 'CENAR', 'WEBST', 'KENTY', 'SDST', 'ORST', 'ORE', 'COL', 'ARZ', 'ARZST'],-1.000,3,0,67,,34,4,,Utah,2019,home,-3,,8,-4,POWER6,UTAH,24,3,,134.000,,9,15000,10
16,-2.000,-1,9396,4,Mike Hopkins,P12,20200123,Thursday,23,0.500,-1.500,45,23,26,14,11,,20,[28, 38],-1.000,7,-1,4,0,0,,1,5,,['BAY', 'MSTM', 'TENN', 'MAINE', 'MONT', 'SD', 'SDAK', 'EWAS', 'GONZ', 'SEA', 'BALLST', 'HAW', 'HOU', 'UCLA', 'USC', 'STAN', 'CAL', 'ORST', 'ORE'],-1.000,-6,0,66,,28,4,,Washington,2019,away,2,,7,-1,POWER6,WGTON,20,9,,134.000,,17,10000,12
12,8.000,1,17222,2,Archie Miller,B10,20200123,Thursday,20,-10.750,-2.750,57,26,15,20,11,,19,[37, 30],4.000,4,4,7,0,0,,1,7,,['WILLI', 'PORST', 'NORAL', 'TROY', 'PRINC', 'LOUTE', 'SDS', 'FSU', 'WISC', 'UCONN', 'NEB', 'NOTRE', 'ARK', 'MARY', 'NWEST', 'OHIOS', 'RUTG', 'NEB'],-13.500,1,0,67,,27,4,,Indiana,2019,home,-2,,6,1,POWER6,IND,12,4,,143.500,,8,17472,14
13,-8.000,1,17222,6,Tom Izzo,B10,20200123,Thursday,24,-2.750,-10.750,49,22,17,14,10,,19,[30, 33],-4.000,4,-4,-7,0,0,,1,5,,['KENTY', 'BING', 'SETHA', 'CHASO', 'VTECH', 'GEOR', 'UCLA', 'DUKE', 'RUTG', 'OAK', 'NWEST', 'EMICH', 'WMICH', 'ILL', 'MICH', 'MIN', 'PURD', 'WISC'],-13.500,-3,0,63,9,29,5,,Michigan St,2019,away,1,,4,1,POWER6,MCHST,21,9,,143.500,,11,14797,14
10,-5.500,2,7035,5,Kelvin Sampson,AAC,20200123,Thursday,33,-0.750,-6.250,47,17,24,34,25,,19,[25, 38],-9.500,4,4,-5,0,0,,1,9,,['ALAST', 'BYU', 'RICE', 'ORE', 'HOUBA', 'TXST', 'SOCAR', 'TXARL', 'OKLST', 'UTEP', 'POR', 'GATEC', 'WGTON', 'CFLR', 'TEMP', 'TLSA', 'SMU', 'WIST'],-7.000,-3,0,63,24,42,4,,Houston,2019,home,-1,,6,2,,HOU,12,4,,129.000,,18,,14
9,5.500,1,7035,1,Dan Hurley,AAC,20200123,Thursday,21,-6.250,-0.750,55,20,29,23,15,,18,[30, 29],9.500,7,-4,5,0,0,,1,7,,['SACHT', 'STJOE', 'FLA', 'BUF', 'XAVER', 'MIAFL', 'MAINE', 'IONA', 'IND', 'STPET', 'NH', 'NJIT', 'CIN', 'SOFLA', 'TLANE', 'WIST', 'VILLA'],-7.000,-1,0,59,,28,4,,Connecticut,2019,away,-1,,8,-2,,UCONN,16,4,,129.000,,15,,10
12,2.000,1,1461,5,Ryan Looney,BIGSKY,20200123,Thursday,25,8.250,10.250,52,23,17,34,25,,17,[29, 45],5.000,10,-3,-12,0,0,,1,9,,['WYOM', 'AIRFC', 'UMW', 'WAST', 'SCLAR', 'WCB', 'PEP', 'UCSB', 'PAC', 'IDAHO', 'EWAS', 'SACST', 'SUTAH', 'NOAR', 'WEBST', 'PORST'],18.500,3,0,74,,34,4,,Idaho State,2019,home,-1,,3,-2,,IDST,7,3,,132.500,,12,3214,6
10,-2.000,-1,1461,5,Travis DeCuire,BIGSKY,20200123,Thursday,21,10.250,8.250,58,28,26,19,16,,19,[41, 36],-5.000,8,3,12,0,0,,1,6,,['STAN', 'MSUN', 'ARK', 'MONTC', 'WGTON', 'TXSOU', 'COPST', 'NM', 'NDAKOT', 'ORE', 'NEBO', 'NOAR', 'SACST', 'SUTAH', 'NOCOL', 'EWAS', 'PORST', 'IDAHO'],18.500,-1,0,77,,27,4,,Montana,2019,away,2,,5,3,,MONT,16,5,,132.500,,12,7321,10
8,-4.500,-1,5223,6,Randy Rahe,BIGSKY,20200123,Thursday,32,-3.000,-7.500,61,24,20,12,6,,19,[35, 26],-3.500,12,-1,7,0,0,,1,5,,['UTST', 'SD', 'WCB', 'WGHST', 'MURST', 'NE', 'UTVAL', 'WEST', 'UTAH', 'BETHES', 'BYU', 'EWAS', 'IDAHO', 'NOAR', 'NOCOL', 'SACST', 'IDST', 'PORST'],-10.500,3,0,61,,37,2,,Weber St.,2019,home,-3,,6,-1,,WEBST,29,7,,133.500,,11,11592,6
9,4.500,,5223,3,Danny Sprinkle,BIGSKY,20200123,Thursday,35,-7.500,-3.000,60,20,18,23,17,,19,[28, 34],3.500,9,1,-7,0,0,,1,7,,['UTST', 'ROCKM', 'APPST', 'NCGRE', 'TNTCH', 'GC', 'COLC', 'WIGB', 'SDS', 'NODAK', 'CALSB', 'SACST', 'NOAR', 'NOCOL', 'SUTAH', 'IDAHO', 'PORST', 'EWAS'],-10.500,,0,62,,42,4,,Montana St.,2019,away,2,,9,-2,,MONST,15,5,,133.500,,11,7250,9
13,6.000,-2,1014,4,Brian Katz,BIGSKY,20200123,Thursday,12,-11.000,-5.000,61,20,21,27,23,,17,[27, 39],-5.000,6,11,4,0,0,,1,16,,['SIMPU', 'UCRIV', 'UCDAV', 'PEP', 'COL', 'UCMER', 'CSFUL', 'SCLAR', 'CALPO', 'MONST', 'MONT', 'IDST', 'NOAR', 'WEBST', 'NOCOL', 'SUTAH'],-16.000,1,0,66,,28,4,,Sacramento State,2019,home,-2,,14,-2,,SACST,10,3,,137.000,,10,1012,10
8,-6.000,1,1014,9,Barret Peery,BIGSKY,20200123,Thursday,19,-5.000,-11.000,41,19,20,19,14,,21,[23, 32],5.000,10,-11,-4,0,0,,1,9,,['PUGET', 'IND', 'HAW', 'POR', 'SJST', 'GRAMB', 'UCSB', 'ORST', 'CSNOR', 'PBC', 'PEP', 'LOMAR', 'NOCOL', 'SUTAH', 'IDAHO', 'EWAS', 'MONST', 'MONT', 'IDST', 'WEBST'],-16.000,4,0,55,,28,2,,Portland St.,2019,away,2,,6,2,,PORST,9,3,,137.000,,23,3094,10
19,8.500,-1,7864,4,Tad Boyle,P12,20200123,Thursday,30,-6.750,1.750,57,26,12,20,17,,19,[38, 40],-13.500,4,22,5,0,0,,1,11,,['ARZST', 'SD', 'UCIRV', 'WYOM', 'CLEM', 'SACST', 'LOMAR', 'KAN', 'NIOWA', 'COLST', 'PVAM', 'DAYT', 'IONA', 'ORE', 'ORST', 'UTAH', 'ARZST', 'ARZ'],-5.000,-2,0,78,,41,4,,Colorado,2019,home,-2,,7,-1,POWER6,COL,22,9,,139.000,,14,,14
13,-8.500,2,7864,3,Kyle Smith,P12,20200123,Thursday,18,1.750,-6.750,59,22,17,7,4,,20,[33, 23],13.500,7,-22,-5,0,0,,1,6,,['SEA', 'SCLAR', 'IDST', 'NEBO', 'NEB', 'OLDOM', 'COLST', 'IDAHO', 'NMEXS', 'UCRIV', 'FAMU', 'IW', 'ARKPB', 'USC', 'UCLA', 'CAL', 'STAN', 'ORE', 'ORST'],-5.000,1,0,56,,24,4,,Washington St.,2019,away,2,,10,2,POWER6,WAST,20,8,,139.000,,13,11671,12
15,-1.000,1,7497,5,Dana Altman,P12,20200123,Thursday,26,5.500,4.500,68,27,25,25,19,,20,[32, 30, 17],-10.000,4,9,2,0,0,,1,9,,['FRSNO', 'BOIST', 'MEM', 'TXARL', 'HOU', 'SETHA', 'GONZ', 'NOCAR', 'HAW', 'MICH', 'MONT', 'TXSOU', 'ALAST', 'COL', 'UTAH', 'ARZ', 'ARZST', 'WAST', 'WGTON'],10.000,-2,1,79,13,35,4,,Oregon,2019,home,-2,,14,1,POWER6,ORE,17,6,,139.000,,11,12369,15
10,1.000,3,7497,9,Andy Enfield,P12,20200123,Thursday,23,4.500,5.500,62,21,22,28,22,,19,[30, 32, 8],10.000,3,-9,-2,0,0,,1,14,,['FAMU', 'POR', 'SDS', 'NEV', 'PEP', 'TEMP', 'FAIRF', 'MARQ', 'HARV', 'TCU', 'LBST', 'LSU', 'FLOGC', 'WAST', 'WGTON', 'UCLA', 'CAL', 'STAN'],10.000,2,1,70,,37,4,,Southern California,2019,away,2,,3,3,POWER6,USC,19,6,,139.000,,18,10258,15
10,-12.000,-2,4073,6,Wayne Tinkle,P12,20200123,Thursday,17,-1.000,-13.000,41,15,19,29,23,,19,[24, 34],-8.000,6,-4,-3,0,0,,1,6,,['CSNOR', 'IAST', 'OKL', 'WYOM', 'UCSB', 'GRAMB', 'SJST', 'PORST', 'ARKPB', 'TXSA', 'TXAM', 'NDAKOT', 'UTAH', 'COL', 'ARZST', 'ARZ', 'WGTON', 'WAST'],-14.000,1,0,58,,23,4,,Oregon St.,2019,home,-2,,4,-2,POWER6,ORST,16,5,,134.000,,14,9604,12
12,12.000,1,4073,3,Mick Cronin,P12,20200123,Thursday,19,-13.000,-1.000,49,20,26,21,16,,19,[27, 35],8.000,9,4,3,0,0,,1,6,,['LBST', 'UCSB', 'UNLV', 'SUTAH', 'HOF', 'BYU', 'CHAMIN', 'MCHST', 'SJST', 'DENV', 'NOTRE', 'NOCAR', 'CSFUL', 'WGTON', 'WAST', 'USC', 'STAN', 'CAL'],-14.000,-1,0,62,,25,3,,UCLA,2019,away,3,,13,1,POWER6,UCLA,24,6,,134.000,,10,13800,9
15,16.500,6,2033,4,Matt Figger,OV,20200123,Thursday,26,4.750,21.250,67,32,18,23,21,,19,[52, 47],-8.500,6,25,9,0,0,,1,12,,['OAKCY', 'WKY', 'TLSA', 'VANDY', 'SELOU', 'SCST', 'ARK', 'NFLA', 'MCKEN', 'DUQ', 'ALAST', 'GEOR', 'SEMST', 'TNMA', 'TNTCH', 'JACST', 'SEMST', 'TNMA'],26.000,2,0,99,,38,4,,Austin Peay,2019,home,-4,,4,6,,AUPEA,28,14,,147.000,,3,,12
14,-16.500,-1,2033,0,Brian Collins,OV,20200123,Thursday,21,21.250,4.750,65,27,20,22,13,,20,[43, 31],8.500,7,-25,-9,0,0,,1,15,,['ABAM', 'CHAT', 'LIPSC', 'FISK', 'TXTCH', 'SDST', 'CALPO', 'NFLA', 'CHIST', 'ARKLR', 'FORD', 'INDST', 'BMC', 'EILL', 'SIUED', 'TNMA', 'SEMST', 'MORST', 'EKY'],26.000,1,0,74,,36,4,,Tennessee St.,2019,away,2,,2,-1,,TENST,20,7,,147.000,,10,,12
17,9.000,-1,6023,4,Matt McMahon,OV,20200123,Thursday,30,0.500,9.500,58,27,14,23,19,,19,[31, 54],-1.000,5,10,-4,0,0,,1,9,,['SOU', 'TENN', 'BRE', 'SOILL', 'LASAL', 'WEBST', 'DRAKE', 'MSU', 'MIDTN', 'KENST', 'EVANS', 'CUMBE', 'TNMA', 'SEMST', 'JACST', 'TNTCH', 'TNMA', 'SEMST'],10.000,1,0,85,,39,4,,Murray St.,2019,home,-4,,4,7,,MURST,21,12,,150.000,,12,,13
15,-9.000,2,6023,4,Casey Alexander,OV,20200123,Thursday,22,9.500,0.500,64,29,15,12,5,,20,[35, 40],1.000,5,-10,4,0,0,,1,7,,['ILLST', 'SAM', 'BC', 'HIGHP', 'LIPSC', 'STL', 'EWAS', 'MIDTN', 'LIPSC', 'CARSN', 'KENST', 'ALAB', 'WKY', 'SIUED', 'EILL', 'SEMST', 'TNMA', 'EKY', 'MORST'],10.000,-2,0,75,,29,4,,Belmont,2019,away,2,,7,5,,BELM,29,12,,150.000,,10,,14
21,-11.500,2,1046,3,Ray Harper,OV,20200123,Thursday,25,11.250,-0.250,55,30,12,14,10,,20,[38, 39],-7.500,11,-4,-4,0,1,,1,8,,['SMU', 'BRE', 'VCU', 'PURD', 'CHIST', 'CHAT', 'GMASN', 'ABAM', 'TROY', 'EVANS', 'DELST', 'TENN', 'CBC', 'MORST', 'EKY', 'MURST', 'AUPEA', 'EILL', 'SIUED'],11.000,-1,0,77,,33,4,,Jacksonville St.,2019,home,-2,,5,1,,JACST,19,7,,147.000,,17,,8
11,11.500,1,1046,2,AW Hamilton,OV,20200123,Thursday,17,-0.250,11.250,62,31,16,13,8,,20,[42, 39],7.500,12,4,4,1,0,,1,5,,['CHAT', 'KENTY', 'OUC', 'WKY', 'ALLOYD', 'FLINT', 'CLEST', 'SCSPAR', 'NK', 'LOUVI', 'MARS', 'CHASO', 'ECAR', 'TNTCH', 'JACST', 'EILL', 'SIUED', 'BELM', 'TENST'],11.000,1,0,81,,22,4,,Eastern Kentucky,2019,away,-2,,9,1,,EKY,21,11,,147.000,,7,,7
10,2.500,1,4536,2,Dana Ford,MISSV,20200123,Thursday,35,-7.250,-4.750,57,21,14,23,18,,20,[36, 31],-4.500,10,7,20,0,0,,1,9,,['ARKLR', 'ALAST', 'CLEST', 'XAVER', 'MIAFL', 'STJOE', 'BUF', 'LSU', 'MURST', 'MSVAS', 'ARKST', 'VCU', 'ORROB', 'EVANS', 'LOCHI', 'ILLST', 'NIOWA', 'BRAD', 'EVANS'],-12.000,-1,0,67,,44,4,,Missouri St.,2019,home,-1,,8,1,,MSU,22,7,,139.000,,15,,9
10,-2.500,3,4536,3,Matt Lottich,MISSV,20200123,Thursday,24,-4.750,-7.250,66,21,22,13,10,,20,[16, 44],4.500,9,-7,-20,0,0,,1,10,,['TOL', 'STL', 'SIUED', 'NDAKOT', 'GC', 'NEV', 'CIN', 'TRINC', 'EMICH', 'CMICH', 'CHAR', 'HIGHP', 'ARK', 'LOCHI', 'EVANS', 'SOILL', 'DRAKE', 'NIOWA', 'INDST'],-12.000,2,0,60,,34,4,,Valparaiso,2019,away,1,,9,1,,VAL,39,8,,139.000,,11,,10
