field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
1,1,2,2,40,Billy Cundiff
1,1,4,4,51,David Akers
1,1,3,3,33,Ryan Succop
0,1,1,1,0,Sebastian Janikowski
1,1,1,1,22,Blair Walsh
0,0,5,5,0,Graham Gano
2,2,2,2,38,Rian Lindell
1,1,4,4,24,Alex Henery
1,1,2,2,23,Justin Tucker
4,5,1,1,50,Mason Crosby
2,2,1,1,35,Randy Bullock
1,1,5,5,42,Greg Zuerlein
2,2,0,0,39,Nick Folk
4,4,1,1,48,Shaun Suisham
0,0,5,5,0,Matt Prater
2,2,1,1,50,Josh Scobee
2,2,2,2,31,Steven Hauschka
2,2,1,1,38,Rob Bironas
3,3,3,3,54,Stephen Gostkowski
2,2,3,3,39,Garrett Hartley
3,3,3,3,44,Phil Dawson
0,0,2,2,0,Jay Feely
1,1,4,4,30,Dan Bailey
3,4,1,1,33,Kai Forbath
4,4,1,1,50,Nick Novak
3,3,0,0,51,Adam Vinatieri
3,3,1,1,52,Jay Feely
2,2,4,4,51,Steven Hauschka
1,1,4,4,23,Matt Bryant
3,3,2,2,41,Rian Lindell
1,2,3,3,36,David Akers
2,3,3,3,54,Mike Nugent
1,1,2,2,22,Ryan Succop
3,3,1,1,48,Randy Bullock
0,1,3,3,0,Caleb Sturgis
3,3,2,2,39,Dan Carpenter
3,3,3,3,42,Nick Folk
2,2,3,3,44,Stephen Gostkowski
1,2,0,0,31,Alex Henery
1,1,2,2,38,Dan Bailey
1,1,6,6,38,Kai Forbath
2,3,5,5,49,Robbie Gould
3,3,3,3,50,Graham Gano
2,2,1,1,42,Greg Zuerlein
2,2,0,0,30,Josh Scobee
1,1,3,3,20,Nick Novak
1,1,2,2,31,Rob Bironas
1,1,4,4,44,Phil Dawson
4,4,1,1,42,Shaun Suisham
3,3,1,1,46,Justin Tucker
1,2,4,4,26,Mason Crosby
2,2,1,1,46,Billy Cundiff
3,3,4,4,52,Adam Vinatieri
2,2,3,3,47,Matt Prater
3,3,2,2,36,Josh Brown
0,1,1,1,0,Blair Walsh
2,2,1,1,48,Rian Lindell
1,1,4,4,29,Graham Gano
1,1,4,4,20,David Akers
3,3,3,3,53,Dan Bailey
3,4,2,2,42,Ryan Succop
1,1,2,2,44,Billy Cundiff
2,2,3,3,48,Stephen Gostkowski
1,3,2,2,52,Caleb Sturgis
0,2,5,5,0,Garrett Hartley
1,2,2,2,37,Dan Carpenter
0,0,1,1,0,Alex Henery
5,5,0,0,46,Josh Brown
1,1,1,1,38,Josh Scobee
0,0,6,6,0,Phil Dawson
0,0,3,3,0,Sebastian Janikowski
1,3,1,1,47,Shaun Suisham
0,0,7,7,0,Mike Nugent
3,3,0,0,50,Nick Folk
1,1,6,6,19,Matt Prater
0,0,3,3,0,Kai Forbath
2,2,3,3,39,Jay Feely
2,2,1,1,30,Matt Bryant
1,1,4,4,36,Blair Walsh
3,3,5,5,45,Mason Crosby
3,4,0,0,33,Greg Zuerlein
0,0,2,2,0,Steven Hauschka
2,3,2,2,44,Caleb Sturgis
2,2,2,2,54,Mike Nugent
2,2,1,1,30,Dan Carpenter
3,3,2,2,41,Ryan Succop
1,3,3,3,47,Kai Forbath
1,1,3,3,19,Nick Novak
2,2,4,4,55,Graham Gano
1,1,1,1,28,Matt Bryant
2,2,3,3,44,Dan Bailey
1,1,2,3,23,Blair Walsh
0,1,3,3,0,Greg Zuerlein
0,0,4,4,0,Rob Bironas
4,4,2,2,47,Nick Folk
2,3,2,2,55,Garrett Hartley
2,2,3,3,36,Steven Hauschka
1,1,3,3,33,Rian Lindell
2,2,2,2,53,Sebastian Janikowski
0,0,7,7,0,Alex Henery
2,2,7,7,32,Stephen Gostkowski
1,1,4,4,30,Shaun Suisham
1,1,3,3,22,Billy Cundiff
1,1,1,1,51,Justin Tucker
1,4,3,3,43,Randy Bullock
2,3,1,1,35,Adam Vinatieri
2,2,2,2,30,Mason Crosby
2,2,3,3,27,Robbie Gould
2,2,4,4,40,Blair Walsh
2,2,3,3,40,Kai Forbath
1,1,1,1,53,Matt Bryant
4,4,3,3,53,Steven Hauschka
2,2,1,1,32,Robbie Gould
0,1,3,3,0,David Akers
2,4,1,1,35,Mason Crosby
2,3,3,3,41,Alex Henery
2,2,3,3,39,Rob Bironas
2,2,3,3,44,Josh Scobee
1,1,5,5,32,Greg Zuerlein
1,1,3,3,23,Josh Brown
2,2,2,2,33,Sebastian Janikowski
3,3,2,2,37,Shaun Suisham
1,1,1,1,20,Dan Carpenter
2,2,2,2,46,Justin Tucker
1,2,2,2,32,Mike Nugent
3,3,0,0,52,Phil Dawson
1,2,1,1,53,Graham Gano
2,3,2,2,40,Nick Novak
0,0,4,4,0,Matt Prater
2,2,3,3,35,Jay Feely
1,2,3,3,48,Randy Bullock
0,1,7,7,0,Garrett Hartley
1,1,2,2,37,Dan Bailey
2,2,2,2,35,Rian Lindell
2,2,1,1,40,Caleb Sturgis
2,2,3,3,38,Rob Bironas
3,3,3,3,50,Adam Vinatieri
3,3,4,4,43,Dan Carpenter
0,1,2,2,0,Nick Folk
3,3,2,2,46,Robbie Gould
2,2,2,2,52,Justin Tucker
2,2,5,5,41,Mike Nugent
2,2,2,2,28,Billy Cundiff
2,3,5,5,46,Rian Lindell
2,2,2,2,49,Matt Bryant
0,1,2,2,0,Josh Scobee
2,2,3,3,32,Jay Feely
3,3,2,2,51,Randy Bullock
0,1,4,4,0,Sebastian Janikowski
2,2,2,2,37,Caleb Sturgis
3,3,1,1,50,Nick Novak
1,1,3,3,24,Alex Henery
3,3,4,4,34,Shaun Suisham
2,2,3,3,35,David Akers
2,3,3,3,54,Matt Prater
1,1,2,2,20,Ryan Succop
2,2,5,5,50,Steven Hauschka
2,2,2,2,45,Blair Walsh
3,3,2,2,42,Garrett Hartley
2,2,2,2,55,Phil Dawson
2,2,3,3,40,Josh Brown
2,2,1,1,57,Mason Crosby
1,1,3,3,43,Graham Gano
2,2,2,2,42,Stephen Gostkowski
2,3,1,1,39,Matt Bryant
1,1,2,2,41,Garrett Hartley
1,2,0,0,49,Billy Cundiff
2,2,3,3,47,Shaun Suisham
0,0,3,3,0,David Akers
1,3,3,3,38,Rian Lindell
2,2,2,2,27,Mason Crosby
4,4,2,2,47,Blair Walsh
1,1,5,5,25,Ryan Succop
2,2,5,5,30,Nick Novak
2,2,4,4,40,Greg Zuerlein
0,0,3,3,0,Robbie Gould
3,4,1,1,47,Caleb Sturgis
2,3,2,2,52,Graham Gano
4,4,1,1,53,Justin Tucker
1,1,0,0,27,Nick Folk
2,2,0,0,49,Randy Bullock
2,3,1,1,53,Josh Scobee
4,5,4,4,50,Jay Feely
1,1,0,0,27,Adam Vinatieri
4,6,1,1,52,Sebastian Janikowski
3,3,2,2,33,Rob Bironas
2,2,1,1,23,Josh Brown
1,1,3,3,35,Dan Bailey
2,2,4,4,31,Stephen Gostkowski
1,1,4,4,27,Matt Prater
2,2,0,0,36,Kai Forbath
2,2,3,3,49,Phil Dawson
1,2,5,5,27,David Akers
1,1,1,1,54,Mason Crosby
1,1,4,4,19,Dan Bailey
1,1,3,3,45,Sebastian Janikowski
5,5,1,1,48,Justin Tucker
0,0,2,2,0,Shaun Suisham
2,2,3,3,23,Graham Gano
2,3,0,0,53,Rian Lindell
0,1,4,4,0,Billy Cundiff
3,3,3,3,44,Josh Scobee
5,5,1,1,49,Adam Vinatieri
0,0,2,2,0,Rob Bironas
0,0,4,4,0,Ryan Succop
0,0,5,5,0,Matt Prater
3,4,2,2,34,Blair Walsh
2,4,2,2,40,Robbie Gould
1,1,0,0,20,Nick Folk
3,4,2,2,43,Caleb Sturgis
1,1,3,3,32,Alex Henery
0,0,3,3,0,Jay Feely
1,1,4,4,29,Dan Carpenter
2,2,4,4,49,Matt Bryant
3,3,2,2,43,Phil Dawson
2,2,1,1,43,Greg Zuerlein
1,1,4,4,43,Randy Bullock
2,3,4,4,53,Stephen Gostkowski
1,1,1,1,48,Nick Novak
1,1,2,2,46,Mike Nugent
1,1,2,2,33,Kai Forbath
1,1,3,3,39,Josh Brown
2,2,4,4,26,Steven Hauschka
0,0,1,1,0,Garrett Hartley
2,2,3,3,40,Josh Scobee
2,2,2,2,34,Randy Bullock
0,0,6,6,0,Mike Nugent
0,1,4,4,0,Adam Vinatieri
2,2,3,3,53,Rian Lindell
2,2,0,0,46,Dan Carpenter
1,1,1,1,50,Kai Forbath
1,2,6,6,33,Ryan Succop
0,0,3,3,0,Justin Tucker
2,2,2,2,40,Blair Walsh
2,2,1,1,50,Stephen Gostkowski
2,3,2,2,43,Billy Cundiff
1,1,4,4,19,Garrett Hartley
2,3,1,1,45,Graham Gano
3,3,4,4,51,Nick Folk
2,3,3,3,41,Sebastian Janikowski
0,0,0,1,0,David Akers
0,0,4,4,0,Shaun Suisham
2,3,4,4,30,Caleb Sturgis
3,3,6,6,64,Matt Prater
0,0,4,4,0,Rob Bironas
3,3,4,4,43,Nick Novak
0,0,2,2,0,Josh Brown
4,4,1,1,52,Phil Dawson
1,1,2,2,31,Steven Hauschka
0,2,4,4,0,Jay Feely
1,1,1,1,44,Greg Zuerlein
3,3,1,1,40,Mason Crosby
0,1,3,3,0,Matt Bryant
3,3,4,4,34,Robbie Gould
0,0,4,4,0,Dan Bailey
2,2,2,2,42,Matt Prater
2,2,3,3,38,Nick Novak
2,2,3,3,51,Matt Bryant
2,2,2,2,37,Kai Forbath
1,1,4,4,35,Billy Cundiff
1,1,5,5,23,Robbie Gould
2,3,4,4,45,Rob Bironas
3,3,4,4,47,Jay Feely
3,3,2,2,43,Adam Vinatieri
1,1,0,0,49,Randy Bullock
2,2,3,3,35,Greg Zuerlein
1,3,1,1,45,Garrett Hartley
1,1,3,3,32,Caleb Sturgis
2,3,2,2,23,Stephen Gostkowski
2,3,6,6,38,Blair Walsh
3,3,1,1,51,Alex Henery
3,3,2,2,49,Steven Hauschka
2,2,2,2,55,Josh Scobee
2,3,3,3,42,Dan Carpenter
0,0,2,2,0,Rian Lindell
4,4,3,3,47,Phil Dawson
3,3,3,3,40,Graham Gano
2,2,2,2,54,Nick Folk
1,1,4,4,34,Sebastian Janikowski
0,0,8,8,0,Ryan Succop
5,5,3,3,50,Dan Bailey
1,1,4,4,57,Mason Crosby
3,3,3,3,45,Shaun Suisham
0,0,2,2,0,Mike Nugent
1,1,1,1,40,David Akers
6,6,0,0,61,Justin Tucker
4,4,1,1,45,Dan Carpenter
0,0,6,6,0,Mike Nugent
0,0,2,2,0,Blair Walsh
0,1,1,1,0,Ryan Succop
3,4,2,2,46,Adam Vinatieri
3,3,2,2,54,Greg Zuerlein
2,2,1,1,35,Rian Lindell
1,2,3,3,21,Nick Folk
2,2,1,1,27,Billy Cundiff
1,1,7,7,49,Alex Henery
1,1,0,0,50,Robbie Gould
3,3,2,2,47,Kai Forbath
1,1,3,3,25,Dan Bailey
1,1,2,2,40,Graham Gano
2,2,1,1,40,Shayne Graham
1,1,1,2,36,Josh Scobee
2,2,2,2,52,Rob Bironas
2,2,1,1,45,Randy Bullock
3,3,4,4,44,Matt Prater
1,2,1,1,27,Steven Hauschka
3,3,0,0,46,Jay Feely
1,1,1,1,37,David Akers
3,3,2,2,52,Josh Brown
1,1,4,4,22,Mason Crosby
1,1,5,5,31,Shaun Suisham
4,4,2,2,48,Nick Novak
2,2,1,1,42,Sebastian Janikowski
0,1,1,1,0,Justin Tucker
2,2,5,5,45,Stephen Gostkowski
2,2,4,4,49,Phil Dawson
1,1,3,3,35,Matt Bryant
2,2,2,2,42,Matt Bryant
0,0,3,3,0,Graham Gano
0,0,4,4,0,Robbie Gould
2,2,3,3,33,Mason Crosby
2,2,4,4,39,Mike Nugent
3,3,0,0,38,Justin Tucker
3,3,1,1,44,Dan Bailey
1,1,3,3,47,Alex Henery
3,3,1,1,55,Rob Bironas
1,1,1,1,19,Randy Bullock
3,3,3,3,39,Adam Vinatieri
1,1,1,1,37,Josh Scobee
2,2,2,2,32,Shaun Suisham
0,0,1,1,0,Billy Cundiff
0,0,1,1,0,Caleb Sturgis
2,3,2,2,35,Nick Folk
0,0,2,2,0,Blair Walsh
2,2,1,1,53,David Akers
4,4,2,2,43,Stephen Gostkowski
2,2,2,2,51,Dan Carpenter
0,0,6,6,0,Shayne Graham
1,1,2,2,54,Rian Lindell
2,3,2,2,38,Josh Brown
2,2,0,0,49,Kai Forbath
2,4,2,2,49,Jay Feely
3,4,2,2,56,Phil Dawson
2,2,3,3,36,Nick Novak
1,2,3,3,46,Ryan Succop
2,2,3,3,35,Steven Hauschka
1,1,0,0,36,Greg Zuerlein
0,1,2,2,0,Sebastian Janikowski
2,2,4,4,54,Matt Prater
1,1,6,6,37,Adam Vinatieri
3,3,5,5,43,Ryan Succop
1,2,3,3,31,Alex Henery
4,4,2,2,46,Shayne Graham
1,1,1,1,46,Mike Nugent
2,2,3,3,25,Nick Novak
2,2,2,2,34,Mason Crosby
3,3,2,2,33,Phil Dawson
3,3,2,2,49,Steven Hauschka
0,2,1,1,0,Shayne Graham
0,0,5,5,0,Stephen Gostkowski
2,2,2,2,36,Adam Vinatieri
1,1,1,1,24,Graham Gano
3,3,2,2,49,Phil Dawson
1,2,3,3,45,Matt Prater
1,2,2,2,30,Nick Novak
4,4,2,2,54,Matt Prater
1,1,1,1,47,Stephen Gostkowski
3,3,2,2,47,Steven Hauschka
1,1,2,2,25,Phil Dawson
2,2,5,5,33,Steven Hauschka
