longest reception, name, receiving conversions, receiving touchdowns, receiving yards, receptions, targets
18,Jermaine Wiggins,0,0,27,3,
26,Mewelde Moore,0,0,26,1,
6,Michael Bennett,0,0,18,6,
14,Kelly Campbell,0,0,18,3,
8,Sean Berton,0,0,8,1,
26,Jeremy Shockey,0,0,60,3,
12,Amani Toomer,0,0,31,3,
19,Jamaar Taylor,0,0,19,1,
10,Tiki Barber,0,0,10,1,
8,Jim Finn,0,0,8,1,
11,Ike Hilliard,0,0,8,2,
5,Visanthe Shiancoe,0,0,5,1,
3,Willie Ponder,0,0,3,1,
24,Terrell Owens,0,1,101,8,
18,Chad Lewis,0,0,34,3,
17,LJ Smith,0,0,28,2,
22,Josh Parry,0,0,22,1,
16,Todd Pinkston,0,0,16,1,
9,Dorsey Levens,0,0,10,2,
8,Reno Mahe,0,0,8,1,
52,Clarence Moore,0,0,82,3,
23,Travis Taylor,0,0,80,6,
7,Daniel Wilcox,0,1,26,5,
10,Chester Taylor,0,0,18,4,
4,Terry Jones,0,0,10,3,
6,Musa Smith,0,0,6,1,
2,BJ Sams,0,0,2,1,
-1,Alan Ricard,0,0,-1,1,
47,Plaxico Burress,0,2,63,3,
21,Hines Ward,0,0,58,6,
20,Antwaan Randle El,0,0,44,6,
14,Verron Haynes,0,0,18,2,
13,Dan Kreider,0,0,13,1,
23,David Givens,0,2,101,8,
17,Kevin Faulk,0,0,72,8,
19,Troy Brown,0,0,59,5,
15,David Patten,0,0,39,4,
22,Eric Parker,0,0,91,6,
29,Antonio Gates,0,2,63,5,
24,Keenan McCardell,0,1,55,4,
17,Justin Peelle,0,1,28,3,
23,Tim Dwight,0,1,23,1,
12,Lorenzo Neal,0,0,14,2,
7,LaDainian Tomlinson,0,0,7,1,
19,Doug Gabriel,0,0,50,3,
17,Jerry Porter,0,0,50,4,
12,Amos Zereoue,0,0,42,5,
12,JR Redmond,0,0,29,3,
28,Courtney Anderson,0,0,28,1,
13,Doug Jolley,0,1,22,3,
11,Tyrone Wheatley,0,0,22,4,
20,Johnnie Morant,0,0,20,1,
22,Darrell Jackson,0,0,71,6,
21,Koren Robinson,0,0,52,3,
17,Itula Mili,0,0,22,2,
7,Mack Strong,0,0,21,3,
7,Jerramy Stevens,0,0,16,3,
8,Shaun Alexander,0,1,13,3,
6,Jerry Rice,0,0,6,1,
35,Muhsin Muhammad,0,2,106,8,
63,Keary Colbert,0,0,100,4,
9,Kris Mangum,0,0,21,4,
8,Nick Goings,0,0,14,2,
7,Brad Hoover,0,0,7,1,
18,Derrick Mason,0,0,85,8,
37,Troy Fleming,0,1,50,2,
19,Ben Troupe,0,0,33,2,
9,Chris Brown,0,0,23,4,
9,Robert Holcombe,0,0,9,1,
3,Shad Meier,0,1,6,3,
4,Eddie Berlin,0,0,4,1,
62,TJ Houshmandzadeh,0,0,81,4,
18,Chad Johnson,0,0,67,6,
28,Kelley Washington,0,0,55,3,
7,Kenny Watson,0,0,13,2,
10,Matt Schobel,0,0,10,1,
9,Tony Stewart,0,0,9,1,
8,Reggie Kelly,0,0,8,1,
3,Rudi Johnson,0,0,4,2,
27,Jabar Gaffney,0,0,88,5,
26,Andre Johnson,0,0,74,9,
25,Corey Bradford,0,1,52,3,
18,D Davis,0,0,39,5,
11,Derick Armstrong,0,0,11,1,
7,Jonathan Wells,0,0,7,2,
5,Billy Miller,0,0,5,1,
28,Jimmy Smith,0,0,117,9,
15,Troy Edwards,0,0,43,5,
9,LaBrandon Toefield,0,0,28,4,
10,Reggie Williams,0,0,27,5,
18,Brian Jones,0,0,18,1,
10,Fred Taylor,0,0,10,1,
9,Marc Edwards,0,0,9,1,
3,Greg B Jones,0,0,3,1,
17,Laveranues Coles,0,0,84,7,
17,Rod Gardner,0,2,41,3,
9,Taylor Jacobs,0,0,30,5,
21,Chris Cooley,0,0,23,2,
23,Robert Royal,0,0,23,1,
7,Clinton Portis,0,0,17,7,
48,Ahman Green,0,0,73,4,
21,Javon Walker,0,1,57,5,
41,Donald Driver,0,0,48,2,
48,Robert Ferguson,1,0,48,1,
25,David Martin,0,0,25,1,
7,William Henderson,0,0,17,4,
11,Nicolas Luchey,0,0,11,1,
7,Bubba Franks,0,0,7,1,
3,Tony Fisher,0,0,3,1,
27,Justin McCareins,0,1,56,3,
47,Santana Moss,0,0,47,1,
35,Wayne Chrebet,0,1,41,2,
21,LaMont Jordan,0,0,21,1,
13,Curtis Martin,0,0,13,1,
8,Jerald Sowell,0,0,8,1,
5,Anthony Becht,0,0,5,1,
5,Jerricho Cotchery,0,0,5,1,
1,Chris Baker,0,1,1,1,
28,Randy McMichael,0,1,87,7,
25,Marty Booker,0,0,37,3,
13,Chris Chambers,0,0,29,3,
29,Derrius Thompson,0,1,29,1,
15,Rob Konrad,0,0,15,1,
7,Sammy Morris,0,0,12,3,
6,Donald Lee,0,0,6,1,
3,Bryan Gilmore,0,0,3,1,
19,Travis Taylor,0,0,58,7,
9,Kevin Johnson,0,0,24,3,
16,Clarence Moore,1,0,24,2,
14,Jamal Lewis,0,0,14,1,
5,Daniel Wilcox,0,0,9,2,
7,Alan Ricard,0,0,7,1,
6,Randy Hymes,0,0,6,1,
15,Antonio Bryant,0,0,43,4,
12,Steve Heiden,0,0,31,4,
13,Frisman Jackson,0,0,26,2,
15,Aaron Shea,0,0,20,2,
10,William Green,0,0,10,1,
9,Dennis Northcutt,0,0,9,1,
7,Lee Suggs,0,0,7,1,
26,Eric Moulds,0,0,85,7,
27,Lee Evans,0,1,64,5,
6,Willis McGahee,0,0,11,2,
9,Daimon Shelton,0,0,11,2,
7,Joe Burns,0,0,7,1,
6,Sam Aiken,0,0,6,1,
51,Santana Moss,0,1,157,6,
21,Justin McCareins,0,1,27,2,
23,Chris Baker,0,0,23,1,
26,Muhsin Muhammad,0,0,94,8,
34,Ricky Proehl,0,0,91,6,
22,Keary Colbert,0,0,42,3,
23,Nick Goings,0,1,36,4,
16,Brad Hoover,0,1,21,2,
14,Kris Mangum,0,1,15,2,
20,Ronald Curry,0,0,63,4,
18,Doug Gabriel,0,0,60,4,
33,Doug Jolley,0,0,41,2,
16,Jerry Porter,0,0,28,2,
9,Zack Crockett,0,0,14,2,
6,JR Redmond,0,0,11,2,
7,Tyrone Wheatley,0,0,10,3,
4,Amos Zereoue,0,0,4,1,
76,Matt Schobel,0,1,84,2,
23,Chad Johnson,0,0,74,8,
8,Rudi Johnson,0,0,19,4,
8,Jeremi Johnson,0,0,11,3,
5,Reggie Kelly,0,0,9,2,
8,TJ Houshmandzadeh,0,0,8,1,
7,Kevin Walter,0,0,7,1,
33,Jason Witten,0,0,97,6,
26,Keyshawn Johnson,0,0,58,4,
13,Richie Anderson,0,0,21,4,
14,RaWilliams,0,0,14,1,
8,Patrick Crayton,0,0,14,2,
3,Eddie George,0,0,3,1,
40,Ashley Lelie,0,1,81,4,
34,Jeb Putzier,0,1,48,2,
23,Kyle Johnson,0,1,46,3,
13,Rod Smith,0,1,29,3,
15,Dwayne Carswell,0,0,19,2,
6,Reuben Droughns,0,0,6,1,
5,Darius Watts,0,0,5,1,
28,Jabar Gaffney,0,0,86,6,
44,Derick Armstrong,0,0,84,6,
13,Andre Johnson,0,0,28,3,
10,D Davis,0,0,19,2,
9,Tony Hollings,0,0,16,3,
7,Moran Norris,0,0,7,1,
5,Corey Bradford,0,0,5,1,
37,Az Zahir Hakim,0,0,120,7,
12,Reggie Swinton,0,0,45,5,
17,Roy Williams,0,0,33,3,
14,Shawn Bryson,0,0,28,4,
14,Stephen Alexander,0,0,19,2,
14,Casey Fitzsimmons,0,0,14,1,
6,Cory Schlesinger,0,1,7,2,
3,Kevin Jones,0,0,3,1,
0,Artose Pinner,0,0,0,1,
15,Laveranues Coles,0,1,46,4,
13,Brian Kozlowski,0,0,13,1,
11,Clinton Portis,0,0,11,1,
3,Ladell Betts,0,0,3,1,
30,Chris Chambers,0,0,104,7,
38,Marty Booker,0,0,91,4,
20,Rob Konrad,0,1,20,1,
16,Randy McMichael,1,0,16,1,
14,Derrius Thompson,0,0,14,1,
7,Bryan Gilmore,0,0,7,1,
9,Sammy Morris,0,0,6,3,
48,Larry Fitzgerald,0,1,92,5,
13,Anquan Boldin,0,0,37,5,
8,Bryant Johnson,0,0,20,3,
3,Troy Hambrick,0,0,5,2,
5,Freddie Jones,0,0,5,1,
3,Emmitt Smith,0,0,3,1,
0,Obafemi Ayanbadejo,0,0,0,1,
20,Jeremy Shockey,0,1,64,6,
28,Tiki Barber,0,0,59,4,
10,Ike Hilliard,0,0,38,6,
21,Amani Toomer,0,0,34,2,
28,David Terrell,0,0,70,4,
35,Bernard Berrian,0,1,35,1,
33,Bobby Wade,0,0,33,1,
5,Anthony Thomas,0,0,5,1,
1,Bryan Johnson,0,0,1,1,
47,Plaxico Burress,0,0,70,3,
26,Verron Haynes,0,0,44,2,
20,Hines Ward,0,1,32,2,
17,Matt Cushing,0,0,17,1,
12,Dan Kreider,0,0,12,1,
6,Antwaan Randle El,0,0,6,1,
2,Jay Riemersma,0,1,2,1,
20,Terrell Owens,0,0,53,7,
21,Chad Lewis,0,0,32,3,
10,Todd Pinkston,0,0,10,1,
10,LJ Smith,0,0,10,1,
6,Brian Westbrook,0,0,4,3,
31,Keenan McCardell,0,0,89,6,
29,Antonio Gates,0,3,56,5,
13,LaDainian Tomlinson,0,0,40,4,
22,Eric Parker,0,0,36,3,
12,Kassim Osgood,0,1,23,2,
7,Lorenzo Neal,0,0,13,2,
22,Boo Williams,0,1,71,5,
13,Jerome Pathon,0,0,34,3,
28,Ernie Conwell,0,0,28,1,
12,Joe Horn,0,0,21,2,
8,Deuce McAllister,0,0,18,4,
1,Aaron Brooks,0,0,1,1,
39,Brandon Lloyd,0,1,75,4,
19,Eric Johnson,0,0,54,5,
28,Curtis Conway,0,1,48,3,
16,Cedrick Wilson,0,0,44,3,
14,Kevan Barlow,0,0,18,2,
12,Arnaz Battle,0,0,12,1,
5,Fred Beasley,0,0,8,2,
3,Aaron Walker,0,0,3,1,
2,Terry Jackson,0,0,-3,2,
39,Darrell Jackson,0,2,114,5,
33,Jerheme Urban,0,0,50,2,
21,Jerramy Stevens,0,0,44,4,
25,Koren Robinson,0,1,39,2,
17,Ryan Hannam,0,0,17,1,
13,Itula Mili,0,0,13,1,
5,Jerry Rice,0,0,5,1,
3,Mack Strong,0,0,3,1,
35,Torry Holt,0,1,111,6,
20,Isaac Bruce,0,1,59,4,
48,Brandon Manumaleuna,0,0,53,3,
16,Shaun McDonald,0,0,33,3,
8,Marshall Faulk,0,0,22,6,
7,Kevin Curtis,0,0,7,1,
50,David Givens,0,0,100,5,
20,David Patten,0,0,34,2,
22,Patrick Pass,0,0,32,3,
18,Troy Brown,0,1,30,3,
14,Corey Dillon,0,0,19,2,
12,Kevin Faulk,0,0,17,2,
4,Bethel Johnson,0,1,4,1,
2,Mike Vrabel,0,1,2,1,
56,Michael Clayton,0,0,90,5,
24,Ken Dilger,0,1,47,5,
23,Joe Jurevicius,0,0,43,3,
21,Joey Galloway,0,0,40,2,
24,Michael Pittman,0,0,30,2,
22,Will Heller,0,0,22,1,
8,Jameel Cook,0,1,17,3,
7,Charles Lee,0,0,7,1,
29,Tony Gonzalez,0,1,123,9,
59,Eddie Kennison,0,0,104,6,
25,Johnnie Morton,0,1,69,6,
15,Larry Johnson,0,0,38,4,
30,Chris Horn,0,0,30,1,
2,Priest Holmes,0,0,3,4,
1,Jason Dunn,0,1,1,1,
1,Tony Richardson,0,0,1,1,
41,Marvin Harrison,0,0,81,6,
17,Edgerrin James,0,0,56,5,
26,Dallas Clark,0,1,38,3,
20,Brandon Stokley,0,0,34,2,
19,Marcus Pollard,0,2,29,2,
10,Reggie Wayne,0,1,22,3,
4,James Mungro,0,0,4,1,
4,Dominic Rhodes,0,0,4,1,
18,Jermaine Wiggins,0,0,63,5,
30,Kelly Campbell,0,0,30,1,
13,Marcus Robinson,0,0,23,3,
9,Michael Bennett,0,0,15,2,
8,Onterrio Smith,0,0,15,2,
13,Moe Williams,0,0,15,2,
8,Nate Burleson,0,1,8,1,
14,Bryant Johnson,0,0,32,3,
9,Anquan Boldin,0,0,31,5,
16,Obafemi Ayanbadejo,0,0,16,1,
5,Karl Williams,0,0,5,1,
4,Freddie Jones,0,0,4,1,
2,Larry Fitzgerald,0,0,2,1,
21,Amani Toomer,0,0,100,8,
20,Tiki Barber,0,0,52,5,
9,Jeremy Shockey,0,1,24,4,
9,Jamaar Taylor,0,0,9,1,
8,Ike Hilliard,0,0,8,1,
49,Alge Crumpler,0,1,118,4,
11,Peerless Price,0,0,20,2,
5,Warrick Dunn,0,0,5,1,
4,Dez White,0,0,4,1,
25,Michael Clayton,0,1,90,6,
22,Ken Dilger,0,1,51,5,
9,Michael Pittman,0,0,16,4,
6,Jameel Cook,0,0,10,2,
4,Joey Galloway,0,0,4,1,
3,Joe Jurevicius,0,0,3,1,
58,Dennis Northcutt,0,0,69,2,
24,Frisman Jackson,0,0,61,5,
14,Antonio Bryant,0,0,26,2,
8,Terrelle Smith,0,0,8,1,
7,Aaron Shea,0,1,7,1,
3,Steve Heiden,0,0,3,1,
22,Plaxico Burress,0,0,66,5,
22,Hines Ward,0,0,42,3,
19,Antwaan Randle El,0,0,19,1,
7,Jerome Bettis,0,0,7,1,
50,Javon Walker,0,1,74,3,
25,Tony Fisher,0,1,36,3,
35,David Martin,0,0,35,1,
14,Donald Driver,0,0,28,3,
17,Bubba Franks,0,1,24,2,
6,William Henderson,0,1,16,4,
14,Antonio Chatman,0,0,14,1,
6,Ahman Green,0,0,7,2,
2,Robert Ferguson,0,0,2,1,
40,Nate Burleson,0,1,141,11,
22,Jermaine Wiggins,0,1,94,6,
17,Moe Williams,0,1,57,4,
22,Marcus Robinson,0,0,39,2,
11,Onterrio Smith,0,1,13,2,
10,Kelly Campbell,0,0,10,1,
9,Sean Berton,0,0,9,1,
69,Brandon Stokley,0,2,132,5,
80,Dallas Clark,0,2,102,3,
13,Reggie Wayne,0,1,33,4,
13,Marvin Harrison,0,0,22,2,
17,Marcus Pollard,0,0,17,2,
8,Edgerrin James,0,0,14,2,
25,Andre Johnson,0,0,59,6,
11,D Davis,0,0,54,7,
22,Jabar Gaffney,0,0,41,3,
19,Corey Bradford,0,0,38,2,
14,Derick Armstrong,0,0,14,1,
6,Billy Miller,0,0,6,1,
4,Moran Norris,0,0,4,1,
-1,Jonathan Wells,0,0,-1,1,
36,Jimmy Smith,0,1,109,7,
15,Kyle Brady,0,0,27,3,
11,Fred Taylor,0,0,21,3,
12,LaBrandon Toefield,0,1,18,2,
9,Greg B Jones,0,0,9,1,
8,Reggie Williams,0,0,8,1,
4,Marc Edwards,0,0,4,1,
2,Todd Yoder,0,0,2,1,
46,Roy Williams,0,0,64,2,
11,Stephen Alexander,0,0,24,3,
8,Shawn Bryson,0,0,13,2,
11,Reggie Swinton,0,0,13,2,
9,Kevin Jones,0,0,7,2,
20,David Givens,0,0,66,5,
47,Bethel Johnson,0,0,47,1,
15,David Patten,0,1,43,3,
17,Troy Brown,0,0,23,2,
9,Kevin Faulk,0,0,16,2,
10,Jed Weaver,0,0,10,1,
9,Daniel Graham,0,0,9,1,
5,Patrick Pass,0,0,9,2,
5,Corey Dillon,0,0,5,1,
5,Christian Fauria,0,1,5,1,
17,Eric Moulds,0,0,46,5,
15,Lee Evans,0,0,15,1,
12,Willis McGahee,0,0,12,1,
5,Daimon Shelton,0,0,5,1,
3,Tim Euhus,0,0,3,1,
57,Joe Horn,0,1,167,5,
19,Jerome Pathon,0,0,33,2,
15,Boo Williams,0,0,29,3,
17,Mike Karney,0,0,17,1,
6,Donte Stallworth,0,0,11,3,
2,Aaron Stecker,0,0,2,1,
23,Eddie Kennison,0,1,121,7,
29,Tony Gonzalez,0,0,71,6,
21,Johnnie Morton,0,0,59,4,
17,Derrick Blaylock,0,0,38,3,
11,Jason Dunn,0,0,11,1,
11,Dante Hall,0,0,11,1,
47,Santana Moss,0,0,75,3,
16,Justin McCareins,0,0,30,2,
25,LaMont Jordan,0,0,25,1,
19,Chris Baker,0,0,19,1,
13,Wayne Chrebet,0,0,19,3,
4,Curtis Martin,0,0,5,2,
2,Jerald Sowell,0,0,2,1,
16,Clarence Moore,0,2,45,5,
23,Travis Taylor,0,0,42,4,
25,Musa Smith,0,0,25,1,
21,Kevin Johnson,0,0,23,2,
23,Chester Taylor,0,0,23,1,
12,Daniel Wilcox,0,0,21,2,
17,Jamal Lewis,0,0,20,3,
14,Randy Hymes,0,0,14,1,
39,Cedrick Wilson,0,0,101,5,
21,Eric Johnson,0,0,71,6,
30,Brandon Lloyd,0,1,62,5,
10,Terry Jackson,0,0,16,2,
9,Kevan Barlow,0,0,14,2,
12,Maurice Hicks,0,0,12,1,
8,Fred Beasley,0,0,8,1,
40,Muhsin Muhammad,0,3,123,6,
27,Ricky Proehl,0,0,69,5,
25,Keary Colbert,0,0,57,4,
37,Nick Goings,0,0,50,3,
4,Brad Hoover,0,0,4,1,
21,Isaac Bruce,0,0,104,7,
16,Kevin Curtis,0,1,39,3,
17,Torry Holt,0,0,32,2,
6,Marshall Faulk,0,0,21,5,
21,Shaun McDonald,0,0,21,1,
15,Cameron Cleeland,0,0,15,1,
9,Steven Jackson,0,0,9,1,
8,Mike Furrey,0,0,8,1,
7,Joey Goodspeed,0,0,7,1,
6,Brandon Manumaleuna,0,0,6,1,
33,Koren Robinson,0,0,50,2,
12,Jerramy Stevens,0,0,34,3,
13,Darrell Jackson,0,0,33,3,
22,Bobby Engram,0,0,28,3,
9,Jerry Rice,0,0,9,1,
8,Maurice Morris,0,0,8,1,
7,Mack Strong,0,0,7,1,
3,Shaun Alexander,0,0,3,1,
47,Drew Bennett,0,1,148,6,
29,Derrick Mason,0,1,91,7,
26,Eddie Berlin,0,0,26,1,
7,Shad Meier,0,0,18,4,
8,Robert Holcombe,0,0,14,2,
8,Erron Kinney,0,0,14,2,
12,Antowain Smith,0,0,12,1,
6,Chris Brown,0,0,6,2,
3,Ben Troupe,0,0,3,1,
2,Troy Fleming,0,0,2,1,
32,Bobby Wade,0,0,63,4,
24,Desmond Clark,0,0,24,1,
11,David Terrell,0,0,11,1,
6,Anthony Thomas,0,0,10,3,
8,Bernard Berrian,0,0,8,1,
22,Laveranues Coles,0,0,74,6,
27,Darnerien McCants,0,0,46,2,
14,Taylor Jacobs,0,0,37,4,
14,Clinton Portis,0,0,32,4,
12,Rod Gardner,0,0,18,2,
9,Chris Cooley,0,1,9,1,
34,Chad Johnson,0,0,89,6,
13,TJ Houshmandzadeh,0,0,59,7,
18,Kevin Walter,0,0,23,2,
16,Kelley Washington,0,0,23,4,
10,Kenny Watson,0,0,19,2,
3,Tony Stewart,0,1,4,2,
0,Jeremi Johnson,0,0,0,1,
29,Jason Witten,0,2,133,9,
22,Keyshawn Johnson,0,0,53,4,
28,Eddie George,0,0,35,2,
21,Quincy Morgan,0,0,21,1,
8,Richie Anderson,0,0,6,2,
6,Patrick Crayton,0,0,6,2,
0,Darian Barnes,0,0,0,1,
59,Terrell Owens,0,3,134,6,
42,Brian Westbrook,0,0,62,4,
60,Freddie Mitchell,0,0,60,1,
59,Todd Pinkston,0,1,59,1,
13,Greg Lewis,0,0,13,1,
12,Chad Lewis,0,0,12,1,
5,Josh Parry,0,0,5,1,
19,Travis Taylor,0,0,68,6,
31,Kevin Johnson,0,1,51,4,
17,Darnell Dinkins,0,1,40,3,
24,Clarence Moore,0,0,24,1,
20,Daniel Wilcox,0,0,23,2,
6,Chester Taylor,0,0,18,4,
5,Alan Ricard,0,0,5,2,
3,Jamal Lewis,0,0,3,1,
22,Terrance Copper,0,0,44,3,
11,Quincy Morgan,0,0,42,4,
16,Keyshawn Johnson,0,0,40,3,
13,Jason Witten,0,0,29,3,
1,Jeff Robinson,0,1,1,1,
0,Darian Barnes,0,0,0,1,
54,Sam Aiken,0,0,61,2,
32,Lee Evans,0,0,38,2,
19,Mark Campbell,0,3,37,4,
15,Willis McGahee,0,0,27,3,
8,Eric Moulds,0,0,17,3,
5,Travis Henry,0,0,5,1,
22,Torry Holt,0,1,90,8,
33,Shaun McDonald,0,0,72,6,
26,Isaac Bruce,0,1,58,3,
22,Kevin Curtis,0,0,51,5,
9,Marshall Faulk,0,0,13,4,
3,Steven Jackson,0,0,3,1,
39,Muhsin Muhammad,0,2,118,6,
11,Nick Goings,0,0,21,3,
12,Keary Colbert,0,0,18,3,
3,Kris Mangum,0,0,3,1,
33,Larry Fitzgerald,0,1,92,7,
31,Anquan Boldin,0,0,75,6,
40,Freddie Jones,0,0,73,5,
19,Karl Williams,0,0,37,3,
24,Josh Scobey,0,0,35,2,
11,Obafemi Ayanbadejo,0,0,15,2,
8,Eric Edwards,0,0,12,2,
4,Emmitt Smith,0,0,4,1,
43,David Terrell,0,0,76,3,
30,Adrian Peterson,0,0,30,1,
8,Thomas Jones,0,0,23,4,
17,Bernard Berrian,0,0,17,1,
14,Desmond Clark,0,0,14,1,
7,Justin Gage,0,0,7,1,
3,Bobby Wade,0,0,6,2,
2,Dustin Lyman,0,1,2,1,
35,Reggie Wayne,0,2,106,6,
15,Marvin Harrison,0,1,49,4,
9,Dallas Clark,0,0,19,3,
14,Marcus Pollard,0,1,19,2,
11,Edgerrin James,0,0,11,1,
7,Brandon Stokley,0,0,7,1,
36,Chad Johnson,0,1,80,5,
21,Kelley Washington,0,1,47,3,
20,TJ Houshmandzadeh,0,0,24,2,
9,Jeremi Johnson,0,0,9,1,
4,Kevin Walter,0,0,4,1,
1,Rudi Johnson,0,0,1,1,
21,Plaxico Burress,0,0,46,3,
26,Jerame Tuman,0,0,26,1,
8,Dan Kreider,0,1,22,4,
11,Antwaan Randle El,0,0,17,2,
6,Hines Ward,0,0,15,3,
9,Lee Mays,0,0,9,1,
3,Jerome Bettis,0,0,3,1,
27,Dennis Northcutt,0,0,40,2,
16,Antonio Bryant,0,0,36,3,
10,Steve Heiden,0,0,19,3,
10,Lee Suggs,0,0,15,3,
4,Aaron Shea,0,1,7,2,
3,Terrelle Smith,0,0,3,1,
14,Justin McCareins,0,1,71,6,
13,Santana Moss,0,0,25,2,
11,LaMont Jordan,0,0,11,1,
7,Jerald Sowell,0,0,9,2,
18,Jimmy Smith,0,0,29,2,
13,Cortez Hankton,0,0,27,3,
13,Troy Edwards,0,0,24,2,
11,Fred Taylor,0,0,20,3,
13,Reggie Williams,0,0,13,1,
12,Kyle Brady,0,0,12,1,
4,LaBrandon Toefield,0,0,4,1,
25,Drew Bennett,0,0,64,4,
37,Derrick Mason,0,1,56,3,
21,Erron Kinney,0,0,31,2,
8,Troy Fleming,0,0,17,3,
6,Antowain Smith,0,0,14,3,
12,Eddie Berlin,0,0,12,1,
8,Shad Meier,0,0,8,1,
7,Ben Troupe,0,0,7,1,
61,Kelly Campbell,0,0,61,1,
16,Nate Burleson,1,1,52,5,
9,Jermaine Wiggins,0,1,51,8,
13,Michael Bennett,0,0,27,3,
14,Moe Williams,0,0,21,2,
10,Onterrio Smith,0,0,14,2,
7,Marcus Robinson,0,0,7,1,
10,Stephen Alexander,0,1,27,4,
21,Tai Streets,0,0,21,1,
11,Roy Williams,0,0,19,2,
15,Casey Fitzsimmons,0,0,15,1,
9,Shawn Bryson,0,0,9,1,
6,Kevin Jones,0,0,0,3,
30,Donte Stallworth,0,1,122,10,
20,Deuce McAllister,0,0,87,11,
27,Joe Horn,0,0,81,5,
30,Jerome Pathon,0,0,44,3,
18,Boo Williams,0,0,35,3,
5,Michael L Lewis,0,0,5,1,
3,Aaron Stecker,0,0,3,1,
37,Ashley Lelie,0,1,79,3,
11,Jeb Putzier,0,0,36,4,
11,Dwayne Carswell,0,0,27,5,
13,Rod Smith,0,0,26,3,
14,Reuben Droughns,0,0,25,2,
19,Kyle Johnson,0,1,19,1,
12,Darius Watts,0,0,12,1,
18,Jeremy Shockey,0,1,45,5,
15,Jim Finn,0,0,30,2,
11,Ike Hilliard,0,0,28,4,
13,Tiki Barber,0,0,24,3,
14,Amani Toomer,0,0,24,2,
11,Marcellus Rivers,0,0,11,1,
21,Alge Crumpler,0,2,47,4,
16,Dez White,0,0,35,4,
14,Justin Griffith,0,0,22,2,
7,Warrick Dunn,0,0,11,2,
46,Todd Pinkston,0,0,106,5,
14,Brian Westbrook,0,2,42,5,
14,Terrell Owens,0,1,24,2,
11,LJ Smith,0,0,20,3,
15,Chad Lewis,0,1,17,2,
13,Freddie Mitchell,0,0,13,1,
13,Ladell Betts,0,0,39,6,
14,Rod Gardner,0,0,35,4,
15,Laveranues Coles,0,0,34,4,
13,Chris Cooley,0,0,22,2,
14,James Thrash,0,0,19,2,
9,Darnerien McCants,0,0,17,2,
-4,Clinton Portis,0,0,-4,1,
17,Jerry Porter,0,0,63,5,
25,Ronald Curry,0,1,58,4,
20,Doug Gabriel,0,0,36,2,
12,Doug Jolley,0,0,22,2,
12,JR Redmond,0,0,20,2,
11,Amos Zereoue,0,0,11,1,
9,Tyrone Wheatley,0,0,9,1,
8,Tim Johnson,0,1,8,1,
28,Antonio Gates,0,1,101,8,
20,Keenan McCardell,0,0,91,7,
17,Eric Parker,0,0,25,2,
9,LaDainian Tomlinson,0,0,9,1,
56,Jerry Rice,0,1,86,3,
29,Bobby Engram,0,0,41,2,
17,Darrell Jackson,0,0,39,3,
11,Itula Mili,0,0,24,4,
5,Jerramy Stevens,0,0,5,1,
1,Mack Strong,0,0,1,1,
28,Chris Chambers,0,1,103,9,
25,Derrius Thompson,0,0,51,3,
17,Randy McMichael,0,0,43,6,
15,Marty Booker,0,0,20,2,
4,Travis Minor,0,0,13,4,
42,Joe Jurevicius,0,2,82,5,
36,Michael Clayton,0,0,66,4,
22,Joey Galloway,0,0,33,3,
13,Will Heller,0,0,13,1,
9,Jameel Cook,0,0,9,1,
7,Ken Dilger,0,0,7,1,
14,Maurice Hicks,0,0,37,3,
32,Rashaun Woods,0,0,32,1,
22,Terry Jackson,0,0,31,2,
9,Kevan Barlow,0,0,14,5,
9,Eric Johnson,0,0,9,1,
9,Kevin Ware,0,0,9,1,
8,Cedrick Wilson,0,0,8,1,
7,Brandon Lloyd,0,0,7,1,
49,Andre Johnson,0,0,107,6,
11,D Davis,0,1,41,6,
16,Derick Armstrong,0,0,16,1,
50,Donald Driver,0,1,148,10,
20,Javon Walker,0,0,88,9,
23,Robert Ferguson,0,0,44,4,
27,Bubba Franks,0,0,43,2,
20,William Henderson,0,0,20,1,
7,Tony Fisher,0,0,18,4,
11,Antonio Chatman,0,0,17,2,
5,Ben Steele,0,0,5,1,
36,Johnnie Morton,0,0,107,5,
65,Eddie Kennison,0,2,99,3,
22,Tony Gonzalez,0,0,86,7,
14,Derrick Blaylock,0,0,33,5,
19,Dante Hall,0,0,32,3,
7,Jason Dunn,0,0,17,3,
7,Tony Richardson,0,0,7,1,
26,Deion Branch,0,1,105,6,
48,Daniel Graham,0,0,83,3,
46,David Patten,0,0,46,1,
22,Troy Brown,0,0,27,2,
20,Corey Dillon,0,0,20,1,
10,Patrick Pass,0,0,17,2,
14,Christian Fauria,0,0,14,1,
3,David Givens,0,0,3,1,
12,Keyshawn Johnson,0,0,58,6,
13,Terrance Copper,0,0,22,2,
12,Quincy Morgan,0,0,22,2,
17,Jason Witten,0,0,17,1,
5,Darian Barnes,0,1,5,1,
-1,Julius Jones,0,0,-1,1,
17,Thomas Jones,0,0,48,6,
23,David Terrell,0,0,34,2,
13,Bobby Wade,0,0,23,2,
11,Anthony Thomas,0,0,20,2,
6,Desmond Clark,0,0,6,1,
3,Bernard Berrian,0,0,3,1,
-2,Bryan Johnson,0,0,-2,1,
30,Stephen Alexander,0,0,58,5,
37,Roy Williams,0,0,51,4,
12,Shawn Bryson,0,0,44,6,
