field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
0,0,3,3,0,Morten Andersen
2,3,4,4,42,Kris Brown
0,1,1,1,0,Joe Nedney
0,0,1,1,0,Bill Gramatica
0,0,3,3,0,David Akers
1,3,1,1,20,Jay Feely
1,1,3,3,48,Adam Vinatieri
0,1,2,2,0,Jake Arians
3,3,3,3,47,Mike Vanderjagt
0,0,3,3,0,Paul Edinger
0,0,3,3,0,Phil Dawson
0,1,3,3,0,Ryan Longwell
2,2,2,2,49,Martin Gramatica
3,3,2,2,45,Olindo Mare
2,3,0,0,27,John Kasay
0,0,1,1,0,John Carney
3,4,1,1,47,John Hall
2,3,3,3,42,Morten Andersen
1,3,3,3,22,Tim Seder
1,5,1,1,38,Kris Brown
2,2,1,1,39,Matt Stover
2,3,2,2,48,Wade Richey
2,2,1,2,37,Todd Peterson
0,2,3,3,0,Jose Cortez
2,3,1,1,45,Jason Hanson
0,2,4,4,0,Joe Nedney
1,1,3,3,38,Mike Hollis
2,2,3,3,43,Brett Conway
0,0,2,2,0,Rian Lindell
1,1,5,5,31,Sebastian Janikowski
2,3,0,0,39,Jason Elam
1,1,1,1,32,Bill Gramatica
1,2,2,2,25,Morten Andersen
2,3,2,2,31,Jay Feely
2,2,1,1,39,Tim Seder
4,4,0,0,47,Paul Edinger
2,2,2,2,40,Ryan Longwell
1,1,1,1,40,Phil Dawson
5,6,0,0,37,Kris Brown
4,4,2,2,33,Jason Elam
1,1,1,1,29,Wade Richey
1,1,2,2,38,Jason Hanson
2,2,2,2,37,Martin Gramatica
1,1,3,3,25,Mike Vanderjagt
2,2,3,3,31,Olindo Mare
0,0,4,4,0,Mike Hollis
2,2,1,1,52,Neil Rackers
0,2,3,3,0,Adam Vinatieri
1,2,0,0,24,Jake Arians
2,2,3,3,51,John Hall
0,0,1,1,0,Todd Peterson
2,2,6,6,36,David Akers
1,1,2,2,43,Gary Anderson
2,2,4,4,33,Rian Lindell
2,2,3,3,52,Sebastian Janikowski
0,0,4,4,0,Jose Cortez
4,4,1,1,43,John Carney
2,2,6,6,35,Jeff Wilkins
0,1,2,2,0,John Kasay
1,2,1,1,27,Joe Nedney
3,3,1,1,33,Matt Stover
1,1,6,6,50,Bill Gramatica
1,1,5,5,49,Jason Hanson
1,1,2,2,42,Matt Stover
2,2,3,3,42,Phil Dawson
2,3,2,2,26,Jake Arians
3,3,2,2,51,Rian Lindell
3,3,1,1,41,John Kasay
1,1,2,2,26,Jose Cortez
0,0,1,1,0,Neil Rackers
2,2,2,2,41,Joe Nedney
1,3,0,0,30,Jon Hilbert
5,5,3,3,46,David Akers
1,1,1,1,33,Jason Elam
1,1,2,2,48,Brett Conway
2,2,2,2,45,Ryan Longwell
3,3,2,2,39,Jay Feely
0,1,0,0,0,Olindo Mare
1,1,3,3,43,John Hall
1,1,2,2,33,Adam Vinatieri
1,2,3,3,35,Jeff Wilkins
2,2,4,4,48,John Carney
2,2,2,2,52,Mike Vanderjagt
2,2,2,2,48,Kris Brown
0,1,1,1,0,Mike Hollis
2,2,4,4,25,Sebastian Janikowski
1,1,3,3,26,Wade Richey
3,4,1,1,38,Martin Gramatica
2,2,3,3,40,Paul Edinger
0,0,4,4,0,Gary Anderson
3,4,1,1,51,Morten Andersen
1,1,3,3,43,Jon Hilbert
4,4,2,2,50,Jason Elam
2,2,1,1,54,Jason Hanson
2,2,3,3,46,Ryan Longwell
0,0,3,4,0,Jake Arians
2,2,4,4,39,Olindo Mare
0,0,1,1,0,John Kasay
1,1,1,1,39,Jay Feely
4,4,0,1,33,Phil Dawson
0,2,0,0,0,Neil Rackers
0,1,3,3,0,Mike Vanderjagt
2,2,4,4,46,Jose Cortez
0,1,3,3,0,Mike Hollis
1,2,3,3,41,Matt Stover
2,2,1,1,26,Todd Peterson
0,1,1,1,0,Rian Lindell
2,2,0,0,44,Gary Anderson
2,2,1,1,43,Paul Edinger
0,1,4,4,0,Adam Vinatieri
1,3,2,2,31,John Carney
1,1,1,1,47,Morten Andersen
0,0,4,4,0,Sebastian Janikowski
1,1,0,0,49,David Akers
2,3,1,1,43,Brett Conway
1,3,2,2,26,Wade Richey
2,2,2,2,42,Bill Gramatica
1,1,3,3,49,Joe Nedney
2,3,4,4,39,Kris Brown
3,3,0,0,44,Jeff Wilkins
1,2,3,3,36,Martin Gramatica
1,1,1,1,29,Todd Peterson
3,3,2,2,38,David Akers
2,4,0,0,41,Jay Feely
0,1,5,5,0,Jeff Wilkins
4,5,3,3,30,Matt Stover
2,2,3,3,33,Mike Vanderjagt
2,3,1,1,46,Paul Edinger
1,4,1,1,36,Jason Hanson
2,2,1,1,41,Neil Rackers
3,5,1,1,48,Martin Gramatica
0,0,1,1,0,Phil Dawson
1,1,4,4,29,Joe Nedney
0,0,3,3,0,Olindo Mare
1,1,1,1,45,Jason Elam
2,2,3,3,42,John Carney
3,3,2,2,51,John Kasay
3,3,1,1,50,John Hall
1,1,2,2,28,Adam Vinatieri
0,1,3,3,0,Kris Brown
1,2,1,1,25,Gary Anderson
1,2,4,4,24,Sebastian Janikowski
4,5,2,2,36,Bill Gramatica
2,4,1,1,43,Rian Lindell
1,1,1,1,26,Steve Christie
0,1,0,0,0,Wade Richey
0,2,5,5,0,Jose Cortez
0,1,0,0,0,Shayne Graham
0,0,2,2,0,Brett Conway
2,3,2,2,39,Jon Hilbert
2,3,1,1,34,Mike Hollis
0,2,4,4,0,Ryan Longwell
1,2,1,1,24,Bill Gramatica
2,4,2,2,42,Brett Conway
1,2,1,1,22,Jay Feely
0,0,4,4,0,John Carney
2,2,1,1,27,Shayne Graham
1,1,3,3,37,John Kasay
1,1,1,1,47,Neil Rackers
0,1,2,2,0,Mike Hollis
2,3,2,2,41,Jon Hilbert
2,2,1,1,41,Morten Andersen
2,2,2,2,42,Jason Elam
0,1,1,1,0,Rian Lindell
1,2,2,2,27,Ryan Longwell
0,1,1,1,0,Paul Edinger
0,0,6,6,0,Gary Anderson
1,1,3,3,37,Joe Nedney
2,4,3,3,54,Adam Vinatieri
3,3,1,1,39,Phil Dawson
1,1,3,3,37,David Akers
0,2,2,2,0,Steve Christie
4,6,0,1,38,Kris Brown
0,1,1,1,0,John Hall
0,0,4,4,0,Sebastian Janikowski
2,3,2,2,43,Todd Peterson
2,2,3,3,39,Jeff Wilkins
0,0,2,2,0,Jose Cortez
0,0,1,1,0,Martin Gramatica
4,4,0,0,50,Jason Hanson
0,0,5,6,0,Olindo Mare
2,2,0,0,40,Mike Vanderjagt
1,1,2,2,39,Morten Andersen
2,2,1,1,42,Bill Gramatica
2,2,0,0,31,Steve Christie
2,2,1,1,31,Sebastian Janikowski
0,1,3,3,0,Matt Stover
2,3,2,2,33,Kris Brown
3,4,0,0,41,Shayne Graham
4,4,0,0,40,Adam Vinatieri
2,2,3,3,46,Paul Edinger
1,1,0,0,25,Martin Gramatica
1,1,1,1,29,Phil Dawson
3,3,0,1,46,Mike Hollis
2,2,3,3,44,Jason Hanson
1,1,3,3,27,Gary Anderson
2,2,5,5,39,Mike Vanderjagt
2,2,3,3,35,Jay Feely
4,6,2,2,51,Todd Peterson
3,4,2,2,49,Jason Elam
1,3,0,0,24,John Hall
0,0,2,2,0,Neil Rackers
2,2,3,3,37,Rian Lindell
1,1,0,0,37,Jon Hilbert
0,1,3,3,0,Jose Cortez
1,2,1,1,24,Joe Nedney
2,2,2,2,54,Ryan Longwell
2,4,0,0,47,Brett Conway
2,2,2,2,50,David Akers
0,0,3,3,0,John Carney
2,2,4,4,43,Jeff Wilkins
2,2,2,2,32,Adam Vinatieri
2,2,1,1,36,Olindo Mare
1,4,1,1,35,Sebastian Janikowski
2,2,1,1,22,Joe Nedney
2,2,1,1,32,Jose Cortez
1,1,0,0,20,David Akers
1,2,2,2,34,Cedric Oglesby
1,2,1,1,27,Jon Hilbert
4,4,3,3,52,Jay Feely
1,1,3,3,28,Shayne Graham
3,4,1,1,43,Matt Stover
4,5,2,2,46,John Kasay
1,3,5,5,33,Jeff Wilkins
1,2,3,4,39,Ryan Longwell
0,0,1,1,0,Phil Dawson
2,3,2,2,50,Mike Vanderjagt
5,6,2,2,48,John Hall
2,3,2,2,41,Todd Peterson
1,1,2,2,27,Steve Christie
0,1,0,0,0,Wade Richey
1,1,0,0,32,Gary Anderson
4,4,3,3,39,Mike Hollis
2,2,3,3,33,Morten Andersen
1,1,3,3,20,Rian Lindell
2,4,5,6,37,Kris Brown
0,1,2,2,0,Jason Hanson
4,4,4,4,32,Martin Gramatica
0,0,3,3,0,John Carney
2,2,1,1,34,Brett Conway
2,2,2,2,39,Paul Edinger
3,4,1,1,42,Doug Brien
1,1,1,1,24,Matt Stover
0,2,1,1,0,John Kasay
3,3,3,3,41,Cedric Oglesby
2,4,2,3,34,Neil Rackers
1,1,2,3,38,Kris Brown
2,2,3,3,22,Jon Hilbert
0,1,3,3,0,Jose Cortez
3,3,2,2,42,Jason Elam
1,1,2,2,28,Sebastian Janikowski
1,1,3,3,38,Paul Edinger
1,1,3,3,24,Ryan Longwell
2,3,1,1,44,Gary Anderson
1,2,3,3,28,Mike Hollis
3,3,3,3,47,Todd Peterson
0,0,3,3,0,Olindo Mare
0,1,2,2,0,Jay Feely
1,2,1,1,29,John Carney
4,4,4,4,53,Brett Conway
3,3,0,0,33,John Hall
0,0,2,2,0,Shayne Graham
1,2,3,3,35,David Akers
2,2,1,1,32,Morten Andersen
5,5,1,1,41,Steve Christie
1,2,2,2,54,Rian Lindell
0,0,6,6,0,Jeff Wilkins
1,1,2,2,48,Mike Vanderjagt
1,1,5,5,31,Joe Nedney
2,2,5,5,44,Phil Dawson
2,2,0,0,40,John Kasay
1,1,5,5,19,Adam Vinatieri
4,4,3,3,47,Paul Edinger
0,0,1,1,0,Jaret Holmes
0,1,0,1,0,Mike Hollis
1,3,0,0,47,Jason Hanson
1,1,1,1,33,Jon Hilbert
5,5,2,2,45,Mike Vanderjagt
1,2,1,1,25,Jason Elam
2,3,4,4,22,Olindo Mare
0,0,1,1,0,Shayne Graham
1,1,5,5,39,Jose Cortez
1,1,2,2,27,Morten Andersen
0,1,1,1,0,Owen Pochman
2,3,4,4,44,Ryan Longwell
0,0,4,4,0,Kris Brown
0,0,1,1,0,Phil Dawson
3,4,1,2,44,Brad Daluiso
1,1,3,3,53,John Hall
0,1,3,3,0,Rian Lindell
1,3,1,1,27,Todd Peterson
1,2,4,4,24,Jeff Wilkins
2,2,1,1,49,Jay Feely
2,2,1,1,42,Doug Brien
1,3,2,2,47,David Akers
0,0,3,3,0,Joe Nedney
3,3,2,2,34,Neil Rackers
2,2,0,0,36,Brett Conway
1,1,2,2,26,Cedric Oglesby
4,4,1,1,38,Matt Stover
1,1,0,0,26,Gary Anderson
1,1,4,4,26,David Akers
3,3,0,0,36,Martin Gramatica
3,3,3,3,45,Sebastian Janikowski
1,3,3,3,45,John Hall
2,2,1,2,45,Ryan Longwell
0,1,1,1,0,Jose Cortez
1,1,0,0,33,Olindo Mare
2,3,2,2,40,Matt Stover
1,1,2,2,38,Paul Edinger
4,4,3,3,46,David Akers
3,3,1,1,45,Adam Vinatieri
2,2,1,1,45,Sebastian Janikowski
2,3,3,3,46,Kris Brown
1,1,1,1,26,Matt Stover
1,1,6,6,27,Jeff Wilkins
1,1,2,2,28,Ryan Longwell
1,2,2,2,30,Kris Brown
1,2,3,3,44,Adam Vinatieri
3,4,2,2,41,Jeff Wilkins
1,1,3,3,46,David Akers
2,2,2,2,48,Adam Vinatieri
1,2,2,2,50,Jeff Wilkins
