completions, interceptions thrown, name, passes, passing conversions, passing touchdowns, passing yards
15,0,Quincy Carter,25,0,2,241
21,0,Jeff Garcia,36,0,2,229
19,0,Brian Griese,26,0,1,142
35,2,Rich Gannon,49,0,2,313
31,2,Ty Detmer,51,0,0,303
0,1,Lamont Warren,1,0,0,0
17,0,Jim Miller,30,0,2,252
18,0,Brett Favre,29,0,0,169
11,3,Spergon Wynn,30,0,1,114
22,1,Mark Brunell,37,0,1,283
26,2,Trent Green,35,0,2,294
16,1,Jay Fiedler,29,0,2,191
11,2,Michael Vick,20,0,1,214
7,1,Chris Chandler,11,0,0,51
14,3,Aaron Brooks,28,0,1,127
9,1,Tony Banks,15,0,0,94
19,2,Vinny Testaverde,37,0,0,227
16,0,Alex Van Pelt,27,0,1,185
21,1,Donovan McNabb,39,0,3,270
22,0,Kerry Collins,39,0,1,303
34,2,Doug Flutie,53,0,1,377
14,0,Trent Dilfer,23,1,3,267
23,1,Kurt Warner,30,0,3,359
15,1,Peyton Manning,28,0,0,195
16,0,Steve McNair,25,0,2,274
0,1,Mike Green,1,0,0,0
20,1,Tim Couch,27,0,3,336
15,3,Chris Weinke,36,0,0,144
0,0,Richard Huntley,0,0,0,0
17,2,Tom Brady,29,0,1,198
19,0,Jim Miller,28,0,1,159
0,0,Marty Booker,1,0,0,0
19,3,Mark Brunell,36,0,2,189
24,0,Ty Detmer,40,0,2,242
0,0,John Jett,0,0,0,0
11,1,Quincy Carter,26,0,0,158
16,1,Peyton Manning,30,0,2,191
16,4,Brian Griese,32,0,1,151
9,0,Jay Fiedler,16,0,1,110
15,2,Travis Brown,33,0,1,201
3,1,Alex Van Pelt,7,0,0,19
21,4,Aaron Brooks,33,0,0,119
0,0,Jeff Blake,1,0,0,0
14,0,Jeff Garcia,21,0,4,263
2,0,Tim Rattay,2,0,0,21
36,2,Kerry Collins,59,0,1,386
15,0,Brett Favre,30,0,2,315
6,1,Tommy Maddox,8,0,1,97
8,2,Kordell Stewart,16,0,0,72
13,2,Tim Couch,26,0,0,150
23,0,Rich Gannon,38,0,1,224
18,2,Vinny Testaverde,29,0,1,230
22,2,Trent Dilfer,38,0,2,248
0,0,Jeff Feagles,1,0,0,0
15,1,Trent Green,33,1,1,184
25,3,Kurt Warner,30,0,3,280
12,1,Michael Vick,30,0,0,176
19,1,Shaun King,28,0,0,148
3,0,Brad Johnson,4,0,0,46
10,1,AJ Feeley,14,0,2,143
5,1,Koy Detmer,14,0,0,51
11,0,Steve McNair,18,0,1,173
7,0,NO Donnell,14,0,1,134
28,1,Jon Kitna,47,0,0,340
0,1,Corey Dillon,1,0,0,0
13,1,Tony Banks,25,0,1,154
1,0,Kent Graham,1,0,0,8
11,1,Jake Plummer,25,0,0,154
10,0,Elvis Grbac,27,0,0,160
13,2,Spergon Wynn,29,0,0,86
1,0,Randy Moss,1,0,0,29
16,1,Donovan McNabb,25,0,2,194
22,4,Brad Johnson,36,0,0,202
23,0,Rich Gannon,29,0,2,294
26,0,Vinny Testaverde,40,0,3,268
22,1,Brett Favre,29,0,2,269
22,1,Jeff Garcia,32,1,1,233
15,1,Jay Fiedler,28,0,0,122
12,0,Elvis Grbac,18,0,1,133
8,2,Shane Matthews,17,0,0,66
3,1,Jim Miller,5,0,0,23
26,1,Donovan McNabb,40,0,2,262
32,1,Tom Brady,52,0,0,312
17,0,Rich Gannon,31,0,1,159
12,1,Kordell Stewart,22,0,1,154
18,3,Elvis Grbac,37,0,0,153
18,1,Kurt Warner,30,0,2,216
26,6,Brett Favre,44,0,2,281
24,3,Kordell Stewart,42,0,0,255
12,0,Tom Brady,18,0,0,115
10,0,Drew Bledsoe,21,0,1,102
22,0,Kurt Warner,33,0,1,212
18,1,Donovan McNabb,30,0,1,171
16,0,Tom Brady,27,0,1,145
0,0,Kevin Faulk,0,0,0,0
28,2,Kurt Warner,44,0,1,365
