name, rushes, rushing touchdowns, rushing yards
T McCormick,12,0,36
T Hackett,1,0,28
B Cox,2,1,22
D Young,4,0,14
T Wilson,4,1,12
K Thompson,6,0,7
X Finney,23,0,133
D McSurdy,11,0,60
J Ford,3,0,6
J Arias,6,0,-18
R Webb,14,0,70
D Rivers,5,0,16
B Kimbrow,1,0,-6
S Rivers,3,0,-9
P Robinette,5,0,-14
J Gilmore,9,0,65
J Thomas,12,0,33
P Walker,8,1,21
K Harper,8,0,21
Z Williams,7,0,17
J Morrow,6,0,17
G Wicks,2,0,7
T West,1,0,-2
C Halliday,5,0,-16
P James,29,3,173
D Peoples,8,0,36
J Tsimis,1,0,9
J Grant,1,0,7
G Nova,1,0,-7
T Jones Grigsby,13,1,124
N Wilson,7,1,104
A Solomon,8,0,50
J Baker,6,0,21
J Randall,3,0,17
Z Green,5,0,14
J Scroggins,2,0,13
A Smith,3,0,7
C Brewer,1,1,3
B Decker,10,0,56
G Naufahu,8,0,27
M Sullivan,4,0,21
D Green,3,0,14
K Whitely,6,0,1
M Adkins II,16,0,68
S Liufau,7,0,47
T Jones,4,0,11
C Powell,5,0,8
P Lindsay,2,0,0
D Hart,22,2,139
T Jarrells,17,1,121
J Oden,1,0,8
G Grayson,3,0,3
J Hansley,1,0,-4
M DeLorenzo,9,0,38
J Marriner,9,1,27
A Newsome,3,0,10
R Johnson,3,0,9
B Feagles,1,0,6
C Cochran,1,0,-6
C Whitmer,5,0,-13
T Hill,12,2,97
P Lasike,9,0,49
A Brown,6,0,35
A Hine,6,0,15
M Juergens,1,0,5
N Carter,3,0,4
K Farrow,7,0,21
R Jackson,6,1,14
J OKorn,8,0,-14
D Seibert,1,0,-42
D Glasco II,25,2,81
J Williams,12,1,54
K Jones,2,0,12
A Grubb,1,0,2
T Carter,8,0,-3
J Langford,13,0,57
N Hill,11,2,42
G Holmes,8,0,28
D Terry,5,0,21
R Shelton,2,0,19
A Burbridge,2,0,18
M Kings Jr,1,0,17
T OConnor,2,1,5
D Williams,5,0,3
C Cook,1,0,1
C LeMay,5,0,23
D James,3,0,17
E Jenkins,12,0,7
T Pope,2,0,4
M Jones,1,0,2
M Shortell,2,0,-31
P Gulley,11,1,100
T Hunt,3,0,25
A Ameen Moore,10,1,19
D McFarlane,1,0,4
G Morris II,5,0,0
A Wilson,3,0,-4
B Estime,1,0,-8
J Robertson,34,0,115
K Monangai,12,1,46
A Medley,6,0,14
G Underwood,5,0,14
A Wells,1,0,4
L Allen,28,1,93
A Wales,8,1,27
K Towner,2,0,15
B Doughty,3,0,-2
T Greene,18,1,91
F Coppet,6,1,65
A Givens,5,1,17
M Johnson,6,0,-22
J Owens,23,0,233
D Rushing,7,2,55
K Pearson,8,0,46
G Brown,5,1,45
S Davern,9,1,27
S Hester,5,0,27
J Lee,2,0,24
N Romine,1,0,23
P Solano,4,1,20
B Hart,4,1,17
A Clinton Earl,3,0,15
C Huntsman,1,0,8
M Henry,8,0,23
T Lofton,5,1,20
K Canty,1,0,13
B Hebert,3,0,4
C Okpalobi,1,0,2
K Henderson,12,0,1
F Knighten,15,0,104
M Gordon,7,1,68
J White,12,1,48
S Hogan,2,0,31
T Holingsworth,5,1,15
B Byner,3,0,15
D Williams,4,0,13
S Johnson,10,0,33
T Bolton,1,0,25
A Knight,12,1,15
C Newell,2,0,8
D Prukop,16,0,4
G Brekke,2,0,4
T Yeldon,23,2,126
D Henry,17,1,113
B Sims,6,0,42
K Drake,3,0,7
R Shell,10,0,38
W Smallwood,5,0,9
D Smith,3,0,9
D Garrison,1,0,2
C Trickett,4,0,-11
C Artis Payne,26,1,177
C Grant,10,1,87
P Barber,3,0,19
N Marshall,8,1,19
R Louis,1,0,0
A Collins,10,0,68
K Marshall,8,0,45
J Williams,7,1,34
B Allen,4,0,6
H Banks,13,0,134
J Edwards,22,1,109
D Green,7,0,35
T Williamson,7,0,32
O Mann,4,0,1
D Russell,8,0,39
J Wilkins IV,8,0,31
J Travellin,6,1,26
J Melville,4,0,13
C Wingenroth,1,0,-1
A Taylor,30,2,115
J Johnson,9,0,38
D Campbell,6,0,37
B Ross,1,0,0
J Licata,3,0,-16
K Claridy,12,0,39
R Ho,6,0,25
R Morris,2,1,5
R Douglas,2,0,4
M Hughes,6,0,-5
D Buechel,5,0,-17
D Wilson,21,0,34
P DiNovo,3,0,-5
J Holman,5,2,-5
Z Zwinak,12,1,32
B Belton,10,0,16
A Lynch,1,0,7
C Hackenberg,5,0,2
J Snead,12,0,74
S Wilson,6,0,71
S Powell,11,1,54
T Sirk,8,2,54
P Boehme,3,0,14
J Ajeigbe,4,0,8
B Bennett,13,1,87
T Coppedge,15,0,65
M Quinn,3,0,-14
D Grayson,7,0,78
A Scott,7,1,61
C Hairston,3,0,33
B Allen,5,1,23
K Benkert,2,1,13
C Hunter,2,0,1
S Carden,2,0,-1
A Clarke,15,0,57
M Bell,3,0,14
K Thompson,2,0,14
D Wright,3,0,5
S Swinson,3,0,2
Q Billerman,5,0,-22
B Hill,19,0,114
D Jackson,17,1,73
R Brumfield,8,2,56
B Roback,1,0,30
Jr,11,0,19
L Brown III,18,1,124
R Council,15,0,71
H Walker Jr,5,0,9
M Banks,2,0,5
T Martin,1,0,1
A Gardner,12,0,46
L Caldwell,10,0,15
E Hilliard,5,0,10
G Coleman,1,0,0
A McGough,3,0,-12
C Ayers,1,0,-16
A Jordan,19,0,64
C White,3,0,25
Q Williams,19,0,3
M Jones,1,1,1
D Dixon,1,0,-3
T Gurley,15,3,198
N Chubb,4,1,70
S Michel,6,0,33
Q Hicks,2,0,14
I McKenzie,1,0,9
K Marshall,6,0,8
H Mason,6,1,-3
C Davidson,13,1,66
D Howard,11,1,28
C Stoudt,13,0,16
W Gallman,1,0,5
D Watson,5,0,-3
J Thomas,13,0,71
Z Laskey,15,2,70
S Days,5,1,23
C Perkins,3,0,19
B Bostic,3,0,17
T Zenon,1,0,14
B Snoddy,1,0,9
M Connors,1,0,4
R Smith,4,1,108
E Jacks,13,0,89
W Gay,3,0,18
J Martin,7,0,18
L Long,6,0,15
N Colvin,6,0,12
O Harden,5,1,8
M Weimer,3,0,3
J Iosefa,30,1,143
S Lakalaka,9,0,34
I Woolsey,13,0,34
Q Pedroza,1,0,9
D Saint Juste,1,0,-3
L Coleman,17,0,78
D Washington,12,0,38
J Ross,1,1,20
J Lindquist,9,0,20
J Callier,3,0,16
J Mickens,2,0,7
D Cooper,1,0,1
J Ferguson,11,0,43
D Young,9,0,40
W Lunt,1,0,-1
M Ruiz,32,1,116
D Nania,12,0,46
J Webb,6,0,26
R Moore,5,0,6
A Stubbs,3,0,6
D Hymes,1,0,3
T Coleman,23,2,247
D Roberts,24,1,129
M Graham,8,1,39
N Sudfeld,10,0,32
D Redding,3,0,8
J Harris II,1,0,0
B Logan,10,1,47
L Booker,5,0,14
M Perish,8,0,-26
T Smith,1,0,35
M Weisman,10,1,35
L Daniels Jr,8,1,25
J Canzeri,7,0,23
J Parker,1,0,21
J Rudock,4,0,17
D Bullock,3,0,10
D Johnson,13,0,42
D Miller,5,0,13
S Kollmorgen,6,0,9
S Richardson,15,0,58
A Wimberly,9,2,38
D Nealy,2,0,6
J Crockett,17,3,138
C Morlock,6,1,81
K Frazier,9,0,40
C Wentz,8,0,38
D Anderson,2,0,4
C Jones,8,2,55
J Waters,17,2,55
D Robinson,11,0,49
J Hubener,6,0,32
J Leverett,6,0,25
J Jones,2,0,24
J Ertz,1,0,0
G Johnson,8,1,26
J Minden,3,1,25
Z Conque,8,0,16
J West,2,0,2
A Meray,6,0,19
C Reardon,8,0,10
N Holley,5,0,6
E Calhoun,2,0,-2
M Hibbler,1,0,-2
D Patterson,17,0,61
D Vick,8,0,35
A Ouellette,6,0,28
P White,6,0,23
D Brown,5,0,23
T Edmond,2,0,5
B Heard,2,2,116
M Horton,7,2,45
J Kemp,8,1,31
P Towles,3,1,30
S Williams,4,0,10
J Clemons,2,0,5
A Toure,17,0,81
T Garland,7,0,38
R Duckworth,7,0,27
N Ray,6,1,21
L Fair,5,0,18
D Favre,2,0,-1
J Neal,3,0,-1
E McGuire,13,1,129
A Harris,14,0,47
T Broadway,6,1,38
E Reed,3,0,21
T Pierce,4,0,15
T Bracken,15,0,46
L Tillery,6,0,21
J Jarvis,3,0,5
A Howard,2,0,4
D Shorts,5,0,3
K Hilliard,18,1,110
L Fournette,8,0,18
T Magee,6,0,8
K Beckwith,1,0,5
T Quinn,1,0,2
A Jennings,9,0,-2
B Harris,2,0,-11
M Gordon,16,1,140
C Clement,15,1,45
R Love,1,1,45
T McEvoy,6,0,40
B Ross,16,1,86
W Brown,13,0,81
C Brown,7,3,61
K Goins Jr,3,0,31
A Reid,5,1,23
C Rowe,5,0,5
K Abdullah,20,0,67
A Hill,8,0,36
J Miller,6,1,29
V Lee,8,0,27
S Tapley,1,0,1
J Latney,1,0,1
J Blyden,9,0,43
J Wilson,6,0,23
L Woodley,2,0,10
B Frohnapfel,5,0,-21
T Murphy,13,1,118
T Rouse,19,0,87
M Willis,16,1,57
J Hillman,9,0,43
S Alston,2,0,30
M Outlow,2,0,3
J Cooper,8,1,101
B Hayes,11,1,59
D Dorceus,10,2,41
T Wallace,10,0,37
P Lynch,5,2,34
S Craft,8,1,27
J Stewart,1,0,8
J Roberson,8,0,50
D Boone,8,0,30
R Coleman,5,0,19
J Franklin,5,0,10
T Taylor,7,0,6
O Gerron,1,0,1
S Treadwell,10,0,47
A Hendrix,20,0,46
D Washington,1,0,6
S McInnis,1,0,3
D Scott,4,0,-2
D Johnson,19,2,151
R Watson,9,0,31
R Cato,7,1,-10
D Green,15,1,170
D Smith,8,2,115
D Johnson,3,0,28
J Hayes,4,0,23
D Gardner,5,0,9
W Shallman,1,0,5
T Upshaw,18,0,109
M Cox,11,1,47
T Lamb,1,0,6
K Bryant,6,0,-9
R Hansbrough,20,1,126
M Murphy,9,0,54
M Mauk,5,0,17
I Witter,3,0,9
T Hunt,2,0,9
Z Zenner,17,2,103
A Sumner,2,0,18
R Gandy,3,0,3
B Mengarelli,2,0,-2
Z Lujan,8,0,-3
J Robinson,14,0,87
N Griffin,8,1,45
B Holloway,6,0,24
D Prescott,8,0,23
D Williams,2,0,17
B Braswell III,4,0,9
I Smith,13,0,43
G Payne,7,0,15
T Parks,3,0,11
J Richard,1,0,3
N Mullens,9,0,-1
R Whatley,9,0,65
T Rowland,8,1,63
J Parker,10,1,31
A Grammer,4,0,26
J Bryson,4,2,24
S Tucker,2,1,18
A Erdely,3,1,10
K Thomas,3,0,1
B Stockstill,2,0,-4
A Criswell,9,1,46
J Berry,6,0,36
R Williams II,6,0,30
K Wilson,13,0,29
N Bentley,1,0,4
R Williams Jenkins,7,0,118
G Whiteside,5,0,44
K Reynolds,23,1,42
D Brown,4,0,41
C Swain,3,0,35
D Sanders,6,1,30
N Copeland,7,0,22
Q Ezell,3,0,17
T Gulley,2,0,17
C Cass Jr,2,0,2
Q Singleton,1,0,2
J Barrett,9,0,50
C Samuel,7,0,45
E Elliott,12,1,44
D Wilson,6,0,43
J Marshall,3,0,7
R Smith,2,0,6
C Brunson,9,1,54
M Williams,6,2,52
T Logan,9,0,45
E Wood,8,0,43
R Morris,5,1,20
K Francis,5,0,16
M Trubisky,4,0,7
R Switzer,1,0,4
T Macon,13,2,67
D Abnar,18,1,60
S Masha,1,0,16
J Woodrum,4,0,9
J Smith,3,0,5
Z Parker,1,0,1
S Thornton,10,0,73
M Dayes,6,0,34
T Creecy,8,0,31
J Brissett,6,0,28
J Samuels,1,0,8
B Cherry,1,0,3
K Ellison,20,0,116
M Breida,10,1,87
L Ramsby,15,0,36
F Upshaw,1,0,8
D Scott,1,0,-1
A Abdullah,21,1,232
T Newby,16,2,107
T Armstrong Jr,7,1,62
I Cross,3,1,32
J Nelson,5,0,32
R Fyfe,4,0,29
G Nabity,1,0,4
J Warren,14,0,77
J Johnson,4,0,19
H Bussey,1,0,5
G Hankerson,6,0,4
T Moore,4,0,3
L Whitehead,1,0,-3
D Jackson,22,1,110
C Fajardo,15,1,68
N McLaurin,5,0,37
J Butler,11,1,31
R Pringle,5,1,95
M Brown,8,0,27
A Olsen,7,0,25
A Cantu,2,0,9
C Gautsche,14,2,184
J Pressley,9,0,84
T Gipson,13,1,71
C Wiggins,3,0,45
D Anaya,5,0,20
C Gongbay,4,0,12
C Mitchem,4,0,-6
A Jones,22,3,237
N Jeffery,14,0,84
J Showers,4,0,21
J Laufasa,1,0,3
J Jackson,8,1,40
T Green,13,0,37
S Vault,5,0,25
W Long,2,0,4
T Siemian,7,0,2
M Shuler,1,0,0
L Rubenzer,11,0,48
K Muhammad,8,1,23
D Lasco,8,0,22
T Watson,6,0,18
V Enwere,4,0,14
C Harper,1,0,4
J Goff,4,0,-1
G Bryant,8,1,71
T Folston,12,0,71
M Zaire,2,0,58
E Golson,12,3,41
C McDaniel,8,0,40
D Jackson,11,0,61
J Davis,14,0,33
B Hamilton,6,0,29
D Dillard,6,0,18
L Turner,2,0,2
S Perine,13,1,77
K Ford,9,2,51
A Ross,11,2,36
T Knight,4,0,17
S Shepard,1,0,2
D Brooks,1,0,2
K Dixon,16,0,42
B Martin,8,0,19
C Sokol,4,0,-4
J Walsh,11,2,51
R Childs,10,0,47
T Hill,8,0,44
D Roland,12,1,28
K Williams,23,0,66
M Pender,3,1,31
J Winston,5,1,9
G Johnson,22,1,137
C Boyd,4,2,37
V Lowe,1,0,12
A Vaughan,1,0,4
R Lawry,1,0,4
T Heinicke,7,0,-6
J Washington,8,0,15
C Dukes,3,0,10
E Carter Jr,4,1,-5
J Williamson,10,0,-5
T Mixson,1,0,-6
B Marshall,8,0,90
R Freeman,10,2,75
T Tyner,11,0,64
M Mariota,6,1,43
K Bassett,3,1,21
J Sanders,5,0,65
T Bouma,14,1,60
K Kilgore,8,0,31
J Roberts,5,0,22
K Earl,5,0,-1
R Saeger,2,0,-5
S Woods,16,0,125
V Bolden,6,0,41
T Ward,10,0,38
S Mannion,5,1,-28
P Penn,9,2,112
S Richard,10,0,24
R Vega,3,0,5
K McDonagh,2,0,-10
J Conner,14,4,153
R Ibrahim,14,0,91
C James,14,2,77
I Bennett,6,1,32
T Boyd,2,0,17
R Jones,2,0,14
T Anderson,2,0,14
C Voytik,2,0,11
W Hills,11,0,27
J Randolph,7,0,20
D Cherry,1,0,3
M Johnson,2,0,3
K Williams,4,0,2
T Gallen,1,0,1
J Harrison,1,0,-9
T Hurley,3,0,-21
R Mostert,22,1,146
A Hunt,15,1,78
D Etling,1,1,4
J Franklin,19,3,163
D Chance,6,0,29
Z Terrell,5,0,17
D Braverman,1,0,6
D Pumphrey,19,2,111
C Price,11,1,45
L Mills,1,0,33
M Stamps,2,0,14
L Radley,2,0,1
C Hokokian,1,0,1
Q Kaehler,1,0,-11
C Jahn,18,1,62
C Jountti,7,0,50
E Marks,1,0,10
K Poe,6,0,3
N Butier,1,0,0
M Paige,3,0,-1
M Mack,24,4,275
M White,1,0,17
R Adams,1,0,9
D Johnson,5,0,6
D Ramsey,15,1,58
T Mitchell,11,1,21
L Richardson,1,0,2
D Newsome,2,0,-1
B Sanders,7,0,43
K Young,7,0,37
R Wright,4,0,28
L Ward,1,0,11
C McCaffrey,1,0,10
R Burns,3,0,8
T Montgomery,1,0,8
D Lloyd,1,0,4
R Seale,3,0,2
K Reihner,1,0,-1
K Hogan,3,1,-1
J Williams,11,0,36
C Silveria,9,0,34
J Jefferson,3,0,19
L Lacy,4,0,-28
T Johnson,8,1,43
B Catalon,10,1,38
K Hicks,9,0,33
T Boykin,10,1,29
D Gray,3,0,29
A Green,5,0,18
M Joeckel,1,0,10
M Eubank,16,0,46
D Williams,15,1,22
J Gates,5,0,20
J Wilks,3,0,5
K Larry,4,0,5
M Johns,1,0,4
C Barnett,2,0,-3
A Barnard,1,0,-12
J Gray,16,0,82
M Brown,13,2,65
D Foreman,2,0,37
D Ash,7,1,-17
R Pegram,15,0,50
A Jimmerson,9,0,30
J Wilson,5,0,22
C Harris,2,0,8
J Lynn,2,0,7
W Ivery,3,0,-1
A McNulty,3,0,-12
J Greer,4,0,-25
K Hunt,20,2,136
D Jones Moore,7,1,70
T Swanson,6,0,45
M Remy,5,0,33
P Ely,4,0,23
M Julian,2,0,0
R Harris,1,0,16
J Owens,6,0,11
J Allison,1,0,11
N Steriti,10,0,9
B Prasky,1,0,-1
D Goodrich,1,0,-1
S Goldrich,10,1,-6
R Lowe,14,1,150
S Mayberry,12,0,54
T Jones,6,0,51
T Franks,6,1,38
C Best,2,1,28
C White,3,0,20
L Rubin,4,2,20
F Nixon,1,0,12
T Luna,2,0,5
B Anderson,12,0,57
A Lagrone,12,0,32
M Wilson,8,0,21
W Young,1,0,7
M Terrell,2,0,6
B Handley,2,0,2
D Brunson,2,0,2
D Washington,20,1,104
Q White,8,0,45
J Stockton,6,1,38
D Webb,1,0,-2
W Matthews,21,1,96
B Veasley,14,1,43
T Reed,14,1,29
J Wilson,2,0,12
D Lewis,1,0,0
C Whitehead,1,0,0
J Howard,19,2,179
D Vinson,22,1,106
C Clements,9,1,37
J Arrington,3,0,9
J Briscoe,1,0,8
J Nelson,1,0,-1
B Burks,8,0,42
D Pruitt,4,0,18
J Chunn,8,1,11
K Franklin,4,0,9
T Longmire,4,0,5
B Silvers,9,0,-14
J Allen,22,1,133
J Toland IV,12,0,47
J Davis,12,0,30
C Kessler,8,1,28
S Vainuku,2,1,24
M Browne,3,0,10
J Pinner,2,0,6
J Smith,1,0,1
M Waller,16,2,97
B Burrell,4,0,42
B Connette,7,0,13
D James,5,0,8
K Parks,17,0,55
T Mizzell,10,0,31
K Shepherd,7,0,17
M Johns,4,0,13
G Lambert,1,0,4
P Perkins,16,0,80
B Hundley,15,1,39
J James,5,0,3
S Manfro,2,0,-5
S McKenzie,9,1,106
M Williams,12,0,41
M Brewer,3,0,21
J Coleman,10,1,20
J Caleb,5,0,19
J Stanford,1,0,12
I Ford,1,0,3
D Dyer,1,0,0
M Abdul Saboor,10,0,85
K Anderson,3,0,20
J Cooper,4,0,9
K McBride II,3,0,6
D Dedmon,1,0,0
S Cluley,6,0,-37
S Wick,22,1,134
D May,13,1,96
B Hill,1,0,18
T Gentry,1,0,1
C Kirkegaard,8,0,-39
T Van,8,0,19
J Johnson,4,0,13
J Canada,7,0,10
S Linwood,16,1,89
J Jefferson,12,0,57
S Russell,7,0,46
B Petty,2,1,21
S Nacita,6,1,20
C Johnson,1,0,17
D Chafin,5,0,7
K Cannon,1,0,4
P Line,4,0,18
K Pope,6,0,9
K Nlemchi,3,0,8
D Durall,1,0,4
K Cassel,1,0,-6
M Davis,4,0,-22
N Burcham,5,0,-30
M Lane Jr,11,1,41
J Hurd,11,0,29
J Worley,6,0,14
J Pickett,4,0,11
A Howard,2,1,9
D Young,1,0,6
D Summerhill,3,0,5
J Natson,2,0,47
J Hill,9,0,22
L Hunt,4,0,17
C Keeton,8,0,12
R Hall,1,0,2
D Brown,33,1,143
J Quick,1,0,12
L Scott,3,0,2
W Gardner,6,0,-27
D Johnson,20,0,90
P Dorsett,1,0,1
G Edwards,3,0,1
S Coley,1,0,-6
B Kaaya,2,0,-16
D Glasco II,12,1,35
J Williams,7,0,34
B Armstrong,3,0,15
T Carter,9,0,15
K Jones,3,1,10
A Robinson,2,0,8
K Harrison,1,0,6
N Wilson,30,1,174
J Baker,4,0,32
A Solomon,8,0,11
N Phillips,1,0,8
T Murphy,16,1,92
T Rouse,6,1,14
M Willis,7,0,14
S Alston,1,0,13
J Hillman,3,0,11
J Conner,35,1,213
C Voytik,6,0,47
T Boyd,2,0,23
C James,5,0,20
I Bennett,1,0,1
C Fajardo,16,0,100
D Jackson,22,2,69
J Butler,14,1,55
B Sanchez,1,0,-4
R Turner,1,0,-4
J Morrow,7,0,32
T West,3,0,29
G Wicks,2,0,-1
C Halliday,6,0,-22
K Drake,7,1,45
T Yeldon,8,0,41
T Jones,4,0,33
D Henry,5,0,23
J Coker,4,0,23
A Cooper,1,0,20
B Sims,3,1,14
A Averett,1,0,4
A Tenpenny,2,0,3
J Warren,9,0,55
M Jackson,6,0,11
L Whitehead,3,0,8
T Moore,2,0,4
G Hankerson,4,0,-23
M Cox,20,2,114
T Lamb,5,0,68
R Fergerson,8,2,48
T Upshaw,4,1,41
E Davidson,8,0,24
K Bryant,1,0,0
L Hallock,1,0,-2
K Goss,6,0,20
D Jones,6,0,13
D Wolf,6,0,6
A Jones,2,0,5
D Booe,1,0,3
R Gallaher,3,0,2
J Joyner,5,0,1
J Williams,4,1,143
A Collins,13,3,131
K Hatcher,1,1,82
K Walker,8,0,37
D Mitchell,3,0,36
D Evans,5,0,34
A Allen,4,1,18
J Cornelius,2,0,14
T Lofton,5,0,36
M Henry,9,0,27
B Hebert,3,0,7
R Wilson,1,0,1
K Canty,2,0,-1
K Henderson,8,0,-36
L Dixon,20,2,174
T Baggett,6,1,74
T Giovannelli,3,1,30
R Maples,6,1,19
A Santiago,11,1,15
M Giachinta,7,1,15
A Taylor,15,0,78
D Campbell,7,0,43
J Johnson,6,0,27
J Licata,1,0,6
C Artis Payne,16,3,112
N Marshall,11,1,102
C Grant,10,0,89
R Thomas,9,1,49
P Barber,2,0,2
J Johnson,2,1,1
L Hifo,15,0,36
B Monroe,10,0,24
B Jurich,13,0,20
T Ervin,3,0,10
O Burke,2,0,4
K Rashaad Brown,1,0,2
H Wilson,1,0,-4
M Carrizosa,1,0,-17
J Jefferson,20,1,107
S Nacita,14,2,104
S Linwood,11,1,33
C Johnson,1,0,11
S Russell,3,1,9
B Black,1,0,1
G Atzenweiler,10,0,32
R Green,7,0,26
D Taylor,5,0,13
D Hazlewood,5,0,11
M Flores,3,0,5
Z Adkins,11,0,-9
J Ajayi,33,2,219
G Hedrick,16,1,80
S Williams Rhodes,2,0,17
J Fields,2,0,6
D Demas,2,0,4
D Hart,10,0,16
T Jarrells,5,0,7
J Oden,2,0,7
D Gaines,1,0,4
G Grayson,5,0,-6
T Greene,18,2,129
F Coppet,9,1,73
A Givens,6,0,41
J Knapke,2,1,18
C Callaway,2,0,-1
J Turner,13,0,43
D Watts,11,0,40
D Ziglar,3,0,7
A Cobb,3,0,7
T Stout,2,0,4
H Alford,3,1,-4
D Lasco,9,1,94
V Enwere,7,0,47
L Rubenzer,6,1,34
T Watson,7,0,26
K Muhammad,9,0,20
J Goff,2,0,17
A Hinder,3,0,9
P Laird,3,0,6
T Cheek,1,0,0
B Treggs,1,0,0
G Safron,9,1,60
J Robinson,10,0,47
D Coleman,2,0,10
D Sankey,1,0,2
D Warren,3,0,-1
W Gallman,10,0,77
A Choice,12,1,74
K Fleming,9,0,49
D Howard,5,1,43
D Watson,5,0,20
N Schuessler,1,0,12
C Davidson,3,1,4
A Humphries,1,1,2
C Stoudt,3,0,-8
D Lewis Freeman,7,0,50
T Samuel,1,0,12
J Simmons,5,0,7
M Moody,1,0,3
J Taylor,5,0,2
A Kollock Jr,4,0,-17
T Wiley,3,0,-22
C Whitmer,13,0,29
M DeLorenzo,10,0,23
A Newsome,5,0,23
R Johnson,4,0,11
J Marriner,4,0,-2
S Bedell,15,0,53
M Coker,12,0,21
J Kinder,7,0,17
C Bednarski,2,0,13
T Fredericks,1,0,0
A Gardner,15,0,138
A Samuel,10,1,26
A Randolph,1,0,2
L Caldwell,2,0,0
A McGough,2,0,-1
E Hilliard,4,0,-17
M McKinnon,8,0,34
B Gehring,10,0,29
O Wright,9,0,28
S Rene,3,0,11
B Peoples,2,0,1
C Andrews,4,0,-11
K Taylor,8,2,68
M Jones,8,1,65
M Brown,6,0,58
D Masline,7,0,25
B Powell,3,1,24
M Herndon,3,0,11
J Driskel,1,0,7
T Harris,3,0,1
T Allen,2,0,20
Jr,7,0,20
D Jackson,5,0,16
R Brumfield,4,0,13
R Bolden,6,0,13
J Lewis,1,0,4
B Hill,7,0,0
K Jones,1,0,-1
B Roback,1,0,-5
D Cook,13,1,67
K Williams,9,1,66
M Pender,7,0,38
K Whitfield,2,0,33
J Vickers,1,0,3
J Winston,2,0,2
S Maguire,1,0,1
A Miller,14,0,61
J Stenson,5,0,45
T Renew,15,0,41
C Jackson,5,0,39
I Smith,6,0,37
V Miller,7,0,21
D Allen,3,0,4
J Dorogy,1,0,2
K Hammon,25,2,123
K Neal,6,0,26
A Sweeting,2,0,17
N Arbuckle,6,1,-4
L Rose III,17,0,89
B Betancourt,12,0,63
