name, receiving touchdowns, receiving yards, receptions
J Clax,0,3,1
T Myers,0,3,1
M Mathews,1,62,5
T Houk,1,58,4
C Pearson,0,47,3
A Brown,0,44,4
A Hine,1,25,3
P Lasike,0,23,4
J Leslie,0,22,2
M Juergens,0,19,2
D Mahina,0,8,1
D Greenberry,0,96,6
S Dunbar,0,31,2
D Ayers,0,24,3
D Spencer,0,22,3
G Ward Jr,0,21,5
K Farrow,0,17,1
R Jackson,0,12,4
M Ambles,0,11,1
M Mack,0,37,3
S Grubb,0,34,1
K Jones,0,17,4
D Morgan II,0,13,1
A Grubb,0,12,2
T Kerry,0,7,1
J Williams,0,1,3
T Lippett,2,167,4
J Price,0,54,3
K Mumphery,0,43,1
A Troup,1,38,3
M Madaris,0,13,1
J Lyles,0,10,1
N Hill,0,9,1
A Burbridge,0,8,1
D Arnett,0,6,1
R Shelton,0,5,1
M Kings Jr,0,1,1
J Barge,0,98,7
R Gonzalez,0,23,1
J Williams,0,23,3
A Johnson,0,23,1
D Screws,0,17,2
D Stephens,0,17,1
M Merrill,1,9,1
S Goffigan,0,6,1
B Brummel,0,6,1
J West,0,59,5
A Broyld,0,57,5
B Lewis,0,28,3
P Gulley,0,13,4
S Ishmael,0,13,2
A Flemming,0,12,1
K Moore,1,1,1
B Estime,0,1,1
P Livers,0,58,5
M Burke,0,50,3
G Underwood,1,47,3
E Pettway,0,22,2
A Wells,0,12,2
L Collins,0,10,1
T Taylor,1,185,12
J Dangerfield,2,92,10
M Henry,0,77,6
W McNeal,2,70,5
L Allen,0,53,6
A Grant,1,53,3
J German,0,24,1
A Wales,0,9,2
N Norris,0,6,1
G Dieter,0,78,7
R Lewis,0,78,8
R Moore,1,64,2
H Jackson,0,58,5
R Burbrink,0,18,1
T Greene,0,18,2
J Robinette,0,13,2
G Brown,0,6,1
D Watson II,1,66,4
M Henry,0,31,3
T Lofton,0,29,3
R Wilson,0,21,1
X Marcus,0,18,3
S LeBouef,0,13,1
K King,0,10,1
N Scelfo,0,8,1
K Canty,0,4,1
T Houston,0,87,8
J McKissic,0,83,4
F Knighten,0,45,1
D Griswold,1,28,2
T Holingsworth,0,12,1
B Cox,0,4,1
M Gordon,0,4,1
K Rains,0,1,1
D Paschal,0,0,1
J Paige,0,55,1
M Griebel,0,39,6
G Brekke,0,21,2
L Perkins,0,13,1
T Salanoa,0,7,3
B Flotkoetter,0,7,1
A Cooper,0,130,12
D White,0,73,6
C Jones,0,31,3
C Black,0,8,1
J Fowler,0,7,1
T Yeldon,0,1,1
K White,1,143,9
W Smallwood,0,73,6
J Thompson,0,62,5
M Alford,0,54,5
R Shell,0,19,2
E Wellman,0,10,1
S Gibson,0,4,1
D Williams,1,154,9
M Ray,1,77,2
C Uzomah,0,26,1
C Artis Payne,0,14,1
S Coates,0,13,1
C Grant,0,6,1
R Louis,0,3,1
D Wilson,0,55,4
A Derby,1,40,4
C Hollister,0,20,2
K Hatcher,0,17,1
H Henry,1,14,1
K Marshall,0,14,1
J Sprinkle,0,10,1
A Collins,0,5,1
P Arinze,0,2,1
J Williams,0,-2,2
K Mabon,1,110,11
C Shillings,0,52,5
A Hepp,1,19,1
C Lacanaria,0,13,1
J Williams,0,6,1
J Hogue,0,3,1
J Quazza,0,92,6
K OConnell,0,14,2
B Lalli,0,11,1
J Maddaluna,0,9,1
R Lesko,0,6,1
C Stempeck,0,3,1
D Russell,0,2,1
J Wilkins IV,0,0,1
R Willoughby,2,132,10
M Weiser,1,52,2
M McGill,0,40,4
B Ross,0,33,3
D Campbell,0,20,3
D Hughes,0,15,1
A Taylor,0,6,1
J Martinez,0,0,1
C King,2,199,8
K Enright,0,45,1
C Rawlins,0,42,4
D Rahming,1,16,2
R Ho,0,11,1
N Oduho,0,6,1
M Hughes,0,3,1
J Worton,0,83,5
B Perriman,0,81,3
J Reese,1,47,2
D Wilson,0,11,2
G Lewis,1,173,8
D Hamilton,0,165,11
J James,0,60,7
K Carter,0,21,2
B Belton,0,13,1
C Godwin,0,13,2
M Gesicki,0,9,1
J Crowder,2,93,7
M McCaffrey,0,65,5
I Blakeney,2,45,4
D Reeves,0,25,3
A Nash,0,16,2
J Ajeigbe,0,14,1
J Barnes,0,10,2
S Powell,0,9,1
J Snead,0,9,1
D Koppenhaver,0,5,1
S Wilson,0,1,1
K Brown,0,70,5
A Davis,0,42,4
D Allison,0,36,5
T Lennon,0,19,2
R Pearsall,0,18,2
D Warrick,0,5,1
I Jones,1,150,10
J Hardy,2,87,8
J Williams,0,43,3
C Worthy,0,32,2
D Grayson,0,26,4
T Brown,1,17,1
C Thompson,0,10,2
Q Johnson,0,7,1
B Allen,0,2,2
A Wilkins,0,58,4
A Hasic,0,19,1
J King,0,10,3
A Lanier,0,9,1
S Swinson,0,7,1
D Wright,0,1,3
T Russell,0,48,6
D Jackson,0,22,5
D Creel,0,19,3
K Jones,0,9,1
B Roback,0,8,1
B Hill,0,-7,2
T Martin,1,83,2
R Fisk,0,51,6
L Brown III,1,50,3
L Malbrough,1,34,1
L Spearman,0,31,3
E Akonawe,0,20,3
Y Griner,0,36,3
D Rhymes,0,32,3
D Turner,0,23,2
J Smith,0,20,2
A Gardner,0,15,3
G Coleman,0,9,1
T Lowder,1,5,1
L Caldwell,0,3,1
F Brown,1,55,1
M Jones,0,46,1
J Gordon,0,24,3
D Baker,0,17,1
J Henderson,0,9,1
D Dixon,0,-2,1
M Bennett,0,60,5
S Michel,0,20,3
J Rome,0,18,3
C Conley,0,14,2
I McKenzie,0,11,2
J Blazevich,0,9,1
K Towns,0,4,1
T Gurley,0,-5,1
M Williams,0,88,3
A Scott,0,41,2
C Peake,1,30,1
W Gallman,0,17,2
A Humphries,0,11,5
C Davidson,0,3,1
J McCullough,0,2,1
S Seckinger,0,0,1
D Howard,0,-3,1
D Smelter,2,132,5
T Zenon,0,70,3
B Snoddy,0,65,1
M Summers,0,15,2
R Smith,0,24,1
W Irwin,0,18,3
W Francis,0,10,2
Z Muller,0,3,1
Q Pedroza,0,90,9
S Harding,0,45,5
M Kemp,0,31,4
A Barker,0,29,1
H Moleni,0,9,1
D King Jr,0,3,1
J Iosefa,0,0,2
J Ross,1,96,2
M Hartvigson,0,20,1
J Mickens,0,16,1
K Williams,0,11,3
D Campbell,0,8,1
D Washington,0,7,1
K Taylor,0,4,1
M Dudek,1,61,3
G Allison,0,43,2
M Turner,0,42,4
M Barr,1,40,2
J Ferguson,1,37,4
J Davis,1,24,3
J Hardee,0,16,2
M LaCosse,0,13,1
D Young,0,9,3
A Williams,0,61,1
J Webb,0,56,2
J Berassa,0,39,4
A Stubbs,0,12,2
M Ruiz,0,6,1
N Adams,0,3,1
S Cobbs,0,57,3
D Redding,0,14,1
R Jones,0,13,1
J Harris II,0,12,2
N Stoner,0,9,1
S Wynn,0,8,2
I Roundtree,0,-2,1
R Tonyan Jr,0,47,4
J Brown,0,31,2
A Johnson,0,22,3
G Owens,0,13,2
C OLeary,0,11,2
L Buske,0,9,2
K Harris,0,7,1
L Booker,0,0,1
K Martin Manley,0,62,8
D Willies,0,46,1
J Duzey,0,34,7
D Bullock,0,19,4
T Smith,1,17,3
J Canzeri,0,13,1
H Krieger Coble,0,13,1
D Powell,1,12,1
R Hamilton,0,10,1
J Hillyer,0,9,1
L Daniels Jr,0,5,1
M Plewa,0,5,1
M Weisman,0,5,1
D Johnson,1,203,5
B LeMaster,0,66,4
K Vereen,1,66,3
C Owens,0,28,2
B Lehman,0,12,1
D Miller,0,5,2
A Lazard,0,48,1
D Daley,0,32,5
D Nealy,0,26,5
P Harris,0,22,4
J West,0,15,3
E Bibbs,0,8,1
A Wimberly,0,0,1
Z Vraa,0,82,7
K Vaadeland,0,48,4
J Crockett,0,26,1
C Woods,0,19,2
L Albers,0,10,1
A Bonnet,0,8,1
R Urzendowski,0,6,1
E Perkins,0,5,1
D Robinson,0,47,4
K Cook,1,44,3
D Burton,0,40,3
Z Trujillo,0,29,3
G Gronkowski,0,19,1
C Sexton,0,18,3
C Jones,0,17,1
S West,1,15,1
T Lockett,1,9,1
A Thomas,0,85,6
R Sylvester,0,41,2
T Boyd,0,31,3
D Ward,0,18,2
M Mosley,0,17,5
J West,0,16,2
J Liggins,0,12,2
G Johnson,0,4,1
A Piper,0,1,1
C Humphrey,1,91,6
E Calhoun,0,62,11
J Brooks,0,45,2
C Pierce,0,26,4
J Boyle,1,24,4
N Holley,0,11,2
A Meray,0,5,1
B Cope,0,71,2
L Smith,2,71,7
D Patterson,0,48,3
T Mangen,0,26,2
J Reid,0,17,1
K Smith,0,15,1
C Cochran,0,7,1
P White,0,7,1
D Robinson,0,79,1
R Timmons,0,75,3
B Bone,1,65,2
T Williams,0,45,2
J Blue,0,42,2
S Borden,0,32,3
D Baker,0,29,3
G Johnson,0,25,3
R Shields,0,18,2
J Herrick,0,12,1
W Tanner,0,61,4
C Jordan,0,59,4
C Weathers,1,23,2
R Wright,0,18,1
A Toure,0,12,1
M Stewart,0,11,1
L Fair,0,10,3
B Axline,0,9,1
J Ratliff,0,9,1
K Kerrick,0,8,2
T Garland,0,-1,1
T Patrick,0,-2,1
N Ray,0,-2,1
J Robinson,2,112,5
J Johnson,1,24,2
T Pierce,0,21,3
G Fuselier,0,20,2
J Butler,0,20,3
N Byrne,0,17,3
C Bates,0,15,1
A Harris,0,14,1
L Pettis,1,10,2
E Tatford,0,7,1
M Barnes,0,4,1
W Quinn,0,105,8
B Coleman,1,41,4
M Jones,0,14,2
J Morgan,0,13,2
C Baker,0,10,1
D Beard,0,9,1
W Waddel,0,5,1
M Jones,0,5,1
T Dural,1,151,3
J Diarse,1,48,2
K Hilliard,0,22,2
T Quinn,0,11,1
T Dickson,0,7,1
A Erickson,0,33,3
A Traylor,0,9,1
J Fredrick,0,6,1
S Arneson,0,5,1
R Love,0,2,1
K Costigan,0,-5,1
S Diggs,0,53,5
D Long,1,48,2
W Brown,0,27,2
A Reid,0,17,2
M Leak,0,17,2
B Ross,0,15,1
M Culmer,0,5,1
J Veii,0,4,1
K Goins Jr,1,0,2
S Tapley,0,62,3
B Ravenel,0,31,4
A Coble,0,16,3
D Cheatham,0,12,2
K Abdullah,0,8,2
A Hill,0,7,1
D Brown,0,5,1
T Sharpe,1,90,2
R Mills,0,22,1
J Wilson,0,14,2
J Blyden,0,7,1
B Howard,0,7,1
M Michel,0,6,1
J Williams,0,1,1
J Bordner,1,81,4
D Crimmins,0,52,7
C Callinan,0,19,3
T Rouse,0,11,1
S Alston,0,6,1
B Wolford,0,4,1
K Malone,0,58,3
M Frazier,1,55,4
A Cross,1,48,4
T Jones,0,31,4
D Hurd,0,28,1
S Craft,0,14,3
J Craig,0,8,1
J Beard,0,9,2
M Boynton,0,9,1
W Thomas,0,5,1
D McPhetridge,0,5,1
D Jones,0,2,1
D Frazier,0,109,6
R Williams,1,99,3
D Scott,1,42,5
A Welch,1,28,4
J Murphy,0,16,1
O David,0,8,1
A Jenkins,0,8,1
F McRae,0,8,3
E Frohnapfel,2,54,5
D Allen,0,53,3
T Shuler,1,40,4
A Jean Louis,0,39,1
D Reaves,0,26,2
D Evans,0,22,2
C Wilkins,0,18,2
D Johnson,0,9,1
D Funchess,3,95,7
D Norfleet,0,30,3
A Darboh,0,26,1
K Heitzman,0,26,1
J Chesson,0,22,2
K Hill,0,12,1
F Canteen,0,-1,1
J Barbour,0,40,2
S McElfresh,1,25,5
D Jones,0,25,2
T Sumler,0,13,1
M Jones,0,12,1
I Lewis,0,8,2
B Burns,0,3,1
T Upshaw,0,1,1
M McGuire,0,0,1
B Beathard,0,0,1
D White,2,83,2
B Sasser,1,37,2
J Hunt,0,31,3
M Murphy,0,20,3
W Leftwich,0,10,2
R Hansbrough,0,-3,1
J Wieneke,0,107,6
J Schneider,0,67,5
Z Zenner,0,41,7
M Raymond,0,12,1
D Goedert,0,9,1
B Mengarelli,0,5,1
C Jones,0,3,1
R Gandy,0,2,1
D Wilson,2,65,4
F Ross,2,61,3
F Brown,0,50,3
J Morrow,0,50,2
J Robinson,0,49,3
M Johnson,1,29,2
J Lewis,0,25,3
R Johnson,0,11,1
B Hill,0,9,1
G Myles,0,0,1
M Triplett,0,39,4
C Martin,0,39,4
K Foster,0,32,2
J Cox,0,28,1
J Richard,0,20,2
M Thomas,0,18,1
M Ricard,0,13,2
D Thompson,0,8,1
I Smith,0,6,1
C Mikell,0,5,1
D Davis,0,4,1
M Henry,0,84,3
D Clarke,0,54,3
J Parker,0,50,1
E Batties,0,42,4
D Frazier,0,37,2
S Tucker,1,11,2
S Smith,0,8,1
T Pettis,0,5,1
D London II,0,22,3
K Drummond,0,21,2
D McDonald,0,17,1
C Johnson,0,11,2
R Williams II,0,8,5
I Walker,0,3,1
J Berry,0,2,1
B Colon,0,17,1
G Whiteside,0,3,1
D Smith,1,94,2
D Wilson,0,46,2
M Thomas,1,39,3
E Spencer,0,24,2
J Marshall,0,19,2
C Samuel,0,4,1
Q Davis,0,43,3
R Switzer,0,43,8
M Hollins,1,40,2
B Howard,1,37,5
K Singleton,0,27,2
J Tabb,1,19,3
T Logan,0,18,2
D Washington,0,7,1
J Fieulleteau,0,6,1
A Proehl,0,-5,2
D Peterson,0,96,4
G Henderson,0,38,4
D Herman,0,26,2
D Shells,0,20,3
K Couamin,0,8,1
D Abnar,0,1,1
T Macon,0,0,1
B Hines,0,85,9
M Dayes,1,70,6
J Samuels,0,42,1
M Valdes Scantling,0,25,3
D Grinnage,0,24,2
B Cherry,2,19,3
T Purvis,0,10,1
S Louis,0,9,1
J Alston,0,7,2
Z Walker,0,84,5
K Showers,1,59,2
M Crockett,0,37,1
B Johnson,0,12,2
J Westerkamp,1,125,7
K Bell,0,116,4
D Pierson El,1,14,2
S Cotton,0,10,1
J Turner,0,9,1
A Abdullah,0,9,1
T Allen,0,3,1
L Whitehead,1,40,5
A Deleon,0,18,2
T Moore,0,15,1
M Harrop,0,12,1
D Moise,0,10,1
J Johnson,0,0,1
J Richardson,0,177,13
R Turner,0,61,9
H Henderson,0,41,3
P Clifford,1,11,2
J Butler,0,7,1
J Gipson,0,4,1
D Jackson,0,2,1
C Robinson,1,89,7
C Alphin,0,50,5
M Brown,0,32,5
R Pringle,0,18,3
N Ursua,0,15,2
A Olsen,0,9,1
M Jessop,0,6,1
J Brown,0,5,1
J Magnant,0,31,2
C Wiggins,0,26,1
M Bundy,0,8,1
D Gamblin,0,2,1
J Shaw,1,76,4
A Golden,0,14,2
I Hamilton,0,13,3
E Tomlinson,0,9,1
A Jones,0,4,1
T Jones,0,64,7
C Dickerson,1,63,2
D Vitale,0,38,5
M Shuler,0,27,2
T Siemian,1,17,1
K Prater,0,15,2
P Youngblood Ary,0,12,1
J Jackson,0,4,1
T Green,0,4,1
A Carr,0,3,1
S Vault,0,-1,1
T Davis,1,93,3
D Powe,0,65,4
K Lawler,1,38,5
C Harper,0,33,2
B Treggs,1,20,3
R Hudson,0,17,1
D Lasco,0,17,3
M Harris,0,16,1
T Watson,0,1,1
W Fuller,1,85,4
A Carlisle,0,54,2
C Prosise,1,53,1
B Koyack,0,51,3
C Robinson,0,25,1
C Brown,0,20,2
C McDaniel,0,7,1
J Mayden,1,53,1
Z Wright,1,39,2
D Parks,0,37,3
L Turner,0,33,2
D Dillard,0,30,3
D Pollard,0,16,1
C Decell,0,10,1
J Davis,0,8,2
K Ford,0,65,4
S Shepard,1,49,4
D Neal,0,42,2
K Young,0,41,3
A Ross,0,31,2
D Flowers,0,24,3
J Smallwood,0,1,1
S Griffin,0,74,7
T Taylor,1,68,4
K Dixon,1,14,3
C Smith,0,12,2
B Martin,0,11,3
H Lee,0,7,1
P Turner,0,5,2
D Glidden,1,74,2
T Hill,0,62,6
B Sheperd,0,29,2
J Seales,0,26,2
J Washington,0,5,1
C Lacy,0,5,1
J Seaton,0,2,1
R Greene,1,203,11
C Green,0,73,2
K Williams,0,36,5
K Whitfield,0,30,3
N OLeary,0,28,3
M Pender,0,0,1
Z Pascal,2,99,8
A Vaughan,1,79,5
N England,0,39,4
M Little,0,18,1
C Boyd,0,18,4
M Vaughn,0,17,3
D Washington,0,5,1
V Lowe,0,4,2
G Johnson,0,2,1
R Riddick,0,119,11
J Washington,1,99,4
T Mixson,1,92,9
R Proctor,0,71,4
L Shorter,0,15,2
M Hampton,1,11,2
B Marshall,2,138,8
D Carrington,0,68,4
D Stanford,1,62,1
P Brown,1,32,2
J Mundt,0,29,2
K Lowe,0,18,1
R Freeman,0,11,1
C Nelson,0,8,1
T Tyner,0,8,3
D Allen,0,5,1
J Loyd,0,1,1
B Van Roekel,0,54,3
R Donovan,0,42,4
A Ramsey,0,28,1
E Shufford Jr,0,23,3
T Bouma,0,22,3
J Vander Maten,0,9,1
J Sanders,0,8,1
J Roberts,0,7,1
B Kramer,0,5,1
C Hamlett,0,86,5
R Mullaney,0,55,5
T Ward,0,53,4
V Bolden,0,52,5
C Smith,0,46,4
S Woods,1,23,1
K Clute,0,9,1
R Ortiz,0,4,1
K Closs,0,38,4
A Toureen,0,25,2
D Adams,0,8,2
T Carter,0,6,1
K McDonagh,0,6,1
R Jones,0,33,3
M Garner,0,24,2
T Boyd,1,18,2
J Conner,0,11,1
C Wuestner,0,8,1
S Orndoff,1,2,1
I Bennett,0,-4,1
M Johnson,0,16,4
D Cherry,0,12,3
J Harrison,0,5,1
W Hills,0,-2,1
J Sinz,1,65,7
B Knauf,0,52,4
G Phillips,0,29,1
G Holmes,1,15,2
D Anthrop,0,14,2
A Hunt,0,7,2
R Mostert,0,-1,1
D Braverman,0,130,10
C Davis,1,46,4
K Roberts,1,38,5
D Phillips,0,13,1
E Boyden,0,11,2
J Franklin,0,5,1
E Ruffin,0,53,4
E Judge,0,51,5
D Pumphrey,0,31,1
C Price,0,22,2
P Pitts III,0,18,1
D Gordon,0,9,1
A Roberts,0,7,1
J Hazely,0,7,1
L Radley,0,5,1
R Craighead,1,2,1
A Holmes,0,106,5
C Jahn,0,33,5
I Umodu,0,25,2
N Butier,0,13,1
B Gardner,0,6,1
E Butler,0,5,1
R Adams,0,67,3
A Davis,0,44,1
D Welch,0,33,3
S Price,0,32,1
M Pope,0,10,1
M Mack,0,5,1
T Robinson,1,121,15
W Police,0,86,12
S Robinson,1,69,8
D Ramsey,0,53,4
J Moore,0,28,3
C Goodman Jr,0,6,1
M Helms Jr,0,6,2
D Newsome,0,5,1
T Montgomery,1,77,5
A Hooper,1,63,4
C McCaffrey,1,52,1
M Rector,1,44,2
F Owusu,0,16,1
E Cotton,0,15,1
G Taboada,0,12,1
B Sanders,0,8,2
J Pratt,0,8,1
R Seale,0,7,1
J Trojan,0,5,1
K Young,0,5,1
C Martin,0,18,2
C Galindo,0,15,3
J Williams,0,9,1
M Martindale,0,5,1
Z Boman,0,5,1
T King,0,4,1
D Turay,0,0,1
J Jefferson,0,-2,2
K Listenbee,2,76,3
T Slanina,0,60,6
D Porter III,1,54,5
D Gray,0,37,4
T Johnson,0,23,1
J Doctson,0,19,2
J Story,0,18,2
D White,0,16,3
C Echols Luper,0,15,1
J Moore,0,14,1
B Catalon,0,13,3
E Porter,0,8,1
K Hicks,0,2,1
D Schmitt,0,32,1
T Philpot,0,14,1
J Brown,0,8,2
D Williams,0,1,3
M Johns,0,1,1
R Clark,0,0,2
J Harris,1,110,7
J Shipley,0,43,6
J Warrick,0,30,2
M McFarland,0,7,2
M Johnson,0,6,1
M Brown,0,-6,1
C Caldwell,0,11,2
J Wilson,0,4,1
C Jones,1,78,4
A Russell,0,78,6
A Zmolik,0,58,4
T Swanson,1,40,1
K Wilcher,0,36,3
J Olack,2,24,3
Z Yousey,0,23,1
D Macon,0,13,1
D Jones Moore,0,10,2
R Harris,1,149,9
J Allison,0,55,7
H Spears,0,34,3
K Taylor,0,34,2
N Steriti,1,27,5
J Giansante,0,20,2
M DeTroia,0,15,2
M Kelly,0,4,1
J Gaines,2,119,4
B Gunter,0,36,3
R Carden,0,35,3
R Lowe,0,23,3
B Ijah,0,20,3
D Mercer,1,16,1
T Franks,1,16,1
J Rhoades,0,12,1
C Best,0,11,2
S Mayberry,0,8,1
B Smith,0,8,1
B Miller,0,8,1
D Lewis,0,7,1
W Hawthorne,0,28,3
M King,0,17,1
J Hawkins,0,12,1
J Porchia,0,10,1
I Ferguson,0,8,1
A Lagrone,0,8,1
W Young,0,5,1
B Marquez,2,184,11
R Davis,1,54,5
J Grant,0,48,6
D Lauderdale,0,43,3
J Davis,1,35,3
D Polite Bray,0,35,4
J Stockton,0,17,2
Q White,0,13,1
D Cantrell,0,11,1
D Washington,0,9,2
B Mitcham,0,3,1
D Lewis,0,105,7
B Veasley,0,36,3
C Whitehead,0,36,5
D Smith,0,17,3
D Watts,1,17,2
J Wilson,0,9,2
J Walker,0,7,1
W Matthews,0,1,1
J Nelson,0,65,2
K Backman,2,43,4
T Henderson,0,14,2
M Humphrey,0,13,1
N Height,0,7,1
G Everett,0,6,1
D Vinson,0,4,2
C Worthy,0,46,2
K Edenfield,0,35,2
C Quisenberry,0,27,1
B Burks,0,23,5
B Chitty,0,16,2
B Holmes,0,15,3
T Longmire,0,12,1
E Thompson,0,12,1
J Chunn,0,7,1
B Brooks,0,7,1
T Page,0,4,1
K Franklin,0,-3,1
J Smith,0,123,4
D Rogers,0,60,5
N Agholor,2,57,5
V Blackwell,0,54,3
A Jackson,1,36,3
J Allen,0,23,1
B Dixon,1,22,1
J Davis,0,21,2
G Farmer,0,20,3
A Harris,0,8,1
J Harper,0,56,6
