field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
3,5,2,2,32,Adam Vinatieri
1,1,2,2,21,Martin Gramatica
2,2,1,1,30,Matt Bryant
0,0,3,3,0,Billy Cundiff
2,2,4,5,42,Olindo Mare
5,5,1,1,49,Jason Hanson
0,0,2,2,0,Ryan Longwell
3,3,5,5,47,Matt Stover
2,2,0,0,48,Todd Peterson
1,4,1,2,20,John Kasay
4,4,1,1,48,David Akers
0,2,4,4,0,Paul Edinger
1,1,0,0,32,Neil Rackers
2,2,4,4,40,Mike Vanderjagt
1,1,5,5,43,Adam Vinatieri
1,3,2,2,28,Seth Marler
1,2,1,1,47,Martin Gramatica
0,0,1,1,0,Matt Bryant
1,2,3,3,26,Rian Lindell
2,2,2,2,39,Jeff Reed
1,1,3,3,44,Shayne Graham
2,2,0,0,48,Sebastian Janikowski
0,0,2,2,0,Jason Elam
1,3,3,3,21,Steve Christie
0,0,4,4,0,Morten Andersen
2,3,4,4,41,Josh Brown
0,0,1,1,0,Phil Dawson
2,2,6,6,51,Jeff Wilkins
1,1,2,2,28,Aaron Elling
1,2,2,2,40,Kris Brown
2,3,1,1,42,Jay Feely
2,2,2,2,49,John Hall
1,3,3,3,25,John Carney
1,1,3,3,27,Doug Brien
1,1,2,2,35,Gary Anderson
0,1,0,0,0,Craig Hentrich
0,2,2,2,0,Jay Feely
0,0,2,2,0,John Kasay
1,1,4,4,22,Matt Stover
2,2,1,1,38,Shayne Graham
1,1,2,2,32,Rian Lindell
2,3,0,0,40,Doug Brien
1,1,6,6,47,Jason Elam
0,0,3,3,0,Morten Andersen
0,0,1,1,0,Jason Hanson
0,0,2,2,0,Steve Christie
4,4,2,2,45,Ryan Longwell
0,0,3,3,0,Paul Edinger
2,3,3,3,35,Seth Marler
2,3,4,4,36,Aaron Elling
0,2,1,1,0,Josh Brown
1,2,1,1,29,Adam Vinatieri
0,1,1,1,0,John Carney
0,2,2,2,0,Martin Gramatica
0,1,1,1,0,Matt Bryant
2,3,2,2,41,John Hall
2,2,4,4,22,David Akers
1,1,1,1,29,Billy Cundiff
2,4,3,3,44,Jeff Reed
0,0,1,1,0,Sebastian Janikowski
0,0,6,6,0,Todd Peterson
0,0,2,2,0,Neil Rackers
2,2,1,1,40,Gary Anderson
5,5,2,2,36,Mike Vanderjagt
0,0,2,2,0,Phil Dawson
4,5,2,2,37,Jeff Wilkins
1,2,2,2,44,Neil Rackers
2,2,2,2,49,John Kasay
2,3,1,1,38,Paul Edinger
1,1,1,1,22,Aaron Elling
2,2,5,5,34,Shayne Graham
1,1,5,5,23,Todd Peterson
3,3,2,2,51,Jason Elam
2,3,2,2,48,Brett Conway
1,1,5,5,43,Mike Vanderjagt
0,0,1,1,0,Jay Feely
1,2,6,6,35,Morten Andersen
1,1,2,2,29,Jason Hanson
2,2,3,3,31,Adam Vinatieri
2,3,1,1,24,Seth Marler
1,2,6,6,35,John Carney
0,1,1,1,0,Matt Bryant
2,2,0,0,41,Doug Brien
0,2,0,0,0,Jeff Reed
2,2,2,2,37,Sebastian Janikowski
2,3,0,0,32,Matt Stover
2,2,1,1,26,Steve Christie
1,1,5,5,32,Ryan Longwell
2,2,3,3,46,Jeff Wilkins
2,2,2,2,38,Josh Brown
3,4,1,1,36,Martin Gramatica
1,1,0,0,38,Kris Brown
2,3,2,2,39,Gary Anderson
2,2,2,2,32,Rian Lindell
2,3,3,3,34,Billy Cundiff
2,2,3,3,50,Olindo Mare
2,2,4,4,46,David Akers
1,1,6,6,46,Aaron Elling
0,0,2,2,0,Morten Andersen
1,1,1,1,29,Doug Brien
0,0,3,3,0,Adam Vinatieri
0,0,2,2,0,Martin Gramatica
3,3,3,3,38,Jay Feely
1,1,0,0,23,Rian Lindell
2,2,2,2,30,Olindo Mare
2,2,2,2,44,John Kasay
0,0,2,2,0,Jason Hanson
2,4,3,3,45,Paul Edinger
1,2,3,3,27,John Hall
0,1,0,0,0,Brett Conway
0,1,5,5,0,Matt Stover
4,4,1,1,49,Billy Cundiff
1,1,0,0,45,Matt Bryant
1,1,2,2,40,Mike Vanderjagt
1,1,4,4,24,Jason Elam
2,3,2,2,43,Seth Marler
2,2,1,2,38,John Carney
0,2,4,4,0,David Akers
3,3,2,2,33,Todd Peterson
2,2,4,5,47,Jeff Reed
1,1,3,3,31,Steve Christie
0,0,4,4,0,Josh Brown
1,3,1,1,49,Neil Rackers
2,2,3,3,50,Jeff Wilkins
1,1,1,1,48,Shayne Graham
1,1,3,3,49,Kris Brown
2,2,3,3,41,Gary Anderson
0,0,1,1,0,Sebastian Janikowski
2,2,5,5,31,Ryan Longwell
1,2,4,4,24,Adam Vinatieri
0,1,0,0,0,Rian Lindell
1,2,2,2,38,Todd Peterson
1,2,3,3,33,Josh Brown
0,1,1,1,0,John Hall
1,1,4,4,26,David Akers
2,2,0,0,26,Neil Rackers
1,2,2,2,46,Aaron Elling
0,0,3,3,0,Jay Feely
0,1,2,2,0,Seth Marler
2,3,1,1,47,Matt Stover
0,1,0,0,0,Wade Richey
1,1,1,1,42,Jeff Reed
0,1,2,2,0,Shayne Graham
3,3,1,1,42,Brett Conway
3,3,3,3,50,Jason Hanson
2,2,2,2,51,Jeff Wilkins
1,2,4,4,33,Ryan Longwell
1,1,0,0,31,Jason Elam
1,1,4,4,38,Morten Andersen
1,2,0,0,48,Paul Edinger
3,4,2,2,43,Olindo Mare
2,2,1,1,36,Doug Brien
2,2,1,1,27,John Carney
0,0,1,1,0,Billy Cundiff
1,1,3,3,28,Matt Bryant
3,3,4,4,42,John Kasay
0,0,3,3,0,Steve Christie
0,0,2,2,0,Sebastian Janikowski
4,4,3,3,43,Gary Anderson
2,2,1,1,33,Martin Gramatica
1,1,2,2,36,Kris Brown
2,2,2,2,43,Mike Vanderjagt
1,1,2,2,43,Matt Stover
2,2,2,2,46,Gary Anderson
5,5,2,2,38,John Kasay
1,1,1,1,37,Billy Cundiff
2,3,3,3,31,Ryan Longwell
2,2,3,3,35,Josh Brown
2,2,5,5,27,Mike Vanderjagt
1,2,1,1,49,Jason Elam
5,6,0,0,51,Jeff Wilkins
3,5,2,2,52,John Kasay
1,2,2,2,46,Adam Vinatieri
0,1,2,2,0,Gary Anderson
1,2,4,4,22,Morten Andersen
1,1,5,5,45,Mike Vanderjagt
2,3,2,2,37,David Akers
1,1,2,2,21,Ryan Longwell
5,5,1,1,34,Adam Vinatieri
0,0,2,2,0,Mike Vanderjagt
1,1,0,0,41,David Akers
0,0,2,2,0,John Kasay
1,3,3,3,41,Adam Vinatieri
1,1,2,2,50,John Kasay
