completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
3,0,38,T Lulay,5,1,56
20,3,48,H Burris,34,2,276
1,0,19,D Tate,1,1,19
8,2,40,J Zabransky,17,1,109
6,1,22,R Ray,11,0,63
19,3,25,D Durant,39,0,211
0,0,0,W Dressler,1,0,0
15,2,18,C Leak,27,0,135
10,0,27,R Santos,12,2,93
14,1,39,C Printers,28,2,235
2,2,38,T Lulay,6,0,54
23,1,33,D Durant,35,0,301
21,1,63,B Pierce,29,0,243
4,0,14,S Jyles,4,1,43
1,0,27,M Renaud,2,0,27
27,1,36,K Glenn,33,1,313
32,3,34,C Lemon,44,0,350
15,1,46,H Burris,23,3,226
6,0,32,D Tate,7,1,96
9,2,49,R Ray,22,0,157
3,2,14,J Zabransky,8,0,36
13,2,69,R Ray,26,1,209
1,0,7,J Zabransky,2,0,7
29,1,37,H Burris,35,2,404
11,1,57,K Glenn,27,0,159
2,1,8,Q Porter,6,0,15
21,1,30,A McPherson,37,1,238
25,0,51,C Printers,39,2,302
0,0,0,T Lulay,1,0,0
20,1,57,C Lemon,31,2,277
19,0,40,S Jyles,23,1,169
19,1,16,D Durant,35,0,168
0,0,0,R Dinwiddie,2,0,0
23,1,77,D Durant,39,2,500
29,0,43,H Burris,40,1,348
22,2,40,C Printers,40,3,312
22,1,51,K Glenn,33,3,292
14,1,15,C Lemon,23,1,90
15,1,81,S Jyles,28,1,219
24,1,48,A Calvillo,42,0,327
14,2,70,R Ray,29,0,242
4,1,16,J Maas,6,0,37
0,0,0,J Zabransky,2,0,0
18,1,74,S Jyles,31,4,328
0,1,0,T Edwards,1,0,0
0,0,0,A Brink,1,0,0
36,0,65,A Calvillo,54,5,477
0,0,0,J Richardson,1,0,477
26,2,41,K Glenn,35,2,336
23,1,70,D Durant,31,3,418
11,2,20,H Burris,26,0,136
8,0,27,D Tate,13,1,88
5,0,53,T Lulay,12,0,85
4,0,23,C Printers,9,0,85
23,4,50,C Lemon,35,0,274
2,1,28,D Bell,4,0,43
1,1,4,R McNeal,2,0,4
21,1,38,R Ray,27,0,188
19,0,100,H Burris,28,4,412
17,1,49,A Calvillo,33,3,227
3,1,18,A McPherson,5,0,227
16,0,19,D Bell,24,0,153
29,0,66,D Durant,37,2,310
21,0,29,T Lulay,33,0,237
21,1,58,S Jyles,37,1,258
28,0,45,R Ray,36,2,384
26,1,37,K Glenn,37,2,294
22,0,58,K Glenn,32,3,339
1,0,25,Q Porter,2,0,25
25,1,26,R Ray,34,0,196
2,1,17,J Zabransky,4,0,28
19,2,31,D Durant,34,1,210
17,1,27,C Lemon,26,1,152
28,0,45,A Calvillo,38,2,395
1,0,6,A McPherson,2,0,6
16,2,39,H Burris,30,2,219
15,1,0,T Lulay,24,2,181
4,1,0,C Printers,7,0,38
1,0,0,G Simon,1,0,14
16,2,25,C Lemon,29,0,159
0,1,0,D Bell,2,0,0
19,2,34,K Glenn,33,2,214
1,0,0,A Tafralis,2,0,214
25,0,38,T Lulay,33,1,278
10,2,28,R Ray,20,1,139
25,1,36,A Calvillo,37,2,271
2,1,7,A Brink,3,0,272
16,2,72,S Jyles,28,2,272
15,1,85,D Durant,28,3,341
19,1,25,H Burris,26,1,254
21,0,41,K Glenn,32,2,371
1,0,31,Q Porter,2,0,31
18,1,38,A Calvillo,26,0,258
7,0,35,A McPherson,16,0,258
27,1,39,H Burris,42,3,373
17,2,74,T Lulay,26,1,263
8,1,14,J Elliott,16,0,75
7,0,18,A Brink,12,0,50
3,0,11,S Jyles,4,0,25
17,0,66,C Lemon,29,1,212
16,0,38,J Zabransky,23,2,188
12,0,29,D Durant,22,0,143
5,1,42,R Dinwiddie,7,2,143
13,2,33,C Lemon,23,2,167
30,0,61,A Calvillo,44,3,412
19,0,68,H Burris,25,3,292
8,0,25,D Tate,10,0,93
12,1,13,K Glenn,23,1,88
1,0,7,Q Porter,2,0,88
6,0,17,A Tafralis,10,0,88
14,4,16,J Zabransky,29,0,120
15,0,16,J Elliott,29,0,130
21,0,38,T Lulay,29,1,204
1,0,7,D Alexander,1,0,325
24,3,40,D Durant,43,2,325
13,2,55,J Elliott,29,2,241
3,0,30,H Burris,3,1,178
15,0,39,D Tate,24,2,178
18,1,43,K Glenn,37,3,289
30,1,39,T Lulay,41,2,424
26,0,27,D Durant,38,1,345
21,0,29,R Ray,33,1,246
0,0,0,J Zabransky,1,0,0
16,1,23,A McPherson,34,0,137
2,0,8,C Leak,4,0,12
16,1,34,D Bell,27,1,229
3,0,50,C Lemon,6,1,77
2,0,17,D Brannagan,4,0,32
24,2,30,K Glenn,35,0,314
3,0,19,Q Porter,5,0,36
22,1,12,C Lemon,29,1,134
20,0,75,D Durant,37,3,310
28,1,34,T Lulay,49,2,357
19,1,53,A Calvillo,26,2,334
4,1,43,D Bell,8,1,169
11,2,28,C Lemon,21,0,169
19,1,36,H Burris,28,1,229
20,1,30,D Durant,36,2,180
0,0,0,W Kean,1,0,180
29,0,37,A Calvillo,42,0,336
18,1,40,D Durant,31,1,215
