completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
6,0,0,B Randall,12,0,61
0,0,0,T Chang,1,0,0
15,1,0,A Tafralis,29,2,197
6,1,0,C Printers,16,1,131
11,0,0,H Burris,18,1,165
1,0,0,W Proctor,1,0,49
1,0,0,B Nealy,2,0,9
26,2,0,B Pierce,42,3,346
34,1,0,K Glenn,15,1,233
37,0,0,R Ray,27,0,303
14,3,0,M Bishop,27,0,172
3,0,0,D Durant,7,0,62
23,0,0,B Pierce,31,1,221
1,0,0,J Jackson,1,0,31
20,0,35,A Calvillo,32,1,295
26,0,55,R Ray,49,1,339
17,1,0,H Burris,27,1,236
16,1,0,B Pierce,29,0,262
29,2,55,A Calvillo,38,0,352
28,1,35,H Burris,37,1,328
