name, receiving touchdowns, receiving yards, receptions
D Roberts,0,9,1
D Lawshe,1,57,1
J Brown,0,50,4
K Harris,1,22,2
T Riley,0,15,2
G Cheeseborough,0,13,1
S Levingston,1,11,1
S Bell,0,7,1
C Humphrey,1,88,6
T Goode,0,75,8
J Boyle,0,14,3
A Meray,0,12,2
C Pierce,1,6,1
T Durham,0,-1,1
D Peterson,0,106,5
D Shells,0,32,2
G Henderson,1,23,3
C Richardson,0,13,2
B Apon,0,11,1
D Rice,0,4,1
D Goodger,0,30,2
K Maye,0,30,3
I Fruechte,0,17,2
M Williams,1,10,1
R Williams Jr,0,7,1
L Hutton,0,5,1
D Davis,1,77,7
M Mataele,0,43,9
J Rice Jr,0,35,6
A Williams,0,19,2
T Cornett,0,17,2
A Criswell,0,16,2
J Phillips,0,14,3
S Murray Lawrence,0,4,2
T Barnhill,1,1,2
J Killian,0,0,1
D Clarke,0,34,2
T Jefferson,0,34,3
C Perkins,0,32,3
M Henry,0,32,3
T Pettis,0,27,2
K Griswould,0,23,3
C Collis,0,11,1
J Corbaley,1,10,1
J Parker,0,2,1
K Benson,1,113,4
T Robinson,1,78,4
J Moore,0,49,6
C Goodman Jr,0,13,2
G Lewis,0,3,1
S Warren,0,1,2
Jr,1,63,3
S Smith,0,52,5
J Jones,1,26,5
T Glover,0,4,1
C Dinham,0,4,1
W Saxton,0,2,1
R Hendricks,0,-1,1
B Lavender,0,-2,1
G McNabb,0,77,4
C Allphin,0,54,1
E Pedersen,0,21,2
A Norris,1,20,4
F Moala,0,11,2
S Roland,1,75,2
K Whitehurst,1,29,1
D Byrd,0,22,2
N Jones,0,21,4
B Ellington,0,17,1
K Brent,0,9,1
D Owens,0,5,1
Q Davis,1,39,4
E Ebron,0,32,3
J Howard,0,32,2
M McNeill,0,24,3
R Morris,0,18,2
R Switzer,0,15,3
A Blue,0,13,2
J Tabb,0,11,1
T Thorpe,0,9,4
S Tapley,0,1,2
C Jones,1,130,8
N Grigsby,1,51,4
A Vollert,0,29,1
J Carr,0,12,2
B Freeman,0,3,1
S Harrison,0,35,3
M Norrise,0,35,4
E Graham,0,32,4
B Robertson,0,31,4
D Carter,0,27,3
S Sander,0,12,1
D Maciel,0,11,2
N Agude,0,6,1
D Coleman,0,3,1
R Grant,0,82,3
D Butler,0,28,1
R Kelley,0,15,1
J Shackleford,1,14,1
D Breaux,1,11,1
Z Pendleton,0,95,3
T Singleton,0,74,3
J Moore,0,25,1
J Moll,0,19,2
T Gooden,0,16,2
L Tucker,0,9,2
D Douglas,0,4,1
D Williams,0,2,1
A Denham,0,113,6
S Fitzgerald,0,79,5
D Anderson,1,59,2
J Murphy,1,41,2
J Poole,0,8,1
K York,0,2,1
T Van Leeuwen,0,107,5
B Natson,0,83,9
J Hill,0,39,7
T Reynolds,0,29,2
D Tialavea,0,26,3
B Swindall,2,23,3
J Court,0,5,1
K Andersen,0,2,1
J Matthews,1,178,10
J Krause,0,66,6
S Scheu,1,43,2
W Tate,0,13,3
L Treadwell,0,82,9
E Engram,0,61,5
D Moncrief,0,56,5
J Logan,0,39,5
J Scott,0,25,4
J Holder,0,20,3
J Williams,0,143,5
O Reynolds,0,30,5
J Crump,0,26,3
S Bishop,1,20,1
A Williams,0,15,3
J McKie,0,12,2
T Antigha,0,12,2
J Gilkey,0,7,1
J Hallums,0,4,1
K Hurley,1,1,1
D Rouse,0,-2,1
X Moss,0,75,2
C Lawrence,1,26,2
T Taylor,0,41,1
C Flowers,1,37,2
A King,0,25,2
T Martin,0,13,1
G Wharton,0,35,2
J Baker,0,17,1
T Miller,0,14,1
D Jenkins,1,13,3
J Jackson,0,8,2
N Cole,0,62,6
R Rickert,0,50,4
Z Bauman,0,19,5
C Jahn,0,18,1
J Brantley,0,16,1
D Walker,0,5,1
A Holmes,0,4,2
B Gardner,0,2,1
D Spencer,2,102,9
D Greenberry,1,70,6
X Maxwell,0,24,3
K Farrow,0,19,2
A Rodriguez,0,18,2
J Leday,1,9,1
R Jackson,0,7,1
L McDuffey,0,6,2
W Quinn,1,77,6
S Altman,1,74,4
L Doss,0,53,5
D Coleman,0,26,4
B Coleman,0,20,4
R Allen,0,14,3
K Favorite,0,4,1
T Lockett,1,113,7
T Thompson,1,108,6
C Sexton,0,35,4
Z Trujillo,0,9,1
J Hubert,0,8,1
T Miller,0,5,1
G Gronkowski,0,2,1
R Smith,1,72,8
Z Vraa,0,20,3
A Bonnet,0,19,2
D Lang,0,11,1
T Gebhart,0,10,2
K Vaadeland,1,9,1
C Woods,0,8,1
J Crockett,0,7,1
S Ojuri,0,5,1
C Wahlo Jr,0,4,1
B Fowler,0,34,3
K Mumphery,0,24,4
A Burbridge,0,16,4
M Kings Jr,0,14,1
J Langford,0,7,2
A Gleichert,0,7,1
D Arnett,0,7,1
R Bullough,0,7,1
C Davis,1,96,8
T Keith,0,55,3
C Mussman,1,26,2
D Chance,0,7,3
C Bynes,0,6,1
E Boyden,0,3,1
H Waters,0,49,2
D Johnson,0,38,1
A Hurns,0,34,5
C Walford,1,34,3
R Scott,0,28,2
S Coley,0,19,2
P Dorsett,0,14,2
S Morris,0,-16,1
M German III,0,34,3
J Wallace,0,23,2
L Whitehead,0,18,1
J Stoshak,0,18,2
W Dukes,0,12,2
D Richardson,0,9,2
N Dorvilus,0,5,2
A Deleon,0,1,1
M Jackson,0,-3,1
J Johnson,0,131,12
D Joseph,0,103,11
K Holman,0,53,4
D Thompson,0,50,6
A Holleman,0,17,1
T Shead,0,12,3
J Gaines,0,12,1
C LaGasse,0,9,2
P Line,0,1,1
E Ward,0,150,13
J Davis,1,70,5
B Marquez,1,56,6
J Amaro,0,42,3
J Grant,1,38,5
R Davis,1,22,1
D Washington,0,10,3
S Corker,0,9,1
K Williams,0,7,4
S Foster,0,7,1
B Pearson,0,2,1
A Wilson,1,167,8
R Davis,0,66,7
D Williams,0,59,3
K Hill,2,54,5
S Jeppesen,0,23,2
D Smith,0,14,2
K Rucker,0,8,1
K Hamilton,1,48,2
E Obajimi,0,37,4
Z Walters,1,35,2
C Cephus,0,21,1
J Davis,0,17,1
F Truss,0,16,4
G Sinclair,0,15,1
D Bledsoe,0,3,1
S Robinson,0,3,2
K Pope,0,-2,1
G Griffin,0,25,2
M Barnes,0,20,1
T MacArthur,0,13,2
C Huntsman,0,8,1
S Gagliano,0,6,1
D Cason,0,60,6
K OConnell,1,60,5
N Bellamy,0,17,2
R Morrison,0,6,1
M Gordon,0,48,1
J Jones,1,45,2
R Fleming,0,31,2
D Griswold,0,14,1
A Muse,0,13,1
K Rains,0,9,1
J McKissic,0,3,2
D Beverly,0,113,6
D Bryant,0,24,2
E Thomas,0,13,1
J Johnson,0,12,1
L Eckwood,0,0,1
A Taylor,0,0,1
J Smith,0,-1,1
H Henry,0,75,5
J Herndon,2,73,3
K Hatcher,0,27,1
K Small,1,25,3
J Sprinkle,0,22,2
J Horton,0,8,1
J Maxwell,1,77,6
J Robinson,0,33,4
E McGuire,0,31,1
J Johnson,0,18,2
D Surgent,0,11,2
D Figaro,0,10,1
J Butler,0,9,1
S Coates,0,44,3
Q Bray,0,28,3
J Denson,0,11,1
R Louis,0,10,2
T Mason,0,6,1
G Marks,0,81,9
B Ratliff,1,66,3
D Williams,0,43,3
R Galvin,0,43,5
K Williams,0,42,4
M Mason,0,20,2
I Myers,0,15,2
T Caldwell,0,14,3
R Cracraft,0,14,3
B Bartolone,0,6,1
T Reese,1,97,5
A Goodley,1,90,5
C Coleman,1,73,2
C Fuller,0,61,2
J Lee,0,31,3
L Norwood,0,29,2
R Rhodes,0,18,2
L Hawthorne,0,7,1
D Jones,0,5,1
J Ashley,0,18,1
W Irwin,0,15,2
D Johnson,0,11,2
J Martin,0,10,2
N Colvin,0,6,1
A Amidon,1,146,13
B Wolford,1,84,6
C Parsons,0,19,1
D Crimmins,0,15,1
D Dudeck,0,12,1
S Evans,0,9,1
P Livers,0,90,8
J Abdur Rahman,1,41,4
K Gulyas,0,13,1
K Monangai,0,5,1
G Underwood,0,5,1
A Wells,0,4,1
C Harper,2,148,11
B Treggs,0,145,13
B Bigelow,0,41,3
R Rodgers,0,38,4
J Bouza,1,36,3
K Muhammad,0,18,1
D Lasco,0,16,3
D Powe,0,11,1
K Lawler,0,7,1
D Vitale,0,101,5
C Jones,0,94,5
T Jones,1,70,5
M Jensen,0,12,1
C Dickerson,0,10,1
T Green,0,7,1
V Mark,0,5,1
C Moore,0,58,2
M Morrison,0,58,3
B Annen,1,21,2
R Abernathy IV,0,17,2
J Graves,0,15,1
A McClung,0,9,1
S Alonzo,0,9,1
S Washington,0,8,1
J Golden,0,7,1
H Williams,0,3,1
C Burrell,0,0,1
R Moore,0,-1,1
D Dawkins,0,44,3
G Holmes,0,30,3
D Yancey,0,27,1
S Mikesky,0,20,2
G Bush,0,14,4
J Sinz,0,9,2
C Posey,0,6,1
B Knauf,0,6,1
A Hunt,0,5,1
S Watkins,1,127,6
C Peake,0,58,5
Z Brooks,1,31,1
S Seckinger,1,26,2
R McDowell,0,10,1
D Smith,0,10,2
A Humphries,0,8,1
C Conley,0,67,3
M Bennett,0,60,5
J Scott Wesley,0,55,4
R Wooten,0,46,2
Q Hicks,0,38,1
K Marshall,0,28,2
A Lynch,0,18,1
J Rome,0,10,1
T Gurley,0,1,1
J Crowder,0,62,6
B Braxton,0,43,4
R Smith,0,39,1
M McCaffrey,0,25,3
J Barnes,0,21,1
I Blakeney,1,19,1
B Deaver,1,16,3
N Sink,0,11,1
J Thompson,0,-5,1
M Poole,0,27,4
L Scruggs,0,24,1
D Johnson,0,17,1
A Wilkins,0,15,2
T Tate,0,10,1
T Harris,0,9,1
P Barren,0,6,2
N Scruggs,0,5,1
D Tucker,0,-10,1
J Hardy,0,191,16
D Webster,1,79,8
R Wiggins,0,48,7
C Worthy,0,36,2
D Grayson,3,28,4
B Williams,0,16,2
Z Pasut,0,16,1
V Cooper,0,14,2
I Jones,1,11,2
C Hunter,0,8,2
L Pinkard,0,92,8
B Roberts,2,74,9
C Goodwyn,0,73,7
J Bailey,1,70,6
A Vaughan,0,50,6
Z Pascal,0,8,2
M Thomas,0,3,1
J Jones,0,54,4
D Reed,1,53,4
D Creel,0,43,4
T Russell,1,28,2
J Greene,0,15,2
D Jackson,0,12,2
Q Jones,0,5,1
J Booker,1,76,6
C Gidron,0,49,3
S Hartman,0,35,3
B Flanagan,0,13,4
M Colvin,0,7,2
A Freeman,0,2,1
T Burton,0,69,5
V Showers,0,23,4
Q Dunbar,0,22,2
S Patton,0,21,1
G Ajagbe,1,16,2
A Fulwood,0,5,1
T Westbrook,0,1,1
M Brown,0,-4,1
B Reedy,0,50,7
D Fluellen,0,42,3
D Macon,0,41,3
A Russell,0,19,3
K Hunt,0,3,1
M Summers,0,79,3
D Sims,1,59,1
R Godhigh,1,24,1
D Hill,0,17,1
B Bostic,0,10,1
R Brown,0,47,3
D Warrick,0,23,2
R Rorie,0,22,3
K Brown,0,19,2
A Davis,0,14,1
T Coppedge,0,14,1
J Osborne,0,10,2
D Allison,0,6,2
J Tate,0,5,2
B Bennett,0,4,2
R Lankford,0,115,6
J Ferguson,1,103,4
S Hull,0,64,2
M Barr,0,36,4
T Clary,0,33,1
M Osei,0,24,5
E Wilson,0,15,2
J Davis,1,14,2
J Hardee,0,6,2
M LaCosse,0,5,1
J Lantz,1,99,4
M Pruitt,1,83,5
L McKinney,0,52,7
K Faulkner,0,29,1
I Lamprakes,0,24,1
T Willis,0,21,4
J Sullivan,0,15,2
M McCall,0,15,1
R Hicks,1,3,1
K Martin Manley,0,79,9
J Cotton,0,58,2
D Powell,0,49,1
D Shumpert,0,27,2
C Fiedorowicz,1,15,2
J Rudock,0,13,0
J Hillyer,0,12,2
T Smith,0,3,1
R McCarron,0,0,1
D Bullock,0,0,1
D Brown,1,92,7
T Lewis,2,82,5
A Sebastiano,0,69,5
J Brinlee,0,16,4
J Brescacin,0,10,1
A Turner,0,3,1
D Maxwell,0,2,1
L Eakes,0,1,1
J Coleman,1,103,4
J White,1,49,5
T Ecby,0,43,4
Q Bundrage,0,31,3
J West,0,9,1
B Boesen,0,5,1
E Bibbs,0,3,2
E Brun,0,2,1
A Wimberly,0,-3,1
K Vereen,0,68,7
C Owens,0,45,5
D Johnson,2,41,4
S Rohr,0,36,1
P Wright,0,24,3
E Williams,0,13,1
B Lehman,0,2,1
D Long,1,110,9
S Diggs,1,98,5
L Jacobs,0,48,3
N King,0,21,1
K Goins Jr,1,17,1
B Ross,0,15,2
D Stinebaugh,0,9,2
A Etta,0,5,1
J Veii,0,2,1
F Porter,0,36,1
J Smith,0,20,1
J Williams,0,7,1
L Caldwell,0,7,1
C Taylor,0,5,2
T Lowder,0,4,3
D Rhymes,0,1,1
D Funchess,0,47,2
J Gallon,1,47,4
J Reynolds,0,45,1
D Dileo,0,43,2
J Jackson,0,17,1
D Norfleet,0,15,2
J Butt,0,8,1
F Toussaint,0,-1,1
A Flory,0,86,5
T Davis,0,28,2
C Williams,0,17,1
M Walker,0,8,1
D Butler,0,8,2
B McCord,0,1,1
S Lavallii,0,-4,1
D Green Beckham,0,83,4
J Clark,0,51,5
D White,1,44,2
B Sasser,0,41,4
M Lucas,0,33,4
L Washington,1,32,3
J Hunt,1,26,2
E Waters,0,11,1
L Copelin,0,7,1
S Culkin,0,6,1
H Josey,0,2,1
P Rice,0,63,5
W Powell,1,35,4
N Griffin,0,24,4
J Davis,0,17,1
J Berry,0,14,3
J Harness,0,8,1
J Morrow,0,8,2
M Miller,1,5,1
M Holliday,0,0,2
D Smith,1,75,3
T Shuler,1,67,9
G Hoskins,2,38,3
C Wilkins,1,36,3
J Woodrum,0,26,1
E Taliaferro,0,22,2
D Johnson,0,10,1
D Garrett,0,8,1
K Grooms,0,5,1
R Williams,0,77,3
S Marck,1,41,4
D Scott,0,41,2
A Jenkins,0,6,1
M Valdes Scantling,0,87,4
R Smith,0,82,5
T Purvis,0,45,2
J Ramos,0,28,1
A Watson,0,16,1
R Cheek,0,15,1
T Creecy,0,12,1
D Grinnage,0,8,1
Q Payton,0,7,1
B Cherry,0,5,1
S Griffin,0,52,3
H Lee,0,40,1
J Jackson,0,30,1
L Fitte,0,16,2
R Casey,0,14,3
A Guillot,0,14,3
D Banks,0,9,1
K Dixon,0,3,1
K Bell,0,57,7
J Turner,1,43,4
Q Enunwa,2,27,3
J Long,0,26,1
A Abdullah,0,3,1
I Cross,0,-1,1
D Rufran,0,120,11
R Herron,1,91,4
J Claiborne,2,88,7
B Miller,1,63,5
T Gentry,0,21,2
M Bundy,1,53,3
A Aho,0,18,1
C Wiggins,0,11,1
C Clayton,0,2,1
K Jones,0,65,5
B Armstrong,1,38,2
K Harrison,0,30,3
S Grubb,0,20,2
E Okotcha,0,20,2
K Bias,0,17,2
M Mack,0,15,1
J Monroe,0,10,1
E Holmes,0,9,1
D Glasco,1,8,1
C Hubble,0,5,1
T Jones,0,138,6
D Daniels,2,69,3
T Niklas,1,66,1
C Brown,0,57,3
G Atkinson III,0,11,1
T Folston,0,9,1
A Carlisle,0,5,2
R Alderman,0,65,4
C Coyer,0,39,4
J Christopher,0,25,3
K Harper,0,23,2
R Deloatch,0,20,1
J Fitzpatrick,0,16,2
N Hairston,0,12,2
Z Williams,0,12,2
S Benjamin,0,12,2
T Karpinski,0,4,1
B Chancellor,1,135,6
D Smith,0,79,4
L Pleasant,0,37,3
D Kidsy,0,35,3
D Terrell,1,34,2
C Harris,0,32,3
M Marshall,0,19,1
R Rollins,0,16,1
D Teegarden,0,12,1
C Caldwell,0,10,2
A Jimmerson,0,-1,1
W Hubbard,0,-4,1
D Epps,0,89,7
M LaGrone,0,70,1
D Watson,0,24,3
N Lovett,0,23,2
C Homme,0,14,1
J Manley,1,6,1
J Randall,0,5,1
R Runner,0,5,1
J Brown,0,0,1
R Montgomery,0,-6,1
D Smith,1,61,3
C Fields,2,53,3
P Brown,0,25,2
D Wilson,0,18,1
E Spencer,0,16,2
J Hall,0,14,3
J Heuerman,0,12,2
A Neutz,1,98,9
D Campbell,0,31,2
M Schreck,0,22,4
M Weiser,1,22,2
J Dunmore,0,8,1
J Gordon,0,4,1
J Saunders,2,30,3
D Neal,0,27,2
T Metoyer,1,13,1
J Reynolds,0,12,1
S Shepard,0,11,1
T Millard,0,11,2
A Bennett,0,11,1
L Bester,0,7,1
R Finch,0,2,2
R Ceaser,0,39,5
J Hamm,0,38,5
T Maye,0,19,3
T Cook,0,11,1
H Scioneaux,0,7,1
M Washington,0,7,2
K Jackson,0,4,1
C Davis,0,3,1
J Edwards,0,0,1
J Stewart,0,39,4
T Moore,0,38,4
C Moore,0,18,4
J Seales,0,14,1
D Glidden,0,12,1
B Jackson,0,9,1
J Smith,0,7,4
M Ateman,0,6,1
D Roland,0,3,1
J Lewis,0,55,5
M Johnson,0,55,4
L Perkins,0,52,3
R Johnson,0,20,1
D Wilson,0,17,2
B Hill,0,15,1
F Ross,0,8,1
J Huff,0,118,5
B Addison,1,42,2
K Lowe,0,40,1
C Allen,1,30,2
D Hawkins,0,19,2
C Lyerla,0,13,1
B Marshall,0,8,1
D Thomas,0,2,1
M Washington,0,92,11
E Buchanan,0,64,2
T Lucas Jr,0,26,3
D Hillard Jr,0,19,1
D Bolt,0,16,2
R Wilson,0,12,1
N Scelfo,0,8,1
X Marcus,0,8,2
C Fortson,0,7,1
B Nelson,0,4,1
B Cooks,2,196,13
C Hamlett,1,85,8
R Mullaney,0,48,4
S Woods,0,44,8
C Smith,0,39,2
T Ward,0,5,1
K Cummings,0,5,1
A Clark,1,155,9
C Kupp,2,119,5
B Bomber,1,66,3
S Hill,0,50,2
C Mitchell,0,38,3
J Wilson,0,9,2
Z Gehring,0,8,1
M Brown,0,3,1
C Lockett,0,98,8
E Ruffin,0,91,4
T Vizzi,0,36,2
D Denso,0,33,4
D Garrett,0,18,3
D Pumphrey,0,17,3
A Muema,0,14,1
C Young,0,8,1
C Price,0,3,1
K Gober,1,140,6
E Lora,2,87,10
J LePak,0,45,4
T Duncan,0,27,4
S Little,0,26,2
A Taylor,0,19,1
A Drake,0,14,3
R Meyer,0,3,1
S Bravo Brown,1,59,1
M Shaw,0,47,5
A Davis,1,30,4
M McFarland,0,25,2
D Hopkins,0,14,2
D Welch,0,12,1
R Eppes,0,10,2
S Price,0,8,1
M Pierre,0,4,1
N Jacobs,2,122,5
D Spencer,0,30,1
E Celestie,0,28,4
D Mitchell,0,19,2
K Thomas,0,15,1
W Briscoe,0,14,1
D Bush,0,12,1
K Thomas,0,4,1
R Bradley,0,193,7
T Holmes,0,96,12
T Bracken,0,37,4
M Ricard,0,32,2
J Richard,0,7,1
D Sullivan,0,6,1
J Cox,1,6,1
A Erickson,0,37,3
R Lowe,1,22,2
B Miller,0,22,3
T Franks,0,21,1
I Battle,0,19,3
B Smith,0,13,2
J Kobena,0,55,1
A Broyld,0,46,4
C Clark,0,23,1
J West,0,22,3
A Flemming,0,18,2
B Wales,0,10,1
J Smith,0,7,1
P Gulley,0,6,2
J Parris,0,2,1
A Robinson,1,133,7
E Lewis,1,62,2
B Felder,0,40,6
M Zanellato,0,21,2
M Lehman,0,17,2
J James,0,10,2
A Kenney,0,8,1
Z Zwinak,0,5,1
B Carter,0,44,4
J Doctson,0,43,2
B Catalon,0,22,3
D Gray,0,10,2
D Porter III,0,9,1
T Slanina,0,8,1
G Gilbert,0,7,1
W James,0,2,1
O Beckham Jr,0,118,5
J Landry,1,109,8
K Boone,0,13,1
T Dural,0,8,1
C Neighbors,0,3,1
M North,0,33,3
A Howard,1,29,3
P Harris,0,15,1
J Johnson,0,15,2
J Carter,0,14,1
D Young,1,9,1
J Smith,0,9,1
R Neal,0,7,1
B Downs,1,3,1
A Branisel,0,-2,1
D Clack,0,80,3
J Booker,0,20,3
R Coleman,0,20,3
T Oliver,0,6,1
L Chatman,0,5,1
K Johnson,0,4,1
T Phillips,0,-3,1
M Brown,1,109,3
D Johnson,1,67,3
M Davis,1,63,5
J Harris,1,59,2
J Shipley,0,40,5
M Johnson,0,8,1
J Gray,0,7,2
G Swaim,0,3,1
J Bowen,1,83,8
J Matthews,0,52,4
J Brown,0,36,5
P Scoggins,0,25,3
A Dean,0,22,6
J Bergstrom,0,14,3
A Shapiro,0,7,1
B Betancourt,0,4,1
G Morrison,0,-1,1
E Thomas,1,69,5
C Worthy,0,62,3
D Anthony,0,58,2
B Holmes,0,32,5
B Burks,0,29,5
J Chunn,0,22,3
W Van Hooser,0,21,3
C Williams,0,10,1
B Chitty,0,9,2
K Franklin,0,7,1
J Nelson,2,199,10
J Staples,1,103,6
K Backman,0,29,2
D Reaves,0,5,2
N Smith,0,3,1
M Evans,2,84,6
R Seals Jones,1,84,3
M Kennedy,0,56,4
S Holmes,0,21,2
B Malena,1,18,1
T Williams,0,9,1
J Tabuyo,0,6,2
D Walker,0,6,1
J Taylor,1,68,7
C Cella,0,52,4
D Moore,0,31,4
C Ross,1,24,2
M Hull,0,23,3
D Brown,0,5,1
S Evans,1,81,6
D Fuller,0,39,4
D Lucien,0,33,2
J Payton,0,30,2
M Jones,1,25,1
L Sweet,0,21,1
J Ortiz,0,19,1
G Mazzone,0,18,2
D Andrews,0,17,1
D Bell,0,11,1
T Duarte,0,7,1
J James,0,1,2
R Turner,0,47,6
B Wimberly,0,46,3
K Arendse,0,38,6
H Henderson,0,37,3
J Huber,0,7,1
D Jackson,0,5,1
A Bradley,0,2,1
D Jennings,1,62,7
Z Swanson,0,21,3
T Smith,0,19,2
J McGee,0,9,3
D Terrell,0,4,1
K Shepherd,0,0,1
B Skrobacz,0,-1,1
R Apo,0,59,2
J Falslev,1,32,3
S Ridley,0,29,3
J Williams,0,25,2
B Thompson,0,20,2
M Mathews,0,10,1
D Coles,0,34,1
J Stanford,0,16,1
T Edmunds,0,6,1
D Knowles,0,3,2
C Jones,1,47,2
A Cooper,0,38,4
D White,0,14,2
K Norwood,0,11,1
J Fowler,0,0,1
J Mickens,0,109,9
K Smith,0,69,4
K Williams,1,68,3
J Ross,0,39,4
J Perkins,1,18,1
B Sankey,0,12,1
D Stringfellow,0,9,1
G Boldewijn,0,62,8
K Moore,0,43,6
M Miller,0,31,6
S Williams Rhodes,0,19,2
A Baltazar,0,7,3
H Huff,0,6,1
G Linehan,0,5,1
J Fields,0,1,1
J Ajayi,0,1,1
J Abbrederis,2,122,2
J Fredrick,0,19,1
S Arneson,0,17,2
J Pedersen,0,15,2
D Watt,0,12,1
J White,0,11,1
J Duckworth,0,9,1
D Beck,0,37,6
R Miller,0,22,2
B Howard,0,21,2
S Nesmith,0,14,2
T Sharpe,0,13,1
L Woodley,0,5,1
M Henry,1,65,6
W McNeal,0,57,6
T Higbee,0,41,3
A Andrews,0,37,3
N Norris,0,28,2
T Taylor,0,23,4
J German,0,15,2
L Allen,0,5,1
D Robinson,1,69,5
A Kendrick,0,56,3
J Blue,0,25,3
A Legree,0,18,1
R Sanders III,0,17,3
S Borden,0,13,1
R Timmons,0,6,1
A Montgomery,0,-1,1
R Carswell,1,73,2
D Shorts,0,63,7
D Mathis,0,44,4
K Myers,0,30,3
I McCartney,0,15,2
C Sims,0,12,1
T McBride,0,108,3
D Laws,1,45,8
R Asmar,0,21,1
S Ballard,0,20,2
K Anderson,0,13,2
C Reeves,0,2,1
J Cooper,0,-2,1
J Hansley,0,90,7
R Higgins,0,57,6
K Cartwright,0,22,2
J Vaden,0,16,3
D Alexander,0,11,2
T Coffman,0,4,1
K Bibbs,0,1,1
P Richardson,2,208,10
N Spruce,0,99,8
D Goodson,1,44,5
T Jones,0,14,4
T McCulloch,0,12,2
K Slavin,0,12,2
S Fernandez,0,11,2
K De La Cruz,2,116,4
D Copeland,2,98,6
D Parker,1,73,4
E Rogers,0,64,3
R Clark,1,43,4
G Christian,0,11,2
S Perry,0,9,1
M Dyer,0,2,1
D Foster,0,56,2
C Cochran,0,48,3
A Talbert,0,36,1
D Patterson,0,22,2
M Waters,0,20,3
B Blankenship,0,7,2
J Reid,0,5,1
S Smith,0,-2,1
D Street,0,141,6
T Boyd,0,26,2
M Garner,1,11,2
I Bennett,0,8,3
J Holtz,0,8,1
J Parrish,0,7,1
R Greene,1,126,8
K Shaw,0,94,4
K Benjamin,0,73,5
N OLeary,3,47,4
I Jones,0,15,1
D Freeman,0,11,2
C Abram,0,11,2
C Green,0,0,1
M Grice,1,65,4
J Strong,1,58,6
D Lewis,0,52,2
C Coyle,1,48,2
K Ozier,1,41,1
R Smith,0,31,4
D Foster,0,29,4
D Nelson,1,16,1
D Rogers,0,12,1
A Agwuenu,0,8,1
F Gammage,0,5,1
M Norrise,0,50,6
S Harrison,0,39,3
C Broadnax,0,15,1
D Carter,0,7,1
N Agude,0,5,1
V Cooper,0,49,5
J Hardy,1,36,4
D Grayson,1,29,2
C Hairston,0,18,1
R Wiggins,0,16,1
I Jones,0,16,2
C Worthy,0,15,1
L Ray,0,10,1
C Hunter,0,9,2
D Webster,0,4,1
J Stoshak,0,63,2
D McKinney,0,38,5
W Dukes,1,36,6
J Warren,0,14,2
J Wallace,0,12,4
N Dorvilus,0,9,1
A Deleon,0,4,1
D Juste,0,2,2
A Amidon,1,93,5
S Evans,1,22,1
D Crimmins,0,8,1
M Campanaro,1,86,5
J Williams,0,48,4
J Crump,0,19,2
S Bishop,0,18,2
J Wilhite,0,16,1
J Harris,0,3,2
D Martin,0,1,1
O Reynolds,0,0,1
T Lowder,0,40,3
