longest rush, name, rushes, rushing touchdowns, rushing yards
26,J Franklin,7,0,44
8,B Burks,9,0,34
6,D Cross,2,0,9
11,J White IV,13,0,52
12,J Masoli,2,0,16
9,S Thomas Erlington,3,0,14
3,D Evans,1,0,3
24,C Streveler,7,1,45
10,K Lafrance,9,0,39
10,A Harris,10,0,36
4,N Demski,1,0,4
17,T Mason,8,0,50
5,B Bridge,2,0,7
6,M Thigpen,1,0,6
2,Z Collaros,2,0,4
12,C Gable,17,2,87
16,M Reilly,10,0,72
13,M Jackson,1,1,13
13,W Powell,9,0,40
7,T Harris,2,0,9
8,B Jackson,12,0,35
3,R Morris,1,0,3
12,T Sutton,22,2,106
12,T Lulay,2,0,16
1,C Fajardo,1,0,1
40,W Powell,21,0,87
3,T Harris,1,0,3
1,D Davis,4,3,3
17,A Green,15,0,61
14,J Masoli,1,0,14
2,D Evans,3,0,4
31,T Sutton,16,0,97
11,T Lulay,2,0,21
23,C Rainey,6,0,18
13,M Reilly,8,1,35
7,C Gable,6,0,11
11,M Jackson,1,0,11
12,B Burks,9,1,45
22,J Franklin,5,1,43
6,D McCluster,2,0,9
6,A Edwards,1,0,6
72,W Stanback,10,0,118
22,J Manziel,4,0,38
9,L Pittman,4,0,15
5,T Graham,1,0,5
2,A Pipkin,2,0,3
13,D Jackson,11,0,52
2,B Mitchell,1,0,2
14,C Marshall,11,0,76
24,N Marshall,3,1,25
5,T Mason,7,1,23
10,D Watford,1,0,10
4,Z Collaros,2,0,6
29,A Harris,15,0,86
16,C Streveler,5,1,22
12,N Demski,2,0,21
19,W Dressler,1,0,19
3,M Nichols,3,0,5
10,D Jackson,8,0,38
4,B Mitchell,4,0,11
7,L Durant,1,0,7
2,N Arbuckle,3,1,2
1,R Morris,1,0,1
36,A Green,9,0,76
13,J Masoli,1,0,13
4,T Davis,1,0,4
8,M Madu,11,0,26
2,D Davis,3,0,5
3,B Gillanders,1,0,3
16,C Marshall,19,0,134
7,T Mason,7,1,28
13,B Bridge,2,0,19
12,Z Collaros,1,0,12
2,N Marshall,3,0,6
17,T Sutton,12,0,50
3,C Fajardo,3,1,6
3,J Jennings,1,0,3
18,W Stanback,9,0,60
28,L Pittman,6,0,60
20,J Manziel,3,0,35
7,A Pipkin,5,0,20
5,T Graham,1,0,5
27,J Franklin,9,0,71
10,D McCluster,6,0,28
6,B Burks,6,0,19
14,M Madu,14,1,78
7,G Morris,5,0,16
9,D Davis,4,0,9
34,B Burks,5,0,48
10,M Bethel Thompson,6,0,20
3,J Franklin,1,0,3
27,C Gable,18,2,112
19,M Reilly,9,0,41
8,B Mitchell,1,0,8
29,C Streveler,10,1,76
14,J Augustine,7,1,51
31,A Harris,2,0,35
6,K Lafrance,3,0,8
3,B Bennett,1,0,3
36,J White IV,9,0,88
21,S Thomas Erlington,6,1,41
14,D Evans,7,0,24
6,M Timmis,4,0,10
9,W Stanback,6,0,31
10,A Pipkin,4,2,21
6,M Shiltz,1,0,6
3,J Manziel,1,0,3
11,E Lewis,2,0,2
1,A Bowman,1,0,1
7,W Moore,4,0,20
6,T Sutton,5,0,15
2,C Fajardo,4,1,7
5,T Lulay,1,0,5
2,C Rainey,2,0,1
39,D Jackson,11,1,91
14,T Williams,7,0,44
3,N Arbuckle,4,0,10
22,A Green,17,0,62
25,M Timmis,1,0,25
8,S Thomas Erlington,2,0,14
9,J Masoli,1,0,9
2,D Evans,3,1,3
1,K Palmer,0,1,1
7,T Sutton,6,0,24
17,J Johnson,1,0,17
3,J Jennings,1,0,3
0,C Fajardo,1,0,0
31,B Bridge,5,0,86
7,M Thigpen,5,0,15
6,C Marshall,7,0,14
9,J Williams Lambert,1,0,9
6,D Watford,1,0,6
1,N Marshall,2,1,2
37,A Harris,19,1,153
11,C Streveler,7,0,41
5,M Nichols,1,0,5
3,N Demski,2,0,2
13,W Powell,21,0,86
2,D Davis,2,0,4
17,A Green,12,0,52
12,J Masoli,1,1,12
1,S Thomas Erlington,1,0,1
0,D Evans,1,0,0
18,D Jackson,14,0,83
4,N Arbuckle,1,0,4
3,R Morris,1,0,3
19,A Harris,13,0,71
17,N Demski,2,0,21
8,M Nichols,2,0,10
3,C Streveler,2,0,4
19,D Jackson,14,0,53
22,L Durant,1,0,22
11,T Williams,2,0,16
7,B Mitchell,1,0,7
2,N Arbuckle,3,0,4
3,B Grant,1,0,3
15,W Powell,16,0,94
5,T Harris,1,0,5
