name, receiving touchdowns, receiving yards, receptions
A Knox,0,11,1
D Johnson,0,10,1
M Medley,0,5,1
R Mwehla,1,63,7
A Duckworth,0,49,2
J Sannon,1,42,4
A Onunwor,0,9,1
I Hennie,0,49,5
A Lindsey,0,33,2
J Rucker,0,8,1
E Dotson,0,5,2
S Cobbs Jr,1,149,11
L Timian,0,72,10
D Hale,0,67,5
I Thomas,2,53,5
R Watercutter,0,23,2
M Majette,0,22,4
T Mack,0,14,1
C Gest,0,12,2
J Harris II,0,4,1
M Ellison,0,4,1
P Campbell,1,136,6
J Dixon,1,65,2
J Dobbins,0,24,2
T McLaurin,0,21,2
M Baugh,0,16,2
L Farrell,0,14,1
B Victor,1,11,1
K Hill,0,6,2
A Mack,0,6,1
A Williams,0,5,1
A Miller,0,23,2
J Magnifico,0,20,1
P Mayhue,0,19,1
K Jones,0,16,1
T Pollard,0,14,3
P Taylor Jr,0,3,1
J Williams,0,2,1
M McCray,0,69,3
B Williams,0,59,3
R Turner,0,57,2
X Brown,1,41,5
M Green,1,35,4
J Pederson,0,10,1
D Rodrigue,0,8,1
J Hodoh,0,0,1
D Carter IV,0,0,1
T Johnson,1,141,6
D Douglas,0,36,6
E Carter,0,23,1
B Lingen,0,19,2
P Howard,0,8,1
S Brooks,0,5,1
N Wozniak,0,5,1
R Smith,0,2,1
A Johnson,1,140,11
J Martinez,0,28,4
A Nunn,0,23,2
K Osborn,0,9,2
T Mabry,0,9,1
J Eiland,0,4,1
J Hawkins,0,-2,1
J Washington,2,145,6
M Ateman,0,75,4
T Johnson,1,44,1
D Stoner,0,18,4
C Lacy,0,13,1
J Hill,0,10,3
S Finefeuiaki,0,5,1
J McCleskey,0,-2,1
J Hobbs,0,71,6
K Johnson,0,52,7
J Stewart,0,30,3
D Brewer,0,18,1
N Carter,0,18,2
C Taylor II,0,-1,1
C Thompson,0,112,5
D Johnson,0,102,4
J Johnson,0,51,4
T Swanson,0,28,2
D Richards,0,9,1
A Thompkins,0,9,2
D McKinley Lewis,0,3,1
M Foster,0,25,1
K Weeks,0,22,2
D Carrington II,1,127,10
S Wilson,0,30,2
S Nacua,0,19,2
Z Moss,0,15,2
T McCormick Jr,0,14,2
D Simpkins,0,8,2
R Singleton,0,6,1
H Handley,0,5,1
J Jackson,0,3,1
T Toivonen,0,64,4
N Wanzek,0,50,2
D Mercer,0,32,3
J Santiago,0,20,1
L Fiedler,1,10,2
B Oliveira,0,9,1
K Norberg,0,2,1
G Dortch,2,55,4
T Hines,0,39,5
C Serigne,2,34,2
A Bachman,1,29,1
S Washington,0,28,1
C Wade Jr,0,24,2
C Lewis,0,9,1
C Carney,0,7,1
M Colburn II,0,6,1
D Johnson,0,5,1
I Robinson,0,3,1
D Watson,0,30,1
D Davis,0,11,1
J Lumley,0,72,8
C Caddle,0,51,8
A Prince,0,36,4
I Searight,0,33,4
A Longi,0,27,2
C Edmonds,0,21,2
S Fields,1,78,6
B Bobo,0,49,8
J MacIntyre,0,28,1
D Ross,0,20,2
P Lindsay,0,16,2
C Bounds,0,6,1
J Winfree,0,5,1
D Clark,0,72,5
O Johnson,0,71,6
M Gallup,0,67,5
W Jackson,0,47,2
D Dawkins,0,31,3
D Fackrell,0,16,1
C Butler,0,5,2
S Bailey,0,78,5
A Porter,0,74,3
J Niupalau,0,32,3
D Aristilde,0,25,2
J Johnson,0,15,2
M Sexton,0,15,2
B Banham,0,12,2
E Daugherty,0,10,1
I Holder,0,9,1
S Vann,0,-3,1
T Bostick,1,34,3
W Kofa,0,28,3
M Quattlebaum,0,23,2
T Ford II,0,20,2
N Mullen,0,9,2
W Wright,1,92,3
D McNeal,1,88,4
H Bryant,0,50,2
D Singletary,0,28,3
H Bussey III,0,17,4
J Franklin III,0,7,2
D McGriff,0,5,2
T Harrison,0,-1,1
T Carmona,0,56,1
D Bonner,1,39,1
C Scott,0,15,1
C Beebe,0,93,6
S Wimann,1,37,4
D Brown,1,31,2
S Tears,0,29,3
R Graham,0,13,1
K White,0,76,6
M Walker,1,50,8
J Smith,0,18,3
C Garrison,0,17,1
K Idrizi,0,17,2
R Marten,1,7,2
C Callinan,0,5,1
J Hilliman,0,1,3
D Mitchell,0,46,4
D Bailey,1,42,3
J Washington,0,36,6
J Grant,1,20,3
G Edwards,0,18,3
R Martin,0,7,2
E Wormley,0,5,1
N Griffin Stewart,0,5,1
E Lumor,0,-1,1
D Pettis,0,85,3
M Gaskin,1,79,5
D Sample,0,63,3
C McClatcher,0,16,1
B Lenius,0,15,1
A Baccellia,0,11,1
L Coleman,1,11,2
H Bryant,0,4,1
S Ishmael,0,134,12
E Phillips,1,71,6
D Butler,0,54,4
M Neal,1,52,1
J Custis,0,40,3
S Avant,0,30,4
T Perkins,0,14,1
N Johnson,0,13,1
D Ellison,0,11,1
S Riley,0,8,1
R Pierce,1,4,3
X Bass,0,39,2
J Garcia,1,24,1
K Smith,0,17,2
J Dolegala,0,13,2
T James,0,11,1
C Heyward,0,9,3
E Scott,0,0,1
T Fumagalli,1,105,5
A Taylor,0,38,3
Q Cephus,1,33,3
Z Neuville,1,28,1
J Peavy,0,19,1
A Ingold,0,11,1
B Shaw,0,10,1
J Colston Green,0,40,1
S Scarver,0,36,1
G Bright,0,23,3
J Nathan,0,23,3
C Terrell,0,18,2
T Lindsey Jr,0,16,2
L Hunt,0,14,4
B Roberts,0,12,2
E Allen,0,11,1
A Byers,0,8,2
R Tarver,0,8,2
R Castaneda,0,6,0
D Hobbs,0,4,2
T McVey,0,77,3
G Sanders,2,62,2
M Bennett,0,24,2
R Reffitt,0,19,1
A Farah,0,8,1
M Miller,0,0,1
D Palmer,0,16,4
J Brown,0,10,2
T Smith,0,5,1
B Tucker,0,4,1
A Ramsey,0,3,1
R Martin,0,2,1
T Ellison,1,79,5
C Peterson,0,5,1
S Brown,0,5,1
E Marks,0,147,8
E Butler,0,87,5
J Baldwin,0,37,2
J Stokes,0,33,1
C Brewington,0,22,3
M Kempton,0,16,2
C Young,0,16,3
J Logan,0,12,2
H Burton,0,7,1
W Hastings,1,68,4
D Slayton,0,43,3
R Davis,1,23,2
E Stove,0,22,3
S Cannella,0,19,1
K Martin,0,10,1
N Igbinoghene,0,-1,1
O Fortune,0,7,1
E Richardson,0,5,1
W Fields,0,-4,2
C Platt,2,102,3
D Mims,1,85,2
P Stricklin,0,60,3
T Nicholson,0,28,5
J Hasty,0,3,1
A Gandy Golden,2,192,13
D King,0,66,10
C Reddick,0,48,4
M Fitzgerald,0,47,6
S Jones,1,26,1
D Stubbs,0,19,3
C Mosley,0,18,2
L McConnell,0,12,1
T Kennedy,0,9,1
Z Foutz,0,6,1
K Matthews,0,4,2
C Wilson,0,65,4
A Richardson,0,39,4
R Wolpin,0,37,2
O Evans,0,26,2
A Mattison,0,16,1
J Roh,1,14,2
C Blakley,0,13,1
S Modster,0,3,1
A Butler,0,0,1
C Thomas,0,-3,1
D Willis,0,27,2
D Douglas,0,26,2
E Thompson,0,25,4
S Letton,0,19,2
C Quisenberry,0,15,1
J Johnson,0,9,2
S Davis,0,8,1
J Chunn,0,6,1
T McCormick,0,4,2
M Bushman,0,43,4
M Simon,0,28,2
T Shumway,0,18,3
T Dye,0,8,2
A Hifo,0,5,1
D Chark,0,77,4
R Gage,0,36,2
D Dillon,0,21,2
C Edwards Helaire,0,19,2
F Moreau,0,11,1
D Williams,0,10,2
J Moore,0,5,1
D Guice,0,4,1
D Cain,1,70,2
M Richard,0,70,2
R McCloud,0,24,3
J Chalk,0,19,2
A Rodgers,0,19,3
T Higgins,0,18,2
H Renfrow,0,16,2
C Powell,1,14,1
T Thompson,0,14,1
C Fuller,0,13,2
A Choice,0,8,1
D Overton,0,8,1
S Bell,0,8,1
C Groomes,0,7,1
J Hopper,0,4,1
J Rankin,0,1,1
K Tyler,0,38,5
C Jones,1,13,1
M Outlow,0,12,1
L Collins Jr,0,8,1
O Abercrombie,0,7,1
A James,0,2,1
A Breneman,0,126,9
A Isabella,1,101,6
J Britt,0,45,3
M Young,0,29,4
B Dingle,0,24,2
S Palmer,0,22,2
T Reynolds,0,15,1
A Young,1,89,5
J Lloyd,1,41,3
N Gray,1,31,3
S Bracey,0,27,2
D Helm,0,25,2
T Rahming,0,20,2
K Fuller,0,13,3
B Brown,0,11,1
D Jackson,0,6,1
D Koppenhaver,0,5,1
C Taylor,0,5,1
S Wilson,0,4,1
T Lee,0,4,1
J Fieulleteau,0,30,2
J Murphy,0,26,4
D Miller,0,16,2
E Hicks,0,13,1
J McCoy,0,6,1
E Saintil,0,3,1
D Grayson,0,86,7
D Farrier,0,68,7
T Brown,0,43,4
J Williams,0,41,3
Q Johnson,0,28,3
T Deans,0,18,2
S Baggett,0,5,1
D Scott,0,3,1
D Eldridge,0,51,3
I Hyman,0,49,3
J Miller,0,42,4
N Carlton,1,38,3
C Johnson,0,12,2
K Gavin,0,50,7
R Izzo,0,46,3
A Tate,1,41,2
N Murray,0,29,3
G Campbell,0,21,1
J Patrick,0,12,2
C Akers,0,11,1
C Ridley,1,82,7
D Harris,0,11,1
B Scarbrough,0,4,1
J Hurts,0,-1,1
K Johnson,0,120,7
J Rice,1,65,1
J Jordan,1,64,2
J Allen,1,51,2
D Scott,0,32,2
S Johnson,0,23,2
R Rivers,0,22,3
J Mims,0,21,1
D Grim,0,14,2
K Riddering,1,2,1
D Brooks,0,45,2
J Gilbert,0,39,3
J Parra,0,29,2
B McCollum,0,21,2
D Hite,0,18,4
C Johnson,0,2,1
P Higgins,0,1,1
J Wims,1,81,3
I Nauta,0,24,2
D Swift,0,18,3
J Blazevich,0,12,1
M Hardman,0,8,1
J Harris,0,4,1
J Moore,0,34,4
T Hennigan,0,28,4
I Lewis,0,28,1
D Jones,0,18,3
M Williams Jr,0,17,2
Z Letman,0,8,2
M Williams,0,7,1
J Virgil,0,5,1
T Upshaw,0,4,2
C Reed,0,-1,1
D Collie,1,104,7
M Unga,0,19,1
D Torres,1,17,2
K Ewaliko,0,14,1
D Tullis,0,0,1
T Robinson,1,71,9
D Newsome,0,55,2
C Young,0,43,4
O Cosenke,0,28,3
S Hill,0,26,3
D Spencer,0,24,1
A Payne,0,23,1
M Turner,0,48,4
M Dudek,1,47,2
M Epstein,0,32,2
N Echard,0,14,1
L Dorsey,0,4,1
R Miller,0,86,7
J Hall,0,36,2
N Givan,1,22,3
J Hogue,0,16,2
C Lacanaria,0,16,3
A Davis,0,10,1
M Dunner,0,8,1
J Gilbert,0,7,1
K Davis,0,3,1
N Easley,1,77,4
N Fant,2,29,2
M VandeBerg,0,19,2
A Conway,0,47,7
J Okwoli,0,41,4
C Johnson,0,22,3
T Mayfield,0,19,3
A Cox,0,14,1
J Harshman,0,12,2
M Hall,0,9,1
K Overstreet,0,6,1
R Gafford,0,4,1
A Lazard,0,108,8
H Butler,1,75,7
T Ryen,0,55,6
M Murdock,1,19,3
D Jones,0,9,1
S Seonbuchner,0,5,1
M Warren,0,0,1
I Weston,1,72,4
J James,1,44,3
J Rima,0,31,3
D Fountain,0,30,3
B Moore,0,28,4
A Graham,1,24,2
T Allen,0,18,2
E Nissen,0,6,1
J Browning,0,6,1
S Sims Jr,2,142,4
B Johnson,1,90,3
J Booker,0,66,5
K Johnson Jr,0,19,2
C Harrell,1,17,2
S Schroeder,0,12,2
Q Hampton,0,8,3
E Fairs,0,7,1
D Thompson,0,3,1
K Wilkerson,1,68,9
T Billington,1,44,4
M Terry,0,22,4
T McLemore,0,13,3
B Wheeler,0,11,1
R Eisenhart,0,9,1
C Sanders,0,4,1
J Pierre,0,0,1
C Cornett,0,-1,1
B Pringle,1,121,3
I Harris,1,118,3
D Schoen,1,70,1
I Zuber,1,19,2
W Dimel,0,5,1
L Wells,0,41,6
J Moore,0,34,2
J Dillard,0,32,3
R Gordon,1,21,3
J Nix,0,19,3
B Cox,0,18,2
K Crossley,0,16,1
B Myers,0,12,4
C Dexter,0,8,1
C Blackman,0,-1,1
D Smith,0,-2,1
K Barnes,0,70,3
R Malone,1,37,4
J Bradley,0,34,1
J Wright,0,19,1
T Ragas,0,3,1
M Jacquet,0,-1,2
J Dickey,0,99,8
N Jackson,1,35,2
J Ingraffia,0,27,2
B Schwebel,1,9,2
Z Jenkins,1,1,1
B Scott,0,55,4
J Woodard,0,53,1
R Bonnette,1,45,2
T Veal,0,40,3
M Watts,0,25,2
A Hardy,0,18,1
J Craft,1,17,1
M Gaines,0,9,1
D Oliver,0,9,1
A Smith,0,5,2
B Chan Chan,0,77,7
J Watson,1,52,1
L Morgan,1,40,3
K Adkins,0,21,1
B Bourque,0,19,2
J Almond,0,18,1
C Fuller,0,10,1
S Anderson,0,9,1
K Meggs,0,8,1
C Jones,0,7,1
J West,0,-5,1
D Stewart Jr,0,85,6
T Jackson,0,41,3
F Davis III,2,35,4
M Sokol,1,31,3
C Chambers,0,29,1
C White,0,12,1
G Holmes,0,8,1
L Nelson,0,5,1
H Rison,0,5,1
L Scott,0,-1,1
D Guyton,0,40,2
T Redding,0,38,2
S Miller,0,29,2
H Folkertsma,0,19,1
M Wilcox Jr,0,12,1
D Wilson,0,4,1
A Clair,0,3,1
D Langham,1,65,3
L Cager,1,47,3
B Berrios,1,35,3
T Homer,0,25,2
M Harley,0,18,1
D Dallas,0,16,1
M Irvin II,0,11,1
C Herndon IV,0,10,1
M Walton,0,8,2
J Thomas,0,-2,1
M Jones,0,51,7
J Davis,0,48,5
J Thompkins,0,41,1
K Mitchell,0,23,4
F Brown,0,23,2
J Thomas,0,19,1
J Lumas,0,14,2
D Johnson IV,0,13,1
T Isme,0,2,1
D Weaver,0,-5,1
T Black,1,83,2
N Eubanks,0,61,2
G Perry,0,46,4
S McKeon,0,25,3
K Crawford,0,3,1
J Hammond,0,71,3
T Cleveland,0,56,4
K Toney,0,27,2
C Lewis,0,17,2
B Powell,0,8,2
D Massey,0,2,1
A Brown,2,233,8
D Metcalf,0,84,8
D Lodge,2,51,5
J Wilkins,0,24,3
V Jefferson,0,24,2
D Pennamon,0,11,1
T Quick,0,2,1
S Collier,0,43,4
J Way,1,42,2
S Harris,0,41,3
A Reinkemeyer,0,25,2
J McCray,0,12,2
T Minter,0,12,1
X Johnson,0,11,2
K Baker,0,9,1
D Foster,0,7,1
M Francis,0,2,1
J Moore,2,187,4
J Johnson,2,116,5
A Okwuegbunam,1,51,2
K Blanton,0,41,2
E Hall,0,38,2
R Floyd,0,35,2
D Collins,1,30,2
D Mason,0,12,1
J Reese,1,11,1
M Earl,1,163,8
E Furmanek,0,91,5
J Esters,0,32,2
L Thomas,0,29,2
D Holliman,0,17,1
J Frazier,1,17,2
T Currie,0,8,1
N Masoner,0,2,1
J Randall,0,-2,1
M Mason,0,-4,1
W Johnson,0,88,7
T Brady,1,54,3
M Williams,0,30,5
T Rodriguez,0,17,3
H Foster,0,11,1
R Yurachek,0,8,1
J Gardner,0,111,8
R Smith,2,98,7
J Murphy,0,69,5
K Young,0,12,1
S Martin,0,6,1
M Thomas,0,2,1
F Green,0,68,2
D Gray,0,57,3
D Thomas,1,34,2
R Todd,0,24,3
G Myles,1,19,3
J Thomas,0,18,2
K Mixon,0,15,1
J Jackson,0,15,1
J Couch,1,11,1
O Mitchell,0,9,1
N Gibson,0,4,1
T Hatten,0,7,1
C Hamilton,0,5,1
G Wall,0,3,1
R James,1,112,10
P Smith,0,29,3
C Windham,0,9,2
S Tucker,0,9,1
T Lee,0,7,2
R Webb,1,104,3
T Sherfield,0,68,4
K Lipscomb,2,41,2
J Pinkney,0,33,3
C Duncan,0,19,3
S Dobbs,0,16,1
T Ellis,0,9,1
N Marcus,0,6,2
K Blasingame,0,0,1
A Proehl,0,55,4
J Brown,0,53,9
J Cunningham,0,39,4
R Johnson,0,25,2
B Fritts,0,17,2
A Ratliff Williams,0,15,1
C Tucker,0,13,2
T Jackson,1,4,1
V Wharton III,1,156,5
P Laird,1,59,2
J Veasy,1,35,4
T Watson,0,32,4
K Noa,0,28,2
J Duncan,1,20,1
M McMorris,0,18,1
D Robertson,0,12,3
B Singleton,0,3,1
V Enwere,0,0,1
K Harmon,0,114,10
J Samuels,1,85,15
J Meyers,1,62,5
S Louis,0,39,5
N Hines,0,32,4
C Cook,0,29,1
C Riley,0,27,2
E Emezie,0,14,1
R Gallaspy II,0,13,2
D Samuel,2,83,5
B Edwards,0,55,5
R Dowdle,1,51,2
S Smith,0,23,3
T Williams,0,5,1
H Hurst,0,-2,1
S Morgan Jr,1,102,5
J Spielman,0,44,2
T Hoppes,0,40,3
D Pierson El,1,20,2
T Lindsey,0,14,3
L McNitt,0,11,1
M Wilbon,0,7,3
K Edwards,1,100,8
C Murray,1,90,9
C Booker,0,72,7
B Mack,1,50,5
O Bayless,0,42,7
D Paschal,0,23,3
J McInnis,0,22,3
W Wand,0,15,2
J Jones,0,1,2
D Hart Johnson,0,77,3
C Davis Jr,0,55,3
Q Drennan,0,42,1
J Griffin IV,1,36,2
D Chestnut,0,6,1
R McQuarley,0,3,1
T Owens,0,3,1
C Whitley,1,59,4
T Grant,0,49,7
D Qualls,0,37,9
K Sadler,0,34,2
H Lees,1,34,2
J Fink,0,24,3
D Brown,0,19,4
J Miller,0,16,3
C Cokley,0,2,1
B Skowronek,0,123,8
M Wilson,1,77,3
J Jackson,0,42,5
R Lees,1,35,2
F Nagel,0,29,4
G Dickerson,0,29,4
G Igwebuike,0,10,1
C Green,0,7,1
M Mannix,1,76,2
W Demps,1,51,5
K Fossum,0,36,4
B Scott,0,19,1
J Kincaide,0,9,2
K Moore,0,5,1
B OLeary Orange,0,3,1
E St Brown,1,80,4
D Smythe,0,34,2
N Weishar,1,20,3
A Mack,0,17,2
C Claypool,0,16,1
C Smith,0,10,3
F Canteen,0,7,1
T Jones Jr,0,0,1
I Wright,0,79,4
K Kirkwood,1,60,4
A Jennings,0,30,2
M Elick,0,25,2
B Yancy,1,22,2
K Yeboah,0,10,1
R Armstead,0,8,1
D Hood,0,7,2
N Sharga,0,4,1
M Lawrence,1,70,3
J Guyton,0,63,4
N Smith,1,35,4
Q Jackson,1,31,1
K Smith,0,21,2
C Chumley,0,8,1
J Wilson,0,4,1
E Johnson,0,0,1
M Hawthorne,1,79,2
Z Giles,0,35,7
M Daggs,0,30,3
C Robinson,0,11,1
M Wanza,0,7,1
K Banks,0,7,1
T Swinton,0,5,1
D Colbert Jr,0,4,1
J White,0,1,2
J Wood,1,1,1
C Odom,0,75,4
P White,1,35,3
B Long Jr,0,23,1
J Marhefka,0,19,1
B Cope,0,12,2
D Brown,0,10,1
A Ouellette,0,-2,1
W Wolfolk,0,38,3
Y Johnson,0,10,1
A Knight,0,9,1
R Bell,0,4,1
M Andrews,1,134,7
J Badet,0,91,4
L Morris,1,43,1
A Adams,0,34,1
M Brown,0,32,3
G Calcaterra,1,29,2
M Sutton,0,29,2
J Smallwood,0,26,3
C Lamb,1,21,3
D Flowers,0,18,1
C Nevel,0,13,2
J Mead,0,12,1
R Anderson,0,9,1
M Tease,0,5,1
E Sinegal,0,20,3
W Redix,0,15,1
D Lucero,0,13,2
A Busey,0,9,2
T Juniel,0,8,1
K Dove,0,7,1
K Foster,0,7,1
T Batson,0,6,1
J Weeks,0,6,1
W Dawn,0,2,1
F Mckee,0,2,1
J Fields,0,-1,1
J Duhart,1,97,5
J Cox,0,43,7
G Jackson,0,22,3
N Cox,0,15,1
I Harper,0,10,1
D Woods,0,0,1
J Diggs,0,62,4
A Manzo Lewis,0,46,4
K Mofor,0,29,2
B Harris,0,19,2
M Hussain,0,4,1
C Nelson,0,99,5
J Breeland,1,55,3
R Freeman,0,50,4
T Brooks James,0,49,2
J Johnson III,0,39,2
M Lovette,0,27,1
B Schooler,0,12,2
D Mitchell,0,11,2
A Ofodile,0,8,1
D McNeal,0,5,1
L Measom,1,106,5
A Croyle,0,38,3
J Felila,0,35,5
C Chambers,0,27,3
T Rutledge,0,15,2
J Crockett,0,13,2
L Parker,0,12,1
I Diego Williams,0,7,1
E Givens,0,5,1
M Hill,0,4,1
J Green Jr,0,4,1
N Togiai,0,95,5
I Hodgins,1,59,5
R Nall,0,34,4
T Hernandez,0,25,1
A Pierce,0,15,2
T Johnson,0,7,1
J Kraght,2,82,3
C Taumoepeau,0,52,4
D Adams,0,41,3
A Petties Wilson,0,36,3
Z Summers,0,8,1
A Williams,0,4,1
K Dawson,0,1,1
Q Ollison,0,35,5
M Flanagan,0,35,2
M Ffrench,0,19,3
D Hall,0,12,2
J Weah,1,11,1
T Sear,0,10,1
Q Henderson,0,7,1
A Mathews,0,6,1
R Araujo Lopes,0,5,1
C Turner,2,124,5
K Rader,0,100,6
A Bailey,0,55,4
D Patterson,0,27,2
T McCaster,0,5,1
J Johnson,0,84,4
D Hamilton,0,74,3
M Gesicki,2,58,6
S Barkley,0,54,3
D Thompkins,0,29,2
T Pancoast,0,12,1
T Stevens,0,7,1
B Polk,0,4,1
A Coney,0,25,2
K Smith,0,23,2
F Bickley,0,21,2
T Chapman,0,10,3
N Stewart,0,4,1
W Ball,0,3,2
N Williams,0,2,1
A Young,0,-2,1
J Anthrop,2,82,7
C Herdman,0,59,4
G Phillips,0,59,7
B Hopkins,1,34,3
A Mahoungou,0,33,4
I Zico,0,12,2
R Worship,1,8,1
D Knox,0,3,2
T Fuller,0,3,3
J Smith,0,117,8
D Fitzpatrick,1,95,4
S Dawkins,0,56,4
T Samuel,0,55,5
M Crum,0,18,1
M Williams,0,17,2
C Standberry,0,12,2
R Bonnafon,0,5,3
J Davis,1,3,1
K Warring,1,74,5
F Trevillion,0,38,2
Q Truxton,0,23,2
P Houston,0,23,1
D Richardson,1,21,1
M Holder,0,19,3
I Macklin,0,17,1
T Wilson Jr,0,15,1
N Bawden,0,7,1
K Doss,1,181,8
W Preece,0,32,2
M Cummins,0,30,3
L Montgomery,1,9,3
C Spencer,0,6,2
N Modise,0,0,1
T McCants,1,74,2
M Wilcox,0,27,3
E Dillon,0,20,2
T Alaka,0,18,3
D Antoine,0,16,2
D Salomon,0,16,3
M Valdes Scantling,1,15,4
C Daniels,0,35,4
H Jackson,0,34,3
N Anderson,0,28,3
D Washington,0,16,2
R Bolden,0,9,1
C Davis,0,6,2
S Bedell,0,5,1
D Liotine,0,4,1
J Blackwell,1,84,4
B Gaither,1,56,3
J Oliver,0,37,4
T Hartley,1,26,2
T Walker,0,6,1
M Roberson,0,2,1
J Koski,0,31,3
M Davis,0,6,1
K Robertson,2,111,7
Q Watkins,0,103,4
I Smith,0,78,9
I Jones,0,17,2
C Conrad,1,97,3
G Johnson,0,22,2
C Walker,0,21,1
B Snell Jr,0,13,1
K Ross,0,8,1
I Epps,0,6,1
T Richardson,0,5,1
C Thomas,0,4,1
B Benson,1,72,1
T Quinn,1,53,4
J Proche,0,40,2
K Medlock,0,30,1
C Sutton,1,22,2
T Page,0,8,1
B West,0,-3,1
T Pace,0,51,5
F Iheanacho,0,42,3
D Parker,0,17,1
T Hart,0,11,2
J McGowen,0,9,2
J Day,1,6,1
A Arclies III,0,4,1
T Goree,0,4,1
T Hights,1,56,1
D White,2,50,2
J Reagor,0,37,2
S Nixon,0,29,2
T Slanina,0,24,4
J Diarse,0,20,2
I Graham,0,16,2
J Austin,0,14,2
K Snell,1,13,1
J Stewart,0,12,1
D Thomas,1,10,1
C Hunt,0,9,1
D Anderson,0,6,1
E Porter,1,4,1
J Floyd,0,33,2
C Ollie,0,9,1
K Richey,0,4,1
J Johnson,0,0,2
T Kennedy III,0,-5,1
C Johnson,1,125,7
R Hemphill Mapps,0,69,7
