field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
0,0,3,3,0,Chris Boswell
1,2,3,3,34,Cody Parkey
1,1,3,3,35,Ryan Succop
1,2,2,2,26,Nick Novak
1,1,5,5,21,Kai Forbath
1,1,1,1,29,Connor Barth
2,2,3,3,50,Nick Novak
0,0,2,2,0,Sebastian Janikowski
2,2,2,3,43,Stephen Hauschka
2,2,0,0,53,Matt Prater
1,1,3,4,34,Chris Boswell
2,2,0,0,47,Andrew Franks
1,1,5,5,32,Mason Crosby
2,2,1,1,40,Robbie Gould
2,2,4,4,35,Matt Bryant
2,2,2,2,33,Stephen Hauschka
2,2,4,4,43,Stephen Gostkowski
3,3,1,1,46,Nick Novak
1,1,1,1,48,Cairo Santos
6,6,0,0,45,Chris Boswell
3,3,2,2,52,Dan Bailey
2,2,4,4,56,Mason Crosby
1,1,5,6,28,Matt Bryant
0,1,1,1,0,Mason Crosby
3,3,3,4,47,Stephen Gostkowski
1,1,0,1,23,Chris Boswell
0,0,4,4,0,Matt Bryant
2,2,0,1,41,Stephen Gostkowski
