batters faced, earned runs, era, fly balls, ground balls, hit batters, hits allowed, home runs allowed, innings pitched, name, order, pitches, result, runs allowed, strike outs thrown, strikes, walks allowed
1,0,0.000,0,1,[],0,0,0.333,Matt J Smith,2,5,,0,0,3,0
6,0,0.000,1,0,[],2,0,1.000,Tom Gordon,3,13,,0,2,11,0
5,2,18.000,1,1,[],1,1,1.000,Ryan Madson,4,23,L,2,1,14,1
26,3,4.500,4,6,[],8,1,6.000,John Smoltz,1,97,,3,7,67,1
5,0,0.000,0,1,[],1,0,1.000,Mike Gonzalez,2,16,,0,2,10,1
4,0,0.000,1,2,[],0,0,1.000,Rafael Soriano,3,20,,0,0,13,1
5,0,0.000,1,1,[],1,0,1.000,Bob Wickman,4,16,W,0,1,9,1
3,0,0.000,1,1,[],0,0,1.000,Chad Paronto,5,10,S,0,1,6,0
28,0,0.000,11,4,[],6,0,7.000,Aaron Harang,1,112,W,1,5,75,2
4,0,0.000,0,2,[],1,0,1.000,Kirk Saarloos,2,13,,0,1,8,0
4,0,0.000,2,1,[],1,0,1.000,David Weathers,3,9,,0,0,7,0
26,5,9.000,4,8,['Brandon Phillips'],6,2,5.000,Carlos Zambrano,1,92,L,5,2,46,5
7,0,0.000,4,0,[],2,0,1.667,Neal Cotts,2,29,,0,1,19,0
2,0,0.000,0,0,[],0,0,0.333,Michael Wuertz,3,9,,0,1,3,1
3,0,0.000,1,0,[],0,0,1.000,Will Ohman,4,10,,0,2,8,0
30,5,7.500,7,6,[],9,0,6.000,Aaron Cook,1,101,,5,4,62,4
3,0,0.000,1,1,[],0,0,1.000,Manny Corpas,2,12,H,0,1,7,0
6,3,40.500,2,0,[],3,0,0.667,LaTroy Hawkins,3,20,L,3,0,10,1
1,0,0.000,1,0,[],0,0,0.333,Jeremy Affeldt,4,8,,0,0,5,0
3,0,0.000,2,1,[],0,0,1.000,Ramon Ramirez,5,12,,0,0,7,0
26,5,9.000,3,7,[],8,0,5.000,Brandon Webb,1,96,,5,5,62,3
4,1,9.000,0,1,[],1,1,1.000,Brandon Medders,2,15,,1,2,11,0
3,0,0.000,0,0,[],1,0,0.667,Doug Slaten,3,11,,0,2,10,0
1,0,0.000,0,0,[],0,0,0.333,Juan Cruz,4,7,W,0,1,4,0
5,0,0.000,1,1,[],0,0,1.000,Brandon Lyon,5,17,H,0,1,11,1
4,0,0.000,0,0,[],1,0,1.000,Jose Valverde,6,19,S,0,3,13,0
27,1,1.230,4,10,['David Ortiz'],6,0,7.333,Gil Meche,1,103,W,1,6,62,1
7,0,0.000,1,0,[],2,0,1.667,Joel Peralta,2,34,,0,4,22,0
22,5,11.250,4,3,[],8,0,4.000,Curt Schilling,1,89,L,5,5,55,2
3,0,0.000,0,3,['Alex Gordon'],0,0,1.000,Javier Lopez,2,7,,0,0,5,0
7,1,5.400,1,2,[],2,1,1.667,Hideki Okajima,3,26,,1,2,18,0
1,0,0.000,0,0,[],0,0,0.333,Brendan Donnelly,4,4,,0,1,3,0
3,1,27.000,1,0,[],2,0,0.333,Joel Pineiro,5,12,,1,0,9,0
2,0,0.000,1,1,[],0,0,0.667,JC Romero,6,8,,0,0,5,0
25,3,4.500,11,4,[],5,0,6.000,Jeremy Bonderman,1,89,,3,3,58,2
8,0,0.000,2,3,[],0,0,2.000,Joel Zumaya,2,34,,0,1,19,2
3,0,0.000,1,2,[],0,0,1.000,Todd Jones,3,11,,0,0,7,1
7,2,18.000,0,2,['Frank Thomas'],2,0,1.000,Fernando Rodney,4,31,L,2,1,21,1
26,2,3.000,8,6,[],6,0,6.000,Roy Halladay,1,104,,3,4,69,1
7,0,0.000,3,3,[],0,0,2.333,Casey Janssen,2,25,,0,1,18,0
1,0,0.000,0,0,[],0,0,0.000,Scott Downs,3,7,,0,0,3,1
2,0,0.000,0,1,[],0,0,0.667,Jason Frasor,4,6,W,0,1,5,0
5,0,0.000,1,0,[],1,0,1.000,BJ Ryan,5,20,S,0,2,13,1
26,4,6.000,8,3,[],7,1,6.000,Johan Santana,1,83,W,4,6,58,2
2,0,0.000,0,0,[],0,0,0.333,Dennys Reyes,2,11,H,0,1,4,1
2,0,0.000,1,0,[],0,0,0.667,Jesse Crain,3,8,H,0,1,4,0
4,0,0.000,2,1,[],1,0,1.000,Juan Rincon,4,14,H,0,0,10,0
4,0,0.000,0,3,[],0,0,1.000,Joe Nathan,5,17,S,0,0,10,1
24,6,11.570,4,5,[],10,2,4.667,Erik Bedard,1,80,L,6,3,51,2
4,1,13.500,1,0,[],1,0,0.667,Scott Williamson,2,13,,1,1,7,1
6,0,0.000,1,2,[],1,0,1.667,John Parrish,3,25,,0,2,18,0
4,0,0.000,2,1,[],1,0,1.000,Danys Baez,4,13,,0,0,7,0
12,7,63.000,1,1,[],7,1,1.000,Jose Contreras,1,48,L,8,1,27,1
15,3,9.000,4,3,[],5,0,3.000,Nick Masset,2,50,,3,2,25,2
6,0,0.000,2,2,[],0,0,2.000,Andrew Sisco,3,33,,0,2,20,0
9,1,4.500,3,2,[],1,0,2.000,David Aardsma,4,40,,1,1,21,2
3,0,0.000,2,0,[],0,0,1.000,Bobby Jenks,5,10,,0,1,8,0
26,3,4.500,7,9,[],8,2,6.000,CC Sabathia,1,91,W,3,2,61,1
3,0,0.000,1,1,[],0,0,1.000,Rafael Betancourt,2,12,,0,1,8,0
3,0,0.000,1,1,[],0,0,1.000,Roberto Hernandez,3,14,,0,1,8,0
5,2,18.000,1,1,[],2,0,1.000,Joe Borowski,4,16,,2,1,9,0
21,4,8.310,5,6,[],6,1,4.333,Carl Pavano,1,73,,5,2,43,2
2,0,0.000,0,0,[],1,0,0.667,Brian Bruney,2,5,,0,1,4,0
3,0,0.000,1,2,[],1,0,1.000,Sean Henn,3,16,,0,0,10,0
3,0,0.000,3,0,[],0,0,1.000,Luis Vizcaino,4,5,W,0,0,4,0
4,0,0.000,1,1,[],1,0,1.000,Kyle Farnsworth,5,14,H,0,1,8,0
3,0,0.000,0,0,[],0,0,1.000,Mariano Rivera,6,13,,0,3,9,0
26,5,9.000,5,5,['Derek Jeter'],6,1,5.000,Scott Kazmir,1,107,,5,5,63,4
3,0,0.000,0,1,['Melky Cabrera'],1,0,0.333,Shawn Camp,2,7,BS,0,0,3,0
6,1,5.400,5,0,[],2,0,1.667,Brian Stokes,3,18,L,1,0,11,0
2,1,27.000,0,1,[],1,0,0.333,Ruddy Lugo,4,4,,1,0,3,0
4,2,27.000,1,1,[],2,1,0.667,Juan Salas,5,16,,2,0,9,0
25,2,3.380,4,8,[],3,1,5.333,Kelvim Escobar,1,103,W,3,4,57,5
2,0,0.000,0,0,[],1,0,0.000,Hector Carrasco,2,10,,0,0,3,1
2,0,0.000,1,0,[],0,0,0.333,Darren Oliver,3,8,H,0,0,3,1
5,0,0.000,2,0,[],0,0,1.333,Justin Speier,4,21,H,0,2,12,1
6,0,0.000,1,3,[],0,0,2.000,Scot Shields,5,28,,0,2,18,0
24,6,11.570,3,9,[],9,1,4.667,Vicente Padilla,1,93,L,6,1,54,3
6,1,9.000,1,2,[],1,0,1.000,Scott Feldman,2,24,,1,0,11,2
7,1,6.750,3,1,['Casey Kotchman'],2,0,1.333,CJ Wilson,3,20,,1,0,12,0
3,0,0.000,1,2,[],1,0,1.000,Bruce Chen,4,8,,0,0,5,0
23,1,1.500,6,5,[],5,1,6.000,Jason Jennings,1,87,,1,7,53,1
4,0,9.000,1,1,[],1,0,1.000,Chad Qualls,2,13,H,0,1,11,0
7,2,13.500,3,0,[],3,0,1.000,Dan Wheeler,3,29,L,2,0,17,1
3,0,0.000,1,1,[],0,0,1.000,Rick White,4,12,,0,1,7,0
23,2,3.000,5,2,[],4,1,6.000,Ian Snell,1,86,,2,11,59,1
3,0,0.000,0,1,[],2,0,0.667,John Wasdin,2,10,,0,0,7,0
1,0,0.000,0,0,[],1,0,0.000,Juan P Perez,3,5,,0,0,2,0
1,0,0.000,1,0,[],0,0,0.333,Jonah Bayliss,4,2,W,0,0,2,0
3,0,0.000,2,0,[],0,0,1.000,Matt Capps,5,10,H,0,1,8,0
3,0,0.000,1,2,[],0,0,1.000,Salomon Torres,6,13,S,0,0,6,0
22,3,5.400,5,4,[],5,1,5.000,Chris Capuano,1,96,,3,6,60,2
5,0,0.000,2,0,[],2,0,0.667,Greg Aquino,2,18,,0,0,7,1
1,0,0.000,0,1,[],0,0,0.333,Brian Shouse,3,2,W,0,0,1,0
4,0,0.000,2,1,[],0,0,1.000,Matt Wise,4,13,H,0,0,7,1
3,0,0.000,1,1,[],0,0,1.000,Derrick Turnbow,5,8,H,0,1,5,0
3,0,0.000,1,0,[],0,0,1.000,Francisco Cordero,6,13,S,0,2,7,0
27,4,6.000,7,5,['Rickie Weeks', 'Johnny Estrada'],7,2,6.000,Randy Wolf,1,94,L,4,5,67,1
4,0,0.000,1,1,[],1,0,1.000,Chad Billingsley,2,11,,0,1,8,0
3,0,0.000,0,0,[],0,0,1.000,Jonathan Broxton,3,11,,0,3,10,0
27,2,3.000,4,6,[],5,0,6.000,Kip Wells,1,108,L,4,7,64,4
3,0,0.000,1,2,[],0,0,1.000,Ryan Franklin,2,11,,0,0,9,0
1,0,0.000,0,0,[],1,0,0.000,Tyler Johnson,3,5,,0,0,4,0
3,0,4.500,2,1,[],0,0,1.000,Brad Thompson,4,10,,0,0,5,1
3,0,0.000,1,1,[],1,0,0.667,Randy Flores,5,11,,0,0,7,0
1,0,0.000,0,0,[],0,0,0.333,Russ Springer,6,5,,0,1,4,0
25,1,1.290,9,11,['David Eckstein'],5,1,7.000,Orlando Hernandez,1,104,W,1,0,62,2
4,0,0.000,1,1,[],1,0,0.667,Scott Schoeneweis,2,16,H,0,0,8,1
1,0,0.000,1,0,[],0,0,0.333,Aaron Heilman,3,6,H,0,0,3,0
3,0,0.000,3,0,[],0,0,1.000,Billy Wagner,4,8,S,0,0,6,0
21,2,3.600,5,8,[],4,0,5.000,Barry Zito,1,86,L,3,2,56,2
5,1,9.000,2,1,[],2,0,1.000,Kevin Correia,2,10,,1,0,8,0
7,3,27.000,2,0,[],3,0,1.000,Jonathan Sanchez,3,27,,3,1,16,1
5,0,0.000,1,1,[],1,0,1.000,Vinnie Chulk,4,16,,0,1,8,1
5,0,0.000,2,1,[],2,0,1.000,Steve Kline,5,13,,0,0,8,0
23,0,0.000,7,4,[],3,0,6.000,Jake Peavy,1,98,W,0,6,61,2
4,0,0.000,0,2,[],2,0,1.000,Cla Meredith,2,15,,0,1,11,0
8,0,0.000,3,2,[],2,0,2.000,Heath Bell,3,29,,0,1,20,0
23,2,3.000,9,6,[],3,1,6.000,Jarrod Washburn,1,104,,2,2,62,3
6,2,18.000,2,1,[],3,0,1.000,Julio Mateo,2,18,W,2,0,14,0
3,0,0.000,2,0,[],0,0,1.000,Chris Reitsma,3,15,,0,1,9,0
5,0,0.000,2,1,[],1,0,1.000,Brandon Morrow,4,21,,0,0,10,1
23,4,6.000,3,8,[],5,1,6.000,Joe Blanton,1,81,,4,7,54,0
4,3,81.000,1,0,[],3,1,0.333,Kiko Calero,2,10,L,3,0,6,0
3,1,13.500,1,1,[],1,0,0.667,Justin Duchscherer,3,4,,1,0,4,0
3,0,0.000,2,1,[],0,0,1.000,Alan Embree,4,14,,0,0,8,0
22,2,3.600,2,9,['Hanley Ramirez'],5,0,5.000,Shawn Hill,1,80,L,5,4,52,1
5,1,13.500,0,1,[],2,0,0.667,Ray King,2,19,,1,1,12,1
7,1,6.750,0,2,[],3,0,1.333,Ryan Wagner,3,20,,1,2,15,0
3,0,0.000,1,2,[],0,0,1.000,Jon Rauch,4,15,,0,0,11,0
6,2,18.000,0,2,[],2,0,1.000,Chad Cordero,5,19,,2,1,9,1
22,2,3.380,7,7,[],2,0,5.333,Scott Olsen,1,84,W,2,2,51,5
3,0,0.000,2,0,[],0,0,0.667,Renyel Pinto,2,13,,0,0,6,1
6,1,9.000,1,1,['Josh Wilson'],2,0,1.000,Kevin Gregg,3,28,,1,1,18,0
4,0,0.000,1,2,[],1,0,1.000,Henry Owens,4,13,,0,0,10,0
3,0,0.000,2,1,[],0,0,1.000,Lee Gardner,5,11,,0,0,8,0
27,2,3.000,9,4,['Chris Young'],7,0,6.000,Jeff Francis,1,98,,2,4,58,2
3,0,0.000,0,1,[],0,0,1.000,Manny Corpas,2,11,,0,2,7,0
3,0,16.200,0,3,[],1,0,1.000,LaTroy Hawkins,3,12,,0,0,8,0
4,0,0.000,2,0,[],1,0,1.000,Brian Fuentes,4,19,,0,1,11,0
4,0,0.000,2,0,[],1,0,1.000,Ramon Ramirez,5,17,,0,1,10,0
6,1,9.000,1,2,['Alberto Jose Callaspo'],1,0,1.000,Byung Hyun Kim,6,22,W,1,0,14,1
28,2,2.570,8,9,[],5,0,7.000,Livan Hernandez,1,97,,2,4,60,2
8,0,0.000,1,2,[],2,0,2.000,Tony Pena,2,29,,0,2,17,1
3,0,0.000,1,1,[],0,0,1.000,Brandon Lyon,3,11,,0,1,7,0
5,1,5.400,0,2,[],3,0,0.667,Jose Valverde,4,14,L,2,0,11,0
25,2,3.000,8,4,[],3,1,6.000,Boof Bonser,1,100,,2,6,59,3
4,0,0.000,1,1,['Corey Patterson'],0,0,1.000,Pat Neshek,2,10,W,0,1,7,0
2,0,0.000,0,0,[],1,0,0.333,Juan Rincon,3,7,H,0,1,6,0
2,0,0.000,0,1,[],1,0,0.333,Dennys Reyes,4,5,H,0,0,3,0
1,0,0.000,1,0,[],0,0,0.333,Jesse Crain,5,5,H,0,0,3,0
4,0,0.000,1,1,[],0,0,1.000,Joe Nathan,6,14,S,0,1,6,1
29,3,3.860,2,10,[],6,0,7.000,Daniel Cabrera,1,110,L,3,9,66,4
3,0,0.000,1,0,[],1,0,0.667,Jamie Walker,2,12,,0,1,7,0
1,0,0.000,0,1,[],0,0,0.333,Chad Bradford,3,1,,0,0,1,0
26,2,2.570,7,8,[],4,0,7.000,Ervin Santana,1,107,W,2,6,66,1
3,0,0.000,1,1,[],0,0,1.000,Hector Carrasco,2,7,H,0,1,6,0
6,1,4.500,1,0,[],2,0,1.000,Francisco Rodriguez,3,27,S,1,2,16,1
29,3,4.500,10,7,['Howie Kendrick'],10,0,6.000,Brandon McCarthy,1,79,L,5,0,56,1
3,0,0.000,1,2,[],0,0,1.000,Kameron Loe,2,15,,0,0,8,0
3,0,0.000,1,0,[],1,0,0.667,Joaquin Benoit,3,14,,0,1,8,0
1,0,0.000,0,0,[],0,0,0.333,Akinori Otsuka,4,7,,0,1,4,0
27,3,5.790,8,6,['Xavier Nady', 'Tom Gorzelanny'],8,0,4.667,Woody Williams,1,98,L,5,0,63,2
5,0,0.000,0,1,[],0,0,1.333,Dave Borkowski,2,21,,0,3,13,0
11,0,0.000,4,3,[],2,0,3.000,Chris Sampson,3,41,,0,2,27,0
25,2,3.600,8,3,['Chris Burke'],7,0,5.000,Tom Gorzelanny,1,95,W,3,4,67,1
6,0,0.000,2,4,[],0,0,2.000,Shawn Chacon,2,19,H,0,0,14,0
3,0,0.000,2,1,[],0,0,1.000,Matt Capps,3,11,H,0,0,8,0
4,1,3.000,1,0,[],1,1,1.000,Salomon Torres,4,12,S,1,2,9,0
30,2,2.570,12,7,[],7,0,7.000,Jeff Suppan,1,90,L,2,2,54,3
3,3,9999.000,0,0,[],0,0,0.000,Carlos Villanueva,2,22,,3,0,10,3
4,0,0.000,2,1,[],1,0,1.000,Elmer Dessens,3,11,,0,0,8,0
3,0,0.000,2,0,[],0,0,1.000,Derrick Turnbow,4,13,,0,1,9,0
21,1,1.800,8,2,[],3,0,5.000,Jason Schmidt,1,95,W,1,5,62,3
5,0,0.000,0,1,[],2,0,1.000,Joe Beimel,2,21,H,0,1,12,1
4,0,0.000,1,2,[],1,0,1.000,Jonathan Broxton,3,13,H,0,0,6,0
4,2,13.500,1,0,[],3,0,0.333,Rudy Seanez,4,12,,2,0,9,0
8,1,5.400,4,0,[],3,1,1.667,Takashi Saito,5,29,S,1,1,18,0
26,3,4.500,8,7,[],8,1,6.000,Braden Looper,1,93,L,3,3,54,1
4,2,27.000,0,1,[],2,2,0.667,Josh Hancock,2,11,,2,1,9,0
1,0,0.000,1,0,[],0,0,0.333,Tyler Johnson,3,1,,0,0,1,0
6,3,40.500,0,0,[],2,0,0.333,Russ Springer,4,28,,5,1,17,2
3,0,3.380,0,1,[],0,0,0.667,Brad Thompson,5,15,,0,1,9,1
3,0,0.000,2,1,[],0,0,1.000,Jason Isringhausen,6,10,,0,0,6,0
24,0,0.000,12,3,[],1,0,7.000,John Maine,1,97,W,0,6,65,2
3,0,0.000,1,1,[],0,0,1.000,Ambiorix Burgos,2,13,,0,1,10,0
4,0,0.000,0,1,[],1,0,1.000,Aaron Sele,3,15,,0,2,9,0
23,3,4.500,8,4,[],5,2,6.000,Matt Cain,1,90,,3,6,59,1
5,1,6.750,2,2,[],1,0,1.333,Brad Hennessey,2,22,L,1,0,13,0
3,1,13.500,1,0,[],1,1,0.667,Jack Taschner,3,10,,1,1,7,0
5,0,0.000,2,0,[],1,0,1.000,Armando Benitez,4,22,,0,1,13,1
26,3,4.760,9,4,[],6,1,5.667,Chris Young,1,98,,3,4,66,3
5,0,0.000,0,3,[],0,0,1.333,Cla Meredith,2,20,W,0,1,12,1
4,0,0.000,1,1,[],1,0,1.000,Scott Linebrink,3,15,H,0,1,11,0
3,0,0.000,3,0,[],0,0,1.000,Trevor Hoffman,4,8,S,0,0,6,0
27,8,15.430,5,4,['Bobby Crosby'],10,0,4.667,Miguel Batista,1,94,L,8,5,58,2
14,1,2.700,5,4,['Shannon Stewart'],2,0,3.333,Sean White,2,48,,1,1,29,1
5,0,0.000,1,1,[],1,0,1.000,George Sherrill,3,20,,0,1,12,1
25,0,0.000,6,8,[],3,0,7.000,Rich Harden,1,94,W,0,7,64,2
3,0,0.000,0,3,[],0,0,1.000,Jay Marshall,2,5,,0,0,4,0
3,0,0.000,1,0,[],0,0,1.000,Huston Street,3,18,,0,2,10,0
20,6,13.500,7,2,[],8,3,4.000,Matt Chico,1,55,,6,3,37,0
2,0,3.380,1,0,[],1,0,0.333,Levale Speigner,2,9,,0,0,5,0
2,0,10.800,1,1,[],0,0,0.667,Micah Bowie,3,9,,0,0,5,0
3,0,0.000,1,1,[],0,0,1.000,Jesus Colome,4,9,,0,1,6,0
7,0,2.700,3,3,[],0,0,2.000,Ryan Wagner,5,25,,0,0,14,1
2,0,9.000,0,1,[],1,0,0.333,Ray King,6,2,,0,0,2,0
2,0,0.000,0,0,[],0,0,0.667,Jon Rauch,7,10,W,0,2,6,0
26,4,6.350,8,8,[],10,1,5.667,Anibal Sanchez,1,91,,4,1,66,0
3,0,0.000,0,1,[],0,0,1.000,Renyel Pinto,2,11,H,0,2,7,0
1,0,0.000,1,0,[],0,0,0.333,Matt Lindstrom,3,4,H,0,0,2,0
4,0,0.000,2,0,[],1,0,1.000,Randy Messenger,4,11,H,0,1,6,0
7,3,20.250,0,1,[],5,0,0.333,Jorge Julio,5,23,L,3,0,11,1
26,0,0.000,4,9,[],4,0,7.000,Cole Hamels,1,110,,0,8,78,1
2,0,0.000,1,0,[],0,0,0.333,Matt J Smith,2,10,H,0,0,3,1
3,0,0.000,1,1,[],0,0,0.667,Geoff Geary,3,12,H,0,0,6,1
5,2,9.000,1,2,[],3,1,1.000,Tom Gordon,4,12,BS,2,0,9,0
10,1,9.000,2,2,[],3,1,2.000,Ryan Madson,5,32,L,1,2,23,1
26,1,1.290,5,10,['Shane Victorino'],2,1,7.000,Tim Hudson,1,92,,1,5,53,4
5,1,4.500,0,1,[],2,0,1.000,Mike Gonzalez,2,22,,1,0,11,2
3,0,0.000,2,0,[],0,0,1.000,Rafael Soriano,3,12,,0,1,7,0
4,0,0.000,0,2,[],1,0,0.667,Chad Paronto,4,13,,0,0,7,1
1,0,0.000,0,1,[],0,0,0.333,Macay McBride,5,1,W,0,0,1,0
4,0,0.000,1,1,[],1,0,1.000,Bob Wickman,6,15,S,0,1,11,0
31,4,5.140,7,5,[],8,0,7.000,Bronson Arroyo,1,108,L,4,9,70,2
2,0,0.000,0,1,[],0,0,0.333,Mike Stanton,2,7,,0,0,1,1
2,0,0.000,0,2,[],1,0,0.667,Todd Coffey,3,4,,0,0,3,0
3,0,0.000,0,0,[],0,0,0.333,Jared Burton,4,16,,0,0,4,3
2,0,0.000,0,1,[],0,0,0.667,Victor Santos,5,4,,0,1,4,0
26,1,1.290,8,4,[],3,0,7.000,Ted Lilly,1,101,W,1,9,70,1
3,0,0.000,2,0,[],0,0,1.000,Bob Howry,2,11,H,0,1,7,0
4,0,0.000,2,0,[],0,0,1.000,Ryan Dempster,3,14,S,0,1,7,1
27,1,1.290,10,6,[],6,1,7.000,Rodrigo Lopez,1,76,W,2,5,48,0
4,0,10.120,1,1,[],1,0,1.000,LaTroy Hawkins,2,18,H,0,1,13,0
1,0,0.000,0,1,[],0,0,0.333,Jeremy Affeldt,3,4,,0,0,2,0
5,2,27.000,0,1,[],3,0,0.667,Taylor Buchholz,4,21,,2,1,13,0
27,0,0.000,3,6,[],8,0,5.000,Doug Davis,1,106,L,3,6,64,5
4,0,0.000,2,1,[],1,0,1.000,Dustin Nippert,2,13,,0,0,9,0
5,1,6.750,1,0,[],1,1,1.000,Juan Cruz,3,26,,1,2,15,1
10,7,94.500,0,1,[],7,0,0.667,JD Durbin,4,39,,7,1,23,1
3,0,6.750,0,1,[],1,0,0.333,Brandon Medders,5,10,,0,0,5,1
23,4,6.750,6,7,[],5,0,5.333,Odalis Perez,1,90,L,4,3,52,3
3,0,0.000,2,0,[],0,0,0.667,Joakim Soria,2,19,,0,0,11,1
7,2,18.000,2,1,[],1,1,1.000,Todd Wellemeyer,3,35,,2,0,19,3
6,1,9.000,1,0,[],2,0,1.000,Ryan Braun,4,24,,1,2,13,1
3,0,0.000,1,1,[],0,0,1.000,Jimmy Gobble,5,11,,0,1,6,0
22,1,1.800,7,3,[],2,0,5.000,Josh Beckett,1,94,W,1,5,46,4
3,0,0.000,0,2,[],1,0,0.667,Javier Lopez,2,9,H,0,0,5,0
4,0,0.000,2,2,[],0,0,1.333,Kyle Snyder,3,18,H,0,0,10,0
3,0,0.000,0,2,[],0,0,1.000,JC Romero,4,11,,0,1,6,0
4,0,6.750,0,1,[],0,0,1.000,Joel Pineiro,5,20,,0,2,14,0
25,2,3.180,2,11,[],7,1,5.667,Nate Robertson,1,104,W,2,4,57,2
11,5,27.000,2,2,[],5,0,1.667,Jason Grilli,2,40,,5,1,22,1
5,2,21.600,2,0,[],3,0,0.667,Fernando Rodney,3,22,,2,0,11,0
5,0,0.000,3,0,[],1,0,1.000,Todd Jones,4,19,S,0,0,11,1
15,6,27.000,3,1,[],5,0,2.000,AJ Burnett,1,55,L,6,2,26,4
12,3,13.500,2,1,[],4,1,2.000,Shaun Marcum,2,43,,3,3,28,2
8,0,0.000,1,3,[],2,0,2.000,Jeremy Accardo,3,30,,0,2,20,0
8,1,9.000,2,1,[],2,0,1.000,Victor Zambrano,4,31,,1,0,16,3
3,0,0.000,2,0,[],0,0,1.000,Jason Frasor,5,15,,0,1,9,0
28,2,2.570,11,6,['Paul Bako'],5,0,7.000,Ramon Ortiz,1,98,W,2,4,56,1
7,0,0.000,2,2,[],1,0,2.000,Matt Guerrier,2,25,,0,2,17,0
16,4,15.430,1,5,[],4,0,2.333,Jaret Wright,1,66,L,6,1,36,5
13,1,3.380,3,4,[],5,0,2.667,Jeremy Guthrie,2,52,,1,1,33,1
5,0,0.000,1,0,[],2,0,1.000,John Parrish,3,17,,0,2,11,0
4,0,0.000,3,0,[],0,0,1.000,Jamie Walker,4,14,,0,0,11,0
3,0,0.000,2,1,[],0,0,1.000,Chris Ray,5,12,,0,0,8,0
