completions, interceptions thrown, name, passes, passing conversions, passing touchdowns, passing yards
19,0,Chad Pennington,29,0,1,183
21,1,Charlie Frye,33,0,1,298
23,0,Steve McNair,41,0,1,264
25,1,Jon Kitna,40,0,2,342
25,0,Brett Favre,36,0,3,340
14,0,Peyton Manning,31,0,1,219
16,2,Byron Leftwich,28,0,1,107
17,0,Daunte Culpepper,26,0,0,168
19,2,Kerry Collins,33,0,1,269
21,0,Brad Johnson,31,0,0,194
23,2,Rex Grossman,41,0,1,278
31,0,Tom Brady,55,0,1,320
15,0,Jake Plummer,30,0,2,256
18,3,Ben Roethlisberger,39,0,0,208
18,2,Carson Palmer,26,0,4,193
24,3,Matt Hasselbeck,33,0,5,227
24,3,Eli Manning,36,0,3,275
27,0,Alex Smith,46,0,1,293
18,0,Donovan McNabb,33,0,2,296
13,1,Chris Simms,24,0,1,139
1,0,Bruce Gradkowski,1,0,0,16
22,0,Jake Delhomme,36,0,1,272
19,1,David Carr,29,0,2,208
24,0,Mark Brunell,27,0,1,261
20,0,Drew Brees,28,0,0,191
12,0,Michael Vick,31,0,0,137
13,1,Michael Vick,22,0,0,153
11,1,Kurt Warner,20,0,0,128
6,1,Matt Leinart,9,0,0,54
17,2,Steve McNair,30,0,2,158
13,1,Philip Rivers,22,0,1,145
0,0,Mike Scifres,1,0,0,0
23,0,JP Losman,32,0,1,224
25,2,Brad Johnson,44,0,1,267
19,0,Jake Delhomme,29,0,2,169
28,0,Drew Brees,38,1,1,349
17,0,Rex Grossman,31,0,2,232
16,2,Matt Hasselbeck,35,0,0,196
1,0,Seneca Wallace,2,0,0,6
20,0,Carson Palmer,35,0,0,245
15,1,Tom Brady,26,0,2,188
18,0,Damon Huard,23,0,2,208
13,2,Alex Smith,25,0,0,92
17,1,Chad Pennington,23,0,1,207
21,0,Peyton Manning,30,0,1,217
9,1,Andrew Walter,23,0,1,68
0,0,Ronald Curry,1,0,0,0
22,2,Charlie Frye,32,0,3,192
26,0,Marc Bulger,42,1,3,328
29,2,Jon Kitna,43,0,2,280
14,2,Vince Young,29,0,1,155
13,1,Drew Bledsoe,20,0,2,179
22,1,David Carr,29,0,1,230
23,0,Daunte Culpepper,39,0,1,249
0,0,Ronnie Brown,0,0,0,0
18,1,Mark Brunell,30,0,3,329
20,1,Byron Leftwich,34,0,3,290
16,0,Donovan McNabb,30,0,2,288
1,0,David Akers,1,0,0,11
0,0,Jeff Garcia,1,0,0,0
22,2,Brett Favre,44,0,0,205
2,0,Aaron Rodgers,3,0,0,14
22,1,Matt Leinart,35,0,2,253
26,0,Damon Huard,38,0,2,288
20,0,Jake Delhomme,29,0,1,170
26,2,Charlie Frye,43,0,0,173
15,0,Rex Grossman,27,0,2,182
4,0,Brian Griese,4,0,0,29
0,0,Thomas Jones,0,0,0,0
14,3,JP Losman,27,0,1,115
22,0,Brett Favre,39,0,1,220
18,0,Marc Bulger,28,0,2,220
20,1,Peyton Manning,31,0,2,166
10,1,Vince Young,21,0,0,63
9,0,Byron Leftwich,20,0,2,140
10,3,Chad Pennington,17,0,0,71
0,0,Kellen Clemens,1,0,0,0
26,1,Brad Johnson,34,0,1,201
23,3,Jon Kitna,42,0,1,225
16,0,Tom Brady,29,0,2,140
26,2,Joey Harrington,41,0,0,232
21,0,Drew Brees,33,0,1,171
20,0,Bruce Gradkowski,31,0,2,225
23,0,Eli Manning,33,0,1,256
12,0,Mark Brunell,22,0,0,109
18,0,Donovan McNabb,33,0,2,354
18,3,Drew Bledsoe,38,0,0,223
24,1,Philip Rivers,37,0,2,242
20,2,Ben Roethlisberger,31,0,0,220
15,1,Alex Smith,19,0,3,165
14,2,Andrew Walter,23,0,1,164
4,2,Marques Tuiasosopo,9,0,1,52
13,1,Jake Plummer,24,0,1,106
20,3,Steve McNair,34,0,0,165
14,1,Michael Vick,27,0,0,154
17,2,Eli Manning,30,0,2,180
17,1,Kyle Boller,31,0,3,226
2,1,Steve McNair,4,0,0,4
24,2,Jake Delhomme,39,0,2,365
17,0,Drew Bledsoe,28,0,2,168
2,0,Tony Romo,2,0,1,35
15,2,David Carr,27,0,0,128
8,0,Sage Rosenfels,11,0,0,70
11,0,Jake Plummer,18,0,0,102
13,1,Andrew Walter,26,0,0,189
24,1,Jon Kitna,36,0,1,278
21,1,JP Losman,34,0,2,207
27,2,Drew Brees,37,0,3,275
0,0,Joe Horn,1,0,0,0
19,1,Donovan McNabb,32,0,2,247
17,0,Chad Pennington,29,0,2,175
27,2,Joey Harrington,43,0,1,266
16,0,Ben Roethlisberger,19,0,2,238
1,0,Charlie Batch,1,0,0,6
16,1,Damon Huard,32,0,0,162
3,2,Brodie Croyle,7,0,0,23
20,1,Alex Smith,31,0,2,214
29,0,Philip Rivers,39,0,2,334
26,1,Marc Bulger,39,0,3,360
19,0,Matt Hasselbeck,34,0,3,268
25,1,Bruce Gradkowski,44,0,2,184
24,0,Carson Palmer,37,0,1,261
16,1,Mark Brunell,30,1,1,180
13,0,Vince Young,25,0,1,161
24,0,Matt Leinart,42,0,2,232
14,4,Rex Grossman,37,0,0,144
18,2,Michael Vick,30,0,4,232
16,0,Ben Roethlisberger,22,0,3,238
8,0,Charlie Batch,13,0,2,195
16,1,JP Losman,25,0,0,192
18,0,Tom Brady,27,0,2,195
23,0,Carson Palmer,39,0,2,240
20,1,Jake Delhomme,34,0,2,238
19,1,Charlie Frye,33,0,1,149
20,2,Jake Plummer,41,0,1,209
25,0,Peyton Manning,35,0,4,342
27,0,Mark Brunell,37,1,2,226
15,0,Damon Huard,27,0,2,232
25,1,Philip Rivers,43,0,2,266
1,0,LaDainian Tomlinson,1,0,1,1
33,3,Joey Harrington,62,1,2,414
19,0,Brett Favre,35,0,2,206
16,1,Chad Pennington,22,0,1,189
22,2,Jon Kitna,36,0,3,269
17,1,Andrew Walter,30,0,1,263
2,0,Marques Tuiasosopo,4,0,0,16
0,1,Ronald Curry,1,0,0,0
13,2,Matt Leinart,32,0,0,203
14,2,Seneca Wallace,25,0,0,134
7,0,Matt Hasselbeck,17,0,1,127
15,0,Brad Johnson,24,0,1,171
1,0,Mewelde Moore,1,0,1,15
13,0,Bruce Gradkowski,26,0,0,104
22,3,Donovan McNabb,35,0,3,302
25,0,David Carr,34,0,2,224
14,0,Byron Leftwich,28,0,0,125
14,3,Tony Romo,25,0,2,227
7,1,Drew Bledsoe,12,0,0,111
12,1,Eli Manning,26,0,2,189
17,1,Jake Delhomme,31,0,0,149
24,1,Tony Romo,36,1,1,270
23,0,Rex Grossman,29,0,3,252
2,0,Brian Griese,3,0,0,11
14,2,Alex Smith,25,0,1,135
24,0,Carson Palmer,36,0,2,266
19,0,Michael Vick,27,0,3,291
0,0,Matt Schaub,0,0,0,0
15,1,Charlie Frye,22,0,1,141
11,2,Chad Pennington,28,0,0,108
13,0,Jake Plummer,21,0,1,174
32,0,Peyton Manning,39,1,3,345
17,0,Brett Favre,25,0,1,180
14,1,Matt Leinart,35,0,1,157
17,0,Damon Huard,25,1,1,312
15,2,Seneca Wallace,30,0,3,198
24,3,Drew Brees,45,1,3,383
0,1,Reggie Bush,1,0,0,0
17,0,Steve McNair,23,0,2,159
16,0,Eli Manning,31,0,1,154
20,0,Bruce Gradkowski,48,0,0,139
18,0,Donovan McNabb,34,0,0,161
10,0,David Garrard,17,0,0,87
5,1,Andrew Walter,14,0,0,51
25,4,Ben Roethlisberger,37,0,1,301
15,0,Philip Rivers,23,0,1,206
27,0,Marc Bulger,40,0,2,327
7,0,Vince Young,15,0,1,87
18,1,Sage Rosenfels,25,0,3,186
15,1,David Carr,21,0,0,113
20,3,Brad Johnson,33,0,0,185
6,1,Brooks Bollinger,9,0,0,76
29,1,Tom Brady,43,0,4,372
21,0,Steve McNair,31,0,0,245
12,2,Carson Palmer,26,0,1,194
8,0,JP Losman,15,0,1,102
28,2,Brett Favre,47,0,1,287
18,3,Rex Grossman,42,0,1,210
16,2,Joey Harrington,32,0,3,137
20,1,Jon Kitna,32,0,1,321
17,2,Michael Vick,32,0,1,163
12,0,David Garrard,22,0,3,177
15,3,Vince Young,36,0,1,163
20,4,Tom Brady,35,0,0,201
20,1,Peyton Manning,36,0,2,326
17,1,Eli Manning,28,0,1,179
0,0,Jeff Feagles,1,0,0,0
21,0,David Carr,30,0,0,176
38,3,Ben Roethlisberger,54,0,1,433
16,0,Jake Plummer,27,0,3,227
19,0,Philip Rivers,28,1,0,211
26,1,Charlie Frye,44,0,1,241
13,1,Alex Smith,21,0,0,105
21,1,Brad Johnson,31,0,0,136
31,0,Marc Bulger,42,0,1,354
10,0,Damon Huard,15,0,3,148
18,0,Bruce Gradkowski,31,0,2,185
24,0,Drew Brees,32,0,3,314
14,0,Mark Brunell,23,0,1,192
24,0,Tony Romo,36,0,2,284
18,0,Seneca Wallace,30,0,1,176
16,0,Andrew Walter,35,0,0,166
20,2,Matt Leinart,38,0,0,216
20,0,Tony Romo,29,0,2,308
16,2,Michael Vick,40,0,1,197
0,0,Matt Schaub,1,0,0,0
16,0,Charlie Frye,22,0,1,165
31,0,Carson Palmer,42,0,3,440
24,0,Philip Rivers,36,0,3,338
19,1,Jon Kitna,30,0,1,202
14,0,Alex Smith,20,0,0,136
0,0,Arnaz Battle,1,0,0,0
27,0,Peyton Manning,39,0,1,236
8,0,JP Losman,12,0,0,83
15,4,David Garrard,34,0,0,214
16,0,David Carr,32,0,0,167
1,0,Sage Rosenfels,3,0,0,9
0,0,Wali Lundy,0,0,0,0
19,0,Joey Harrington,35,0,0,201
0,0,Ronnie Brown,1,0,0,0
15,0,Damon Huard,38,0,0,201
18,1,Brad Johnson,30,0,1,257
24,0,Brett Favre,42,0,2,347
24,1,Tom Brady,36,1,1,253
22,1,Chad Pennington,33,0,1,168
14,2,Eli Manning,32,0,0,121
18,1,Rex Grossman,30,0,3,246
12,0,Donovan McNabb,26,0,2,257
16,1,Mark Brunell,31,0,0,132
0,0,Antwaan Randle El,1,0,0,0
17,0,Ben Roethlisberger,28,0,3,264
31,0,Drew Brees,47,0,1,398
18,0,Andrew Walter,33,0,0,214
20,3,Jake Plummer,31,0,2,210
15,0,Seneca Wallace,23,0,2,161
0,0,Deion Branch,0,0,0,0
26,1,Marc Bulger,40,0,0,215
13,1,Vince Young,25,0,0,211
29,2,Steve McNair,47,0,3,373
22,1,Jake Delhomme,34,0,2,240
17,2,Bruce Gradkowski,32,0,1,173
19,0,Matt Leinart,29,0,1,233
23,1,Jon Kitna,38,0,0,248
24,0,Steve McNair,34,0,0,236
11,0,Michael Vick,21,0,1,127
13,1,Jake Delhomme,25,0,1,191
0,1,Keyshawn Johnson,1,0,0,0
19,1,Marc Bulger,34,0,0,142
17,0,Charlie Frye,27,0,0,224
25,3,Ben Roethlisberger,44,0,2,272
19,1,Tony Romo,23,0,0,226
20,2,Peyton Manning,39,0,2,254
13,1,Jake Plummer,28,0,0,183
19,2,Philip Rivers,26,0,2,222
5,0,Brett Favre,15,0,0,73
4,0,Aaron Rodgers,12,0,0,32
20,0,Tom Brady,31,0,4,244
0,0,Matt Cassel,0,0,0,0
9,0,Trent Green,16,0,0,102
13,1,Aaron Brooks,22,0,1,179
2,0,Andrew Walter,3,0,0,15
26,1,Joey Harrington,42,0,1,254
26,1,Brad Johnson,44,0,0,262
37,3,Drew Brees,52,0,2,510
14,1,Carson Palmer,22,0,3,275
19,2,Chad Pennington,35,0,0,162
11,0,Rex Grossman,22,0,1,119
26,0,Jeff Garcia,48,0,1,189
6,1,Donovan McNabb,13,0,0,78
8,0,Vince Young,22,0,1,101
19,0,Alex Smith,25,0,1,163
19,3,Seneca Wallace,31,0,2,252
14,1,Bruce Gradkowski,21,0,2,178
19,0,Jason Campbell,34,0,2,196
25,1,David Carr,30,0,0,223
26,1,JP Losman,38,0,3,340
19,0,David Garrard,32,0,0,249
19,2,Eli Manning,41,0,1,230
22,0,Tony Romo,29,0,5,306
10,2,Bruce Gradkowski,20,0,0,120
22,1,Jon Kitna,40,0,1,252
19,1,Joey Harrington,29,0,3,213
13,1,Trent Green,22,0,0,161
25,1,Jake Plummer,39,0,1,216
9,0,Michael Vick,24,0,0,84
21,0,Drew Brees,30,0,2,349
18,0,Steve McNair,24,0,1,140
3,0,Kyle Boller,3,0,0,21
21,2,Ben Roethlisberger,41,0,0,214
1,0,Charlie Batch,1,0,0,10
21,1,JP Losman,28,0,0,169
16,0,David Garrard,22,0,2,132
18,4,Charlie Frye,29,0,0,186
25,1,Carson Palmer,32,0,3,275
2,0,Anthony Wright,2,0,0,25
14,1,Peyton Manning,20,0,1,183
19,0,Jeff Garcia,23,0,2,140
4,0,AJ Feeley,5,0,0,21
0,1,Hank Baskett,1,0,0,0
27,0,Brad Johnson,41,0,3,271
31,2,Matt Leinart,51,0,1,405
22,2,Tom Brady,33,0,1,267
15,3,Rex Grossman,34,0,0,176
24,0,Chad Pennington,31,0,1,286
0,0,Patrick Ramsey,1,0,0,0
39,1,David Carr,54,1,1,323
14,1,Philip Rivers,31,0,0,133
1,0,LaDainian Tomlinson,1,0,1,19
17,2,Aaron Brooks,30,0,1,187
23,1,Marc Bulger,34,0,1,201
1,0,Gus Frerotte,3,0,0,27
13,2,Alex Smith,25,0,1,148
24,0,Vince Young,35,0,2,249
18,2,Eli Manning,28,0,1,143
11,1,Jason Campbell,23,0,2,118
23,2,Jake Delhomme,38,0,1,168
17,3,Matt Hasselbeck,36,1,3,157
22,3,Brett Favre,36,0,1,266
21,0,Carson Palmer,32,0,1,234
26,0,Steve McNair,43,0,1,227
21,2,JP Losman,37,0,2,184
17,0,Philip Rivers,29,0,1,160
6,3,Rex Grossman,19,0,0,34
11,4,Brad Johnson,26,0,0,73
7,0,Brooks Bollinger,9,0,0,70
3,0,Tarvaris Jackson,4,0,0,35
12,1,Derek Anderson,21,0,2,171
11,0,Charlie Frye,13,0,1,122
24,1,Trent Green,32,0,4,297
10,2,Jay Cutler,21,0,2,143
16,1,Matt Hasselbeck,28,0,0,168
24,2,Brett Favre,47,0,1,214
25,2,Chad Pennington,35,0,2,263
27,2,Joey Harrington,42,0,1,267
16,0,David Garrard,22,0,2,229
27,1,Tom Brady,38,1,0,305
22,3,Jon Kitna,38,0,1,314
17,0,Drew Brees,28,0,1,186
14,3,Alex Smith,28,0,1,171
24,0,Eli Manning,36,0,2,270
20,2,Tony Romo,34,0,0,257
12,1,Ben Roethlisberger,25,0,2,198
20,3,Bruce Gradkowski,34,0,0,175
25,2,Aaron Brooks,42,0,0,238
7,0,David Carr,14,0,0,32
27,3,Marc Bulger,45,0,2,314
15,0,Matt Leinart,24,0,1,186
15,2,Vince Young,25,0,2,163
21,2,Peyton Manning,28,0,1,351
18,2,Jason Campbell,38,0,1,217
8,0,Michael Vick,16,0,2,122
21,0,Jeff Garcia,39,0,3,312
22,2,Jake Delhomme,37,0,3,269
11,0,Ben Roethlisberger,21,0,1,225
21,1,Derek Anderson,37,0,1,276
21,1,Matt Leinart,34,0,2,232
20,0,Matt Hasselbeck,28,0,3,243
34,3,Chris Weinke,61,0,1,423
17,0,Eli Manning,33,0,3,172
20,3,Carson Palmer,28,0,2,297
1,0,Anthony Wright,1,0,0,6
23,1,Aaron Brooks,39,0,1,199
16,2,Tony Romo,33,0,1,249
26,0,Drew Brees,38,0,5,384
28,3,Jon Kitna,41,0,1,294
14,1,Brad Johnson,22,0,0,159
0,0,Chris Kluwe,0,0,0,0
8,1,David Garrard,14,0,0,79
25,1,Peyton Manning,50,0,0,313
0,0,Joseph Addai,0,0,0,0
15,2,Trent Green,27,0,1,178
21,0,Steve McNair,27,0,1,283
18,0,Joey Harrington,30,1,1,190
12,0,Tom Brady,25,0,0,78
2,0,Matt Cassel,3,0,0,12
22,2,Chad Pennington,35,0,1,182
0,0,Kellen Clemens,0,0,0,0
10,0,JP Losman,15,0,2,157
15,0,Philip Rivers,23,0,2,279
17,0,Jay Cutler,30,0,2,188
12,2,Alex Smith,29,0,1,201
22,0,Brett Favre,34,0,2,293
13,0,Bruce Gradkowski,24,0,0,121
9,0,Tim Rattay,13,0,0,83
14,1,Michael Vick,23,0,0,155
17,0,David Carr,23,0,0,140
19,1,Vince Young,29,0,0,218
15,2,Jason Campbell,27,0,1,182
1,0,Antwaan Randle El,1,0,0,40
15,0,Jeff Garcia,23,0,2,164
34,1,Marc Bulger,55,0,3,356
13,0,Rex Grossman,23,0,2,200
20,2,Matt Hasselbeck,37,0,1,220
14,0,Alex Smith,25,0,2,162
16,1,Michael Vick,24,0,4,237
3,1,Matt Schaub,5,0,0,33
22,1,Tony Romo,29,0,2,278
20,2,Matt Leinart,35,0,0,214
21,1,Jay Cutler,31,0,2,261
13,1,Kyle Boller,21,0,2,238
0,0,Steve McNair,4,0,0,0
23,2,Derek Anderson,32,0,2,223
0,0,Josh Cribbs,1,0,0,0
0,0,Kellen Winslow,0,0,0,0
13,0,JP Losman,19,0,3,200
9,0,Cleo Lemon,16,0,0,98
5,2,Joey Harrington,17,0,0,20
18,1,Chris Weinke,28,0,0,170
6,1,Brett Basanez,11,0,0,56
10,0,Ben Roethlisberger,17,0,1,125
2,0,Charlie Batch,2,0,0,23
1,0,Cedrick Wilson,1,0,0,21
29,0,Rex Grossman,44,0,2,339
20,1,Tim Rattay,35,0,3,268
5,0,Bruce Gradkowski,11,0,0,37
20,3,Brett Favre,37,0,0,174
16,2,Jon Kitna,26,0,0,135
14,1,Tarvaris Jackson,23,0,1,177
10,0,Brad Johnson,17,0,1,96
29,1,Chad Pennington,39,0,1,339
0,0,Ben Graham,1,0,0,0
16,0,Tom Brady,23,0,2,109
3,0,Matt Cassel,4,0,0,20
16,4,David Carr,28,0,0,127
21,1,Drew Brees,38,0,0,207
13,0,Jason Campbell,28,0,1,204
28,2,Eli Manning,40,0,0,282
19,1,Jeff Garcia,28,1,1,237
14,2,Andrew Walter,20,0,0,131
11,1,Aaron Brooks,19,0,0,98
11,0,Marc Bulger,22,0,0,137
8,2,Philip Rivers,23,0,0,97
23,1,Trent Green,41,0,0,185
8,0,Vince Young,15,0,0,85
22,3,David Garrard,37,0,1,233
29,0,Peyton Manning,36,0,4,282
14,0,Carson Palmer,28,0,0,176
26,2,Brett Favre,50,0,0,285
0,0,Carlyle Holiday,1,0,0,0
10,1,Tarvaris Jackson,20,0,0,50
27,2,Andrew Walter,37,0,0,226
12,1,Trent Green,24,0,1,148
9,2,Michael Vick,20,0,0,109
4,0,Chris Weinke,7,0,1,32
19,2,JP Losman,33,0,1,266
0,0,Lee Evans,1,0,0,0
13,0,Vince Young,20,0,2,183
10,4,Derek Anderson,27,0,0,123
0,0,Ken Dorsey,1,0,0,0
16,1,Tim Rattay,26,0,0,212
12,1,Jay Cutler,23,0,2,179
21,2,Carson Palmer,40,0,2,209
27,0,Jon Kitna,45,0,3,283
20,0,Rex Grossman,36,0,1,197
6,0,Brian Griese,9,0,0,51
17,0,David Garrard,23,0,1,195
28,0,Tom Brady,39,0,1,249
9,1,Eli Manning,25,0,1,74
13,0,Drew Brees,32,0,1,132
15,2,Ben Roethlisberger,31,0,1,156
4,0,Charlie Batch,11,0,0,49
21,2,Steve McNair,31,0,3,256
17,2,Matt Hasselbeck,37,0,0,189
10,0,Philip Rivers,30,0,2,181
18,1,Alex Smith,29,0,0,190
9,0,Matt Leinart,13,0,1,162
9,0,Kurt Warner,13,0,0,105
25,0,Marc Bulger,38,0,4,388
13,0,Jason Campbell,26,0,1,160
16,0,David Carr,23,0,1,163
21,0,Peyton Manning,27,0,3,205
14,2,Tony Romo,29,0,1,142
15,1,Jeff Garcia,23,0,1,238
11,0,Cleo Lemon,16,0,1,104
7,0,Joey Harrington,15,0,0,42
14,0,Chad Pennington,29,0,1,237
21,1,Jason Campbell,31,0,2,220
1,0,Antwaan Randle El,1,0,1,48
12,0,Eli Manning,26,0,1,101
23,1,Steve McNair,35,0,0,216
0,0,Mark Clayton,1,0,0,0
20,2,JP Losman,35,0,1,237
5,2,Brian Griese,15,0,1,124
1,0,Brad Maynard,1,0,0,37
2,3,Rex Grossman,12,0,0,33
21,1,Brett Favre,42,0,1,285
20,0,Carson Palmer,38,0,2,251
19,1,Ben Roethlisberger,28,0,1,280
23,1,Tony Romo,32,0,2,321
28,1,Jon Kitna,42,0,4,306
21,1,Jay Cutler,32,0,1,230
0,1,Jake Plummer,2,0,0,0
17,1,Alex Smith,32,0,1,194
0,0,Michael Robinson,1,0,0,0
22,0,Peyton Manning,37,0,2,282
18,1,Cleo Lemon,36,0,1,210
14,2,Trent Green,21,0,1,181
2,0,Damon Huard,3,0,0,54
0,0,Larry Johnson,1,0,0,0
13,0,Quinn Gray,22,0,0,166
10,1,David Garrard,18,0,1,140
20,2,Tarvaris Jackson,34,0,1,213
1,0,Brad Johnson,1,0,0,12
19,0,Marc Bulger,30,0,1,248
0,0,Isaac Bruce,1,0,0,0
16,1,Jamie Martin,24,0,1,208
4,0,Drew Brees,5,0,0,46
23,0,Jake Delhomme,27,0,2,207
22,0,Chad Pennington,30,0,1,157
15,1,Aaron Brooks,26,0,0,136
22,0,AJ Feeley,33,0,3,321
1,0,Jeff Garcia,3,0,0,29
15,1,Matt Schaub,21,0,1,175
8,0,Michael Vick,14,0,1,81
19,1,Philip Rivers,24,0,2,231
1,0,Billy Volek,2,0,0,4
22,0,Kurt Warner,32,0,1,356
16,0,Tim Rattay,27,0,1,185
17,0,Matt Hasselbeck,29,0,1,216
15,2,Vince Young,36,0,0,227
15,0,Tom Brady,24,0,1,225
2,0,Vinny Testaverde,3,0,1,29
0,0,Matt Cassel,1,0,0,0
9,1,David Carr,15,0,0,86
25,1,Charlie Frye,35,0,0,187
30,3,Peyton Manning,38,0,1,268
1,0,Hunter Smith,1,0,0,-16
14,2,Trent Green,24,1,1,107
18,2,Matt Hasselbeck,36,0,2,240
17,0,Tony Romo,29,0,1,189
22,0,Tom Brady,34,0,2,212
23,1,Chad Pennington,40,0,1,300
1,0,Patrick Ramsey,1,0,0,-1
17,0,Jeff Garcia,31,0,1,153
16,1,Eli Manning,27,0,2,161
18,2,Steve McNair,29,0,0,173
15,2,Peyton Manning,30,0,0,170
20,0,Drew Brees,32,0,1,243
15,0,Jeff Garcia,30,0,1,240
21,1,Rex Grossman,38,0,1,282
18,1,Matt Hasselbeck,33,0,1,195
14,1,Philip Rivers,32,0,0,230
27,3,Tom Brady,51,0,2,280
11,0,Rex Grossman,26,0,1,144
27,1,Drew Brees,49,0,2,354
27,1,Peyton Manning,47,1,1,349
21,1,Tom Brady,34,0,1,232
20,2,Rex Grossman,28,0,1,165
25,1,Peyton Manning,38,0,1,247
