longest reception, name, receiving touchdowns, receiving yards, receptions
27,B Sinopoli,0,53,4
14,W Powell,0,40,4
13,J Stangby,1,30,3
30,D Spencer,0,30,1
4,J Harty,0,4,1
2,J Gott,0,2,1
60,J Saunders,1,147,5
22,J Collins,0,64,6
18,L Tasker,0,57,7
17,M Jones,0,44,4
11,B Tyms,0,24,3
9,B Banks,0,9,1
6,R Scheuerman,0,9,3
7,M Timmis,0,7,1
69,N Moore,1,220,10
43,M Iannuzzi,0,88,4
11,E Arceneaux,0,36,5
16,J Johnson,0,32,2
11,S Johnson,1,22,3
9,C Rainey,0,15,2
14,R Lumbala,0,14,1
6,B Burnham,1,9,2
80,G Ellingson,1,149,6
22,B Sinopoli,1,96,9
12,W Powell,0,50,6
36,J Stangby,0,45,3
13,D Spencer,0,23,3
7,J Harty,0,7,1
6,D Rhymes,0,6,1
36,B Cunningham,0,101,5
35,E Jackson,0,101,8
51,T Underwood,1,95,5
12,N Lewis,1,64,8
15,B Rutley,0,41,4
21,J Beaulieu,0,31,3
12,G Johnson,0,19,2
19,J Collins,0,58,4
16,J Saunders,0,53,4
30,M Jones,0,52,5
22,R Scheuerman,0,36,2
13,L Tasker,1,34,6
16,B Tyms,0,16,1
0,B Banks,0,0,0
26,B Zylstra,0,113,8
29,B Mitchell,1,76,5
30,V Hazelton,1,67,4
34,C Watson,1,44,3
11,D Williams,0,38,5
7,C McCarty,0,12,2
0,T Van,0,0,0
45,B Burnham,0,149,6
15,M Iannuzzi,0,68,6
15,E Arceneaux,2,50,5
37,C Rainey,0,40,2
14,N Moore,0,36,3
14,S Johnson,0,30,3
25,D Vandervoort,0,25,1
4,J Johnson,0,6,2
51,D Adams,2,87,5
18,A Harris,0,85,12
12,T Thorpe,0,65,8
17,C Denmark,1,17,1
5,W Dressler,0,9,2
9,J Feoli Gudino,0,9,1
21,K Jorden,0,88,8
44,M McDaniel,1,88,2
20,L Durant,1,61,4
17,D Daniels,0,17,1
23,N Roosevelt,0,57,6
25,B Grant,0,49,4
24,C Marshall,0,43,5
22,A Grant,0,28,2
9,D Carter,0,12,2
9,R Bagg,0,12,2
12,S Moore,0,12,1
34,A Edwards,0,81,5
26,A Coombs,1,73,8
15,S Green,0,66,7
20,J Fuller,0,44,5
20,J Wilder Jr,0,39,6
15,M Williams,0,39,4
11,M Jackson,0,19,3
3,D Cross,1,3,1
3,C McDaniel,0,3,1
31,G Ellingson,1,59,3
20,J Stangby,0,39,3
13,W Powell,0,27,3
18,B Sinopoli,1,25,3
15,D Spencer,0,23,2
7,C Hoffman,0,7,1
4,M Madu,0,4,1
0,P Lavoie,0,0,0
15,A Harris,0,93,9
43,D Adams,0,91,6
14,T Thorpe,0,64,7
11,R Lankford,1,53,7
16,W Dressler,0,24,2
13,C Denmark,1,23,2
10,J Feoli Gudino,0,10,1
41,B Cunningham,1,109,6
15,N Lewis,0,72,8
36,E Jackson,1,66,4
33,E Lewis,0,47,3
10,B Rutley,0,22,4
21,S Logan,0,21,1
11,G Johnson,0,11,1
108,V Hazelton,1,159,8
23,B Zylstra,1,107,7
65,D Williams,0,104,4
27,C Watson,0,27,1
9,T Van,0,9,1
5,B Mitchell,0,6,3
26,C Rainey,0,49,2
13,J Johnson,1,44,5
31,B Burnham,0,43,2
17,E Arceneaux,1,38,6
19,S Johnson,0,33,3
24,N Moore,0,33,2
12,M Iannuzzi,0,19,2
34,D Carter,2,131,9
49,B Grant,0,115,5
17,N Roosevelt,1,51,5
14,C Holley,1,25,2
10,R Bagg,0,10,1
7,C Marshall,0,8,2
20,A Coombs,0,97,9
22,A Edwards,0,74,5
18,S Green,1,68,6
45,D Cross,0,45,1
22,M Williams,0,43,3
29,J Fuller,1,29,1
15,M Jackson,0,23,2
7,L Noel,1,7,1
60,M Michel,1,190,6
17,D Daniels,0,60,5
9,L Durant,0,20,3
10,A Parker,1,15,2
11,W Langlais,0,11,1
6,K Jorden,0,6,1
4,R Finch,0,4,1
3,J Messam,0,3,1
3,S Wilson,0,3,1
21,L Tasker,0,82,9
21,K Elliott,0,36,2
14,J Saunders,0,29,4
14,C Gable,0,18,2
5,M Jones,0,9,2
4,B Banks,0,4,1
1,M Timmis,0,1,1
38,J Stangby,0,78,5
20,B Sinopoli,0,51,6
25,G Ellingson,0,47,4
36,D Spencer,0,45,2
13,C Hoffman,0,24,2
8,Q McDuffie,0,19,3
6,M Madu,0,2,4
58,B Mitchell,0,114,7
70,K Stafford,0,84,3
22,V Hazelton,0,70,6
35,L Perkins,1,56,4
19,S Chambers,0,19,1
12,A Dupuis,0,12,1
11,C Watson,0,11,1
8,C Getzlaf,1,10,2
7,C McCarty,0,8,2
41,E Jackson,1,74,4
18,T Underwood,0,45,3
15,N Lewis,0,31,3
14,B Cunningham,0,30,3
11,T Sutton,0,27,3
16,G Johnson,1,16,1
14,S Logan,0,14,1
9,S Green,0,32,4
12,A Coombs,0,27,3
10,B Whitaker,0,24,4
13,D Cross,0,23,3
9,A Edwards,0,16,2
11,J Fuller,0,11,1
9,K Paden,0,9,1
18,L Tasker,0,64,5
29,D Aultman,1,42,3
28,C Gable,0,38,3
12,J Saunders,0,33,4
10,M Jones,0,19,2
7,B Tyms,0,14,2
6,G Aprile,0,6,1
0,B Banks,0,0,1
35,D Adams,1,83,6
14,C Denmark,0,69,7
34,R Lankford,0,40,2
13,T Thorpe,0,34,5
16,A Harris,0,21,2
9,J Feoli Gudino,1,20,3
39,N Roosevelt,0,80,3
29,C Marshall,1,58,3
35,B Grant,1,48,2
16,D Carter,1,45,5
39,S Moore,0,39,1
14,N Demski,0,30,3
18,R Bagg,0,20,2
56,C Williams,1,95,6
52,S Johnson,0,73,2
20,E Arceneaux,0,53,5
21,N Moore,0,26,2
16,M Iannuzzi,0,23,3
19,C Rainey,0,19,1
12,J Johnson,0,12,1
35,A Harris,0,120,8
35,D Adams,1,90,8
23,T Thorpe,0,68,6
17,C Denmark,0,42,4
12,M Coates,0,32,3
21,T Flanders,0,26,2
12,J Feoli Gudino,0,12,1
41,D Williams,1,110,4
72,C Watson,0,80,2
40,K Stafford,1,55,2
21,B Mitchell,0,44,4
15,V Hazelton,0,37,3
8,L Perkins,0,20,4
10,C Getzlaf,0,10,1
45,L Tasker,1,93,6
13,J Saunders,0,40,4
11,G Aprile,0,18,2
6,C Gable,0,6,1
5,M Jones,0,5,1
5,D Aultman,0,5,1
3,B Banks,0,3,1
39,G Ellingson,1,155,10
21,B Sinopoli,0,78,7
12,D Spencer,0,51,6
13,K Shaw,0,45,5
14,W Powell,0,24,2
8,P Lavoie,0,19,3
14,B Gillanders,0,14,1
5,J Harty,1,8,2
18,E Arceneaux,0,89,10
20,C Rainey,1,47,5
10,C Williams,0,44,7
28,S Johnson,0,28,1
12,M Iannuzzi,0,20,2
12,J Johnson,0,12,1
40,M Michel,0,79,4
51,A Parker,0,51,1
16,M McDaniel,0,34,3
28,R Begelton,0,28,1
15,D Daniels,0,17,2
11,R Finch,0,15,2
8,J Messam,0,8,1
5,R Cote,0,5,1
29,S Green,2,145,9
18,A Edwards,1,48,6
16,J Ralph,0,45,5
11,D Cross,1,34,5
15,B Whitaker,0,30,2
15,M Jackson,0,27,2
14,M Williams,0,23,2
10,A Coombs,0,20,3
5,J Fuller,0,5,1
29,E Jackson,0,43,3
13,N Lewis,0,42,6
12,T Sutton,0,21,3
10,B Cunningham,0,10,1
3,O Toure,0,3,1
3,G Johnson,0,3,1
21,N Lewis,0,88,10
38,E Jackson,1,79,6
22,B Cunningham,1,69,5
31,G Johnson,1,47,3
10,B Rutley,0,27,6
6,S Giguere,0,6,1
0,S Logan,0,0,0
44,D Adams,0,88,5
10,C Denmark,2,47,8
17,J Feoli Gudino,1,38,5
21,A Harris,0,31,4
8,T Thorpe,0,13,2
5,C Normand,0,5,1
5,R Lankford,0,5,1
34,D Williams,0,101,6
33,B Zylstra,0,65,5
20,B Mitchell,1,31,3
13,C Watson,0,29,3
8,K Stafford,0,22,3
8,S Chambers,0,16,2
5,P Lochard,0,5,1
5,C McCarty,0,5,1
28,N Roosevelt,1,81,7
21,C Marshall,1,61,4
25,B Grant,0,52,4
16,R Bagg,0,41,4
13,D Carter,1,25,2
18,J Harty,0,68,6
23,B Sinopoli,0,61,4
17,D Spencer,0,61,7
33,G Ellingson,0,40,2
19,M Madu,1,40,5
12,J Stangby,0,28,4
21,K Shaw,0,21,1
7,P Lavoie,0,7,1
42,B Burnham,1,112,8
52,E Arceneaux,0,101,7
17,M Iannuzzi,0,45,3
16,J Johnson,1,39,4
15,C Williams,0,23,3
10,S Johnson,0,10,1
10,C Rainey,0,9,2
38,D Daniels,2,114,8
33,M McDaniel,0,84,6
20,M Michel,0,58,4
14,R Finch,0,35,3
11,J Messam,0,29,6
29,A Parker,0,29,1
11,J Brescacin,0,19,2
16,R Kohlert,0,16,1
21,D Posey,0,59,5
18,S Green,0,49,4
39,D Cross,0,40,2
14,B Whitaker,0,29,5
19,A Edwards,0,22,2
9,J Ralph,0,9,1
8,M Jackson,0,9,2
3,J Fuller,0,3,1
56,B Cunningham,0,89,4
12,N Lewis,0,41,5
24,T Underwood,0,35,2
22,S Logan,0,33,2
11,E Jackson,0,19,2
8,T Sutton,0,15,3
5,G Johnson,0,6,2
0,S Giguere,0,0,0
42,G Ellingson,1,89,4
14,B Sinopoli,0,82,7
17,J Stangby,1,49,5
35,M Madu,0,45,3
10,J Harty,0,27,4
9,D Spencer,1,22,4
7,P Lavoie,0,18,3
7,D Rhymes,0,7,1
4,B Gillanders,0,4,1
50,B Grant,0,139,7
53,N Roosevelt,1,119,6
17,D Carter,1,101,10
15,K Lafrance,0,15,1
9,R Bagg,1,9,1
3,D Bailey,0,3,1
31,T Flanders,1,78,7
14,A Harris,1,72,10
27,W Dressler,0,64,6
30,D Adams,0,57,3
19,C Denmark,0,55,6
15,J Feoli Gudino,0,38,3
46,D Daniels,0,98,3
23,M McDaniel,0,54,5
23,M Michel,0,48,4
21,A Parker,0,38,2
15,J Brescacin,0,15,1
13,A Woodson,0,13,1
8,J Lynch,0,8,1
3,R Finch,0,3,1
0,J Messam,0,0,1
41,B Zylstra,1,127,9
16,K Stafford,1,62,8
11,A Bowman,0,41,5
14,L Perkins,0,36,5
9,C McCarty,0,24,3
10,C Watson,0,18,2
7,D Williams,0,7,1
5,S Chambers,0,5,1
64,B Banks,1,98,6
19,L Tasker,0,32,3
16,J Saunders,0,29,2
16,B Tyms,0,23,2
8,M Timmis,0,13,2
7,C Gable,0,12,2
11,M Jones,0,12,2
0,F Faubert Lussier,0,0,0
17,S Green,0,103,9
19,A Edwards,0,66,6
24,B Whitaker,0,49,5
49,D Posey,2,47,5
13,J Fuller,0,28,4
9,J Ralph,0,15,2
5,D Cross,0,9,2
8,M Jackson,0,8,1
28,E Arceneaux,1,108,6
49,B Burnham,0,101,6
12,C Williams,0,41,6
17,S Murray Lawrence,0,24,2
15,M Iannuzzi,0,15,1
9,S Johnson,0,9,1
8,C Rainey,1,8,1
37,B Cunningham,0,105,4
33,T Underwood,0,73,4
10,N Lewis,0,42,6
14,T Sutton,0,22,2
6,E Jackson,1,14,3
5,S Giguere,0,5,1
4,O Toure,0,4,1
18,C Denmark,2,65,5
15,D Adams,0,62,6
23,W Dressler,0,56,3
18,J Feoli Gudino,0,46,3
9,A Harris,0,26,5
23,R Lankford,1,23,1
4,T Flanders,0,4,1
75,N Roosevelt,1,102,4
88,D Carter,1,96,2
41,C Holley,0,75,4
34,G Morris,0,34,1
12,R Bagg,0,31,3
25,A Grant,0,25,1
15,K Lafrance,0,21,2
5,B Grant,0,10,2
22,D Spencer,1,80,7
31,B Sinopoli,0,68,7
29,J Stangby,1,54,4
37,M Madu,0,52,4
30,G Ellingson,0,47,3
6,J Harty,0,6,1
0,D Rhymes,0,0,0
32,J Saunders,0,88,4
37,B Banks,0,54,3
11,L Tasker,0,46,5
15,C Gable,0,28,3
8,F Faubert Lussier,0,15,2
0,M Jones,0,0,0
0,C Prime,0,0,0
67,B Zylstra,0,187,10
20,D Walker,0,93,8
33,D Williams,1,82,7
13,A Bowman,0,42,5
12,C McCarty,0,25,3
9,L Perkins,0,14,3
8,C Watson,0,8,1
7,A Dupuis,0,7,1
48,M Michel,0,72,2
44,A Parker,0,62,4
36,J Brescacin,0,57,5
17,M McDaniel,1,56,5
7,R Kohlert,0,14,2
6,J Messam,0,6,1
6,D Daniels,0,5,2
36,J Saunders,1,138,10
27,L Tasker,0,78,6
30,B Banks,0,46,3
15,C Gable,0,39,5
12,M Baines,0,19,2
7,M Jones,0,8,2
27,B Grant,1,71,6
23,N Roosevelt,1,66,5
13,C Holley,0,44,5
18,R Bagg,0,25,2
11,K Lafrance,0,11,1
9,D Bailey,0,9,1
5,D Carter,0,5,1
16,J Wilder Jr,0,67,7
34,A Edwards,1,56,5
36,D Cross,0,41,2
11,D Posey,0,24,3
14,J Ralph,0,20,2
6,S Green,1,8,2
5,C Worthy,0,5,1
5,M Jackson,0,5,1
37,D Walker,0,92,8
60,B Mitchell,0,90,2
46,B Zylstra,1,66,3
18,D Williams,0,38,4
20,A Bowman,0,29,2
8,T Van,1,11,3
31,M Michel,1,95,5
20,R Begelton,1,50,4
24,J Brescacin,0,41,2
29,M McDaniel,0,29,1
13,A Parker,0,13,1
6,R Finch,0,6,1
5,A Woodson,0,6,2
33,B Burnham,0,54,3
11,C Rainey,0,26,5
25,E Arceneaux,0,25,1
16,M Iannuzzi,0,23,2
23,J Johnson,0,22,2
11,R Lumbala,0,11,1
6,S Johnson,0,6,1
12,N Lewis,0,37,4
13,E Jackson,0,19,2
13,T Sutton,0,18,4
6,B Cunningham,0,6,1
3,T Underwood,0,3,1
12,D Spencer,0,52,6
18,P Lavoie,1,50,5
18,G Ellingson,0,43,5
15,B Sinopoli,0,41,4
16,J Stangby,0,32,3
20,D Rhymes,0,20,1
8,J Harty,0,11,2
8,B Gillanders,0,8,1
4,W Powell,0,4,1
75,D Adams,1,195,7
40,C Denmark,0,51,2
15,A Harris,0,49,6
9,T Flanders,1,28,5
12,W Dressler,0,20,2
15,J Feoli Gudino,0,18,2
14,G Ellingson,0,63,6
15,P Lavoie,0,29,2
12,J Harty,0,27,3
13,B Sinopoli,0,13,2
0,K Elliott,0,13,1
6,D Spencer,0,6,2
58,J Johnson,0,87,3
24,B Burnham,0,74,6
43,E Arceneaux,0,62,5
19,C Williams,0,54,5
48,S Johnson,0,48,1
14,R Lumbala,0,20,2
31,L Tasker,1,96,7
15,S Chambers,0,57,6
19,B Banks,1,44,6
8,A Green,0,15,2
8,M Baines,0,14,2
45,J Wilder Jr,0,77,6
14,A Edwards,0,54,6
22,S Green,1,43,3
8,J Ralph,0,8,1
4,D Cross,0,4,1
3,M Jackson,0,3,1
1,K Sanders,0,1,1
28,T Underwood,0,45,3
12,T Sutton,0,42,5
9,B Cunningham,0,36,5
18,S Logan,0,31,2
13,S Haidara,0,28,5
25,S Giguere,0,25,1
13,N OHalloran,0,13,1
5,N Lewis,0,8,2
3,O Toure,0,3,1
35,D Bailey,1,68,3
18,B Grant,0,59,6
38,C Holley,0,38,1
11,R Bagg,0,25,4
16,N Roosevelt,0,23,2
4,D Carter,0,4,1
1,K Lafrance,0,1,1
24,R Begelton,0,68,4
16,A Parker,0,30,2
15,J Brescacin,0,27,3
25,R Finch,0,25,3
9,M Michel,0,22,3
21,R Kohlert,0,21,1
8,R Cote,0,17,3
6,J Messam,0,8,3
7,M McDaniel,0,4,2
26,B Sinopoli,0,68,5
20,G Ellingson,1,46,3
13,D Spencer,0,24,3
8,P Lavoie,0,11,2
7,W Powell,0,11,2
4,J Criner,0,4,2
0,D Rhymes,0,0,0
43,D Carter,0,89,5
36,A Grant,0,45,2
8,B Grant,0,42,7
14,K Lafrance,0,31,3
30,R Bagg,0,30,1
8,C Holley,0,15,2
43,M Michel,0,114,7
49,M McDaniel,0,104,4
18,R Begelton,0,36,4
18,A Parker,1,18,1
14,T Williams,0,14,1
12,R Cote,1,12,1
10,J Lynch,0,10,1
27,E Jackson,0,73,6
18,T Sutton,1,35,4
10,T Underwood,0,33,4
12,B Cunningham,0,31,3
13,T Graham,0,23,2
15,S Giguere,0,17,2
38,J Saunders,0,121,5
58,B Banks,1,100,3
19,L Tasker,1,44,6
10,A Fantuz,0,23,3
0,C Gable,0,0,1
31,D Posey,2,104,7
16,J Ralph,0,62,6
24,S Green,0,49,3
22,A Edwards,1,46,3
26,D Cross,0,33,2
18,J Wilder Jr,0,32,3
4,M Jackson,0,4,1
39,B Zylstra,0,152,9
21,D Walker,1,82,7
10,D Williams,0,32,4
8,C Watson,0,14,2
7,A Bowman,0,12,2
7,C McCarty,1,12,2
13,T Van,0,7,5
19,A Harris,0,81,9
32,D Adams,1,45,2
11,T Flanders,0,34,6
12,C Denmark,1,25,3
12,R Lankford,0,19,2
18,M Coates,0,18,1
16,J Feoli Gudino,0,16,1
26,D Adams,0,94,8
44,A Harris,0,65,4
18,C Denmark,0,63,6
19,M Coates,0,31,2
8,T Flanders,0,18,3
15,D Wolitarsky,0,15,1
60,B Banks,1,104,6
33,J Saunders,0,94,6
41,S Chambers,0,81,7
16,A Fantuz,0,32,3
14,L Tasker,1,27,4
0,A Green,0,0,1
32,J Wilder Jr,0,89,7
23,S Green,1,76,5
21,D Cross,0,43,6
17,D Posey,0,41,3
17,A Edwards,0,40,3
31,M Jackson,0,28,2
5,M Williams,0,17,2
7,J Ralph,0,7,1
75,C Holley,1,86,2
46,B Grant,0,85,7
17,N Roosevelt,1,77,8
19,D Carter,0,71,5
2,K Lafrance,0,2,1
55,E Arceneaux,2,103,6
58,S Johnson,1,93,4
15,J Johnson,0,60,6
17,M Iannuzzi,0,41,3
23,C Rainey,0,41,3
15,C Williams,0,21,2
11,B Burnham,0,16,2
45,G Ellingson,2,149,7
70,D Spencer,1,116,3
11,W Powell,0,32,5
10,P Lavoie,0,28,5
12,J Criner,0,21,3
8,B Sinopoli,0,20,3
9,J Harty,0,14,2
29,T Graham,0,69,4
25,B Cunningham,0,49,3
17,T Sutton,0,37,5
7,E Jackson,0,20,3
11,T Underwood,0,11,1
5,B Rutley,0,5,2
2,J Beaulieu,0,2,1
56,B Zylstra,1,201,7
28,D Williams,1,79,3
39,D Walker,0,31,4
9,C Gable,1,9,1
33,B Banks,0,115,6
30,L Tasker,0,96,5
33,J Saunders,0,76,6
9,S Chambers,0,35,6
4,A Green,0,4,1
25,M McDaniel,0,87,6
29,M Michel,0,75,5
25,K Jorden,1,58,5
41,J Brescacin,0,41,1
13,R Cote,0,13,1
5,R Kohlert,0,5,1
50,D Carter,0,231,11
16,C Holley,1,36,4
11,N Roosevelt,0,29,3
13,B Grant,0,29,3
9,K Lafrance,1,23,3
11,R Bagg,0,22,2
11,S Moore,0,15,2
2,T Richardson,0,2,1
36,D Rhymes,0,85,3
32,D Spencer,1,71,3
25,J Harty,0,45,4
28,J Criner,0,42,2
12,W Powell,0,14,4
11,G Ellingson,1,13,2
13,J Feoli Gudino,0,48,6
16,L Washington,0,36,4
15,A Harris,0,33,6
9,R Lankford,0,22,3
20,D Adams,0,20,1
9,C Denmark,0,9,1
6,C Normand,0,4,2
29,E Arceneaux,0,64,8
26,C Williams,0,62,6
33,S Johnson,0,57,3
37,C Rainey,0,52,4
13,B Burnham,2,32,3
31,B Zylstra,0,104,15
35,D Walker,1,82,8
15,C Gable,0,32,3
20,C Watson,0,20,1
16,A Bowman,0,16,1
12,D Williams,0,12,1
32,S Green,1,159,13
34,A Edwards,0,95,8
30,C McDaniel,0,41,2
13,D Posey,0,29,3
15,M Williams,0,15,1
14,J Ralph,0,14,1
4,B Whitaker,0,6,3
3,D Cross,0,5,2
18,K Jorden,0,68,6
20,J Brescacin,0,20,1
6,A Parker,0,16,3
13,R Begelton,0,13,1
8,J Messam,0,12,2
6,D Daniels,0,11,2
27,C Owens,0,78,5
23,B Grant,0,53,4
19,J Stanford,0,19,1
2,C Marshall,0,2,1
55,D Posey,0,128,5
30,J Wilder Jr,0,85,7
40,J Ralph,0,82,5
14,S Green,0,42,4
19,D Cross,1,41,4
10,A Edwards,0,40,6
5,M Williams,0,5,1
43,W Dressler,1,129,8
18,J Feoli Gudino,0,42,4
11,C Givens,0,41,4
11,L Washington,0,32,4
12,C Denmark,0,20,3
4,A Harris,0,4,2
43,B Burnham,1,62,5
13,J Johnson,0,44,6
13,N Moore,0,38,3
14,E Arceneaux,0,33,5
20,C Rainey,0,27,5
8,S Johnson,0,8,1
24,A Bowman,1,136,9
47,D Walker,0,118,6
11,V Hazelton,0,34,4
14,C Watson,1,34,3
15,B Zylstra,0,32,3
17,L Perkins,0,26,3
11,A Dupuis,0,11,1
5,C McCarty,0,6,2
38,E Lewis,0,73,4
15,E Jackson,1,68,7
19,B Cunningham,0,60,5
17,S Giguere,0,32,3
11,T Graham,0,24,3
2,T Sutton,0,2,1
0,S Logan,0,0,0
65,B Banks,1,129,6
42,S Chambers,0,80,5
21,L Tasker,0,68,4
20,J Collins,0,37,3
9,A Green,0,16,2
14,F Faubert Lussier,0,14,1
14,M Jones,1,14,1
60,D Spencer,0,133,9
39,J Criner,2,90,6
15,G Ellingson,1,65,6
19,P Lavoie,0,40,3
11,D Rhymes,0,11,1
9,J Harty,0,9,1
4,W Powell,0,4,1
42,B Banks,2,193,13
26,L Tasker,1,139,12
36,J Saunders,1,96,6
10,S Chambers,0,10,1
0,M Jones,0,0,0
25,C Owens,1,114,9
49,C Holley,1,83,3
14,B Grant,0,26,2
6,C Jones,0,6,1
6,D Carter,0,6,1
43,B Cunningham,0,87,5
11,N Lewis,0,30,3
16,T Sutton,0,28,3
12,T Graham,0,12,1
10,S Giguere,0,10,1
6,E Jackson,0,6,1
22,W Dressler,0,66,6
42,M Coates,0,42,1
15,L Washington,0,20,2
10,C Normand,0,10,1
6,A Harris,0,9,4
7,C Givens,0,7,1
53,B Burnham,1,152,10
43,E Arceneaux,0,101,6
40,C Rainey,2,89,6
23,N Moore,1,53,6
10,R Lumbala,0,10,1
3,S Johnson,0,3,1
