completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
31,2,36,D Evans,37,2,442
22,0,96,M Bethel Thompson,42,2,337
19,0,51,B Mitchell,28,1,263
27,1,34,T Harris,35,0,216
18,1,36,V Adams Jr,25,1,232
20,0,40,M Reilly,29,1,230
33,1,33,J Jennings,42,1,327
6,0,0,W Arndt,7,0,45
26,2,37,M Bethel Thompson,39,3,411
0,0,0,J Franklin,1,0,0
15,0,58,C Streveler,21,2,186
16,1,26,C Fajardo,24,0,196
4,0,30,I Harker,6,0,54
21,1,27,L Kilgore,28,0,242
3,0,8,T Harris,5,1,9
25,3,25,B Mitchell,40,2,254
1,0,25,R Maver,1,0,25
20,2,52,M Reilly,29,2,286
19,2,48,J Jennings,31,0,239
24,0,29,B Mitchell,40,1,342
34,1,36,D Evans,43,1,360
19,0,46,C Fajardo,27,1,254
22,0,42,V Adams Jr,36,1,344
12,0,45,J Franklin,16,1,147
12,1,18,M Bethel Thompson,19,0,86
33,2,35,B Mitchell,48,1,346
22,3,32,L Kilgore,36,2,223
22,1,76,D Evans,30,3,336
27,1,60,V Adams Jr,43,4,488
19,1,19,C Streveler,22,1,180
1,0,74,D Adams,1,0,74
8,1,43,J Jennings,17,0,121
6,1,37,W Arndt,11,0,61
21,1,55,M Reilly,27,2,353
1,0,67,D Carter,1,1,67
0,0,0,D OBrien,2,0,0
31,2,24,C Streveler,42,1,304
25,1,52,D Evans,32,3,359
24,0,47,D Evans,32,2,277
23,3,29,L Kilgore,32,1,233
0,0,0,J Briscoe,2,0,0
18,0,41,V Adams Jr,29,0,206
31,1,68,B Mitchell,43,1,464
0,0,0,N Arbuckle,1,0,0
28,0,61,C Fajardo,18,1,299
40,2,50,C Streveler,26,0,254
21,0,38,M Reilly,27,5,276
2,0,6,D OBrien,3,0,7
9,0,27,M Bethel Thompson,14,1,94
6,1,14,J Franklin,9,0,32
27,1,42,M Bethel Thompson,36,2,300
0,0,0,J Franklin,1,0,0
28,3,24,W Arndt,42,2,288
23,1,35,B Mitchell,29,2,298
20,1,34,C Fajardo,32,1,209
15,2,35,C Streveler,25,1,174
19,4,37,V Adams Jr,32,2,266
18,1,43,L Kilgore,29,0,194
12,1,20,D OBrien,23,0,103
1,0,0,M Reilly,3,0,6
16,0,45,V Adams Jr,23,3,249
35,0,34,M Bethel Thompson,45,2,342
16,1,42,D OBrien,24,1,171
1,0,18,G Kraemer,3,0,18
21,0,24,C Fajardo,27,1,224
32,1,60,D Evans,41,1,452
2,0,6,H Moore,2,0,4
30,0,26,W Arndt,17,0,112
22,1,55,B Mitchell,33,3,337
18,2,34,C Streveler,27,1,134
1,0,3,S McGuire,2,0,3
22,1,36,Z Collaros,28,2,221
1,0,14,S McGuire,1,0,14
31,0,38,B Mitchell,43,4,350
11,1,32,V Adams Jr,14,2,142
12,1,23,M Shiltz,21,1,142
1,0,27,J Wieneke,1,0,27
29,1,55,D Evans,36,4,379
15,0,45,M Bethel Thompson,22,2,198
6,0,26,D Prukop,8,2,98
5,0,31,M OConnor,9,1,61
21,0,36,W Arndt,32,1,194
27,2,65,T Harris,37,1,321
25,0,47,C Fajardo,35,2,429
17,1,20,W Arndt,25,0,161
16,0,24,D Davis,18,0,155
13,0,27,V Adams Jr,16,2,126
9,0,19,M Shiltz,12,1,101
0,0,0,A Pipkin,1,0,0
23,0,29,I Harker,28,0,213
12,1,15,L Kilgore,22,2,88
1,0,45,D Daniels,1,0,45
1,1,15,T Williams,3,0,15
18,4,24,H Moore,28,0,218
5,0,0,D Watford,8,0,74
4,0,75,D Prukop,9,1,118
10,0,24,M OConnor,16,0,112
14,2,43,B Bridge,22,1,194
9,0,16,D OBrien,13,0,60
20,1,40,B Mitchell,38,1,283
14,3,50,V Adams Jr,27,0,226
36,1,38,T Harris,39,1,421
12,1,19,B Mitchell,28,0,116
11,0,71,Z Collaros,21,1,193
21,1,48,D Evans,36,1,386
29,2,31,T Harris,41,1,319
27,1,45,C Fajardo,41,0,366
17,0,63,Z Collaros,25,1,267
0,0,0,C Streveler,1,0,0
17,0,31,Z Collaros,23,0,170
3,0,18,C Streveler,3,1,39
1,0,13,D Adams,1,0,13
16,2,35,D Evans,27,1,203
1,0,12,L Hajrullahu,1,0,12
