longest rush, name, rushes, rushing touchdowns, rushing yards
1,H Burris,1,0,1
18,R Williams,2,0,34
12,T Smith,9,0,32
10,T Caulley,4,1,16
8,C Printers,4,1,12
5,J Piercy,2,0,9
24,S Logan,14,0,77
14,J Jackson,6,0,32
8,C Roberts,12,0,51
1,R Bryant,1,0,1
0,W Cates,15,0,107
0,D Durant,7,1,52
0,N Hughes,4,0,6
0,A Calvillo,1,0,7
0,A Cobourne,4,0,6
21,K Joseph,10,1,118
20,D Dorsey,8,1,62
10,J Robertson,5,0,8
8,J Johnson,1,1,8
5,B Crawford,1,0,5
46,F Stamps,5,1,112
66,K Peterson,4,0,103
24,J Tucker,2,0,32
16,A Harris,3,0,24
8,C McCarty,4,0,13
9,M Bertrand,2,0,11
5,C Roberts,14,0,36
9,R Dinwiddie,6,0,26
0,T Edwards,1,0,16
11,J Reynolds,8,0,35
5,H Burris,2,0,6
0,J Lumsden,10,1,55
18,R Williams,1,0,18
11,C Printers,1,0,11
3,J Piercy,1,0,3
11,A Harris,10,0,49
12,C McCarty,3,0,20
10,N Prefontaine,1,0,10
4,M Bertrand,1,0,4
18,J Smith,18,1,97
10,J Jackson,6,0,41
3,G Simon,1,0,3
37,A Cobourne,14,0,127
11,J Perrett,1,0,11
1,A Calvillo,1,0,1
1,A McPherson,1,1,1
13,W Cates,24,2,130
22,S Jyles,4,0,33
12,D Durant,2,0,13
13,K Joseph,9,1,39
9,D Dorsey,3,0,24
6,J Robertson,4,0,3
2,J Johnson,1,0,2
0,A Cobourne,17,1,119
2,A Calvillo,2,0,3
1,A McPherson,1,0,1
19,R Williams,13,2,79
21,T Smith,8,2,51
15,J Lumsden,5,0,27
0,A Harris,14,0,63
0,R Ray,9,2,18
0,M Bertrand,1,0,3
0,J Jackson,6,1,69
22,J Smith,13,0,58
12,J Robinson,11,0,47
8,D Dorsey,5,0,24
13,K Joseph,3,0,22
2,J Johnson,1,0,2
15,C Roberts,11,0,66
3,R Bryant,1,0,3
14,J Reynolds,10,0,46
12,H Burris,5,0,43
36,W Cates,0,0,139
10,M Crandell,0,0,17
14,C Berman,0,0,14
27,T Caulley,14,1,127
19,R Williams,8,0,59
11,T Smith,3,0,18
5,J Piercy,1,0,5
24,D Dorsey,7,1,54
16,K Joseph,3,0,37
6,J Robertson,5,1,14
0,W Cates,8,0,20
0,M Crandell,1,0,11
13,J Reynolds,24,1,128
15,H Burris,8,1,70
5,K Rambo,1,0,5
17,C Roberts,0,0,61
7,R Dinwiddie,0,0,17
42,A Cobourne,0,1,137
7,A Calvillo,0,0,14
10,K Watkins,0,0,10
1,A McPherson,0,1,1
34,S Logan,10,0,83
16,B Pierce,1,0,16
1,J Jackson,4,0,3
1,R Lumbala,1,1,1
5,A Harris,5,0,9
3,M Bertrand,2,0,5
1,R Ray,2,0,2
0,C Roberts,23,2,145
0,K Glenn,2,0,3
0,F Reid,1,0,2
0,T Caulley,10,2,99
0,R Williams,13,0,94
0,J Williams,2,0,18
16,J Robertson,7,0,36
21,K Joseph,1,0,21
11,D Dorsey,4,0,19
13,M Bishop,3,0,15
19,A Cobourne,16,0,107
9,A Calvillo,2,0,11
7,D Diedrick,2,0,9
4,A McPherson,3,0,8
2,D Taylor,1,0,2
36,A Harris,21,1,189
11,R Ray,6,0,30
6,K Campbell,1,0,6
17,W Cates,14,0,77
14,M Crandell,1,0,14
11,S Jyles,2,0,12
34,S Logan,11,0,95
14,J Jackson,5,0,35
11,B Pierce,3,0,15
8,R Lumbala,5,1,13
45,J Reynolds,15,1,124
13,H Burris,6,0,28
17,A Cobourne,16,1,100
1,A McPherson,1,1,1
12,B Pierce,6,1,45
14,S Logan,9,0,42
5,R Lumbala,4,0,12
11,W Cates,15,0,72
12,M Bishop,11,1,51
9,C Roberts,13,0,48
11,K Glenn,3,0,15
3,T Edwards,1,0,3
0,J Reynolds,9,1,75
0,J Cornish,2,0,13
0,D Dickenson,2,0,11
0,H Burris,2,0,10
0,B Nealy,1,0,8
0,C McCarty,12,0,73
0,A Harris,9,1,35
0,R Ray,3,0,12
0,J Lumsden,15,0,104
0,T Caulley,10,0,68
0,C Printers,7,2,68
0,J Piercy,4,0,18
0,R Williams,1,0,1
0,K Joseph,6,0,49
0,D Dorsey,6,0,25
0,J Robertson,7,1,23
0,B Crawford,1,1,1
0,J Johnson,1,0,0
17,A Harris,7,0,36
9,R Ray,3,1,12
3,M Bertrand,2,1,5
6,J Reynolds,12,0,27
13,J Cornish,3,0,23
10,H Burris,1,0,10
32,T Caulley,8,1,49
17,C Printers,4,0,27
18,J Lumsden,3,0,20
9,Q Porter,4,0,13
2,R Williams,2,0,3
17,S Logan,7,0,55
7,B Pierce,2,1,11
2,J Jackson,2,0,3
2,R Lumbala,2,0,2
0,M Imoh,12,0,75
0,A Calvillo,3,1,31
0,K Carter,1,0,13
0,B Bratton,1,0,7
0,A McPherson,1,1,1
0,K Joseph,6,0,17
0,D Dorsey,3,0,12
0,J Robertson,1,0,9
10,F Reid,11,1,51
9,J Smith,11,1,33
9,K Glenn,3,0,12
25,W Cates,14,1,92
16,M Bishop,9,0,56
15,W Dressler,2,0,14
27,D Dorsey,5,0,39
8,K Joseph,5,0,24
3,J Robertson,1,0,3
45,F Reid,13,0,101
6,J Smith,7,0,32
5,T Edwards,1,0,5
2,K Glenn,3,0,4
18,J Reynolds,15,0,85
14,H Burris,5,0,35
14,M Imoh,15,1,94
11,A Calvillo,1,0,11
3,A McPherson,2,0,5
34,C McCarty,9,1,72
1,R Ray,2,1,2
0,M Bertrand,1,0,0
20,C Printers,11,0,125
13,T Caulley,12,0,43
18,J Lumsden,3,0,19
9,T Smith,2,0,16
1,Q Porter,1,0,1
18,C Roberts,9,1,56
14,B Pierce,3,0,29
5,S Logan,4,0,7
28,W Cates,15,1,122
5,M Bishop,5,0,11
12,T Caulley,8,1,46
30,Q Porter,2,0,32
18,C Printers,2,0,24
16,F Reid,12,0,63
20,J Smith,7,0,41
0,J Reynolds,12,0,112
0,H Burris,6,0,55
0,J Cornish,5,0,19
0,D Dorsey,7,0,59
0,J Robertson,5,0,14
0,C Pickett,2,0,7
0,R McNeal,1,0,2
39,D Diedrick,15,0,84
28,M Imoh,7,2,47
24,A McPherson,1,0,24
6,A Calvillo,2,0,7
21,R McClendon,7,0,40
15,C McCarty,4,0,21
13,K Peterson,1,0,13
9,R Ray,2,0,10
6,J Maas,1,0,6
2,M Bertrand,1,0,2
0,F Reid,16,0,93
0,J Smith,7,1,49
0,K Glenn,4,0,14
0,R McClendon,6,1,26
0,R Ray,4,0,9
19,D Dorsey,4,0,23
10,B Crawford,2,1,19
7,J Johnson,3,0,14
5,C Pickett,1,0,5
3,A Durie,2,0,5
0,B Johnson,1,0,0
37,D Summers,3,0,47
21,H Burris,6,0,46
11,J Reynolds,12,1,41
1,B Sankey,1,1,1
0,S Logan,6,0,46
0,J Jackson,4,0,29
0,Z Champion,1,0,19
0,C Roberts,8,0,15
0,B Pierce,1,0,8
0,Q Porter,5,0,39
0,T Smith,2,0,10
32,A Cobourne,17,1,125
15,A McPherson,3,1,16
8,D Diedrick,4,0,14
8,M Bishop,5,0,16
6,N Hughes,5,0,11
6,S Foord,2,0,8
75,J Robertson,10,2,139
3,K Joseph,3,0,4
23,S Logan,18,0,144
10,C Roberts,5,1,19
13,P McCallum,1,0,13
3,B Pierce,1,0,3
1,J Jackson,1,0,1
13,H Charles,7,0,45
5,N Hughes,9,2,29
8,D Durant,3,0,8
7,M Bishop,1,0,7
10,H Burris,13,1,44
9,J Reynolds,5,0,25
18,J Cornish,1,0,18
7,D Summers,1,0,7
12,Q Porter,6,0,42
8,T Smith,16,0,32
7,A Cobourne,6,0,10
15,C McCarty,19,1,88
11,R Ray,3,0,12
36,F Reid,9,1,74
4,J Smith,4,0,5
3,K Glenn,2,0,5
26,F Reid,15,0,107
21,J Smith,12,1,101
13,K Glenn,3,0,15
12,J Robertson,13,1,50
13,K Joseph,6,0,27
38,S Logan,5,0,51
11,J Jackson,3,0,21
6,B Pierce,1,0,6
5,C Roberts,1,0,5
16,C McCarty,16,1,70
6,R Ray,6,1,9
1,M Bertrand,1,1,1
0,D Diedrick,15,0,127
0,K Carter,6,0,51
0,A McPherson,3,0,15
0,A Calvillo,1,1,3
0,Q Porter,5,1,25
0,J Williams,2,0,11
0,K Keith,4,0,5
0,J Piercy,2,0,4
0,J Reynolds,14,0,54
0,H Burris,3,0,32
0,B Nealy,1,0,30
0,J Cornish,2,0,26
0,D Summers,1,1,6
0,N Hughes,5,0,26
0,H Charles,5,0,19
0,D Durant,1,0,12
0,W Dressler,1,0,7
0,M Bishop,2,0,3
11,R Ray,5,0,23
5,A Harris,5,1,9
15,C Roberts,20,2,102
10,B Pierce,5,0,22
9,P McCallum,1,0,9
2,J Jackson,5,0,8
18,J Robertson,12,0,75
9,K Joseph,3,1,14
5,A Bruce,1,0,5
17,M Imoh,10,0,73
8,A Calvillo,2,0,12
10,K Watkins,1,0,10
5,K Carter,2,0,8
9,J Reynolds,14,0,42
10,H Burris,5,0,25
9,J Cornish,2,0,14
6,K Rambo,1,0,6
2,B Nealy,1,0,2
9,F Reid,10,0,58
16,J Smith,9,0,46
8,G Walls,1,0,8
3,B Randall,1,0,3
2,K Glenn,1,0,2
1,R Dinwiddie,1,0,1
19,W Cates,17,1,97
25,D Durant,5,0,75
19,S Jyles,4,0,50
22,W Dressler,1,0,22
5,C Szarka,3,0,10
15,T Smith,9,0,63
9,Q Porter,3,0,16
11,Q Porter,6,0,35
19,K Keith,9,0,33
14,T Smith,1,0,14
50,J Reynolds,17,1,128
18,J Cornish,2,0,21
18,N Lewis,1,0,18
12,H Burris,3,0,14
15,S Foord,9,0,52
12,W Cates,16,2,48
10,S Jyles,2,0,17
6,W Dressler,1,0,6
2,C Szarka,1,0,2
20,C McCarty,11,0,62
13,T Jackson,2,0,18
7,R Ray,4,0,16
8,J Maas,1,0,8
42,I Smart,5,0,89
10,C Roberts,9,1,38
20,J Jackson,4,1,25
2,B Pierce,1,0,2
25,J Robertson,10,0,81
15,K Joseph,3,0,30
8,C Pickett,3,0,15
5,J Johnson,1,0,5
4,R McNeal,1,0,4
23,M Imoh,7,0,67
9,A Calvillo,1,0,9
3,K Carter,2,1,4
3,M Brady,2,0,4
31,J Smith,12,0,74
17,B Randall,5,0,37
11,R Dinwiddie,2,0,19
5,D Stephenson Jr,7,0,16
7,K Glenn,1,0,7
39,J Robertson,12,0,97
11,K Joseph,7,0,38
20,S Foord,8,1,65
20,M Bishop,8,3,58
13,W Cates,6,0,29
6,N Hughes,4,2,18
3,C Szarka,1,0,3
22,A Harris,5,1,26
9,C McCarty,8,1,22
16,J Maas,1,0,16
3,R Ray,4,0,8
2,M Bertrand,1,0,2
11,M Imoh,11,0,42
6,A McPherson,2,0,7
4,M Brady,2,0,6
3,K Carter,1,0,3
49,F Reid,14,0,160
17,B Randall,6,0,38
13,K Glenn,2,0,14
4,D Stephenson Jr,2,0,3
19,C Printers,4,0,35
10,K Keith,7,0,31
26,B Nealy,6,3,72
21,J Cornish,7,1,53
17,D Summers,7,0,33
16,H Burris,3,0,21
15,J Reynolds,2,0,15
11,W Proctor,2,0,14
23,S Logan,16,0,138
6,B Pierce,3,0,13
2,I Smart,1,0,2
1,J Jackson,1,0,1
36,F Reid,14,0,80
21,J Smith,5,0,39
2,K Glenn,2,0,2
10,A Harris,13,2,33
20,R Ray,4,0,25
0,M Bertrand,1,0,0
17,M Bishop,6,0,46
4,W Cates,9,0,23
53,S Logan,18,0,153
9,I Smart,2,0,12
7,B Pierce,1,0,7
2,J Jackson,4,0,6
21,A Cobourne,16,1,52
15,A Calvillo,3,0,29
0,A McPherson,1,0,0
2,A Harris,3,0,3
11,J Reynolds,10,0,43
11,H Burris,9,1,32
9,D Summers,1,0,9
18,S Logan,18,0,130
13,J Jackson,2,0,17
14,B Pierce,2,0,16
0,A Cobourne,8,1,40
0,H Burris,9,0,79
0,J Reynolds,11,0,29
0,D Summers,1,0,9
