completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
26,0,0,A Calvillo,37,4,289
0,0,0,A McPherson,1,0,0
16,2,0,H Burris,32,0,228
5,0,0,D Tate,6,0,36
21,1,0,K Glenn,34,2,273
3,0,0,Q Porter,6,0,28
38,2,0,M Bishop,21,2,356
25,2,0,K Joseph,42,1,331
17,1,0,R Ray,24,1,170
23,1,31,H Burris,34,2,285
35,0,65,D Durant,45,2,427
18,0,0,A Calvillo,14,2,232
11,0,0,A McPherson,10,2,110
44,0,0,K Glenn,29,3,506
32,3,1,M Bishop,13,0,226
24,2,0,T Lulay,13,1,177
2,1,0,B Pierce,0,0,0
14,0,0,K Joseph,23,2,242
28,0,0,K Glenn,38,1,322
0,0,0,D Cobb,1,0,0
22,0,0,H Burris,31,1,346
25,0,0,R Ray,40,0,239
33,1,0,M Bishop,17,2,411
2,0,0,C Bramlet,0,0,0
35,0,0,A McPherson,20,1,232
46,2,0,D Durant,27,2,319
31,1,0,C Printers,19,2,339
22,0,0,R Ray,34,1,392
10,2,0,S Reaves,16,1,122
10,1,0,K Joseph,21,0,117
21,0,22,K Glenn,35,1,233
1,0,4,A Bruce,1,0,4
8,1,0,D Durant,20,0,66
4,0,0,S Jyles,6,0,56
22,1,60,C Printers,35,1,337
17,0,53,H Burris,31,1,306
27,0,0,A Calvillo,38,2,305
1,0,0,A McPherson,1,0,5
8,0,0,M Bishop,21,1,145
1,1,0,C Bramlet,4,0,5
5,0,0,B Pierce,11,0,60
4,2,0,Z Champion,14,0,35
2,0,0,C Printers,3,0,10
19,1,0,R Ray,26,1,248
0,0,0,J Maas,1,0,0
23,4,0,S Reaves,40,0,209
16,0,0,A McPherson,20,2,151
7,0,0,C Leak,10,0,44
24,0,0,D Durant,36,2,296
15,1,0,H Burris,25,0,221
4,0,0,D Tate,5,0,42
26,2,0,M Bishop,8,1,122
28,2,0,K Glenn,42,1,316
19,0,29,H Burris,32,2,264
18,0,28,R Ray,30,0,162
31,0,0,K Glenn,51,2,437
24,0,0,C Printers,35,1,360
19,1,90,A Calvillo,28,5,312
20,1,0,C Printers,40,1,234
3,1,0,T Lulay,6,0,27
18,0,0,D Durant,25,3,204
1,0,0,J Armstead,1,0,42
22,3,0,H Burris,34,1,278
26,0,30,A Calvillo,39,2,314
17,2,30,D Durant,29,1,201
