name, rushes, rushing touchdowns, rushing yards
A Vaughn,3,0,12
M Green,1,0,2
D Williams,6,0,27
L Nunez,4,0,22
D Johnson,4,0,8
A Mitchell,2,0,8
J Petit Frere,1,0,6
C Virgil,6,0,1
J Hill,10,1,122
L Brown,10,1,115
J King,8,0,52
K Wudtee,5,0,47
C Hubbard,7,0,42
T Cornelius,4,0,27
R Haymaker,10,0,26
J McCleskey,1,1,5
P Huslig,18,0,109
J Randall,9,0,12
J Wilson,5,0,10
A Denson,3,0,-5
M McElroy,14,0,61
I Matthews,15,0,30
N Hall,1,0,8
K Carta Samuels,9,0,4
T McMillian,10,1,103
K Evans,12,0,59
B Bisharat,7,0,52
S Montez,3,1,34
A Fontenot,3,0,14
L Shenault Jr,1,0,5
S Noyer,1,0,-3
B Brown,11,1,75
D Jones,10,1,43
D Jackson,7,1,25
T Rahming,1,0,16
M Hubbard III,4,0,15
Q Harris,2,0,10
C Holt,7,0,54
K Hopkins Jr,16,1,37
C Slomka,5,0,20
D Woolfolk,7,0,20
S McCoy,2,0,16
A Davidson,3,0,9
K Walker,6,0,8
C Thomas,1,0,4
S Vann,12,0,46
I Eriksen,12,0,44
M Glass III,3,1,22
J Grissom,1,1,20
C Flowers,3,0,15
T Wiegers,2,0,11
J Hubbard,1,0,8
W Parker,4,0,7
J Farri,13,1,111
P Guerriero,8,0,34
D Jones,3,0,30
V Grasso,3,0,25
B Harris,1,0,6
P Righi,0,0,2
K Bahar,6,1,-21
L Scott,23,0,84
C Heyward,5,2,42
B Lewerke,10,0,31
D Stewart Jr,1,0,15
D Thompson,10,2,28
E Allen,3,0,8
G Bright,2,0,-2
J Love,8,1,-2
A Vaughns,1,0,-5
T Taua,8,0,56
D Lee,5,1,43
J Kincaide,4,0,43
T Gangi,6,1,23
K Moore,5,1,20
C Solano,2,1,15
B Wright,3,0,15
C Strong,1,0,4
R Neal,1,0,-3
D Green,10,0,37
D Alexander,10,0,20
S Hoffman,11,0,18
A Williams,2,0,15
C Martin,7,0,11
J Eason,3,0,6
B Love,18,0,29
C Scarlett,7,0,16
T Speights,2,0,7
K Costello,1,0,-2
J Washington,24,1,158
C Jasmin,6,0,25
E Dedeaux,1,0,4
C Chapman,6,0,-37
J Taylor,18,2,145
T Deal,8,0,53
K Pryor,1,0,19
A Ingold,4,0,16
C James,2,0,10
G Groshek,1,0,3
A Hornibrook,5,0,-12
D Eckels,9,0,38
D Shanley,3,0,31
G Appleberry Jr,7,0,27
J Samuel,3,0,13
D Ferby,3,0,11
G LaFrance,2,0,4
M Trigg,4,0,3
J Sloan,1,0,1
J Pearson,1,0,-3
L Bellamy,11,2,120
J Bogan,6,0,68
C Brown,4,0,40
J Wassink,7,1,14
E Dungey,15,1,200
M Neal,28,2,82
D Strickland,11,2,38
T Devito,8,0,14
J Saucier,10,0,71
C Fagan,18,1,67
A Worthman,11,1,66
I Sanders,4,1,27
N Eriksen,4,0,23
P Wilson,5,0,22
T Birdow,7,0,18
C Mallard,4,0,16
R Cleveland,6,0,14
D Hammond III,3,1,8
G Amy,2,0,6
A Smith,1,0,3
G Kauppila,1,0,2
C Scott,1,0,-10
D Liotine,12,0,31
K Pickett,7,0,19
J Gowins,6,0,12
T Fields,1,0,0
J Carbone,4,0,-32
M Murray,10,0,54
A Weh Weh,12,0,50
W Wand,8,0,32
J Hansen,5,0,31
J Jones,4,0,21
M Terry,9,1,77
M Robinson,12,0,33
A Cooper,7,1,21
D Santacaterina,3,0,-9
D Harris,7,0,55
J Jacobs,6,1,45
B Robinson Jr,7,0,42
N Harris,8,1,30
T Tagovailoa,5,1,26
R Clark,3,0,10
J Hurts,3,0,9
J Ford,2,0,4
M Jones,1,0,1
T Smith,4,0,11
D Williams,9,0,6
C Wilson,2,0,6
H Hall,2,0,4
J Pass,8,0,0
D Whaley,10,1,28
M Williams,3,0,17
T Storey,3,1,15
T Hammonds,3,0,14
R Boyd,6,0,12
C Kelley,3,0,4
C Hayden,4,0,3
D Hyatt,2,0,-6
J Scott,12,0,82
I Johnson,7,0,29
J Brantley,12,0,13
R Columbus,6,0,8
D McCullough,2,0,6
H Woodbery,1,0,-7
J Taylor,18,1,85
G Brightwell,9,0,30
K Tate,8,1,14
S Canada,24,3,98
L Katoa,8,0,39
A Hifo,4,0,19
D Collie,1,0,13
N Pauu,2,0,8
M Simon,1,0,6
T Mangum,3,0,0
E Benjamin,16,1,131
I Floyd,9,1,79
M Wilkins,6,0,28
D Sterling Cole,2,0,22
A Carter,2,0,7
B Daniels,9,1,24
B Brady,2,0,6
D Godfrey,1,0,3
J Rhodes,3,0,-3
G Campbell Jr,1,0,-4
D Gillins,6,0,-10
C Grundy,12,0,-10
J Lovett,12,3,115
J Hasty,10,2,102
T Ebner,3,0,28
C Brewer,1,0,15
J Fleeks,2,0,12
A Smith,4,0,11
J McClendon,2,0,7
T Thornton,1,0,3
G McGuire,1,0,2
B McCrary III,6,1,141
T James,12,0,40
S Davis,5,0,25
L Anthony,2,0,7
T White,2,0,7
A Dillon,20,0,98
T Levy,11,0,40
J Smith,4,0,35
D Bailey,5,1,24
E Perry,2,0,23
M Walker,2,0,18
D Jones,6,2,15
A Brown,1,0,8
J Dayne,3,0,7
B Glines,2,0,4
J Fadule,3,0,1
J Fredericks,4,0,21
B Ally,9,0,18
A Isabella,1,0,14
R Comis,8,0,11
M Young,5,1,8
M Curtis,3,1,6
A Ford,3,0,-12
J Hawkins,8,0,37
J Patterson,9,1,34
E Reed,8,0,32
K Marks,6,0,21
I King,2,0,19
T Anderson,4,0,11
B Alleyne,20,1,97
M Waters,23,0,92
J McDaniels,5,0,12
D Doward,1,0,3
R Harris,1,0,2
K Black,3,0,-6
P Laird,29,1,95
C Garbers,10,0,39
B McIlwain,3,0,26
V Wharton III,1,0,8
D Clark,1,0,1
R Bowers,3,0,-7
N Elliott,10,0,58
A Williams,17,1,47
J Brown,6,0,35
D Newsome,2,0,9
J Williams,2,0,9
A Ratliff Williams,1,0,6
B LeMay,25,2,135
K McGaugh,3,0,52
A McAllister,8,0,41
C Camp,4,0,18
M Quattlebaum,1,0,1
C Reynolds,5,0,-21
Z Davis,9,0,25
D Palladino,1,0,4
L Medlock,5,0,-23
L Dixon,6,0,89
T Etienne,11,1,64
K Bryant,5,1,58
T Feaster,3,0,24
A Rodgers,2,0,11
T Lawrence,3,0,8
A Choice,2,0,6
C Brice,2,0,6
D Sanders,4,0,50
D Grainger,11,0,40
J Lincoln,12,0,35
C Watkins,4,0,30
K Dirks,7,0,15
D Wynn,4,0,12
D Bell,3,0,10
R Gibson,6,0,9
D Morehead,1,0,0
A Jones,15,2,88
S Phillips,11,1,38
D Price,2,0,21
N Maxwell,4,0,17
M Alexander,3,0,7
J Morgan,4,0,-1
S Scott,20,0,70
R Taylor,3,0,40
P Ramsey,8,0,36
W Philyor,2,0,23
M Majette,5,0,19
C Gest,5,0,17
M Penix Jr,2,0,8
D Pierce,8,0,75
M Davis,6,0,38
F Franks,5,0,34
L Perine,2,0,28
J Scarlett,6,0,24
J Hammond,1,0,11
I Ricks,1,0,9
K Trask,3,1,7
I Clement,1,0,5
J Taylor,1,0,-2
E Jones,3,0,-4
R Harris,8,0,83
L Johnson,14,0,72
T Wilson,9,1,43
J Chambers,4,0,26
G Wall,2,0,6
A Allen,2,0,5
C Hamilton,1,0,2
R Harris,4,1,47
S Johnson,10,2,45
D ONeal,5,1,41
J Hokit,6,0,40
J Mims,9,3,36
J Reyna,3,0,28
M McMaryion,5,0,4
I Saunders,24,1,89
M Petrino,7,0,19
C Richardson,1,0,-6
D Robertson,1,1,72
J Cook,6,0,66
D Swift,8,1,43
J Fields,3,0,33
E Holyfield,5,1,24
T Simmons,1,0,19
P Hudson,3,0,16
L Tidwell,2,0,8
M Downing,1,0,2
B Herrien,1,0,2
I Donald McIntyre,1,0,1
D Rollins Davis,3,0,32
J Craig,4,0,21
D Wilson,2,0,16
A Tanner,6,0,14
T Nation,7,0,9
P Momodu,4,0,5
J Parker,1,0,0
J Oatsvall,2,0,-6
S Werts,22,3,163
M Laroche,3,0,39
W Fields,12,1,32
M Garrett,7,1,27
L Wright,3,0,23
W Kennedy III,1,0,22
G Walker,5,0,13
T Nick,21,1,66
O Cummings,7,0,31
D James,9,0,28
L Morris,1,0,2
J Jenkins,1,0,1
C Fields,1,0,0
D Ford Jr,1,0,-7
J Mason,11,1,85
T Marshall,9,1,77
K Benson,10,2,75
T Oliver,12,0,72
Q Searcy,1,0,56
C Lynch,2,0,27
N Cottrell,1,0,25
J Macrina,2,0,8
J Howard,3,0,7
O Jarrett,1,0,5
M Davis,1,0,3
P Harvin III,1,0,-1
P Simmons,10,0,47
N Johnson,6,0,21
D Waller,3,0,6
T Turner,1,0,4
F Harper,1,0,3
K Marsh,1,0,0
M Forman,6,0,-4
F Holly,17,1,82
M Reed,3,0,22
C McDonald,6,0,-14
M Perry,17,1,108
N Smith,10,0,86
A Gargiulo,10,0,40
T Maloy,1,0,23
K Mahekau,1,0,21
M Martin,1,0,19
Z Abey,5,4,17
C Williams,1,0,8
G Lewis,1,0,7
T Walker,2,0,-3
A Bush,21,0,139
R Corbin,10,2,79
M Epstein,8,1,33
R Bonner,7,1,26
M Dudek,1,0,7
W Barrett,18,1,117
J Rankin,15,0,52
K Price,1,0,9
W Matthews,8,0,6
T Young,8,1,84
I Kelly Martin,16,1,62
M Sargent,12,0,40
H Geil,5,0,13
I Smith Marsette,1,0,5
B Ross,1,0,4
N Stanley,3,0,3
P Mansell,1,1,1
J Nettles,13,0,74
T Harbison,6,0,41
M Jones,5,0,23
D Brown,2,0,-4
M Childers,10,0,-33
K Herbert,12,0,61
D Williams,6,0,35
M Kendrick,2,0,1
P Bender,10,0,-15
K Bussey,28,1,123
D Taylor,9,1,51
C Fourcade,11,1,44
A Barnes,21,0,103
A Delton,12,0,78
S Thompson,11,0,58
D Warmack,3,0,17
K Henry,10,0,58
B Klett,3,0,15
C Brooks,2,0,4
A Simmons,6,1,0
B Snell Jr,20,2,125
A Rose,8,2,104
T Wilson,9,0,38
S King,6,0,32
T Poljan,16,0,47
J Ward,11,0,36
K Gwilly,10,1,26
J Sabbagh,1,0,6
K Lewis,1,0,3
K Matthews,17,1,101
P Pickett,10,2,87
F Boyd,4,0,33
F Hickson,4,0,21
S Williams,10,1,43
J Cox,12,0,34
B Sinclair,4,0,24
I Harper,2,0,18
K Strong,7,0,16
D Brown,1,0,4
G Jackson,1,0,-1
M Fox,1,0,-4
B LaRussa,1,0,-5
T Ragas,13,1,142
R Calais,7,1,69
E Mitchell,7,0,34
A Johnson,5,0,29
A Nunez,5,1,21
J Wright,3,0,13
R Malone,1,0,8
L Lewis,2,0,-1
G Hickbottom,5,1,52
A Clark,7,0,41
J Richard,7,0,24
K Dominique,4,0,9
J Robinson,4,0,8
L Brooks,2,0,8
L Ellis Jones,3,1,7
M Route,1,0,4
C Wright,2,0,-6
T Fleet Davis,7,1,31
T Johnson,11,0,30
J Jones,1,1,28
T Jacobs,6,0,23
T Pigrome,3,0,12
D Turner,2,0,10
K Hill,6,0,10
A McFarland,2,0,3
B Cobbs,1,0,3
J Funk,2,0,-2
L Harrison,2,0,-2
T Watson,12,0,52
K Ingram,6,1,37
S Ehlinger,7,0,30
D Young,8,0,27
K Porter,1,1,2
D Jamison,2,0,-6
C Austin III,1,1,83
D Henderson,9,1,76
P Taylor Jr,9,1,52
B McBride,6,0,23
C Fleming,5,0,21
B White,3,0,20
M Weaver,4,0,14
T Taylor,5,0,13
K Gainwell,2,0,11
J Williams,1,0,8
T Pollard,1,0,5
T Devezin,7,0,45
R Riddle,4,0,26
T Mitchell,7,0,14
K Rogers,1,0,-2
K Riley,4,0,-17
A Smith,8,1,35
K Young,8,0,34
M Thomas,1,0,19
J Bester,4,0,1
G Ragland,5,0,0
K Davis,17,1,76
T King,10,0,67
I Green,8,0,22
A Anderson,3,2,6
L Rountree III,14,1,58
D Crockett,12,1,42
T Badie,10,0,32
M Wilson,1,0,17
D Downing,5,0,6
D Lock,1,0,5
T Powell,1,0,4
L Galloway,7,0,31
J Hudson,3,0,18
P Logan,4,0,18
J Bowe,6,1,12
T Williams,2,0,11
D Winn,7,0,4
K Thompson,10,2,109
K Hill,9,1,50
D Lee,6,1,29
J Mayden,5,0,22
N Gibson,2,0,21
A Williams,2,0,15
L Burnett,1,0,3
J Shaw,6,0,31
T Hutchings,3,0,27
J McGowen,5,0,23
J Oglesby,8,0,22
J Covey,5,0,6
D Williams,10,0,-5
F Sawyer,3,0,-23
R Gallaspy Jr,17,1,68
R Finley,3,0,6
R Person Jr,6,0,5
J Meyers,1,0,3
T Pennix,2,0,1
B Dinucci,14,0,79
M Marshall,12,0,65
T Sharp,5,0,10
C Johnson,6,0,7
J Hamilton,1,0,2
Z Shuler,5,0,90
T Owens,20,2,58
T Tuioti,11,1,54
A Davis,7,0,39
M Gray,7,0,23
S Jones,4,0,18
D Vigilant,4,0,16
E Lilly,1,0,14
C Gerhart,5,1,11
R Dickens,7,1,110
B McDuffie,0,0,96
D Fields,6,0,31
J Copeland,9,1,8
K Philio,2,0,7
P Baptiste,1,0,5
K Williams,1,0,2
G Henderson,1,0,-4
A King,7,0,-11
B Wimbush,19,0,59
T Jones Jr,9,0,45
J Armstrong,15,2,35
A Davis,2,0,-3
K Higdon,21,1,72
D McCaffrey,3,0,10
D Peoples Jones,1,0,7
C Evans,2,0,1
W Hart,1,0,-11
S Patterson,5,0,-21
N Smith,17,0,31
L Easly,12,0,31
Q Shanbour,2,0,14
D Torrey,2,0,6
C Hosley,5,0,5
M Fine,5,0,-19
B West,8,1,26
X Jones,2,0,3
K Freeman,3,0,3
B Hicks,6,0,-28
M Weber,20,3,186
J Dobbins,15,0,74
M Teague,6,1,56
B Snead,7,1,25
D Haskins,2,0,24
C Saunders,0,0,8
T Martell,2,0,4
A Pierce,11,2,168
J Jefferson,8,0,47
T Bradford,3,0,23
J Colletto,4,0,14
B Baylor,2,0,7
K Rogers,2,0,2
J Luton,1,0,-5
C Blount,6,0,-43
A Ouellette,17,0,59
M Irons,9,0,52
Q Maxwell,8,2,21
N Rourke,5,0,16
C Newton,21,1,93
K Dorsey,9,0,42
J Crute,3,0,13
R Brannon,3,0,8
D Hudson,2,0,4
I Reynoso,1,0,1
R Anderson,5,2,100
T Sermon,9,1,69
K Brooks,4,1,51
T Pledger,7,0,38
M Sutton,4,1,38
K Murray,4,0,23
A Kendall,3,0,0
D Singletary,18,1,69
D Johnson,9,0,39
W Wright,1,0,17
K Whyte Jr,3,1,15
G Hearns,2,0,2
D Cousart,1,0,1
J Durante,2,0,-3
C Robison,6,0,-8
C Verdell,13,0,51
J Herbert,6,1,41
D Felix,8,0,38
T Dye,7,0,37
T Brooks James,5,0,27
B Burmeister,1,0,9
C Habibi Likio,1,1,5
T Griffin,1,0,4
A Clair,25,0,113
B Denley,12,0,36
C Lamar,3,0,9
R Hargrove,4,0,8
J Doege,5,0,-11
Q Ollison,7,0,73
A Davis,13,0,46
K Pickett,6,1,42
D Hall,4,0,22
S Jacques Louis,3,0,21
R Araujo Lopes,2,0,17
M Ffrench,2,1,17
E Ibitokun Hanks,14,0,57
K Mofor,7,0,22
D Holmes,1,0,8
J Reeves,1,0,6
W Brunson,1,0,-2
V Testaverde,4,0,-31
M Sanders,19,2,91
T McSorley,12,2,53
R Slade,6,1,39
M Allen,5,0,24
J Moore,18,1,88
Z Thomas,15,1,43
D Heath,1,0,19
D Evans,3,0,9
E Esukpa,17,0,91
A Walter,19,0,55
A Walter,3,0,16
S Stankavage,3,0,-11
P Carr,8,1,74
M Stevenson,2,1,60
M Car,7,0,46
D King,7,1,33
B Smith,4,0,23
T Williams,7,0,21
K Justice,1,0,10
G Stuard,1,0,-6
I Pacheco,11,0,76
R Blackshear,12,1,62
J Hilliman,15,2,60
C Snorweah,4,0,21
S Jones,1,0,6
T Sneed,1,0,2
A Sitkowski,2,0,-9
W Jones III,14,0,33
A Taylor,7,0,32
C Twyford,5,0,9
T Watts,1,0,3
T Vitt,1,0,3
J Nelson,1,0,0
J Sheread,1,0,-4
E Orth,2,0,74
K Baker,6,2,51
S Harris,3,0,40
T Minter,16,0,23
M Mayo,6,1,15
D Moore,3,0,10
C Garvin,6,0,3
C Johnson,1,0,1
J Dancy,15,2,144
I Tucker,19,0,82
J Smith,8,0,8
K McKnight,3,0,4
R Dowdle,15,1,105
T Williams,11,1,82
S Carroll,4,0,46
A Turner,2,0,24
D Samuel,1,0,11
J Bentley,4,0,-1
M Outlow,12,0,59
T Marable,5,0,29
J Hairston,3,0,22
A James,3,0,9
K Anderson,10,0,8
M Williams,2,0,4
K Tyler,1,0,3
B Carpenter,2,0,-3
J Ford,8,0,43
E Mack,10,0,33
B Barnett,8,1,31
T Sands,5,0,22
C Oladokun,3,0,13
D Small,2,0,4
J Phillips,1,0,2
B Kean,1,0,0
J Thomas,9,0,87
M Summers,15,0,62
B Cyphers,9,1,33
D McNair,7,0,13
J Greene,4,1,7
D Cheek,5,0,-10
T Mosley,12,0,49
T Whatley,4,1,41
T Parks,13,0,34
S Anderson,4,0,33
A Hale II,4,0,28
T Daniels,4,0,17
M Rodriguez,2,0,9
J Abraham,2,0,-9
K Harper,9,0,69
J Johnson,6,0,20
J Brown,1,0,4
Q Brown,2,0,4
T Kennedy III,1,0,4
J Little,1,0,4
D Ponder,2,0,-4
E Demercado,8,0,57
S Robinson,2,2,45
S Olonilua,5,0,43
D Anderson,8,0,36
K Turpin,2,0,28
K Snell,7,0,23
J Reagor,1,0,9
G Muehlstein,1,0,8
J Guillot,3,0,7
K Ringdahl,1,0,2
M Collins,0,0,1
C Stephens,7,0,25
D Benn,7,0,21
J Lampley,4,0,15
D Profit,5,0,14
J Mims,2,0,13
L Skelton,3,0,8
S Thomas,1,0,-1
K Catalon,1,0,-2
G McDaniel,3,0,-2
R Armstead,14,0,31
F Nutile,5,0,11
T Centeio,2,0,6
I Wright,1,0,-2
A Forbes,16,0,111
J Covington,8,0,30
M Gudzak,5,0,20
J McClenton,2,0,5
Z Bednarczyk,3,0,-3
T Jordan,20,1,118
M London,5,0,12
J Banks,5,0,11
J Palmer,1,0,7
T Chandler,4,0,-4
J Guarantano,3,0,-15
M Pettaway,9,0,56
L Brown,8,0,33
K McKoy,4,0,18
M Simms,1,0,5
A Sinkfield,1,0,4
T Bush,1,0,2
W Grier,3,0,0
S Brooks,27,2,129
C Taylor II,20,0,110
L Skipper,13,1,30
K Stokes,1,0,7
C President,1,0,0
C Blackman,17,0,57
C Battle,6,0,31
D Smith,1,0,-1
B Smith,4,1,-2
K Crossley,4,1,-3
B Koback,9,2,67
A Thompkins,7,0,35
N McCrimmon,5,1,34
S Seymour,6,2,25
N Sims,6,0,20
M Guadagni,4,0,20
R Jones,5,0,19
J Reese,1,0,5
C Bradley,2,0,-12
Q Myers,12,0,33
A Ramsey,8,0,28
K Bridy,1,0,4
R Udinski,9,0,-17
J Daughtry Frye,7,1,41
J Henderson,8,0,30
B Smith,7,1,26
K Barker,17,0,25
T Samuel,3,0,10
S Smith,1,0,0
A Mattison,14,1,56
C Cord,1,1,44
B Rypien,5,0,14
R Mahone,3,0,11
A Van Buren,1,0,4
K Shakir,1,0,-11
D Ward,17,2,90
T King,13,0,31
A Bowman,4,0,16
M Carter,3,0,13
K Carter,1,0,10
D Bowman,1,0,4
S Phillips,16,2,204
J Taamu,6,0,7
I Woullard,4,0,2
T Knight,1,0,-1
K Allen,5,1,103
J Kelley,6,0,20
B Olorunfunmi,9,1,13
W Speight,3,0,12
D Thompson Robinson,8,0,-4
M Warren II,35,3,142
D Ridder,14,0,63
H Moore,2,0,-11
A Ware,10,1,100
S Carr,9,0,54
V Malepeai,8,2,47
A St Brown,1,0,12
V Jones Jr,2,0,10
J Daniels,5,0,-1
M Fink,2,0,-2
L Thomas,14,1,136
A Rogers,18,0,82
E Austrie,1,0,36
X Campbell,4,0,24
E Owens,4,0,18
C Williams,1,0,15
T Collins,1,0,-3
K Locksley,18,0,50
Q Wadley,8,1,43
K Foster,1,0,12
T Hughes,2,0,10
J Fields,2,0,9
W Dimel,1,0,1
K Johnson,1,0,0
R Metz,3,0,-23
J Logan,18,1,74
N Stinson,9,0,23
C Young,5,1,19
A Aldredge,1,0,2
S Paige,1,0,-3
D Bridge Gadd,1,0,-6
J Wakefield,10,1,56
K Blasingame,9,1,52
K Vaughn,9,0,37
K Lipscomb,2,0,19
C Johnson,1,0,6
J Crawford,2,0,5
K Shurmur,4,0,2
T Thomas,8,0,32
M Gordon,4,0,27
C Mobley,6,0,24
T West,3,0,23
B Stockstill,14,0,10
B Anderson,1,0,0
J Ellis,20,2,146
B Perkins,13,2,108
P Kier,6,0,27
B Armstrong,3,0,11
J Reed,1,0,9
L Atkins,1,0,5
T Kelly,1,0,4
J Peacock,1,0,2
O Zaccheaus,2,0,-11
G Collins,4,0,23
J Mancuso,2,0,8
K Johnson,8,0,3
D Thompson,4,0,0
M Gaskin,17,0,75
S Ahmed,7,0,36
C McClatcher,1,0,-4
J Browning,8,0,-5
K Martin,22,0,80
J Whitlow,8,1,28
J Stidham,11,0,23
R Davis,1,0,10
S Shivers,1,0,7
C Cox,1,0,1
N Evans,18,1,89
J Bigelow,11,0,42
A Cox,1,1,23
X Valladay,4,0,15
A Conway,1,0,9
T Vander Waal,4,0,-39
J Williams,16,1,82
M Borghi,1,1,14
K Harrington,2,0,5
G Minshew,1,0,2
B West,11,1,78
K Freeman,7,0,22
X Jones,7,0,22
W Brown,1,0,5
B Hicks,7,0,4
D Anderson,9,0,69
S Robinson,8,1,67
S Olonilua,11,0,59
E Demercado,6,0,28
M Collins,2,1,22
D Davis,1,0,19
J Reagor,1,0,8
A Nunez,0,0,2
J Austin,0,1,0
G Muehlstein,2,0,-2
V Edwards Jr,17,2,109
K Nelson,9,0,42
D Sands,4,0,18
K White,3,0,11
T OLeary,1,0,10
J Suggs,2,0,5
D Floyd,2,0,4
C Green,1,0,1
J Riggins,16,0,55
J Chase,10,0,33
D Goodwin,6,0,15
D Golatt Jr,2,0,14
D Adeleke,2,0,1
D Harris,5,1,-3
N Harris,13,1,135
D Harris,12,0,61
J Hurts,5,0,32
T Tagovailoa,4,0,20
B Robinson Jr,5,0,16
J Jacobs,5,0,14
W Wand,11,0,60
A Weh Weh,4,0,45
M Murray,7,0,34
L Bonner,3,0,28
J Hansen,6,0,6
D Woolfolk,17,2,98
F Cooper Jr,10,0,81
C Holt,6,1,72
C Slomka,12,1,71
K Hopkins Jr,12,0,59
K Walker,7,0,32
A Davidson,4,0,18
A Hobbs IV,4,0,16
L Langdon,2,0,2
K Matthews,9,0,81
P Pickett,8,0,46
D King,2,0,6
F Hickson,1,0,4
K Shaa,1,0,-12
S Calvert,2,0,-15
J Whitlow,14,0,122
S Shivers,13,1,117
A Schwartz,3,1,50
K Martin,7,1,40
C Sandberg,3,0,35
M Hill,1,0,22
M Miller,1,1,14
A Martin,2,0,13
H Joiner,3,1,9
J Stidham,2,1,8
M Willis,3,0,2
C Tolbert,3,0,1
D Adams,1,0,1
T Farmer,10,0,40
E Gray,3,0,17
A Anderson,5,0,8
C Leggett,3,0,8
D Pearson Jr,4,0,7
G Cook,2,0,3
K Davis,2,0,-14
D Rocker,6,0,-22
E Benjamin,13,0,27
M Wilkins,8,0,25
I Floyd,3,0,3
N Harry,1,0,2
C Heyward,5,0,22
L Jefferson,3,0,20
L Scott,7,0,19
J Nailor,2,0,16
B Lewerke,8,0,-12
A Dillon,6,3,149
D Bailey,11,0,80
E Perry,4,0,37
B Glines,5,0,24
J Smith,1,0,20
J Dayne,5,0,19
T Levy,6,0,13
D Jones,5,1,11
M Walker,2,0,9
J Fadule,4,0,5
M McDonald,1,0,3
K White,1,0,0
A Brown,1,0,-5
D Cozier,12,0,43
J Bruno,6,0,30
G Wade,4,0,21
P Oliver,8,0,19
M Alexander,9,0,11
T Ayeni,1,0,7
M Vecchiarelli,1,0,3
E Clifford,1,0,-5
A Mattison,11,2,115
A Van Buren,13,1,75
J Hightower,1,1,55
C Cord,2,0,41
K Shakir,2,0,39
S Seibold,7,0,35
J Henderson,4,0,30
R Mahone,2,0,10
B Rypien,1,0,4
K Mensah,10,0,82
D Pindell,14,0,40
Z Scott,1,0,0
A Clair,16,0,44
C Lamar,3,0,7
B Denley,4,0,6
J Doege,5,0,-42
T Johnson,12,1,124
T Fleet Davis,15,2,102
L Harrison,8,1,86
A McFarland,8,0,69
J Leake,3,1,42
T Pigrome,2,0,15
J Jones,1,0,11
