completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
29,0,62,J Franklin,38,1,335
20,1,29,T Harris,26,1,200
1,0,1,A McPherson,1,1,1
0,0,0,M Gale,1,0,0
12,2,15,R Marve,20,0,94
1,0,7,B Brohm,5,0,7
19,1,38,B Mitchell,26,2,314
2,0,11,D Tate,2,0,17
19,1,37,H Burris,33,1,269
12,0,46,T Sunseri,18,0,165
6,1,17,B Smith,10,1,68
16,5,17,T Marsh,30,0,103
14,2,13,J Beck,22,2,114
2,0,0,T Lulay,4,0,17
19,0,27,B Smith,25,1,211
21,0,18,B Brohm,26,0,184
26,0,48,Z Collaros,38,4,400
24,1,39,T Harris,34,1,211
1,0,4,A McPherson,4,0,4
24,1,46,B Mitchell,36,1,251
13,0,11,J Franklin,28,0,105
5,0,37,M Reilly,10,0,90
20,2,42,T Harris,35,2,257
0,0,0,C Owens,1,0,0
22,1,27,Z Collaros,31,2,254
21,1,64,M Nichols,30,1,283
13,2,15,B Smith,28,1,114
22,0,50,M Reilly,40,3,352
25,2,25,B Mitchell,41,1,244
0,0,0,B Moniz,1,0,0
20,2,29,J Beck,29,1,207
0,0,0,J Jennings,1,0,0
26,0,33,H Burris,37,0,317
1,0,8,B Sinopoli,1,0,8
21,0,38,B Mitchell,34,2,268
15,3,58,J Jennings,27,0,251
9,0,22,J Beck,16,0,82
12,3,27,J Matthews,20,0,157
7,0,33,Z Collaros,10,1,90
6,0,21,J Harris,12,0,59
7,1,14,M Reilly,22,0,49
16,1,71,K Glenn,29,2,227
35,0,53,H Burris,45,2,477
14,2,43,J Crompton,27,2,181
23,1,19,M Nichols,48,0,189
1,0,15,B Brohm,1,0,15
18,0,42,M Nichols,28,2,234
27,1,47,B Mitchell,35,1,333
0,0,0,M McDaniel,1,0,0
23,1,43,M Reilly,31,2,209
1,0,10,J Lynch,1,0,10
18,1,32,J Jennings,30,2,281
27,1,36,H Burris,38,2,313
24,2,38,T Harris,36,2,282
14,1,49,K Glenn,31,1,212
14,2,31,R Cato,21,1,170
8,2,24,J Crompton,18,0,97
45,0,29,H Burris,53,2,504
1,0,6,D OBrien,1,0,6
12,1,26,A Boone,18,2,147
12,0,12,R Cato,17,0,75
15,1,58,J Matthews,23,0,155
25,0,20,B Mitchell,40,1,230
22,0,50,M Nichols,39,1,320
30,2,55,M Reilly,42,1,298
19,0,82,J Jennings,25,4,364
1,0,21,A Collie,1,1,21
15,2,50,K Glenn,21,0,185
5,1,47,B Smith,8,1,94
32,2,55,T Harris,44,5,397
27,1,38,H Burris,35,2,250
22,0,87,J Matthews,33,3,385
1,0,6,L Tasker,1,0,6
11,1,79,B Smith,20,2,243
11,1,14,K Glenn,17,0,67
17,2,31,B Mitchell,32,1,230
0,0,0,M McDaniel,1,0,0
29,2,33,M Reilly,40,1,264
24,2,79,J Jennings,31,3,372
19,0,26,M Nichols,34,1,179
9,1,37,T Marsh,14,1,119
9,0,22,R Cato,12,0,72
6,1,18,A Boone,12,0,51
16,1,36,T Harris,21,2,182
1,0,5,A McPherson,1,0,5
34,0,39,H Burris,43,1,370
27,3,33,M Nichols,40,3,241
26,3,23,T Harris,44,1,260
21,0,49,B Mitchell,28,2,266
24,3,69,M Reilly,40,1,332
1,0,0,J Lynch,1,0,0
22,1,29,J Jennings,35,1,229
26,3,22,K Glenn,44,1,226
21,0,43,J Matthews,25,1,241
23,1,47,J Jennings,33,3,247
22,2,64,J Matthews,32,2,270
12,0,22,R Ray,15,0,107
11,1,19,T Harris,14,0,102
27,0,43,K Glenn,35,3,294
0,0,0,A Boone,1,0,0
17,2,50,M Nichols,26,2,282
1,0,12,B Brohm,1,0,12
29,2,51,H Burris,43,1,413
0,0,0,T DeMarco,1,0,0
11,0,65,B Smith,15,1,191
7,0,29,K Price,9,1,84
29,1,50,M Reilly,39,3,377
26,1,35,R Ray,38,1,227
21,2,44,J Jennings,33,2,259
21,0,24,B Mitchell,29,3,247
2,0,14,D Tate,4,0,22
15,1,59,K Price,26,1,183
10,0,35,B Smith,13,0,90
20,2,18,J Matthews,35,0,160
4,0,27,J Harris,5,0,60
17,1,23,H Burris,34,0,187
29,0,28,M Reilly,35,3,308
18,1,53,K Glenn,27,3,236
0,0,0,S Green,1,0,0
14,1,57,T Harris,21,1,210
9,0,23,R Ray,12,1,89
16,0,32,D Davis,25,0,169
2,0,6,M Nichols,3,0,29
28,1,53,H Burris,37,6,368
11,0,28,J Masoli,21,1,148
3,0,17,J Harris,6,0,41
14,0,50,T Lulay,20,0,181
2,0,25,G McGhee,6,0,28
18,0,70,D Tate,22,2,231
2,0,22,B Moniz,2,1,29
21,0,48,B Bridge,28,2,221
14,0,40,B Smith,19,3,188
10,0,32,K Price,15,1,140
12,1,42,J Masoli,18,1,141
1,0,10,J Harris,2,0,10
22,1,29,R Ray,34,1,220
1,0,19,A McPherson,1,0,19
15,0,61,B Mitchell,24,2,199
10,0,30,T Lulay,19,0,119
4,1,24,J Jennings,7,0,56
17,0,93,H Burris,32,1,326
30,1,66,J Masoli,42,2,349
1,0,39,L Tasker,1,0,39
31,0,57,M Reilly,39,3,370
25,1,66,B Mitchell,38,2,381
21,0,32,M Reilly,35,2,269
22,1,24,H Burris,29,2,220
