name, rushes, rushing touchdowns, rushing yards
A Kemper,6,0,36
J Walker,4,0,27
J Trainor,3,0,19
M Giachinta,3,1,10
J McNichols,24,2,89
K Young,13,0,48
R Finley,11,0,30
D Demas,4,0,20
D Washington,8,0,14
C McClatcher,2,0,6
J Mickens,1,0,5
M Gaskin,5,0,5
J Browning,4,0,3
L Coleman,1,0,-2
T Bateman,9,0,63
K Neal,10,0,35
T Boyd,1,0,9
G Smith,1,0,-1
N Arbuckle,4,0,-7
K Phillips,19,0,90
A Buie,16,0,56
M Johnson,17,0,32
S Collins,17,0,152
S Woods,15,0,63
C Brown,14,0,54
M McMaryion,1,0,4
R Nall,2,0,4
V Bolden,5,0,4
R Dockery,1,0,3
M Davis,24,0,115
X Jones,13,1,38
P Line,9,0,24
B West,6,0,17
D Colbert,2,0,9
S Linwood,8,0,75
T Williams,8,0,73
D Chafin,12,1,71
S Russell,6,1,59
J Jefferson,2,0,28
J Stidham,1,0,-6
J Fredericks,14,1,103
J Hill,17,0,75
G Morris II,12,0,71
D Strickland,2,1,42
E Dungey,8,0,20
T Perkins,1,0,5
T Hunt,1,0,2
B Lewis,1,0,-1
E Phillips,1,0,-2
J Franklin,8,0,23
J Bogan,3,0,21
L Bellamy,3,0,9
Z Terrell,9,0,-35
L Scott,13,0,77
M London,13,2,59
G Holmes,9,1,54
R Shelton,3,0,6
D Terry,1,0,2
D Johnson,11,1,82
B Washington,6,1,62
G Brown,3,0,39
T McVey,3,1,37
J Owens,9,0,36
J LaCoste,7,0,36
S Hester,6,1,34
A Duty Tyson,4,0,22
B Driskell,2,0,18
S Davern,4,1,15
J Stafford,2,0,7
D Rushing,1,0,6
R Cleveland,1,0,5
T Williams,1,0,0
N Romine,3,0,-5
D Henry,13,3,147
K Drake,10,1,77
D Harris,9,0,23
C Bateman,2,0,4
J Coker,3,0,-13
A Erickson,1,0,25
C Clement,8,0,16
T Deal,6,0,14
D Ogunbowale,3,0,9
J Stave,3,0,-24
M Cox,11,1,101
J Moore,9,1,64
J Caruso,6,0,61
T Upshaw,10,0,46
T Lamb,4,0,41
J Boyd,7,0,34
S McElfresh,1,1,17
R Fergerson,2,0,14
E Davidson,6,0,12
A Collins,12,1,127
R Williams III,16,0,45
K Walker,5,1,11
B Allen,1,0,-1
A Jones,15,0,70
A Golden,2,1,8
K Johnson,9,0,7
J White,1,0,4
J Laufasa,3,0,1
T Hughes,2,0,-5
P Barber,24,0,115
R Thomas,6,0,27
R Louis,4,1,21
J Robinson,2,0,16
J Johnson,5,1,11
L Jackson,16,1,106
B Radcliff,17,2,76
T Samuel,1,0,21
J Smith,5,0,20
R Bonnafon,8,0,14
L Scott,1,0,1
T Rouse,8,2,81
J Hilliman,16,0,47
M Outlow,9,0,37
T Smith,2,0,26
D Wade,11,0,18
R Wilson,2,0,1
S Alston,1,0,-6
A Taylor,17,2,104
J Johnson,11,1,69
J Hawkins,10,0,37
T Daniel,2,1,9
J Licata,2,0,9
J OHagan,1,0,-16
K Muhammad,8,0,92
T Watson,8,1,30
F Hale,5,0,24
V Enwere,5,1,19
D Lasco,5,1,14
J Coprich,5,1,10
C Forrest,2,0,1
T Green,17,1,127
H Williams,18,1,95
M Boone,13,2,86
L Wright,1,0,-1
G Kiel,1,0,-9
W Gallman,14,2,92
Z Brooks,7,1,52
C Fuller,7,0,26
C Davidson,5,0,25
D Watson,2,0,22
T Dye,4,2,15
K Bryant,2,0,15
N Schuessler,2,0,-25
J Oden,11,0,74
I Matthews,6,1,53
D Thompson,6,0,47
D Dawkins,5,0,37
D Gaines,1,1,18
N Stevens,2,0,-4
C Key,2,0,-8
C Hairston,18,4,154
A Scott,11,0,42
B Kemp,3,0,-3
D Jackson,19,2,117
Jr,11,0,58
S Vann,11,0,51
B Banham,4,0,27
B Roback,2,0,3
R Lawry,28,4,223
J Cox,7,0,33
S Bentley,4,0,-4
K Taylor,8,1,54
W Grier,4,1,43
J Scarlett,8,1,34
J Cronkrite,5,1,24
T Harris,5,0,23
J Grady,2,0,21
C Harrison,5,0,17
M Herndon,2,0,11
A Callaway,1,0,8
L Rose III,12,1,64
T Morgan,1,0,8
X Hall,2,0,1
T Rogers,7,0,0
O Clark,1,0,-1
D Cook,19,2,156
M Pender,14,1,92
J Patrick,3,0,13
F Stevenson,1,0,6
E Golson,4,0,-1
T Jones,10,0,39
C White,3,0,26
S Mayberry,5,0,21
C Nutall,5,1,13
R Lowe,8,0,13
L Kaba,1,0,11
S Johnson,1,0,9
N Chubb,16,2,120
K Marshall,10,2,73
S Michel,6,0,41
B Douglas,3,0,17
G Lambert,1,0,-1
B Ramsey,1,0,-6
G Smith,13,0,26
K Watson,5,0,11
D McNeal,7,0,6
R Ceaser,1,0,2
G Ward Jr,14,2,101
K Farrow,11,0,49
D Ayers,4,0,44
J Webb,5,2,39
R Jackson,7,1,28
A Schulz,2,1,12
T Gray,1,0,-2
J Howard,20,3,145
D Redding,16,2,57
N Sudfeld,5,0,46
L Daniels Jr,26,0,123
J Canzeri,5,1,28
C Beathard,8,2,26
A Wadley,3,0,17
M Joly,1,0,8
M Koehn,1,0,8
T Brown,11,0,68
M Warren,6,0,19
J Thomas,6,1,11
J Lanning,1,0,0
S Richardson,7,0,-18
K Kinner,27,2,157
M Cozart,18,0,94
T Parmalee,1,1,19
D Mann,4,0,13
R Schadler,1,0,2
J Silmon,6,0,51
C Jones,10,0,43
J Hubener,9,0,38
W Dimel,8,2,29
G Gronkowski,2,0,16
A Delton,3,0,10
J Ertz,1,0,5
S Williams,10,1,135
J Kemp,3,0,34
M Horton,6,1,28
R Timmons,1,0,-3
P Towles,6,0,-16
T Pierce,10,2,110
E McGuire,27,0,86
J Nixon,5,1,37
B Haack,5,1,14
K Dixon,9,1,106
B Martin,7,0,45
B Scott,4,0,25
J Driskel,3,1,15
J Craft,2,0,6
P Wilson,1,0,6
J Dancy,2,0,2
R Higgins,4,0,2
B Ross,18,1,150
T Johnson,10,1,83
W Brown,13,1,74
P Hills,3,0,25
C Rowe,1,0,9
J Cooper,18,2,102
J Henderson,15,1,73
S Craft,12,0,72
P Lynch,3,0,27
D Dorceus,6,2,19
T Wallace,3,0,12
A Miller,1,0,5
D Lee,1,0,4
C Holgorsen,1,0,3
M Walton,10,1,85
T Gray,8,1,77
J Yearby,6,1,40
M Lewis,1,0,-2
B Kaaya,1,0,-5
A Smith,12,2,86
K Young,10,0,59
D Kummer,6,0,35
G Ragland,4,0,19
L Ross,4,0,16
S McInnis,2,0,6
E Brazley,6,1,88
D Buford,4,1,68
J Walton,3,2,65
A Judd,11,0,50
J Wilkins,6,0,41
D Kincade,3,0,24
C Kelly,1,1,20
M Johnson,1,0,3
I Witter,13,0,33
R Hansbrough,2,0,23
T Hunt,5,0,20
M Steward,5,0,14
M Mauk,6,0,8
C Abbington,1,0,5
D Lock,1,0,-5
J Parker,16,1,68
S Tucker,14,0,61
R Garnett,10,1,45
J Bryson,9,2,33
J Willis,3,0,27
A Grammer,3,0,14
R James,2,0,12
D Frazier,2,0,12
B Stockstill,1,0,-7
N Genovese,1,0,-22
C Swain,11,1,126
D Sanders,3,0,66
Q Ezell,6,2,44
D Romine,3,0,25
T Smith,5,0,23
S White,4,1,22
T Gulley,1,0,21
K Reynolds,11,1,21
J Walker,1,0,15
C Cass Jr,1,0,8
D Brown,1,0,0
M Dayes,24,2,126
R Gallaspy II,13,0,50
J Samuels,4,3,37
D Nichols,5,0,30
J Brissett,7,0,12
J McClendon,2,0,4
N Hines,2,0,-3
B Grazen,1,0,-5
B Burks,14,1,124
D Pruitt,1,0,9
J Chunn,5,1,8
B Silvers,3,0,-5
A Flakes,1,0,-7
T Newby,10,1,43
I Cross,7,0,34
A Moore,2,0,24
M Wilbon,6,0,14
B Reilly,1,0,11
T Armstrong Jr,9,0,2
J Turner,2,0,-2
T Hill,9,2,72
A Hine,4,0,37
T Mangum,5,0,26
M Juergens,1,0,7
A Brown,3,0,1
N Carter,4,0,-11
J Bouagnon,21,3,152
D Hare,10,0,14
D Maxwell,2,0,8
K Harris Jr,3,0,6
E Saffold,1,0,5
A Turner,2,0,3
T Lewis,1,0,3
C Beebe,1,0,-5
K Whitely,21,0,68
K Palendech,5,1,42
B Decker,10,0,35
G Naufahu,4,0,14
L Thomas,5,0,13
X Campbell,1,0,5
D Chestnut,6,2,108
L Jordan,5,1,62
R McQuarley,11,0,53
J Pressley,10,1,47
R Jordan,6,0,33
D Anaya,2,1,12
T Owens,3,2,11
D Gamblin,2,0,11
C Wiggins,0,0,7
D Woodhouse,5,0,5
R Henderson,0,1,0
J Jackson,28,0,134
C Thorson,8,1,68
S Vault,6,0,25
W Long,7,0,21
J Roberts,2,0,-11
C McCaffrey,12,0,66
R Wright,5,0,20
B Sanders,2,0,9
F Owusu,1,0,1
B Love,1,0,-2
K Hogan,6,0,-9
C Prosise,20,0,98
J Adams,5,2,49
D Williams,7,0,24
T Folston,3,0,19
M Zaire,9,0,16
D Kizer,2,0,10
T Hunter Jr,1,0,2
J Anderson,2,0,0
A Carlisle,1,0,-1
J Gray,8,0,40
T Swoopes,10,0,17
D Foreman,3,0,5
D Johnson,2,0,4
C Warren III,3,0,4
A Foreman,1,0,2
J Heard,2,0,-12
S Perine,11,1,33
J Mixon,5,0,27
A Ross,3,0,20
D Brooks,4,0,11
B Mayfield,6,1,8
T Knight,1,0,6
R Anderson,1,0,5
D Westbrook,1,0,-8
T Chapman,14,0,48
C Hundley,8,0,36
T Woodson,3,0,30
D Alexander,7,0,16
H Lawrence,6,0,11
I Davis,1,0,4
V Edwards Jr,1,0,4
R Cooper,1,0,0
M Means Jr,1,0,-4
K Pohl,2,0,-7
R Freeman,21,3,180
V Adams Jr,14,0,94
K Benoit,11,1,83
T Brooks James,6,2,63
T Griffin,3,0,60
B Addison,1,0,7
Q Ollison,16,1,207
J Conner,8,2,77
C James,7,0,32
C Voytik,8,1,6
Q Henderson,1,0,3
D Hall,3,0,0
A Walter,12,1,107
D Dillard,15,2,93
D Jackson,13,1,79
N German,3,1,74
S Stewart,1,0,21
L Turner,6,2,21
J Davis,2,0,9
J Hicks,18,2,118
P James,15,0,82
R Martin,10,0,69
H Rettig,2,1,17
J Goodwin,2,1,5
X Johnson,7,1,121
T Thomas,9,0,56
T Timmons,4,1,48
D Ayoola,4,0,9
D Davis,2,0,1
C Clements,4,0,-9
C Price,10,0,66
D Pumphrey,19,1,62
M Smith,3,0,23
D Gordon,2,0,9
R Penny,1,0,6
M Stamps,1,0,0
M Mack,23,1,131
D Tice,8,1,77
Q Flowers,7,1,63
S Bench,4,1,20
D Johnson,2,0,15
I Smith,8,0,69
J Richard,16,0,48
J Hayes,6,0,13
D Bradley,2,0,1
N Mullens,4,0,-29
D Prescott,8,1,72
B Holloway,7,0,51
A Shumpert,8,0,38
N Fitzgerald,2,0,36
D Lee,1,0,6
A Williams,1,0,2
M Dear,1,0,0
J Thomas,29,2,135
P Walker,7,1,11
R Armstead,4,0,8
J Gardner,2,0,-2
S Benjamin,1,0,-3
A Lynch,10,1,78
B Polk,2,0,50
M Allen,2,0,7
S Barkley,1,0,1
D Thompkins,1,0,0
C Hackenberg,11,0,-59
A Kamara,15,2,144
J Hurd,23,3,123
J Dobbs,12,1,89
J Kelly,8,0,29
Q Dormady,3,0,10
J Jennings,2,0,3
V Pearson,1,0,1
F Coppet,12,0,63
T Greene,9,0,34
M Johnson,10,0,22
R Burbrink,1,1,7
R Moore,1,0,-1
D Wilson,1,0,-1
D Brewer,16,0,92
Z Langer,24,3,89
K Lucas,2,0,21
D Evans,9,1,-8
G Howell,22,2,138
J Johnson,20,0,97
J Warren,14,1,67
M Clark,2,0,12
H Bussey,1,0,3
T Carson,29,1,96
K Murray,6,0,69
J White,2,0,12
K Allen,7,1,3
D Richard,16,0,73
D Foster,3,0,13
D Hayes,7,0,6
M Bercovici,15,1,0
D Washington,13,0,74
P Mahomes II,5,0,48
J Stockton,7,1,25
Q White,4,0,21
D Felton,1,0,3
J Grant,1,1,3
S Jamabo,9,0,79
P Perkins,14,0,59
B Olorunfunmi,5,0,30
M Jack,2,1,7
J Rosen,1,0,0
T Mizzell,16,0,45
A Reid,12,0,31
M Johns,3,0,11
V Croce,1,0,7
N Conte,1,0,6
T Madden,12,1,102
R Jones,6,1,86
A Ware,6,1,28
S Vainuku,1,0,3
D Davis,1,0,2
C Kessler,5,0,-35
F Knighten,14,0,58
M Gordon,11,1,53
W Wand,10,0,52
J White,6,0,30
L Moragne,4,0,9
B Mays,1,0,4
J Tabary,1,0,3
J McKissic,1,0,2
T Trosin,2,0,-3
G Wicks,14,0,63
J Morrow,8,0,33
L Falk,8,0,8
W Smallwood,11,1,96
R Shell,8,1,42
W Crest Jr,4,1,24
D Thomas Williams,7,0,19
S Howard,9,0,7
M Breida,17,0,70
F Upshaw,16,0,64
L Ramsby,10,0,28
W Fields,9,0,17
C Thornton,1,0,7
T Banks,2,0,5
V Harley,2,0,4
B Hill,10,0,31
S Wick,6,0,15
C Coffman,3,0,-17
D Johnson,11,1,89
M Birdsong,10,0,43
R Watson,6,0,33
D Knox,22,1,102
M Jones,12,1,72
A Appleby,12,1,12
D Anthrop,1,0,-2
J Coleman,12,0,43
T McMillian,6,0,26
S Rogers,3,0,23
T Edmunds,11,0,23
B Motley,7,0,17
M Brewer,4,0,0
G Stroman,1,0,-4
E Elliott,11,1,122
C Jones,13,1,99
B Miller,5,1,61
J Barrett,1,0,40
W Ball,3,0,16
B Dunn,1,0,12
C Samuel,1,0,10
L Allen,12,1,81
D Ferby,14,1,43
A Davis,2,0,29
T Taylor,2,0,6
B Doughty,3,0,-6
K Dixon,22,2,168
J Driskel,9,1,55
J Warren,11,1,132
G Howell,13,0,78
M Clark,3,0,9
H Bussey,1,0,6
J Johnson,2,0,6
J Driskel,3,0,-8
J Yearby,18,1,146
M Walton,14,3,42
T Gray,8,0,41
M Rosier,1,0,6
B Kaaya,1,0,-6
D Booker,31,1,120
T Wilson,5,1,49
K Thompson,6,1,23
J Williams,1,0,3
K Fulks,1,0,0
C Keeton,12,0,46
L Hunt,14,0,37
D Mays,6,0,34
N Romine,19,1,116
D Johnson,21,3,103
J Owens,11,0,85
G Brown,4,1,78
S Davern,6,0,24
B Driskell,2,0,10
T Williams,1,0,9
B Washington,3,0,8
T Ervin,12,1,121
K Potter,7,0,25
J Lawson,1,0,4
C Hundley,11,1,59
K Pohl,2,0,9
C Grice,1,0,1
T Chapman,10,0,-22
O Ollison,21,1,81
D Hall,12,1,52
N Peterman,7,0,12
T Boyd,1,0,-6
C Voytik,4,0,-10
M Gordon,17,0,67
J White,6,0,21
W Wand,4,0,18
J McKissic,4,0,11
J Tabary,2,0,-7
F Knighten,11,0,-8
D Paschal,1,0,-9
M Mauk,10,0,75
I Witter,12,0,50
R Hansbrough,5,0,15
T Hunt,2,0,4
M Steward,2,0,0
D Henry,18,3,96
D Harris,8,0,55
K Drake,6,0,40
D Gore,2,0,9
R Clark,2,0,9
C Bateman,2,0,6
J Coker,1,0,5
B Stockstill,5,0,29
J Parker,8,0,25
S Tucker,13,0,18
J Bryson,3,0,9
A Grammer,2,0,5
A Collins,20,1,54
B Allen,3,0,23
K Walker,5,0,17
D Mitchell,1,0,5
R Williams III,1,0,4
K Hatcher,1,0,0
D Jones Moore,10,1,61
M Remy,9,0,33
P Ely,1,0,3
C Jones,1,0,-5
P Barber,23,1,125
R Thomas,8,0,22
K Johnson,2,0,8
J Johnson,4,0,7
R Louis,1,0,3
D Richard,25,2,121
D Foster,12,0,76
T White,1,0,59
D Hayes,2,0,7
M Bercovici,2,0,-10
S Linwood,18,3,130
J Jefferson,12,1,121
T Williams,14,0,121
D Chafin,7,0,35
S Russell,2,0,5
J Stidham,3,1,0
J Smith,5,3,89
M Willis,7,0,77
M Outlow,4,1,42
R Wilson,8,0,39
T Rouse,6,3,36
J Hilliman,3,1,25
T Flutie,1,0,20
D Wade,1,0,17
M Walker,1,0,14
S Alston,1,0,12
A Hine,19,1,93
A Brown,5,0,22
M Juergens,2,0,4
N Carter,2,0,2
T Mangum,10,1,-38
J McNichols,15,2,46
D Demas,5,0,21
R Finley,9,0,5
S Williams Rhodes,1,0,3
D Lasco,19,1,123
V Enwere,5,1,33
K Muhammad,4,0,10
T Watson,3,0,9
J Coprich,2,0,5
K Lawler,1,0,5
J Goff,2,0,-21
D Pumphrey,21,0,76
C Price,9,0,35
R Penny,5,0,34
M Stamps,2,0,10
D Gordon,2,0,3
M Smith,2,0,-5
C Chapman,1,0,-9
A Buie,12,0,80
K Phillips,8,1,53
G Duncan,7,0,28
B Smith,4,0,20
B Barden,10,0,7
M Johnson,5,0,4
L McNeill,1,0,0
T Green,13,1,59
H Williams,9,0,45
M Boone,6,0,16
G Kiel,3,0,10
J Thomas,26,1,193
R Armstead,5,0,22
R Anderson,1,0,5
S Benjamin,1,0,2
P Walker,2,0,-5
W Gallman,15,1,79
C Fuller,4,0,18
K Bryant,3,0,17
D Watson,9,0,17
C Davidson,6,0,14
T Dye,3,0,9
Z Brooks,1,0,1
N Schuessler,2,0,0
M Cox,25,0,104
T Upshaw,11,0,69
J Boyd,4,0,17
T Lamb,3,0,8
D Hopkins,1,0,7
J Barbour,1,0,-2
M Walker,8,0,34
J Hayes,7,0,32
D Spalding,10,0,17
M Chapman,1,1,11
J Roberson,4,0,6
C Rush,2,0,-22
M Adkins II,19,1,119
C Powell,8,2,105
P Lindsay,10,1,73
P Carr,10,0,55
S Liufau,8,1,36
K Evans,3,0,4
J Gehrke,1,0,-2
M Young,7,0,62
S Abrokwah,9,0,56
M Michel,1,0,22
J Wilson,5,1,21
R Comis,1,0,8
E Long,1,0,6
L Woodley,1,0,1
L Laurent,1,0,-14
B Frohnapfel,3,0,-15
A Newsome,13,1,73
R Johnson,18,1,39
B Shirreffs,12,0,31
M DeLorenzo,1,0,3
N Thomas,1,0,1
A Bradshaw,16,1,129
J Walker,4,0,24
A Kemper,4,0,11
J Trainor,1,0,8
M Giachinta,3,0,6
J Asberry,2,0,6
D Harris,2,0,2
D Bell,1,0,-6
D Dawkins,19,1,92
J Oden,8,0,30
T Jarrells,7,0,28
C Key,2,0,8
X Williams,2,0,7
N Stevens,2,0,6
J Hansley,1,0,1
R Smith,21,0,108
M Leidner,11,0,47
R Williams Jr,6,0,20
C Streveler,3,0,5
T Sirk,9,1,86
S Powell,16,0,71
S Wilson,17,1,57
N Pierre,6,0,41
P Boehme,6,1,26
Z Boden,4,1,12
K Taylor,16,1,55
J Cronkrite,9,0,47
T Harris,3,0,32
J Scarlett,4,0,24
W Grier,3,0,10
B Powell,1,0,3
M Herndon,1,0,-1
C Hairston,17,0,15
J Summers,1,0,1
A Scott,1,0,-2
B Kemp,3,0,-27
D Cook,30,3,266
M Pender,7,0,29
E Golson,8,0,-15
M Mack,18,0,83
Q Flowers,14,0,38
D Tice,2,0,24
D Johnson,2,0,4
M Breida,11,4,176
F Upshaw,16,0,103
W Fields,6,0,82
L Ramsby,13,1,42
C Thornton,2,0,7
L Hunt,1,0,2
T Banks,2,0,2
J Franklin,17,0,58
J Bogan,3,0,14
L Bellamy,1,0,0
Z Terrell,4,0,-12
M Jordan,3,1,72
J Thomas,10,1,71
P Skov,11,1,50
B Swilling,6,0,49
C Lynch,1,1,45
M Marshall,6,0,37
Q Searcy,6,1,35
B Snoddy,4,0,35
M Allen,2,1,20
I Willis,1,0,13
T Marshall,2,0,10
R Braswell,3,0,5
R Hinojosa,1,0,-3
L Thompson,13,0,74
R Kelley,4,0,22
D Hilliard,9,0,19
S Badie,2,0,2
J Rounds,1,0,-5
T Lee,3,0,-15
K Vaughn,15,0,53
J Ferguson,13,1,39
H Enyenihi,8,1,34
C Crouch,2,0,18
V Bentley,1,0,5
J Howard,27,0,159
D Redding,16,0,53
R Jones,1,0,11
N Sudfeld,7,2,-17
A Gardner,18,0,61
T Anderson,3,0,33
A McGough,7,0,30
A Jones,2,0,4
A Samuel,2,0,2
T Ryen,4,0,23
T Brown,9,0,19
S Richardson,10,0,13
M Warren,3,0,9
J Thomas,1,0,-1
J Canzeri,24,1,124
C Beathard,10,0,77
L Daniels Jr,8,0,56
M Koehn,1,0,17
J Parker,1,0,-12
K Kinner,16,1,113
D Mann,10,0,36
R Schadler,6,0,28
M Cozart,11,1,18
D Ford,3,0,-1
J Henderson,11,1,77
M Frazier,3,1,64
J Cooper,9,1,57
D Dorceus,7,1,49
S Craft,7,1,15
P Lynch,6,0,14
J Oglesby,1,0,11
A Miller,3,0,7
C Holgorsen,1,0,3
T Jones,1,0,0
R Proctor,1,0,-14
T Durham,15,1,77
N Holley,9,0,68
N Terhune,1,0,44
C Reardon,7,0,29
G Bollas,15,1,26
R James,7,0,18
M Washington,6,0,15
M Hibbler,2,0,5
A Melchiori,1,0,0
E McGuire,14,5,162
B Haack,5,0,55
T Pierce,12,1,52
B Luckett,12,1,84
G Smith,5,1,46
K Watson,8,0,31
E Carrington,2,0,16
D McNeal,5,1,14
B Brown,5,0,10
R Ceaser,1,0,1
B Radcliff,10,0,43
L Jackson,12,1,16
J Smith,4,1,11
K Farrow,27,0,109
G Ward Jr,21,0,98
R Jackson,3,0,13
J Webb,2,0,12
D Ayers,3,0,-1
P Hills,8,0,94
W Brown,9,0,53
B Ross,8,0,10
L Jacobs,1,0,-1
F Coppet,15,0,109
T Greene,18,1,65
D Wilson,7,0,28
R Moore,1,0,4
M Johnson,9,0,-5
M London,18,0,103
L Scott,11,2,76
R Shelton,2,0,22
C Cook,2,0,4
D Terry,1,0,-4
R Freeman,24,1,92
T Brooks James,3,0,20
V Adams,14,1,6
C Nelson,1,0,4
K Benoit,1,0,1
D Smith,23,3,126
D Green,8,1,35
T Isaac,6,0,35
S Houma,2,0,20
J Chesson,1,0,4
R Taylor Douglas,1,0,3
D Johnson,1,0,3
J Kerridge,2,0,3
J Butt,0,0,2
J Rudock,3,0,-5
C Brown,7,0,33
V Bolden,4,0,30
S Collins,11,0,28
S Woods,3,0,13
D Sands,3,0,13
M McMaryion,3,0,-7
D Kincade,4,0,48
J Wilkins,7,0,40
J Walton,6,0,38
A Judd,4,1,36
C Kelly,4,1,32
E Brazley,4,1,14
D Buford,2,0,8
R Buchanan,1,0,3
J Liggins,1,0,1
R Nkemdiche,1,1,1
M Waller,28,0,91
C Virgil,3,0,22
D Garrison,9,0,22
M Micenheimer,8,0,16
Z Greenlee,4,0,12
B Holloway,5,0,37
A Shumpert,10,0,30
A Williams,1,0,-5
D Prescott,10,1,-19
L Fournette,28,3,159
B Harris,5,0,48
D Williams,12,0,45
T Dural,2,0,14
E Hood,16,2,56
M Williams,4,1,53
M Trubisky,3,1,33
C Henderson,2,0,24
T Williams,4,0,19
K Francis,5,0,14
C Brunson,4,0,10
T Logan,4,0,5
R Morris,1,0,2
M Dayes,24,3,116
R Gallaspy II,8,0,25
J Samuels,3,1,24
J Brissett,6,0,9
J Alston,1,0,7
J McClendon,1,0,6
N Hines,1,0,5
D Nichols,1,0,4
B Bodine,3,0,3
T Newby,28,2,198
M Wilbon,3,0,21
A Moore,1,0,19
I Cross,1,1,9
B Reilly,1,0,5
T Armstrong Jr,2,0,4
D Ozigbo,1,0,2
X Johnson,7,0,28
D Ayoola,5,0,15
T Thomas,4,0,5
T Timmons,3,0,3
C Garrett,1,0,-6
C Clements,2,0,-9
D Davis,2,0,-17
D Jackson,24,0,91
T Stewart,6,0,38
J Butler,9,0,33
B Wright,3,0,6
N Wilson,21,3,194
J Randall,3,1,60
O Bradford,5,0,46
Z Green,2,0,9
J Baker,3,0,5
A Solomon,6,0,-8
D Brown,10,0,55
J Bouagnon,15,2,52
J Huff,4,1,52
A Turner,2,0,49
D Hare,6,0,35
M Jones,1,0,9
R Graham,5,0,2
L Rose III,18,1,69
O Clark,1,0,14
X Hall,1,0,3
T Rogers,3,0,-2
K Neal,17,2,76
D Kirk,12,0,49
M Caffey,4,0,43
T Bateman,6,0,36
N Arbuckle,4,0,9
K Myers,1,0,2
N Height,1,0,-3
T Gipson,9,2,71
J Pressley,11,0,42
D Gamblin,4,0,42
L Jordan,9,0,35
C Wiggins,3,0,33
Z Rogers,2,0,10
T Owens,4,0,3
R McQuarley,1,0,2
D Chestnut,2,0,-5
A Apodaca,2,0,-9
Z Langer,33,1,139
D Brewer,20,1,133
K Lucas,2,0,20
