batters faced, earned runs, era, fly balls, ground balls, hit batters, hits allowed, home runs allowed, innings pitched, name, order, pitches, result, runs allowed, strike outs thrown, strikes, walks allowed
3,0,0.000,0,2,[],1,0,1.000,Derrick Turnbow,4,11,S,0,1,9,0
21,1,1.690,4,3,[],3,1,5.333,Oliver Perez,1,95,,1,9,61,3
5,2,18.000,1,1,[],0,0,1.000,Salomon Torres,2,23,L,2,1,12,2
1,0,0.000,0,0,[],1,0,0.000,Damaso Marte,3,3,BS,0,0,2,0
7,2,10.800,1,3,['Rickie Weeks'],2,1,1.667,Matt Capps,4,36,,2,1,25,0
24,7,12.600,2,11,[],9,2,5.000,Derek Lowe,1,69,L,8,2,50,1
4,2,27.000,1,1,[],0,0,0.667,Hong Chih Kuo,2,21,,2,0,10,2
6,0,0.000,2,0,[],1,0,1.333,Yhency Brazoban,3,32,,0,2,20,1
4,1,9.000,0,3,[],2,1,1.000,Franquelis Osoria,4,8,,1,0,6,0
4,0,0.000,3,0,[],0,0,1.000,Danys Baez,5,11,,0,0,6,1
22,5,11.250,2,7,[],6,0,4.000,Tim Hudson,1,83,,5,3,46,3
5,0,0.000,2,0,[],2,0,1.000,Lance Cormier,2,19,,0,1,12,0
3,0,0.000,2,0,[],1,0,0.667,Mike Remlinger,3,11,,0,0,8,0
7,0,0.000,3,1,['Jeff Kent'],1,0,1.333,Oscar Villarreal,4,14,W,0,0,8,0
5,3,81.000,1,0,[],4,0,0.333,Blaine Boyer,5,19,,3,0,11,0
2,0,0.000,0,0,[],1,0,0.333,John Thomson,6,5,H,0,1,5,0
6,2,13.500,0,3,[],2,0,1.333,Chris Reitsma,7,14,S,2,1,10,0
28,3,4.050,7,10,[],9,1,6.667,Jamie Moyer,1,80,,3,2,52,1
4,0,0.000,3,0,[],1,0,1.000,Rafael Soriano,2,21,,0,0,14,0
3,1,13.500,0,1,[],0,0,0.667,George Sherrill,3,15,L,1,1,9,1
4,1,13.500,0,1,[],1,0,0.667,JJ Putz,4,23,,1,1,14,1
24,3,5.400,5,5,['Kenji Johjima'],8,1,5.000,Bartolo Colon,1,95,,3,4,67,1
5,0,0.000,1,3,[],0,0,1.667,JC Romero,2,21,,0,1,12,0
4,0,0.000,3,0,[],0,0,1.333,Scot Shields,3,14,W,0,1,10,0
4,1,9.000,0,1,[],1,1,1.000,Francisco Rodriguez,4,18,S,1,2,13,0
26,1,1.500,4,9,[],6,0,6.000,Tom Glavine,1,100,W,1,5,57,3
9,1,4.500,0,4,[],5,0,2.000,Aaron Heilman,2,27,H,1,1,17,0
3,0,0.000,0,1,[],1,0,1.000,Billy Wagner,3,15,S,0,1,10,0
28,3,4.500,9,5,[],8,1,6.000,Livan Hernandez,1,113,L,3,4,69,1
4,0,0.000,1,0,[],1,0,0.667,Felix Rodriguez,2,20,,0,1,13,1
1,0,0.000,0,1,[],0,0,0.333,Joey Eischen,3,4,,0,0,3,0
4,0,0.000,0,2,[],1,0,1.000,Gary Majewski,4,9,,0,1,7,0
28,5,6.430,7,11,[],7,2,7.000,Rodrigo Lopez,1,90,W,6,2,64,1
3,0,0.000,1,2,[],0,0,1.000,LaTroy Hawkins,2,14,H,0,0,11,0
3,0,0.000,2,1,[],0,0,1.000,Chris Ray,3,16,S,0,0,9,0
22,6,13.500,4,4,[],8,3,4.000,Scott Kazmir,1,104,L,6,4,66,3
6,1,9.000,1,2,[],2,0,1.000,Jason Childers,2,26,,1,0,15,1
8,2,13.500,3,1,[],3,1,1.333,Ruddy Lugo,3,28,,2,0,15,1
5,0,0.000,1,4,[],1,0,1.667,Shawn Camp,4,11,,0,0,6,0
26,1,1.290,11,5,[],4,0,7.000,Jake Peavy,1,96,W,1,5,62,1
3,0,0.000,3,0,[],0,0,1.000,Scott Linebrink,2,8,H,0,0,6,0
4,0,0.000,0,3,[],1,0,1.000,Clay Hensley,3,11,,0,0,7,0
29,4,5.140,14,5,[],7,2,7.000,Jason Schmidt,1,109,L,4,2,70,1
3,2,54.000,0,1,[],2,0,0.333,Jack Taschner,2,11,,2,0,8,0
3,0,0.000,1,0,[],1,0,0.667,Jeremy Accardo,3,18,,0,1,11,0
20,8,21.600,3,4,[],9,1,3.333,Jon Lieber,1,74,L,8,3,48,1
5,2,27.000,2,0,[],2,1,0.667,Julio Santana,2,15,,2,0,8,1
10,1,4.500,2,3,[],4,1,2.000,Aaron Fultz,3,25,,3,1,17,0
7,0,0.000,3,3,[],1,0,2.000,Geoff Geary,4,24,,0,0,13,1
4,0,0.000,0,3,[],1,0,1.000,Rheal Cormier,5,12,,0,0,10,0
25,4,7.200,5,6,[],9,2,5.000,Chris Carpenter,1,97,W,4,4,63,1
6,1,6.750,1,1,[],2,0,1.333,Randy Flores,2,22,,1,2,15,0
3,0,0.000,0,1,[],1,0,0.667,Josh Hancock,3,11,,0,1,6,0
4,0,0.000,1,1,[],1,0,1.000,Adam Wainwright,4,19,,0,1,12,0
4,0,0.000,0,3,[],1,0,1.000,Brad Thompson,5,11,,0,0,8,0
23,5,9.000,8,4,[],7,1,5.000,Kevin Millwood,1,89,L,5,3,55,1
6,1,5.400,3,1,[],2,0,1.667,Scott Feldman,2,28,,1,1,19,0
3,0,0.000,0,0,[],2,0,0.000,Brian Shouse,3,14,,0,0,8,1
5,1,6.750,0,3,[],1,1,1.333,Joaquin Benoit,4,28,,1,1,18,0
3,0,0.000,2,1,[],0,0,1.000,Antonio Alfonseca,5,9,,0,0,7,0
27,2,2.570,11,5,[],5,1,7.000,Curt Schilling,1,117,W,2,5,79,1
3,0,0.000,1,1,[],0,0,1.000,Jonathan Papelbon,2,13,,0,1,10,0
5,1,9.000,2,1,[],2,0,1.000,Keith Foulke,3,14,,1,0,11,0
27,6,10.800,7,5,[],9,1,5.000,Aaron Harang,1,100,L,9,3,67,3
2,2,9999.000,0,0,[],2,0,0.000,Chris Hammond,2,8,,2,0,6,0
6,1,9.000,0,2,[],2,0,1.000,Mike Burns,3,28,,1,1,17,2
5,0,0.000,1,2,[],1,0,1.000,Matt Belisle,4,22,,0,0,14,1
4,0,0.000,2,1,[],1,0,1.000,Todd Coffey,5,10,,0,0,7,0
8,1,9.000,2,1,[],3,0,1.000,Rick White,6,20,,4,0,11,1
25,5,9.640,3,6,[],7,2,4.667,Carlos Zambrano,1,105,,5,5,58,5
1,0,0.000,1,0,[],0,0,0.333,Will Ohman,2,4,W,0,0,2,0
3,1,9999.000,0,0,[],1,0,0.000,Scott Williamson,3,18,,1,0,7,2
9,0,0.000,2,1,[],1,0,2.000,Scott Eyre,4,37,,1,3,21,2
4,0,0.000,0,2,[],1,0,1.000,Bob Howry,5,12,,0,1,7,0
5,0,0.000,0,2,[],1,0,1.000,Ryan Dempster,6,17,,0,1,10,1
27,1,1.290,7,7,[],6,0,7.000,Jason Jennings,1,98,,1,6,62,1
4,0,0.000,1,1,[],2,0,0.667,Ray King,2,9,,1,0,7,0
5,0,0.000,2,1,[],2,0,1.000,Jose Mesa,3,16,,0,0,12,0
4,0,0.000,0,1,[],0,0,1.333,Brian Fuentes,4,17,,0,3,14,0
5,0,0.000,2,1,[],1,0,1.000,Mike DeJean,5,18,W,0,0,9,1
27,1,1.290,2,17,[],5,0,7.000,Brandon Webb,1,97,,1,2,66,2
3,1,27.000,0,1,[],2,0,0.333,Terry Mulholland,2,10,BS,1,0,5,0
2,0,0.000,1,1,[],0,0,0.667,Brandon Lyon,3,3,,0,0,2,0
6,0,0.000,1,3,[],0,0,2.000,Luis Vizcaino,4,21,,0,2,15,0
4,1,27.000,1,0,[],2,0,0.333,Jason Grimsley,5,13,L,1,0,9,0
26,2,3.180,10,3,[],7,2,5.667,Scott Elarton,1,92,L,2,3,57,3
5,0,0.000,0,0,[],1,0,1.333,Elmer Dessens,2,23,,0,4,15,0
4,1,9.000,2,1,[],1,1,1.000,Andrew Sisco,3,10,,1,0,6,0
3,0,0.000,1,1,[],0,0,1.000,Ambiorix Burgos,4,8,,0,1,6,0
20,1,1.500,5,8,[],3,0,6.000,Kenny Rogers,1,81,W,1,5,54,0
8,0,0.000,2,1,[],1,0,2.000,Joel Zumaya,2,34,H,0,3,21,1
3,0,0.000,1,1,[],0,0,1.000,Fernando Rodney,3,13,S,0,1,9,0
28,7,13.500,3,8,[],13,3,4.667,Andy Pettitte,1,84,L,10,3,60,1
1,0,0.000,1,0,[],0,0,0.333,Russ Springer,2,3,,0,0,2,0
5,1,9.000,1,2,[],2,1,1.000,Chad Qualls,3,10,,1,0,9,0
4,0,0.000,1,2,[],1,0,1.000,Trever Miller,4,18,,0,0,11,0
3,0,0.000,0,1,[],0,0,1.000,Dan Wheeler,5,15,,0,2,11,0
4,0,0.000,0,3,[],1,0,1.000,Fernando Nieve,6,18,,0,0,12,1
23,0,0.000,8,5,['Preston Wilson'],3,0,6.000,Sergio Mitre,1,87,W,0,5,57,1
3,0,0.000,0,1,[],0,0,1.000,Todd Wellemeyer,2,10,,0,2,8,0
3,0,0.000,0,2,[],0,0,1.000,Chris Resop,3,7,,0,1,6,0
7,2,18.000,1,2,[],3,0,1.000,Matt Herges,4,23,,2,0,11,1
26,3,4.760,4,8,[],7,0,5.667,Rich Harden,1,103,,3,4,57,4
5,0,0.000,0,2,[],1,0,1.333,Justin Duchscherer,2,17,,0,2,12,0
4,0,0.000,1,1,[],0,0,1.000,Joe Kennedy,3,8,,0,1,10,1
5,0,0.000,1,2,[],1,0,1.000,Huston Street,4,20,W,0,0,9,1
28,3,3.860,9,6,['Jason Kendall'],5,2,7.000,Mike Mussina,1,102,,3,6,64,2
2,0,0.000,0,0,[],0,0,0.333,Mike Myers,2,13,,0,1,7,1
2,0,0.000,2,0,[],0,0,0.667,Kyle Farnsworth,3,10,,0,0,6,0
4,1,27.000,0,1,[],1,0,0.333,Scott Proctor,4,12,L,1,0,3,2
29,2,2.350,3,16,[],5,2,7.667,Roy Halladay,1,88,W,3,4,64,0
1,0,0.000,0,1,[],0,0,0.333,Scott Schoeneweis,2,6,H,0,0,4,0
3,0,0.000,1,0,[],0,0,1.000,BJ Ryan,3,18,S,0,2,13,0
28,4,6.350,8,6,[],10,1,5.667,Johan Santana,1,98,L,4,3,68,1
6,0,0.000,0,2,[],2,0,1.333,Juan Rincon,2,28,,0,2,20,0
5,2,18.000,1,2,[],2,1,1.000,Jesse Crain,3,28,,2,0,16,0
22,2,3.000,5,5,[],5,1,6.000,Chris Capuano,1,87,W,2,7,60,0
6,3,27.000,2,1,[],3,1,1.000,Jose Capellan,2,25,,3,0,17,0
4,0,0.000,3,0,[],0,0,1.000,Danny Kolb,3,18,H,0,0,10,1
5,0,0.000,2,1,[],2,0,1.000,Derrick Turnbow,4,19,S,0,0,11,0
22,3,6.230,5,3,[],8,0,4.333,Victor Santos,1,93,L,3,4,52,2
9,3,20.250,2,1,['Damian Miller'],4,1,1.333,Ryan Vogelsong,2,36,,3,1,21,0
1,0,0.000,0,0,[],0,0,0.333,Damaso Marte,3,5,,0,1,3,0
3,1,9999.000,0,0,[],3,0,0.000,John Grabow,4,10,,1,0,5,0
2,0,9.000,1,2,[],0,0,1.000,Salomon Torres,5,11,,0,0,7,0
5,0,0.000,1,2,[],1,0,1.000,Roberto Hernandez,6,20,,0,0,11,1
21,1,1.800,3,4,[],5,1,5.000,Brad Penny,1,92,W,1,8,62,0
12,3,9.000,2,3,[],3,1,3.000,Jae Seo,2,49,,3,4,31,0
4,0,0.000,2,0,[],1,0,1.000,Danys Baez,3,17,S,0,1,11,0
24,5,9.000,4,8,[],9,1,5.000,John Smoltz,1,86,L,5,3,58,2
8,0,0.000,4,0,[],0,0,2.000,Chuck James,2,42,,0,2,24,2
5,0,0.000,2,1,[],1,0,1.000,Lance Cormier,3,25,,0,0,11,1
28,3,4.260,6,11,['Juan Rivera'],7,1,6.333,Joel Pineiro,1,97,W,3,2,65,2
2,0,0.000,2,0,[],0,0,0.667,Rafael Soriano,2,12,H,0,0,7,0
5,2,16.200,0,1,[],2,1,1.000,JJ Putz,3,17,H,2,2,12,0
7,3,27.000,1,1,[],3,1,1.000,Eddie Guardado,4,41,,3,1,25,1
23,5,11.250,3,4,['Ichiro Suzuki'],9,1,4.000,John Lackey,1,90,L,5,4,61,1
13,0,0.000,2,4,[],1,0,3.000,Hector Carrasco,2,44,,1,3,31,2
8,3,27.000,0,2,[],3,1,1.000,Esteban Yan,3,29,,4,1,18,1
23,1,1.500,6,7,[],4,0,6.000,Vicente Padilla,1,95,W,1,5,59,2
4,0,0.000,1,2,[],1,0,1.000,Antonio Alfonseca,2,10,,0,0,8,0
6,1,9.000,1,1,[],3,0,1.000,Akinori Otsuka,3,21,,1,1,15,0
6,2,18.000,2,0,[],2,0,1.000,Francisco Cordero,4,22,,2,1,14,1
22,7,17.180,7,2,[],7,1,3.667,Tim Wakefield,1,89,L,7,3,55,3
10,1,3.860,2,3,[],3,1,2.333,Lenny DiNardo,2,38,,1,2,24,0
5,2,18.000,3,0,[],2,1,1.000,David Riske,3,14,,2,0,8,0
6,0,0.000,1,1,[],1,0,1.000,Rudy Seanez,4,23,,0,1,12,2
23,7,15.750,2,8,[],9,1,4.000,Freddy Garcia,1,92,L,7,2,57,2
9,0,0.000,2,3,[],1,0,2.000,Boone Logan,2,33,,0,1,16,2
10,1,4.500,2,1,[],3,1,2.000,Neal Cotts,3,29,,1,3,20,1
4,0,0.000,1,1,[],1,0,1.000,Bobby Jenks,4,14,,0,1,8,0
25,2,2.840,5,10,[],6,1,6.333,Jake Westbrook,1,103,W,2,4,61,1
5,0,0.000,3,2,[],0,0,1.667,Rafael Betancourt,2,11,,0,0,8,0
3,0,0.000,3,0,[],0,0,1.000,Guillermo Mota,3,10,,0,0,6,0
24,3,5.400,4,9,[],7,0,5.000,Wandy Rodriguez,1,84,W,4,2,47,4
3,0,0.000,1,2,[],0,0,1.000,Russ Springer,2,11,H,0,0,8,0
5,1,9.000,1,2,[],2,0,1.000,Chad Qualls,3,16,H,1,0,10,0
3,0,0.000,1,2,[],0,0,1.000,Dan Wheeler,4,9,H,0,0,6,0
5,0,0.000,1,1,[],1,0,1.000,Brad Lidge,5,28,S,0,1,18,1
12,6,27.000,3,2,[],6,2,2.000,Brian Moehler,1,31,L,6,0,19,1
11,0,0.000,3,4,[],1,0,3.000,Ricky Nolasco,2,47,,0,2,29,2
4,0,0.000,0,1,[],0,0,1.000,Franklyn German,3,24,,0,2,15,1
4,0,0.000,2,1,[],0,0,1.000,Joe Borowski,4,15,,0,0,8,1
3,0,0.000,1,0,[],1,0,1.000,Carlos Martinez,5,10,,0,1,6,0
25,4,6.000,4,6,['Alex Rodriguez'],7,2,6.000,Dan Haren,1,100,,4,8,68,0
6,0,0.000,1,2,[],1,0,1.667,Justin Duchscherer,2,23,,0,2,14,0
4,0,0.000,2,2,[],0,0,1.333,Joe Kennedy,3,17,W,0,0,11,0
24,2,3.860,3,8,[],7,0,4.667,Chien Ming Wang,1,81,,4,3,50,3
1,0,0.000,1,0,[],0,0,0.333,Tanyon Sturtze,2,4,,0,0,2,0
11,1,4.500,2,2,[],3,0,2.000,Jaret Wright,3,46,L,4,2,28,1
1,0,0.000,0,0,[],0,0,0.333,Mike Myers,4,4,,0,1,3,0
3,1,9.000,1,0,[],1,0,0.333,Kyle Farnsworth,5,11,,1,0,5,1
1,0,6.750,0,1,[],0,0,0.333,Ron Villone,6,4,,0,0,3,0
23,4,0.000,4,7,[],10,1,4.667,Josh Towers,1,70,L,5,3,48,0
7,2,0.000,0,4,[],1,0,1.333,Brian Tallet,2,24,,2,0,11,2
5,1,0.000,2,1,[],1,0,1.000,Vinnie Chulk,3,18,,1,0,9,1
7,4,0.000,0,2,[],3,1,1.000,Jason Frasor,4,39,,4,1,24,1
4,1,0.000,1,2,[],1,1,1.000,Justin Speier,5,9,,1,0,6,0
24,4,0.000,7,9,[],8,2,6.000,Brad Radke,1,89,W,4,2,61,0
8,0,0.000,0,3,[],2,0,2.000,Francisco Liriano,2,28,,0,3,22,0
5,0,0.000,1,2,[],2,0,1.000,Matt Guerrier,3,18,,0,0,13,0
27,1,1.290,7,12,['Jack Wilson'],5,1,7.000,Tomo Ohka,1,86,,2,2,61,1
4,0,0.000,0,2,[],1,0,1.000,Matt Wise,2,16,W,0,1,11,0
6,0,0.000,2,0,[],1,0,1.000,Derrick Turnbow,3,23,S,0,1,14,2
26,1,1.500,6,7,[],5,1,6.000,Zach Duke,1,91,,2,4,54,3
3,0,6.000,0,2,[],0,0,1.000,Salomon Torres,2,11,,0,1,7,1
1,1,27.000,0,0,[],0,0,0.000,Damaso Marte,3,10,L,1,0,6,1
6,0,0.000,1,1,[],1,0,1.000,Roberto Hernandez,4,25,,0,1,12,2
18,7,21.000,2,4,[],9,1,3.000,Odalis Perez,1,53,,7,3,36,0
12,1,3.000,4,3,[],1,0,3.000,Lance Carter,2,42,,1,2,24,2
4,0,0.000,0,2,[],1,0,1.000,Yhency Brazoban,3,17,,0,1,11,0
7,1,9.000,0,3,[],2,0,1.000,Franquelis Osoria,4,19,L,1,0,6,3
3,0,0.000,0,2,[],0,0,1.000,Tim Hamulack,5,8,,0,1,6,0
18,5,15.000,4,1,['Jeff Kent'],8,0,3.000,Horacio Ramirez,1,58,,5,3,33,1
13,2,4.910,4,3,[],2,0,3.333,John Thomson,2,52,,2,3,30,2
2,0,0.000,0,0,[],1,0,0.000,Mike Remlinger,3,14,,1,0,9,0
4,0,0.000,2,0,['Jason Repko'],1,0,0.667,Oscar Villarreal,4,14,W,0,0,8,0
2,0,40.500,0,1,[],0,0,0.333,Blaine Boyer,5,9,H,0,0,5,1
5,0,6.000,2,2,[],0,0,1.667,Chris Reitsma,6,13,S,0,1,11,0
26,2,2.570,5,8,[],6,1,7.000,Jarrod Washburn,1,100,W,2,7,64,0
6,2,18.000,2,0,['Vladimir Guerrero'],2,1,1.000,Julio Mateo,2,22,H,2,1,17,0
5,0,5.400,3,0,[],1,0,1.000,George Sherrill,3,26,S,0,0,15,1
29,5,7.110,7,8,['Richie Sexson'],9,0,6.333,Jeff Weaver,1,104,L,5,2,72,2
9,1,5.400,0,4,[],2,0,1.667,Brendan Donnelly,2,27,,1,1,16,2
25,3,4.500,7,6,['Alfonso Soriano', 'Jose Guillen'],2,1,6.000,Brian Bannister,1,100,,3,4,52,4
3,0,0.000,3,0,[],0,0,1.000,Duaner Sanchez,2,10,H,0,0,6,0
4,0,3.000,1,1,[],1,0,1.000,Aaron Heilman,3,16,H,0,1,10,0
4,1,4.500,0,3,[],1,1,1.000,Billy Wagner,4,20,BS,1,0,11,0
9,2,27.000,0,1,[],4,1,0.667,Jorge Julio,5,32,L,5,2,20,1
1,0,0.000,0,1,[],0,0,0.333,Chad Bradford,6,1,,0,0,1,0
19,4,9.000,3,2,[],4,2,4.000,John Patterson,1,90,,4,7,55,3
7,0,0.000,1,3,[],0,0,2.000,Jon Rauch,2,28,,0,2,15,2
5,0,0.000,4,1,[],0,0,1.667,Mike Stanton,3,25,,0,0,16,0
1,0,0.000,0,1,[],0,0,0.333,Gary Majewski,4,2,,0,0,1,0
6,0,0.000,2,0,[],2,0,1.000,Chad Cordero,5,17,W,0,1,10,1
5,1,5.400,2,1,[],1,0,1.000,Felix Rodriguez,6,22,,1,0,11,1
25,3,5.400,4,9,['Toby Hall'],8,0,5.000,Erik Bedard,1,82,W,3,2,49,3
10,2,9.000,2,2,[],2,0,2.000,Jim Brower,2,43,,2,2,25,2
4,1,9.000,1,2,[],2,1,1.000,Eric DuBose,3,22,,1,0,13,0
4,0,0.000,1,2,[],1,0,1.000,Sendy Rleal,4,6,,0,0,6,0
21,7,21.000,2,4,[],5,0,3.000,Seth McClung,1,95,L,7,3,47,7
2,1,27.000,1,0,[],0,0,0.333,Jesus Colome,2,4,,1,0,1,1
14,6,32.400,4,1,[],8,2,1.667,Brian Meadows,3,31,,7,0,23,0
5,0,0.000,3,0,[],2,0,1.000,Travis Harper,4,9,,0,0,6,0
4,0,7.710,0,2,[],0,0,1.000,Ruddy Lugo,5,19,,0,1,10,1
4,1,9.000,2,1,[],1,1,1.000,Dan Miceli,6,18,,1,0,10,0
27,3,4.500,4,10,['Barry Bonds'],5,0,6.000,Shawn Estes,1,81,L,3,4,43,3
4,0,0.000,1,2,[],0,0,1.000,Woody Williams,2,18,,0,0,9,1
7,0,0.000,2,2,[],1,0,2.000,Brian Sweeney,3,30,,0,2,19,0
26,1,1.420,9,7,[],5,1,6.333,Matt Morris,1,104,W,1,3,60,3
2,0,0.000,1,0,[],0,0,0.333,Steve Kline,2,10,H,0,0,3,1
4,0,0.000,1,2,[],0,0,1.333,Scott Munter,3,14,H,0,1,8,1
4,0,0.000,0,2,[],2,0,1.000,Tim Worrell,4,15,S,0,1,10,0
24,3,5.400,7,6,[],5,2,5.000,Brett Myers,1,98,,3,2,57,5
5,0,0.000,1,0,[],2,0,1.000,Geoff Geary,2,25,,0,2,18,0
9,0,0.000,1,5,[],1,0,2.000,Ryan Franklin,3,34,,0,0,17,2
6,1,9.000,0,2,[],1,0,1.000,Tom Gordon,4,24,L,1,1,13,2
26,3,3.860,4,16,[],7,1,7.000,Mark Mulder,1,84,,3,1,55,0
3,0,0.000,2,1,[],0,0,1.000,Brad Thompson,2,14,W,0,0,10,0
6,0,0.000,0,3,[],1,0,1.000,Jason Isringhausen,3,29,S,0,0,16,2
27,2,2.700,4,15,[],6,1,6.667,Kameron Loe,1,94,L,2,1,55,3
6,0,3.380,2,0,[],0,0,1.333,Joaquin Benoit,2,27,,0,2,15,2
3,0,3.380,1,1,[],0,0,1.000,Scott Feldman,3,8,,0,1,6,0
29,1,1.290,11,5,[],7,0,7.000,Josh Beckett,1,109,W,1,5,75,1
5,0,0.000,1,1,[],2,0,1.000,Mike Timlin,2,21,H,0,0,11,1
3,0,0.000,1,0,[],0,0,1.000,Jonathan Papelbon,3,11,S,0,2,8,0
26,3,4.050,7,6,[],6,2,6.667,Bronson Arroyo,1,103,W,5,7,75,0
3,1,13.500,1,1,[],1,1,0.667,Kent Mercker,2,13,H,1,0,7,0
2,0,0.000,2,0,[],0,0,0.667,Todd Coffey,3,3,H,0,0,3,0
3,0,0.000,1,2,[],0,0,1.000,David Weathers,4,8,S,0,0,7,0
20,4,9.000,5,5,[],6,2,4.000,Glendon Rusch,1,85,L,4,2,46,2
8,2,18.000,2,1,[],2,1,1.000,Jerome Williams,2,28,,3,0,12,3
3,0,0.000,3,0,[],0,0,1.000,Will Ohman,3,7,,0,0,4,0
6,0,6.750,0,2,[],1,0,1.333,Scott Williamson,4,24,,1,2,13,1
2,0,0.000,0,2,[],0,0,0.667,Scott Eyre,5,8,,0,0,5,0
29,3,3.860,3,16,['Tony Clark', 'Craig Counsell'],6,0,7.000,Aaron Cook,1,97,L,3,2,64,1
6,1,9.000,1,1,[],2,0,1.000,Tom Martin,2,24,,1,1,16,1
3,0,0.000,1,1,[],0,0,1.000,David Cortes,3,9,,0,1,8,0
22,1,1.800,5,1,[],6,0,5.000,Orlando Hernandez,1,96,W,2,8,65,2
4,0,0.000,1,1,[],1,0,1.000,Greg Aquino,2,15,H,0,1,9,0
2,0,13.500,0,1,[],0,0,0.333,Terry Mulholland,3,6,H,0,0,1,1
6,0,0.000,2,2,[],0,0,1.333,Brandon Lyon,4,23,H,0,0,10,2
1,0,0.000,0,0,[],0,0,0.333,Luis Vizcaino,5,5,H,0,1,3,0
3,0,0.000,0,1,[],0,0,1.000,Jose Valverde,6,16,S,0,1,9,1
21,6,12.460,4,7,[],8,2,4.333,Joe Mays,1,89,L,6,2,56,1
5,0,0.000,1,3,[],0,0,1.667,Luke Hudson,2,16,,0,1,12,0
9,4,36.000,2,1,[],6,0,1.000,Steve Stemle,3,25,,4,0,17,0
5,1,9.000,0,1,[],2,1,1.000,Jimmy Gobble,4,17,,1,2,13,0
4,3,9999.000,0,0,['Craig Monroe'],3,2,0.000,Mike Wood,5,9,,3,0,4,0
3,0,4.500,0,0,[],0,0,1.000,Andrew Sisco,6,11,,0,3,9,0
23,1,1.350,2,10,[],3,0,6.667,Jeremy Bonderman,1,92,W,1,8,65,0
6,1,6.750,1,2,[],2,1,1.333,Chris Spurling,2,16,,1,1,14,0
4,1,9.000,1,0,[],1,1,1.000,Jamie Walker,3,8,,1,2,8,0
26,2,3.000,7,8,['Ronnie Belliard'],6,0,6.000,Jose Contreras,1,100,,2,3,65,2
4,0,0.000,1,0,[],1,0,1.000,Brandon McCarthy,2,17,H,0,2,11,0
3,1,3.860,0,1,[],2,1,0.333,Boone Logan,3,12,BS,1,0,8,0
6,0,4.500,1,1,[],1,0,1.333,Cliff Politte,4,22,,0,2,12,1
10,1,4.500,4,1,[],3,0,2.000,Neal Cotts,5,26,L,1,1,18,1
2,0,0.000,0,1,[],0,0,0.333,Bobby Jenks,6,15,,0,0,8,1
24,3,5.060,11,4,['Jim Thome', 'AJ Pierzynski'],4,0,5.333,Cliff Lee,1,85,,3,1,52,1
3,0,3.380,1,0,['Pablo Ozuna'],0,0,0.667,Matt Miller,2,8,,0,1,6,0
3,0,0.000,0,1,[],0,0,0.333,Scott Sauerbeck,3,10,,0,0,2,2
