average punt yards, longest punt, name, punts, punts inside the twenty
47.300,49,Bradley Pinion,3,2
52.700,56,Andy Lee,3,1
43,54,Rigoberto Sanchez,4,1
45.400,55,Matt Haack,5,0
36,38,Chris Jones,2,2
42.500,53,Britton Colquitt,4,2
45.600,52,Lac Edwards,5,2
53.500,59,Riley Dixon,6,1
35.300,41,JK Scott,4,2
40.700,48,Michael Palardy,3,1
48,51,Thomas Morstead,4,2
38.500,40,Ryan Allen,2,1
42.600,59,Jordan Berry,9,4
47.400,56,Johnny Hekker,8,2
51,65,Brett Kern,4,2
26,26,Dustin Colquitt,1,0
46.400,65,Mitch Wishnowsky,5,1
43.100,59,Michael Dickson,7,3
45.800,59,Jamie Gillan,8,4
49.600,57,Jordan Berry,5,1
43,46,Bradley Pinion,3,1
42,52,Thomas Morstead,3,2
43,44,Rigoberto Sanchez,3,0
46.700,50,Logan Cooke,6,3
43.700,59,Matt Haack,6,3
43.600,51,Corey Bojorquez,5,1
48.400,61,Cameron Johnston,8,2
47.600,55,Jake Bailey,8,6
50.500,51,Mitch Wishnowsky,2,1
50.500,61,Andy Lee,4,1
44.800,57,Sam Martin,6,4
41.300,50,Chris Jones,3,1
46.800,57,Michael Palardy,4,0
42.300,50,Ryan Allen,3,1
43.200,50,AJ Cole,5,1
45,57,Kevin Huber,5,3
54.800,67,Johnny Hekker,6,1
43,48,Pat O Donnell,6,1
37.300,41,Bryan Anger,3,1
52.800,60,Tress Way,6,2
42,46,Lac Edwards,4,1
47.200,53,Britton Colquitt,5,3
35,36,Colby Wadman,3,0
47.700,59,Ty Long,3,0
40,55,Dustin Colquitt,6,5
47,57,Bryan Anger,2,1
47.800,52,Rigoberto Sanchez,5,3
41.700,61,Pat O Donnell,6,2
51.400,62,Riley Dixon,5,4
46.400,52,Kevin Huber,9,4
45.100,60,Jordan Berry,7,3
32,35,Corey Bojorquez,4,4
44.400,56,Colby Wadman,8,3
37,37,Jamie Gillan,1,0
44.500,53,Matt Haack,4,0
41,46,Cameron Johnston,4,0
39,50,Michael Dickson,7,5
43.500,54,Ryan Allen,6,3
43.800,54,Bradley Pinion,4,3
45.500,52,Mitch Wishnowsky,4,1
37.200,41,JK Scott,6,0
47.500,59,Lac Edwards,4,0
45,57,AJ Cole,7,4
43.800,65,Jake Bailey,6,2
40,49,Chris Jones,4,0
52,56,Tress Way,5,1
40.500,50,Sam Martin,4,1
49.300,54,Thomas Morstead,3,0
42,47,Michael Palardy,3,0
44,49,Brett Kern,3,1
48,61,Logan Cooke,6,2
50,55,Johnny Hekker,4,0
48,48,Sam Koch,1,1
40.500,41,Chris Jones,2,2
42,58,Corey Bojorquez,3,2
29,41,Ryan Allen,3,1
48.500,53,Thomas Morstead,4,1
46.200,60,Sam Martin,5,3
48,51,Pat O Donnell,3,0
47.600,54,Kevin Huber,5,3
41.500,55,Lac Edwards,6,1
45.200,53,Colby Wadman,5,2
45.300,57,Ty Long,4,1
44.400,56,Andy Lee,7,4
41.300,44,Johnny Hekker,4,1
41.500,42,Dustin Colquitt,2,0
38.500,41,AJ Cole,2,1
49.300,51,Rigoberto Sanchez,3,1
48.800,65,Brett Kern,5,4
32,41,Matt Haack,3,0
42.700,46,Cameron Johnston,3,2
47,47,Riley Dixon,1,0
46.700,47,JK Scott,3,2
45.800,54,Logan Cooke,4,0
48.300,63,Bradley Pinion,4,0
42.300,51,Michael Palardy,8,1
58,79,Tress Way,5,2
51.500,62,Sam Koch,2,2
45,45,Mitch Wishnowsky,2,1
43.300,53,Jordan Berry,4,0
48,58,Jamie Gillan,3,1
37,37,Austin Seibert,1,1
47.200,56,Bryan Anger,5,3
44,59,Jake Bailey,4,2
42,51,Michael Dickson,3,3
42.500,51,Britton Colquitt,4,1
40.500,49,Pat O Donnell,4,4
44.800,49,Chris Jones,5,0
42.900,67,Corey Bojorquez,7,1
44.100,57,Sam Koch,7,2
41.500,54,Jamie Gillan,2,0
41.500,47,Kevin Huber,2,1
45.500,46,Bradley Pinion,2,0
44.300,51,Rigoberto Sanchez,4,2
55,60,Andy Lee,3,0
48,69,Jordan Berry,2,1
44.300,50,Ryan Allen,4,2
46.300,56,Michael Palardy,4,1
46.200,52,Logan Cooke,5,1
52,55,Ty Long,2,1
41.700,45,Lac Edwards,3,1
45,45,Matt Haack,1,0
40.300,44,JK Scott,4,2
44,54,Tress Way,6,2
41.300,56,Jake Bailey,4,2
43.700,57,Dustin Colquitt,3,0
44.200,55,AJ Cole,5,4
51,55,Brett Kern,2,0
50.700,55,Johnny Hekker,3,0
46,52,Michael Dickson,5,3
45,45,Thomas Morstead,1,0
44.700,49,Mitch Wishnowsky,3,0
37,41,Bryan Anger,2,1
43,47,Colby Wadman,2,0
37,55,Britton Colquitt,6,4
49.600,56,Sam Martin,7,3
48.400,60,Cameron Johnston,8,5
46.100,54,Riley Dixon,9,2
45.300,49,Sam Koch,4,1
51,59,Lac Edwards,4,2
41.700,50,Kevin Huber,3,0
48.200,65,Jake Bailey,5,0
39.500,48,Andy Lee,2,1
41.500,48,Jamie Gillan,2,0
26,26,Ty Long,1,0
51.500,56,Britton Colquitt,2,2
39.500,41,Dustin Colquitt,2,1
42.800,50,Colby Wadman,4,3
47.500,48,Chris Jones,2,1
55.800,69,Johnny Hekker,5,4
46,55,Mitch Wishnowsky,4,2
50.400,59,Ryan Allen,5,2
41.800,53,Riley Dixon,5,2
42,50,Matt Haack,3,2
51.600,62,Sam Martin,5,2
36.300,40,Bradley Pinion,3,2
35.700,43,JK Scott,7,2
38.800,46,Pat O Donnell,4,0
45.800,49,Michael Palardy,4,2
41.300,45,Michael Dickson,4,3
41.800,52,AJ Cole,4,3
49.600,66,Logan Cooke,5,2
49,59,Tress Way,4,2
46.700,54,Cameron Johnston,3,2
43,58,Jordan Berry,5,0
41.500,52,Corey Bojorquez,6,3
48.300,52,Brett Kern,3,1
46.300,60,Bryan Anger,4,3
43.500,47,Thomas Morstead,2,1
37,50,Rigoberto Sanchez,6,2
40.500,42,Bradley Pinion,2,1
48.200,55,Bryan Anger,5,3
26,26,Kaimi Fairbairn,1,1
46.500,53,Jake Bailey,2,0
44.300,57,Corey Bojorquez,6,2
43.800,52,Mitch Wishnowsky,5,4
44.300,52,Johnny Hekker,6,3
46.300,57,Pat O Donnell,3,2
46.500,50,Dustin Colquitt,2,1
47.300,53,Colby Wadman,4,1
52.200,57,Sam Martin,5,0
44,50,Jamie Gillan,5,2
51,60,Sam Koch,2,1
47.500,57,Ty Long,6,2
51.800,74,AJ Cole,5,3
46.700,53,Rigoberto Sanchez,3,1
53,56,Michael Palardy,3,0
49,60,Matt Haack,6,2
48.500,59,Kevin Huber,8,3
40.800,45,Cameron Johnston,4,1
39.500,56,Chris Jones,6,1
40.300,47,Ryan Allen,3,2
50.800,58,Logan Cooke,5,1
45.800,63,Lac Edwards,6,2
39.900,59,Jordan Berry,7,3
47.200,58,Tress Way,5,3
45,53,Riley Dixon,3,2
44.700,63,Michael Dickson,7,1
42.800,56,Andy Lee,6,2
42.700,55,Brett Kern,7,1
48.800,53,Thomas Morstead,5,2
47.100,56,Britton Colquitt,8,2
46.800,60,JK Scott,5,2
55.700,60,Kevin Huber,3,1
51.800,62,Jamie Gillan,4,2
35.800,51,Corey Bojorquez,6,2
42.800,54,Lac Edwards,5,2
50.800,57,Colby Wadman,5,1
41.300,49,AJ Cole,3,2
40,46,Bradley Pinion,3,0
35,44,Ryan Allen,2,2
51.500,63,Dustin Colquitt,2,1
44.700,47,Ty Long,3,2
31,44,Chris Jones,2,0
56.800,70,Tress Way,4,1
42.800,53,Riley Dixon,6,3
43.300,51,Cameron Johnston,7,3
59,59,Logan Cooke,2,1
44.300,54,Rigoberto Sanchez,3,3
45.300,52,Sam Martin,7,2
44.200,51,JK Scott,5,2
49.600,62,Michael Palardy,7,4
47.200,58,Thomas Morstead,6,2
44.500,57,Jake Bailey,4,3
42.500,55,Matt Haack,4,2
39,45,Johnny Hekker,4,3
50.300,54,Andy Lee,3,2
46.700,54,Sam Koch,3,3
48.800,54,Jordan Berry,5,2
50,54,Michael Dickson,3,1
47,51,Mitch Wishnowsky,2,0
49.600,58,Bryan Anger,5,3
47.300,58,Brett Kern,4,2
52,52,Britton Colquitt,1,0
55.500,57,Pat O Donnell,2,1
43.200,56,Bryan Anger,5,3
44.800,56,Corey Bojorquez,4,1
46,61,Jake Bailey,5,2
45.800,58,Brett Kern,6,4
45.800,50,Thomas Morstead,5,1
49.700,57,Britton Colquitt,6,1
45.300,46,Cameron Johnston,3,1
41,44,Michael Dickson,4,2
46.500,56,Mitch Wishnowsky,4,2
48.300,61,Britton Colquitt,6,3
44,44,Sam Koch,1,0
52.500,63,Brett Kern,6,1
41,50,Dustin Colquitt,3,2
45.700,50,Bryan Anger,3,2
43.300,55,JK Scott,4,0
53.700,64,Michael Dickson,3,2
40.700,46,Dustin Colquitt,3,0
46.300,53,Brett Kern,3,1
38.500,41,Mitch Wishnowsky,2,1
43,62,JK Scott,4,2
50,51,Dustin Colquitt,2,1
43,46,Mitch Wishnowsky,2,1
