completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
1,0,5,A Fantuz,1,0,5
20,1,54,H Burris,36,2,323
19,2,19,K Glenn,31,1,161
17,1,65,M Brady,28,1,299
21,0,90,M Bishop,45,0,376
15,0,45,K Glenn,21,1,201
4,0,36,R Dinwiddie,4,0,80
1,0,0,C Roberts,1,0,0
14,0,19,D Dickenson,19,1,128
3,2,22,J Jackson,12,0,51
18,0,0,K Joseph,35,2,209
13,1,0,K Joseph,34,1,181
15,3,0,R Dinwiddie,33,1,225
