fumbles, fumbles lost, longest rush, name, rushes, rushing conversions, rushing touchdowns, rushing yards
,,13,LaMont Jordan,20,0,2,102
,,11,Curtis Martin,15,0,0,67
,,6,Richie Anderson,1,0,0,6
,,3,Chad Morton,1,0,0,3
,,3,Chad Pennington,1,0,0,3
,,2,Jerald Sowell,1,0,0,2
,,-1,Laveranues Coles,1,0,0,-1
,,-1,Vinny Testaverde,2,0,0,-2
,,22,James Mungro,4,0,0,36
,,8,Edgerrin James,9,0,0,14
,,2,Peyton Manning,1,0,0,2
,,14,Ahman Green,11,0,0,34
,,7,Tony Fisher,6,0,0,23
,,0,Brett Favre,2,0,0,-1
,,21,Warrick Dunn,15,0,0,64
,,22,Michael Vick,10,0,0,64
,,15,TJ Duckett,17,0,1,45
,,18,Quentin McCord,2,0,0,19
,,36,Amos Zereoue,13,0,0,73
,,8,Tommy Maddox,2,0,0,7
,,3,Chris Fuamatu Maafala,2,0,1,4
,,4,Hines Ward,1,0,0,4
,,3,Antwaan Randle El,1,0,0,3
,,-2,Jerome Bettis,1,0,0,-2
,,23,William Green,25,0,1,30
,,5,Dennis Northcutt,1,0,0,5
,,4,Kelly Holcomb,2,0,0,3
,,14,Jeff Garcia,7,0,1,60
,,6,Garrison Hearst,6,0,0,15
,,6,Kevan Barlow,4,0,1,12
,,3,Fred Beasley,3,0,0,3
,,29,Tiki Barber,26,0,1,115
,,3,Ron Dayne,3,0,0,4
,,9,Eddie George,15,0,1,33
,,8,Steve McNair,8,0,1,29
,,16,Derrick Mason,2,0,0,20
,,11,Robert Holcombe,11,0,0,17
,,31,Amos Zereoue,14,0,1,49
,,11,Antwaan Randle El,1,0,0,11
,,4,Jerome Bettis,3,0,0,6
,,11,Hines Ward,2,0,0,1
,,9,Duce Staley,18,0,0,63
,,19,Donovan McNabb,4,0,0,24
,,11,James Thrash,2,0,0,4
,,0,Dorsey Levens,1,0,0,0
,,0,Brian Westbrook,1,0,0,0
,,11,Warrick Dunn,14,0,0,45
,,12,Michael Vick,6,0,0,30
,,10,Quentin McCord,2,0,0,13
,,6,TJ Duckett,2,0,0,5
,,20,Mike Alstott,17,0,2,60
,,22,Michael Pittman,17,0,0,41
,,7,Aaron Stecker,2,0,0,8
,,7,Rob Johnson,1,0,0,7
,,5,Brad Johnson,1,0,0,5
,,14,Garrison Hearst,10,0,0,55
,,7,Kevan Barlow,3,0,0,7
,,16,Charlie Garner,21,0,0,93
,,24,Tyrone Wheatley,4,0,0,30
,,6,Zack Crockett,2,0,1,7
,,0,Rich Gannon,3,0,0,-3
,,15,Curtis Martin,16,0,0,74
,,25,Santana Moss,2,0,0,32
,,5,Richie Anderson,2,0,0,8
,,3,LaMont Jordan,2,0,0,3
,,3,Chad Pennington,2,0,0,3
,,20,Duce Staley,13,0,1,58
,,11,Donovan McNabb,3,0,0,17
,,3,Brian Westbrook,2,0,0,5
,,1,Dorsey Levens,3,0,0,0
,,6,Mike Alstott,17,0,1,25
,,9,Michael Pittman,8,0,0,17
,,9,Aaron Stecker,1,0,0,9
,,3,Brad Johnson,6,0,0,-2
,,14,Rich Gannon,8,0,1,41
,,18,Charlie Garner,7,0,0,36
,,7,Zack Crockett,1,0,1,7
,,5,Tyrone Wheatley,1,0,0,5
,,17,Eddie George,15,0,0,67
,,16,Steve McNair,5,0,2,53
,,7,Robert Holcombe,9,0,0,24
,,-6,Craig Hentrich,1,0,0,-6
,,24,Michael Pittman,29,0,0,124
,,5,Mike Alstott,10,0,1,15
,,10,Brad Johnson,1,0,0,10
,,1,Aaron Stecker,1,0,0,1
,,0,Tom Tupa,1,0,0,0
,,4,Charlie Garner,7,0,0,10
,,4,Zack Crockett,2,0,0,6
,,2,Rich Gannon,2,0,0,3
