completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
27,2,45,J Masoli,41,3,359
20,0,41,B Mitchell,30,2,258
0,0,0,A Buckley,1,0,0
28,2,41,R Ray,42,1,311
25,0,33,D Durant,37,0,208
11,1,35,V Adams Jr,24,1,177
21,0,70,J Jennings,28,2,273
24,0,21,M Reilly,32,1,261
26,0,34,Z Collaros,40,1,273
18,0,33,M Reilly,31,2,239
35,3,32,M Nichols,46,1,289
23,1,46,H Burris,33,0,338
15,0,31,D Durant,28,0,163
3,0,21,J Waters,5,0,40
19,1,36,J Jennings,32,2,241
7,0,37,R Cato,11,1,113
11,0,27,V Adams Jr,14,0,106
22,2,27,D Tate,37,0,218
1,0,13,A Buckley,1,0,13
10,1,52,D OBrien,22,0,133
5,0,21,B Jensen,7,0,39
0,0,0,T Harris,1,0,0
19,1,51,M Nichols,29,2,299
2,0,9,K Glenn,4,0,16
18,1,48,J Matthews,29,1,201
8,0,40,Z Collaros,12,0,134
16,0,41,V Adams Jr,28,3,257
18,0,72,J Franklin,23,4,335
3,0,18,J Lynch,4,0,34
24,0,30,R Ray,30,1,252
17,1,61,J Jennings,25,3,307
4,0,10,T Lulay,5,1,24
1,0,6,K Price,1,0,6
10,0,35,B Bridge,11,0,120
6,0,21,M Gale,11,0,56
4,0,7,G Kinne,11,0,24
20,1,47,Z Collaros,31,0,236
1,0,46,J Masoli,1,0,46
10,0,32,M Reilly,19,0,133
2,0,10,J Franklin,4,0,19
26,1,37,J Jennings,35,2,329
26,0,60,M Nichols,40,2,390
15,1,42,H Burris,26,2,246
20,0,57,M Reilly,41,3,340
21,1,76,B Mitchell,28,3,365
17,1,34,J Jennings,24,1,206
6,1,51,T Lulay,9,1,86
35,1,38,H Burris,46,3,461
28,3,51,B Mitchell,38,2,391
0,0,0,A Buckley,2,0,0
