at bats, average, batting order, doubles, hit by pitchers, hits, home runs, left on base, name, position, rbi, runs, sacrifice flies, strike outs, triples, walks
2,500,4,0,[],1,0,2,Morgan Ensberg,3B,0,0,0,0,0,2
4,0,5,0,[],0,0,4,Preston Wilson,LF,0,0,0,2,0,0
3,0,6,0,[],0,0,4,Jason Lane,RF,0,0,0,2,0,1
4,0,7,0,[],0,0,2,Brad Ausmus,C,0,0,0,1,0,0
3,0,8,0,[],0,0,0,Adam Everett,SS,0,0,0,0,0,0
3,0,9,0,[],0,0,1,Roy Oswalt,3B,0,0,0,1,0,0
0,0,,0,[],0,0,0,Brad Lidge,RP,0,0,0,0,0,0
4,250,1,0,[],1,0,1,Hanley Ramirez,SS,0,0,0,3,0,0
3,333,2,0,[],1,0,0,Jeremy Hermida,RF,0,0,0,2,0,1
4,0,3,0,[],0,0,2,Miguel Cabrera,3B,0,0,0,2,0,0
4,250,4,0,[],1,0,1,Mike Jacobs,1B,0,0,0,0,0,0
3,333,5,0,[],1,0,0,Josh Willingham,LF,0,0,0,1,0,0
2,0,6,0,[],0,0,2,Dan Uggla,2B,0,0,0,1,0,1
3,333,7,0,[],1,0,2,Miguel Olivo,C,0,0,0,0,0,0
2,0,8,0,[],0,0,1,Eric Reed,CF,0,0,0,0,0,0
2,0,9,0,[],0,0,0,Dontrelle Willis,SP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Josh Johnson,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Joe Borowski,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,Chris Aguila,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Carlos Martinez,RP,0,0,0,0,0,0
4,250,1,0,[],1,0,1,Mark Ellis,2B,0,0,0,0,0,0
4,500,2,0,[],2,0,1,Mark Kotsay,CF,0,0,0,0,0,0
2,0,3,0,[],0,0,2,Bobby Crosby,SS,0,0,0,1,0,0
2,0,,0,[],0,0,2,Antonio Perez,SS,0,0,0,1,0,0
4,0,4,0,[],0,0,4,Eric Chavez,3B,0,0,0,0,0,0
3,333,5,0,[],1,1,0,Frank Thomas,DH,1,1,0,0,0,0
1,0,,0,[],0,0,0,Dan Johnson,DH,0,0,0,0,0,0
4,500,6,0,[],2,0,0,Milton Bradley,RF,0,1,0,1,0,0
4,250,7,0,[],1,0,1,Jay Payton,LF,0,0,0,0,0,0
3,0,8,0,[],0,0,2,Jason Kendall,C,1,0,1,1,0,0
4,250,9,0,[],1,0,1,Nick Swisher,1B,0,0,0,1,0,0
7,429,1,2,[],3,0,2,Johnny Damon,CF,1,2,0,1,0,0
6,333,2,0,[],2,0,0,Derek Jeter,SS,2,2,0,1,0,1
4,250,3,1,[],1,0,3,Gary Sheffield,RF,0,2,0,1,0,1
1,0,,0,[],0,0,2,Bubba Crosby,RF,0,0,0,0,0,1
5,600,4,0,[],3,1,1,Alex Rodriguez,3B,5,2,0,0,0,1
3,333,5,0,['Brad Halsey'],1,0,2,Jason Giambi,1B,1,2,0,2,0,1
1,0,,0,[],0,0,2,Andy Phillips,1B,0,0,0,0,0,0
4,1000,6,0,[],4,1,0,Hideki Matsui,LF,4,2,0,0,0,2
3,0,7,0,['Kirk Saarloos', 'Brad Halsey'],0,0,5,Jorge Posada,C,0,1,0,0,0,1
0,0,,0,[],0,0,0,Kelly Stinnett,C,0,0,0,0,0,0
5,200,8,0,[],1,0,4,Bernie Williams,DH,2,1,0,2,0,1
5,400,9,1,[],2,0,3,Robinson Cano,2B,0,1,0,1,0,0
4,0,1,0,[],0,0,1,Brady Clark,CF,0,0,0,0,0,0
3,333,2,0,[],1,1,0,JJ Hardy,SS,1,1,0,1,0,1
4,250,3,0,[],1,0,1,Geoff Jenkins,RF,0,1,0,3,0,0
3,667,4,0,[],2,1,1,Carlos Lee,LF,2,1,0,0,0,1
4,0,5,0,[],0,0,3,Prince Fielder,1B,0,0,0,4,0,0
2,500,6,0,['Matt Capps'],1,0,1,Rickie Weeks,2B,0,1,0,1,0,1
2,0,7,0,[],0,0,2,Bill Hall,3B,0,1,0,1,0,2
2,0,8,0,[],0,0,1,Damian Miller,C,0,0,0,1,0,0
2,0,9,0,[],0,0,0,Doug Davis,SP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Justin Lehr,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Gabe Gross,PH,0,0,0,0,0,0
1,1000,,0,[],1,0,0,Jeff Cirillo,PH,2,0,0,0,0,0
0,0,,0,[],0,0,0,Matt Wise,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Derrick Turnbow,RP,0,0,0,0,0,0
4,250,1,0,[],1,0,1,Chris Duffy,CF,0,0,0,2,0,0
3,333,2,0,[],1,0,1,Jack Wilson,SS,0,0,0,0,0,1
4,250,3,1,[],1,0,2,Sean Casey,1B,0,1,0,0,0,0
1,0,4,0,[],0,0,0,Jason Bay,LF,0,0,0,0,0,3
4,0,5,0,[],0,0,5,Joe Randa,3B,0,0,0,1,0,0
4,0,6,0,[],0,0,2,Jeromy Burnitz,RF,0,0,0,1,0,0
3,333,7,1,[],1,0,0,Jose Castillo,2B,0,1,0,2,0,1
3,333,8,0,[],1,0,1,Humberto Cota,C,1,0,0,1,0,0
1,1000,,0,[],1,0,0,Nate McLouth,PH,0,0,0,0,0,0
3,333,9,0,[],1,0,3,Oliver Perez,SP,1,0,0,1,0,0
0,0,,0,[],0,0,0,Salomon Torres,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Damaso Marte,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Matt Capps,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,Freddy Sanchez,PH,0,0,0,0,0,0
5,600,1,0,[],3,0,2,Rafael Furcal,SS,0,3,0,0,0,1
6,667,2,1,[],4,0,2,Jose Cruz,LF,0,3,0,0,0,0
6,333,3,0,[],2,0,5,JD Drew,RF,2,2,0,0,0,0
4,500,4,1,['Oscar Villarreal'],2,0,2,Jeff Kent,2B,4,1,0,0,0,1
6,167,5,0,[],1,0,7,Olmedo Saenz,1B,2,1,0,3,0,0
4,500,6,0,[],2,0,0,Bill Mueller,3B,1,0,0,0,0,1
5,200,7,0,[],1,0,4,Sandy Alomar Jr,C,0,0,0,1,0,0
5,400,8,1,[],2,0,2,Jason Repko,CF,1,0,0,0,0,0
2,0,9,0,[],0,0,1,Derek Lowe,SP,0,0,0,1,0,0
1,0,,0,[],0,0,2,Cody Ross,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Hong Chih Kuo,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Yhency Brazoban,RP,0,0,0,0,0,0
1,0,,0,[],0,0,2,Ricky Ledee,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Franquelis Osoria,RP,0,0,0,0,0,0
1,0,,0,[],0,0,2,Dioner Navarro,1B,0,0,0,1,0,0
0,0,,0,[],0,0,0,Danys Baez,RP,0,0,0,0,0,0
3,667,1,0,[],2,0,1,Marcus Giles,2B,0,2,0,0,0,1
5,400,2,1,[],2,0,2,Edgar Renteria,SS,2,1,0,1,0,0
3,333,3,0,[],1,0,1,Chipper Jones,3B,1,2,0,0,0,2
4,500,4,0,[],2,1,3,Andruw Jones,CF,4,2,0,1,0,1
5,200,5,0,[],1,1,2,Adam LaRoche,1B,3,1,0,1,0,0
5,0,6,0,[],0,0,1,Jeff Francoeur,RF,0,0,0,1,0,0
4,250,7,0,[],1,0,0,Brian McCann,C,0,0,0,0,0,0
4,250,8,0,[],1,1,1,Ryan Langerhans,LF,1,1,0,0,0,0
2,500,9,0,[],1,0,0,Tim Hudson,SP,0,1,0,0,0,0
0,0,,0,[],0,0,0,Lance Cormier,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brian Jordan,PH,0,1,0,0,0,1
0,0,,0,[],0,0,0,Mike Remlinger,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Oscar Villarreal,RP,0,0,0,0,0,0
1,1000,,0,[],1,0,0,Pete Orr,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Blaine Boyer,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,John Thomson,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Chris Reitsma,RP,0,0,0,0,0,0
5,200,1,0,[],1,0,3,Ichiro Suzuki,RF,0,0,0,2,0,0
5,400,2,0,[],2,0,0,Jose Lopez,2B,1,0,0,1,0,0
3,333,3,0,[],1,0,0,Raul Ibanez,LF,0,0,0,1,0,1
4,0,4,0,[],0,0,4,Richie Sexson,1B,0,0,0,1,0,0
4,0,5,0,[],0,0,2,Adrian Beltre,3B,0,0,0,0,0,0
4,250,6,0,[],1,0,0,Carl Everett,DH,0,0,0,0,0,0
3,333,7,0,['Bartolo Colon'],1,1,0,Kenji Johjima,C,1,1,0,0,0,0
4,250,8,1,[],1,0,3,Jeremy Reed,CF,0,1,0,3,0,0
3,333,9,0,[],1,0,3,Yuniesky Betancourt,SS,1,1,0,0,0,0
1,1000,,0,[],1,1,0,Roberto Petagine,PH,1,1,0,0,0,0
4,250,1,0,[],1,0,0,Chone Figgins,3B,0,1,0,0,0,1
5,600,2,0,[],3,0,2,Orlando Cabrera,SS,2,1,0,0,0,0
5,0,3,0,[],0,0,3,Garret Anderson,DH,0,0,0,3,0,0
4,500,4,0,[],2,1,1,Vladimir Guerrero,RF,2,1,0,0,0,0
4,250,5,0,[],1,0,1,Juan Rivera,LF,0,0,0,0,0,0
4,250,6,1,[],1,0,1,Darin Erstad,CF,0,1,0,1,0,0
3,333,7,0,[],1,0,0,Casey Kotchman,1B,1,0,0,0,0,1
1,0,,0,[],0,0,1,Tim Salmon,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Robb Quinlan,1B,0,0,0,0,0,0
3,667,8,1,[],2,0,0,Jose Molina,C,0,0,0,0,0,0
2,0,9,0,[],0,0,2,Adam Kennedy,2B,0,0,0,0,0,1
0,0,,0,[],0,0,0,Maicer Izturis,2B,0,1,0,0,0,0
5,0,1,0,[],0,0,6,Jose Reyes,SS,0,0,0,1,0,0
4,500,2,1,[],2,0,0,Paul Lo Duca,C,1,0,0,0,0,0
4,0,3,0,[],0,0,4,Carlos Beltran,CF,0,0,0,1,0,0
3,0,4,0,[],0,0,2,Carlos Delgado,1B,0,0,0,1,0,1
4,500,5,0,[],2,1,0,David Wright,3B,1,1,0,0,0,0
3,0,6,0,[],0,0,2,Cliff Floyd,LF,0,1,0,1,0,1
4,1000,7,2,[],4,0,0,Xavier Nady,RF,1,1,0,0,0,0
4,0,8,0,[],0,0,4,Anderson Hernandez,2B,0,0,0,1,0,0
2,1000,9,0,[],2,0,0,Tom Glavine,SP,0,0,0,0,0,0
1,0,,0,[],0,0,2,Jose Valentin,PH,0,0,0,1,0,0
0,0,,0,[],0,0,0,Aaron Heilman,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,Julio Franco,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Billy Wagner,RP,0,0,0,0,0,0
4,250,1,0,[],1,0,1,Brandon Watson,CF,0,0,0,0,0,0
1,0,,0,[],0,0,0,Matthew LeCroy,PH,0,0,0,1,0,0
5,600,2,0,[],3,0,1,Jose Vidro,2B,1,0,0,1,0,0
4,250,3,1,[],1,0,3,Jose Guillen,RF,0,0,0,0,0,0
3,0,4,0,[],0,0,3,Nick Johnson,1B,0,1,0,1,0,1
3,667,5,0,[],2,0,2,Alfonso Soriano,LF,0,0,0,1,0,1
3,667,6,1,[],2,0,0,Ryan Zimmerman,3B,0,0,0,1,0,1
3,333,7,0,[],1,0,3,Royce Clayton,SS,1,0,1,1,0,0
4,0,8,0,[],0,0,6,Brian Schneider,C,0,0,0,1,0,0
2,500,9,0,[],1,0,2,Livan Hernandez,SP,0,0,0,0,0,0
1,1000,,0,[],1,0,0,Marlon Anderson,PH,0,1,0,0,0,0
0,0,,0,[],0,0,0,Felix Rodriguez,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Joey Eischen,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Gary Majewski,RP,0,0,0,0,0,0
1,0,,0,[],0,0,0,Marlon Byrd,PH,0,0,0,0,0,0
4,250,1,0,[],1,0,4,Brian Roberts,2B,0,0,0,0,0,1
4,250,2,0,[],1,1,4,Luis Matos,LF,1,2,0,1,0,1
4,500,3,0,[],2,1,1,Melvin Mora,3B,1,1,0,0,0,1
5,400,4,0,[],2,1,4,Miguel Tejada,SS,1,2,0,0,0,0
5,200,5,1,[],1,0,1,Jay Gibbons,RF,1,0,0,1,0,0
0,0,6,0,[],0,0,0,Chris Gomez,1B,0,0,0,0,0,0
4,500,,1,[],2,0,1,Kevin Millar,1B,1,2,0,0,0,0
0,0,,0,[],0,0,0,Nick Markakis,RF,0,0,0,0,0,0
4,250,7,0,[],1,1,2,Jeff Conine,LF,1,1,0,2,0,0
0,0,,0,[],0,0,0,Corey Patterson,CF,0,0,0,0,0,0
3,333,8,0,[],1,0,0,Javy Lopez,DH,1,1,0,0,1,1
3,1000,9,0,[],3,0,0,Ramon Hernandez,C,2,0,0,0,0,1
2,1000,1,1,[],2,0,0,Julio Lugo,SS,0,2,0,0,0,0
2,0,,0,[],0,0,0,Luis Ordaz,SS,0,0,0,0,0,0
0,0,,0,[],0,0,0,Nick Green,SS,0,0,0,0,0,0
3,0,2,0,[],0,0,1,Carl Crawford,LF,0,0,0,0,0,0
3,333,3,0,[],1,0,0,Jorge Cantu,2B,2,0,1,0,0,0
4,0,4,0,[],0,0,1,Aubrey Huff,3B,0,0,0,1,0,0
4,500,5,0,[],2,1,1,Jonny Gomes,DH,1,2,0,1,0,0
4,250,6,0,[],1,1,0,Travis Lee,1B,2,1,0,0,0,0
4,0,7,0,[],0,0,0,Toby Hall,C,0,0,0,0,0,0
3,0,8,0,[],0,0,0,Damon Hollins,RF,0,0,0,0,0,0
2,500,9,0,[],1,0,0,Joey Gathright,CF,0,1,0,0,0,1
4,250,1,0,[],1,0,0,Dave Roberts,CF,0,0,0,0,0,0
3,333,2,1,[],1,0,0,Eric Young,LF,1,0,1,0,0,0
3,333,3,0,[],1,0,1,Brian Giles,RF,0,0,0,0,0,1
4,500,4,0,[],2,1,2,Mike Piazza,C,1,1,0,0,0,0
0,0,,0,[],0,0,0,Ben Johnson,PR,0,1,0,0,0,0
0,0,,0,[],0,0,0,Clay Hensley,RP,0,0,0,0,0,0
4,500,5,1,[],2,0,2,Adrian Gonzalez,1B,0,2,0,0,0,0
4,500,6,0,[],2,1,1,Khalil Greene,SS,3,1,0,0,0,0
3,0,7,0,[],0,0,1,Vinny Castilla,3B,1,0,1,0,0,0
4,250,8,0,[],1,0,2,Josh Barfield,2B,0,1,0,1,0,0
1,0,9,0,[],0,0,0,Jake Peavy,SP,0,0,0,1,0,0
1,0,,0,[],0,0,0,Mark Bellhorn,PH,0,0,0,1,0,0
0,0,,0,[],0,0,0,Scott Linebrink,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Doug Mirabelli,C,0,0,0,0,0,0
4,0,1,0,[],0,0,1,Randy Winn,CF,0,0,0,1,0,0
0,0,2,0,[],0,0,0,Jack Taschner,RP,0,0,0,0,0,0
0,0,3,0,[],0,0,0,Jeremy Accardo,RP,0,0,0,0,0,0
4,250,4,0,[],1,0,0,Omar Vizquel,SS,0,0,0,0,0,0
4,0,5,0,[],0,0,1,Ray Durham,2B,0,0,0,0,0,0
4,250,6,1,[],1,0,1,Barry Bonds,LF,0,1,0,0,0,0
4,250,7,1,[],1,0,2,Moises Alou,RF,0,0,0,0,0,0
4,0,8,0,[],0,0,2,Pedro Feliz,3B,0,0,0,2,0,0
2,500,9,0,[],1,0,0,Lance Niekro,1B,1,0,0,1,0,1
3,333,,0,[],1,0,1,Mike Matheny,3B,0,0,0,1,0,0
2,0,,0,[],0,0,3,Jason Schmidt,SP,0,0,0,0,0,0
1,0,,0,[],0,0,0,Steve Finley,RP,0,0,0,0,0,0
4,250,1,1,[],1,0,0,Jimmy Rollins,SS,1,0,1,0,0,0
5,200,2,1,[],1,0,2,Abraham Nunez,3B,0,0,0,1,0,0
5,400,3,0,[],2,0,1,Bobby Abreu,RF,0,1,0,1,0,0
5,600,4,2,[],3,0,1,Chase Utley,2B,1,1,0,1,0,0
5,400,5,1,[],2,1,2,Pat Burrell,LF,2,1,0,1,0,0
5,200,6,0,[],1,1,2,Ryan Howard,1B,1,1,0,0,0,0
3,667,7,1,[],2,0,1,Aaron Rowand,CF,0,1,0,1,0,1
4,500,8,0,[],2,0,1,Mike Lieberthal,C,0,0,0,0,0,0
1,0,9,0,[],0,0,0,Jon Lieber,SP,0,0,0,1,0,0
0,0,,0,[],0,0,0,Julio Santana,RP,0,0,0,0,0,0
1,0,,0,[],0,0,2,Alex S Gonzalez,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Aaron Fultz,RP,0,0,0,0,0,0
1,0,,0,[],0,0,2,Shane Victorino,PH,0,0,0,1,0,0
0,0,,0,[],0,0,0,Geoff Geary,RP,0,0,0,0,0,0
1,0,,0,[],0,0,0,David Dellucci,PH,0,0,0,1,0,0
0,0,,0,[],0,0,0,Rheal Cormier,RP,0,0,0,0,0,0
5,200,1,0,[],1,0,2,David Eckstein,SS,1,1,1,1,0,0
5,200,2,0,[],1,0,1,Juan Encarnacion,RF,0,2,0,1,0,0
2,1000,3,0,[],2,2,0,Albert Pujols,1B,4,3,1,0,0,2
4,250,4,1,[],1,0,1,Jim Edmonds,CF,1,1,0,1,0,1
5,600,5,0,[],3,1,2,Scott Rolen,3B,4,1,0,1,0,0
4,250,6,1,[],1,0,2,So Taguchi,LF,0,1,0,0,0,0
0,0,,0,[],0,0,0,Randy Flores,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Josh Hancock,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,Scott Spiezio,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Adam Wainwright,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brad Thompson,RP,0,0,0,0,0,0
5,400,7,0,[],2,0,1,Yadier Molina,C,0,1,0,0,0,0
5,800,8,2,[],4,0,1,Aaron Miles,2B,2,2,0,0,1,0
2,500,9,0,[],1,0,1,Chris Carpenter,SP,1,1,0,0,0,0
2,500,,0,[],1,0,1,Skip Schumaker,LF,0,0,0,0,0,0
4,0,1,0,[],0,0,3,Brad Wilkerson,LF,0,0,0,1,0,0
4,0,2,0,[],0,0,0,Michael Young,SS,0,0,0,2,0,0
4,250,3,0,[],1,0,0,Mark Teixeira,1B,0,0,0,0,0,0
4,250,4,0,[],1,0,1,Phil Nevin,DH,0,1,0,0,0,0
4,500,5,0,[],2,1,1,Hank Blalock,3B,2,2,0,2,0,0
4,250,6,1,[],1,0,0,Kevin Mench,RF,0,0,0,0,0,0
3,0,7,0,[],0,0,0,Laynce Nix,CF,1,0,1,0,0,0
4,250,8,0,[],1,0,1,Rod Barajas,C,0,0,0,1,0,0
2,500,9,0,[],1,0,0,Ian Kinsler,2B,0,0,0,0,0,1
5,200,1,0,[],1,0,1,Coco Crisp,CF,0,2,0,2,0,0
5,200,2,1,[],1,0,2,Mark Loretta,2B,1,1,0,0,0,0
5,600,3,1,[],3,1,0,David Ortiz,DH,3,2,0,0,0,0
4,250,4,0,[],1,0,1,Manny Ramirez,LF,0,0,0,1,0,1
0,0,,0,[],0,0,0,Adam Stern,LF,0,0,0,0,0,0
3,333,5,0,[],1,0,1,Trot Nixon,RF,0,1,0,0,0,1
4,500,6,1,[],2,0,3,Jason Varitek,C,2,0,0,0,0,0
4,250,7,0,[],1,1,2,Mike Lowell,3B,1,1,0,0,0,0
4,0,8,0,[],0,0,0,Kevin Youkilis,1B,0,0,0,1,0,0
0,0,,0,[],0,0,0,JT Snow,1B,0,0,0,0,0,0
4,500,9,0,[],2,0,0,Alex Gonzalez,SS,0,0,0,1,0,0
2,500,1,1,[],1,0,0,Tony Womack,2B,0,1,0,0,0,2
1,1000,,0,[],1,0,0,Rich Aurilia,2B,1,0,1,0,0,0
4,250,2,0,[],1,0,5,Felipe Lopez,SS,0,0,0,1,0,2
3,333,3,0,[],1,0,1,Ken Griffey Jr,CF,1,0,1,0,0,1
4,500,4,0,[],2,1,3,Adam Dunn,LF,2,2,1,1,0,0
4,0,5,0,[],0,0,5,Edwin Encarnacion,3B,0,1,0,3,0,1
3,333,6,0,[],1,1,1,Scott Hatteberg,1B,3,1,0,1,0,2
5,400,7,1,[],2,0,3,Austin Kearns,RF,0,1,0,1,0,0
5,200,8,0,[],1,0,3,Javier Valentin,C,0,0,0,1,0,0
2,0,9,0,[],0,0,1,Aaron Harang,SP,0,0,0,2,0,0
0,0,,0,[],0,0,0,Chris Hammond,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Mike Burns,RP,0,0,0,0,0,0
1,1000,,1,[],1,0,0,Chris Denorfia,PH,0,1,0,0,0,0
0,0,,0,[],0,0,0,Matt Belisle,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Ryan Freel,PH,0,0,0,0,0,1
0,0,,0,[],0,0,0,Todd Coffey,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Rick White,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Andy Abad,PH,0,0,0,0,0,1
6,500,1,0,[],3,0,0,Juan Pierre,CF,1,3,0,0,1,0
4,750,2,2,[],3,0,0,Todd Walker,2B,3,2,0,1,0,0
0,0,,0,[],0,0,0,Scott Williamson,RP,0,0,0,0,0,0
1,1000,,0,[],1,0,0,Jerry Hairston Jr,2B,0,1,0,0,0,0
2,500,3,1,[],1,0,0,Derrek Lee,1B,2,2,1,0,0,3
4,250,4,0,[],1,0,4,Aramis Ramirez,3B,0,0,0,0,0,2
2,0,5,0,[],0,0,2,Jacque Jones,RF,1,1,1,1,0,0
0,0,,0,[],0,0,0,Will Ohman,RP,0,0,0,0,0,0
3,333,,0,[],1,0,2,Neifi Perez,2B,2,1,0,0,0,0
5,400,6,2,[],2,0,5,Michael Barrett,C,2,1,0,0,0,1
5,600,7,0,[],3,1,2,Matt Murton,LF,3,2,0,0,0,1
0,0,,0,[],0,0,0,Ryan Dempster,SP,0,0,0,0,0,0
4,250,8,0,[],1,0,3,Ronny Cedeno,SS,0,1,0,1,0,0
0,0,,0,[],0,0,0,Scott Eyre,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,John Mabry,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Bob Howry,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Freddie Lee Bynum,LF,0,0,0,0,0,0
2,0,9,0,[],0,0,1,Carlos Zambrano,SP,0,0,0,1,0,0
3,667,,0,[],2,0,0,Angel Pagan,RF,1,2,0,0,0,0
5,200,1,0,[],1,0,0,Cory Sullivan,CF,0,0,0,2,0,0
5,200,2,0,[],1,0,2,Clint Barmes,SS,0,1,0,1,0,0
4,250,3,1,[],1,0,0,Todd Helton,1B,1,0,0,0,0,1
5,400,4,0,[],2,0,1,Matt Holliday,LF,0,1,0,0,0,0
4,0,5,0,[],0,0,3,Garrett Atkins,3B,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brian Fuentes,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Mike DeJean,RP,0,0,0,0,0,0
1,1000,,0,[],1,0,0,Jason Smith,PH,0,0,0,0,0,0
4,500,6,0,[],2,0,1,Brad Hawpe,RF,1,1,0,0,0,1
3,0,7,0,[],0,0,2,Luis Alberto Gonzalez,2B,0,0,0,0,0,0
4,0,8,0,[],0,0,3,Danny Ardoin,C,0,0,0,1,0,0
2,500,9,0,[],1,0,0,Jason Jennings,SP,1,0,0,0,0,0
1,0,,0,[],0,0,1,Eli Marrero,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Ray King,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Jose Mesa,RP,0,0,0,0,0,0
1,0,,0,[],0,0,0,Jamey Carroll,3B,0,0,0,0,0,0
5,600,1,0,[],3,0,3,Craig Counsell,SS,0,2,0,2,0,0
5,200,2,0,[],1,0,2,Orlando Hudson,2B,0,0,0,2,0,0
5,0,3,0,[],0,0,2,Chad Tracy,3B,1,0,0,2,0,0
4,0,4,0,[],0,0,1,Luis Gonzalez,LF,0,0,0,1,0,1
4,500,5,0,[],2,0,1,Conor Jackson,1B,1,0,0,0,0,1
5,200,6,0,[],1,0,4,Shawn Green,RF,0,0,0,0,0,0
4,250,7,0,[],1,0,1,Johnny Estrada,C,0,0,0,0,0,0
0,0,,0,[],0,0,0,Andy Green,PR,0,0,0,0,0,0
0,0,,0,[],0,0,0,Luis Vizcaino,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,Jeff DaVanon,CF,0,0,0,0,0,0
5,600,8,1,[],3,0,2,Eric Byrnes,CF,0,0,0,0,0,0
0,0,,0,[],0,0,0,Jason Grimsley,RP,0,0,0,0,0,0
2,0,9,0,[],0,0,1,Brandon Webb,SP,0,0,0,2,0,0
0,0,,0,[],0,0,0,Terry Mulholland,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brandon Lyon,RP,0,0,0,0,0,0
1,0,,0,[],0,0,2,Tony Clark,PH,0,0,0,0,0,0
1,0,,0,[],0,0,2,Chris Snyder,C,0,0,0,0,0,0
4,250,1,1,[],1,0,0,David DeJesus,CF,0,1,0,1,0,0
4,0,2,0,[],0,0,1,Mark Grudzielanek,2B,0,0,0,3,0,0
3,0,3,0,[],0,0,1,Mike Sweeney,DH,0,0,0,0,0,1
4,250,4,0,[],1,0,1,Reggie Sanders,RF,1,0,0,1,0,0
3,0,5,0,[],0,0,2,Emil Brown,LF,0,0,0,1,0,0
