completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
18,0,27,B Mitchell,29,1,252
18,0,37,M Nichols,30,0,203
21,1,0,H Burris,32,0,188
1,0,0,D OBrien,2,0,16
18,0,0,T Lulay,27,0,167
25,0,39,M Nichols,43,3,333
1,0,32,A Guyton,1,0,32
1,11,11,P White,2,0,0
14,0,43,B Mitchell,24,2,216
18,1,43,J Crompton,27,1,206
0,0,0,T Marsh,1,0,0
30,1,38,Z Collaros,43,2,338
26,2,47,D Willy,38,2,360
8,0,25,D Durant,9,0,77
2,0,20,T Sunseri,5,0,30
22,0,54,M Reilly,32,0,271
15,0,64,J Crompton,27,1,169
19,1,18,B Mitchell,29,2,128
6,0,25,D Tate,6,2,74
0,0,0,R Maver,1,0,0
33,1,39,R Ray,38,4,338
20,0,44,K Glenn,27,2,261
10,0,22,D Willy,15,0,88
6,0,14,B Brohm,13,0,33
29,1,29,Z Collaros,36,2,287
9,1,16,T Sunseri,21,0,88
2,0,10,S Doege,2,0,12
21,1,25,K Glenn,35,2,291
2,0,17,J Beck,5,0,31
24,0,38,R Ray,33,2,284
25,1,44,Z Collaros,35,1,318
23,2,50,M Reilly,42,2,283
1,0,2,P White,1,0,2
20,0,27,J Crompton,28,2,220
1,0,19,T Marsh,1,0,19
15,1,39,D Tate,30,0,152
20,0,60,T Sunseri,32,2,260
0,0,0,W Dressler,1,0,0
23,1,31,H Burris,38,3,282
25,0,0,H Burris,32,0,253
1,0,0,D OBrien,1,0,5
14,2,0,J Crompton,29,0,181
14,0,23,M Reilly,15,1,124
1,0,31,P White,1,0,31
5,1,0,S Doege,11,0,61
6,1,0,T Sunseri,12,0,53
27,0,34,D Willy,41,1,303
20,0,23,Z Collaros,36,0,182
12,0,60,D Tate,23,0,162
14,2,23,K Glenn,25,0,127
2,0,0,J Beck,4,0,13
24,1,0,H Burris,31,0,284
1,0,5,D OBrien,1,1,5
19,3,0,D Willy,30,0,223
16,0,57,T Sunseri,19,1,289
16,1,28,D Tate,29,2,194
22,1,30,R Ray,33,2,224
24,1,0,M Reilly,32,2,272
27,1,0,Z Collaros,43,0,367
0,0,0,B Banks,1,0,0
19,0,0,K Glenn,33,0,188
1,0,0,E Arceneaux,1,1,17
34,1,69,R Ray,46,3,431
23,0,40,Z Collaros,32,0,302
20,0,60,K Glenn,27,3,345
4,0,0,J Beck,7,0,33
12,0,29,H Burris,21,0,143
2,1,15,D OBrien,7,0,15
12,0,0,J Crompton,25,3,225
7,1,0,T Sunseri,12,1,72
3,1,0,S Doege,6,0,37
19,0,0,M Reilly,31,0,197
2,1,0,M Nichols,4,0,17
18,1,45,B Brohm,33,0,219
4,0,0,D Willy,9,0,23
17,1,20,Z Collaros,31,1,171
1,0,0,J Medlock,1,0,24
0,0,0,B Banks,1,0,0
14,0,26,H Burris,27,0,160
25,1,20,R Ray,39,0,202
19,0,31,J Crompton,28,1,219
14,0,54,B Brohm,23,0,194
5,0,16,R Marve,10,0,64
18,2,51,B Mitchell,28,2,258
17,2,28,K Joseph,36,2,213
20,1,0,M Reilly,30,0,260
0,0,0,P White,1,0,0
3,1,58,D OBrien,5,1,111
12,2,23,H Burris,21,1,110
1,0,38,B Maher,1,0,38
17,1,32,J Crompton,29,1,216
21,1,29,B Mitchell,31,1,231
21,3,40,K Joseph,37,2,322
24,1,45,R Ray,36,1,323
24,1,50,Z Collaros,36,3,335
13,2,48,D Willy,25,1,221
12,1,55,K Glenn,23,0,175
3,0,48,J Beck,4,2,73
15,2,0,H Burris,26,1,222
6,2,0,D OBrien,10,0,83
14,0,31,Z Collaros,25,1,225
13,0,0,B Mitchell,22,1,138
6,0,42,R Marve,12,1,76
4,0,8,D Willy,10,0,22
14,1,36,M Reilly,24,0,289
3,0,25,M Nichols,3,0,19
2,0,14,P White,2,1,10
9,0,17,K Glenn,17,0,68
1,0,27,J Beck,7,0,27
13,0,35,J Crompton,26,1,251
1,0,0,T Marsh,1,0,15
0,0,0,S Green,1,0,0
26,0,39,R Ray,35,0,209
1,0,8,T Harris,4,0,8
1,0,1,M Gale,1,1,1
26,1,36,T Harris,36,2,281
13,1,77,D OBrien,25,0,161
7,1,13,H Burris,13,0,94
26,2,46,K Glenn,36,1,312
13,0,31,B Mitchell,18,1,208
14,1,36,D Tate,20,1,206
20,1,46,Z Collaros,28,1,207
18,0,53,J Crompton,35,1,284
5,0,40,K Joseph,16,0,71
2,0,29,T Sunseri,2,1,59
1,0,12,S Doege,3,0,12
30,2,30,M Nichols,42,0,261
0,0,0,P White,1,0,0
14,1,0,J Crompton,21,2,155
6,2,0,K Glenn,18,0,64
7,0,0,T Partridge,11,1,38
0,0,0,T Brown,1,0,0
12,1,0,M Nichols,23,0,59
6,0,0,M Reilly,8,0,53
7,5,0,K Joseph,17,1,120
7,0,0,T Sunseri,15,0,100
18,0,25,Z Collaros,27,0,199
26,3,63,J Crompton,40,3,318
0,0,0,S Green,0,0,0
14,0,78,B Mitchell,22,4,336
20,1,48,M Reilly,33,2,216
9,0,31,M Nichols,15,0,92
25,1,0,B Mitchell,34,0,334
25,0,45,Z Collaros,33,1,342
