longest rush, name, rushes, rushing touchdowns, rushing yards
8,J White IV,9,0,33
13,M Reilly,2,0,17
18,J White IV,13,0,66
12,M Reilly,8,1,34
12,B Rutley,12,0,43
16,K Glenn,2,0,19
6,S Giguere,1,0,6
11,B Whitaker,12,0,43
13,C Fajardo,4,0,27
5,L Kilgore,1,0,5
29,A Harris,19,1,123
6,P Lochard,3,0,12
1,M Nichols,1,0,1
17,D Durant,10,0,74
14,K Lawrence,9,0,45
1,M Gale,2,1,1
11,J Messam,7,1,27
5,T Harrison,6,0,24
3,M McDaniel,1,0,3
20,J Johnson,15,2,62
14,J Jennings,3,0,24
1,S Murray Lawrence,1,0,1
6,C Gable,6,0,15
10,Z Collaros,2,0,13
10,J Langa,1,0,10
1,J Masoli,2,1,2
2,B Banks,1,1,2
20,B Jensen,4,0,34
9,K Lafrance,6,0,21
5,H Burris,1,0,5
9,B Rutley,8,0,47
12,B Cunningham,1,1,12
4,S Giguere,1,0,4
3,S Logan,3,0,3
1,K Glenn,1,0,1
19,J Johnson,9,0,53
9,J Jennings,2,0,11
4,T Lulay,2,0,5
14,J Messam,15,1,65
6,T Harrison,4,0,14
1,A Buckley,1,1,1
24,B Whitaker,15,0,108
11,C Fajardo,9,2,47
5,L Kilgore,3,0,13
7,D Spencer,1,0,7
27,J White IV,7,0,55
9,C McCarty,11,1,46
11,M Reilly,5,1,16
10,C Gable,8,0,31
8,A Woodson,5,0,27
15,J Masoli,3,0,20
7,M Timmis,3,0,6
4,B Banks,1,0,4
13,M Ford,3,0,24
9,D Durant,4,0,19
2,K Lawrence,2,0,3
2,B Bridge,1,0,2
9,T Van,12,1,52
7,T Harris,1,0,7
22,A Allen,13,0,76
11,C Rainey,4,0,21
6,J Jennings,5,0,20
4,R Lumbala,1,0,4
4,S Murray Lawrence,1,0,4
2,T Lulay,3,1,3
11,T Sutton,10,0,33
21,S Logan,1,0,21
5,K Glenn,1,0,5
1,V Adams Jr,3,1,3
8,D Carter,2,0,1
0,B Cunningham,1,0,0
19,A Harris,16,1,70
7,Q McDuffie,1,0,7
2,M Nichols,2,0,3
42,S Bell,18,0,138
12,M Reilly,6,1,45
5,M Ford,5,0,15
10,D Durant,4,2,13
5,K Lawrence,2,1,6
1,B Bridge,1,0,1
9,J Messam,14,1,46
5,A Buckley,1,0,5
1,B Mitchell,1,0,1
10,C Gable,4,0,25
8,Z Collaros,2,0,14
5,J Masoli,5,0,10
5,B Banks,1,0,5
10,B Whitaker,9,0,35
10,D Spencer,1,0,10
2,D LeFevour,4,0,6
3,R Ray,3,0,5
11,A Allen,13,1,56
13,J Jennings,3,0,20
9,C Rainey,1,0,9
7,S Murray Lawrence,1,0,7
27,T Sutton,10,0,71
7,K Glenn,2,0,12
5,S Logan,2,0,6
1,V Adams Jr,1,0,1
0,B Cunningham,1,0,0
11,T Van,11,0,63
7,B Gillanders,5,0,21
1,T Harris,4,0,2
10,K Lawrence,6,0,26
5,D Durant,4,1,13
20,A Harris,15,0,80
47,J Messam,18,2,110
10,A Parker,1,0,10
2,B Mitchell,1,0,2
15,J White IV,11,0,50
19,M Reilly,7,1,46
3,C McCarty,1,0,3
2,J Lynch,1,0,2
53,C Gable,12,0,135
8,A Woodson,1,0,8
3,J Masoli,3,1,7
2,Z Collaros,1,0,2
13,B Whitaker,8,0,50
2,D LeFevour,2,0,3
1,A Durie,1,0,1
26,J Johnson,16,3,159
33,C Rainey,5,0,61
19,J Jennings,3,0,31
1,T Lulay,1,1,1
12,T Sutton,11,0,52
5,R Cato,2,0,6
1,V Adams Jr,1,0,1
8,A Harris,6,0,22
9,P Lochard,5,0,21
15,M Nichols,5,2,20
7,C Normand,1,0,7
7,K Lawrence,8,0,10
4,G Morris,3,0,8
3,D Durant,1,0,3
0,M Gale,1,0,0
10,M Reilly,12,1,37
12,J White IV,10,0,25
12,J Messam,11,0,52
14,A Parker,2,0,19
1,A Buckley,2,0,4
36,B Whitaker,12,2,75
14,D LeFevour,10,0,39
4,A Coombs,1,0,4
14,C Gable,6,0,41
6,J Masoli,3,1,11
4,Z Collaros,1,0,4
10,R Scheuerman,16,0,79
6,J Masoli,2,0,8
6,Z Collaros,1,0,6
24,T Sutton,11,0,71
9,S Giguere,1,0,9
7,R Cato,1,0,7
1,V Adams Jr,2,0,2
0,S Logan,1,0,0
25,T Flanders,19,1,102
9,M Nichols,6,1,19
24,B Whitaker,12,0,108
13,D LeFevour,10,0,57
9,D Spencer,1,0,9
8,J Messam,11,1,35
9,D Daniels,1,0,9
8,M McDaniel,1,0,8
9,L Durant,2,0,7
4,R Finch,2,0,6
1,A Buckley,1,1,1
11,T Van,16,0,56
4,T Harris,3,0,7
2,B Gillanders,1,0,2
25,C Steele,13,0,87
25,D Durant,5,1,61
5,A Edwards,1,1,5
36,S Bell,14,0,88
13,M Reilly,6,0,34
30,M Madu,16,0,91
5,K Lafrance,2,0,6
1,T Harris,3,1,2
14,B Whitaker,6,0,38
13,D LeFevour,3,0,25
14,A Coombs,4,0,24
11,D Spencer,1,0,11
13,S Bell,21,1,108
11,M Reilly,7,1,29
21,J Johnson,8,0,41
14,C Rainey,2,0,21
7,J Jennings,3,0,14
30,J Messam,12,1,71
23,S Wilson,0,0,23
2,T Harrison,4,0,5
1,A Buckley,1,0,1
50,T Flanders,11,1,95
3,M Nichols,3,1,5
19,C Steele,9,0,45
14,D Durant,2,1,15
5,M Gale,6,0,12
21,J Masoli,4,1,32
5,M Ford,3,0,11
16,T Flanders,12,0,65
6,W Dressler,1,0,6
27,J White IV,19,2,104
5,M Reilly,6,0,10
4,A Milton,1,0,4
12,J Masoli,4,1,26
7,M Ford,3,0,13
26,J Messam,9,1,59
25,D Daniels,1,0,25
8,T Harrison,4,0,19
3,R Finch,2,0,4
2,D Tate,1,0,2
27,A Allen,12,0,82
8,J Jennings,4,0,14
7,T Sinkfield,2,0,10
5,C Rainey,1,0,5
1,T Lulay,2,1,2
8,M Madu,11,1,48
5,T Harris,2,0,6
2,B Jensen,3,0,4
19,T Sutton,10,0,83
15,R Cato,4,0,30
13,B Cunningham,1,0,13
7,S Logan,3,0,11
1,V Adams Jr,1,0,1
1,S Giguere,1,1,1
33,B Whitaker,12,0,95
34,D Willy,4,0,44
8,D LeFevour,5,0,14
7,A Durie,1,0,7
5,L Kilgore,1,0,5
10,M Madu,15,0,75
19,T Harris,5,0,47
13,H Burris,2,1,14
13,T Van,1,0,13
3,B Jensen,5,0,9
13,C Steele,8,0,49
10,D Durant,3,0,14
6,A Edwards,1,0,6
23,A Harris,12,0,66
20,W Dressler,1,0,20
16,T Flanders,4,1,19
2,M Nichols,2,0,3
56,C Rainey,3,1,61
8,A Allen,11,1,28
1,J Jennings,1,0,1
1,T Lulay,2,1,1
9,B Rutley,11,1,36
7,R Cato,3,0,14
10,S Logan,1,0,10
2,V Adams Jr,1,0,2
30,J White IV,19,2,145
17,D Walker,1,0,17
3,M Reilly,9,1,11
11,D Willy,3,0,19
6,B Malena,3,0,15
2,D LeFevour,2,0,2
31,J Messam,17,1,133
11,R Cote,7,0,28
5,A Buckley,3,1,8
5,R Finch,1,0,5
17,C Gable,11,1,66
10,J Masoli,3,0,22
12,B Banks,1,0,12
5,J Matthews,1,0,5
15,M Madu,14,0,66
9,H Burris,8,2,37
14,J Johnson,13,0,51
12,J Jennings,4,0,22
21,T Sinkfield,1,0,21
8,T Lulay,2,1,9
21,A Harris,12,0,73
13,M Nichols,4,1,16
18,D Willy,2,0,28
8,B Whitaker,6,0,25
6,D LeFevour,3,0,8
29,J McKnight,17,0,150
23,G Morris,5,0,35
12,D Durant,3,0,27
7,M Gale,1,0,7
4,B Bridge,1,0,4
27,J Messam,9,0,49
19,A Parker,1,0,19
6,T Harrison,5,0,16
2,A Buckley,3,1,4
11,B Rutley,10,1,45
4,R Cato,1,0,4
4,S Logan,2,0,3
1,V Adams Jr,1,0,1
13,M Madu,15,1,85
10,H Burris,4,0,20
5,T Van,2,0,9
12,C Gable,14,0,61
20,J Chiles,1,0,20
2,J Matthews,5,1,5
4,J Masoli,1,0,4
31,J Messam,10,0,111
5,T Harrison,7,0,22
3,A Buckley,3,1,5
0,R Cote,1,0,0
11,B Whitaker,9,0,37
5,B Malena,1,0,5
0,D LeFevour,1,0,0
13,J McKnight,13,0,62
12,D Durant,6,1,34
10,B Rutley,14,0,70
18,V Adams Jr,2,0,26
4,S Logan,1,0,4
2,S Giguere,1,1,2
18,J Johnson,17,0,108
16,C Rainey,3,0,28
20,J Jennings,4,1,26
2,T Lulay,1,0,2
31,J White IV,11,1,76
8,M Reilly,3,1,10
19,C Gable,6,1,55
2,J Masoli,5,1,4
20,J White IV,15,0,132
16,M Reilly,6,1,27
19,A Harris,12,0,98
5,R Smith,1,0,5
2,Q McDuffie,1,0,2
2,J Briggs,1,0,2
2,M Nichols,1,0,2
40,M Madu,21,1,125
4,H Burris,5,1,9
18,G Morris,5,0,36
12,N Demski,2,0,15
2,J Waters,1,0,2
19,J Johnson,16,1,101
14,J Jennings,3,0,28
16,T Sinkfield,1,0,16
1,T Lulay,1,0,1
73,R Cato,2,0,75
23,B Rutley,41,1,54
17,V Adams Jr,4,0,29
2,S Carden,2,0,2
5,S Logan,2,0,2
14,T Harrison,6,0,42
11,J Messam,6,0,36
6,D Tate,1,0,6
2,A Buckley,3,0,3
29,T Van,15,1,96
6,D OBrien,6,0,14
2,B Jensen,1,0,2
8,A Harris,10,0,60
16,C Normand,8,0,58
11,W Dressler,1,0,11
4,M Nichols,1,0,4
3,R Smith,1,0,3
11,A Woodson,6,1,23
19,C Prime,1,0,19
6,C Gable,4,0,11
2,J Matthews,2,0,2
11,B Rutley,6,0,25
9,V Adams Jr,6,0,24
5,S Logan,3,0,10
5,C McDaniel,2,0,6
37,S Bell,13,0,91
10,J Lynch,11,1,51
1,J Franklin,1,0,1
16,B Whitaker,21,1,117
1,D LeFevour,1,0,1
0,R Ray,1,0,0
35,C Rainey,9,0,89
8,J Johnson,8,0,40
31,R Lumbala,2,0,34
8,J Jennings,2,0,12
4,T Sinkfield,1,0,4
2,T Lulay,2,0,3
33,G Morris,1,1,33
6,J McKnight,8,0,16
16,B Bridge,1,1,16
3,G Kinne,2,0,5
4,M Gale,1,0,4
9,C Gable,9,1,21
7,A Woodson,2,0,10
3,J Masoli,4,1,6
3,B Banks,1,0,3
1,Z Collaros,1,0,1
27,J White IV,20,2,160
8,M Reilly,5,0,20
0,J Lynch,1,0,0
40,J Johnson,11,1,110
9,J Jennings,9,2,43
15,C Rainey,7,0,40
22,A Harris,11,1,61
5,R Smith,1,0,5
3,M Nichols,1,0,3
28,K Lafrance,25,1,157
7,M Madu,2,0,14
4,H Burris,3,0,8
33,J White IV,12,0,66
19,J Messam,14,0,84
13,R Finch,5,0,49
9,R Cote,5,0,27
3,L Durant,1,1,3
2,B Mitchell,1,0,2
1,A Buckley,2,0,1
24,J Johnson,8,0,54
11,T Lulay,1,0,11
5,C Rainey,2,0,8
8,J Jennings,1,0,8
13,K Lafrance,11,0,42
13,T Van,6,0,36
1,H Burris,3,2,3
17,J Messam,8,0,35
19,D Daniels,2,1,33
1,A Buckley,1,1,1
0,R Finch,1,0,0
0,B Mitchell,1,0,0
