name, receiving touchdowns, receiving yards, receptions
J Villamin,0,5,1
J Samuels,1,66,5
K Harmon,0,53,2
N Hines,0,42,4
B Cherry,1,36,3
M Dayes,0,18,2
T Moss,0,16,2
J Meyers,0,9,1
M Trowell,0,6,1
R Gallaspy II,0,6,1
C Cook,0,6,1
S Louis,0,4,1
D Dedmon,1,75,5
J Dunn,0,16,2
J Armstrong,0,9,1
D Kuzjak,0,8,1
K Anderson,0,-2,1
M Quarells,1,72,2
P Reed,0,47,4
Q Drennan,1,26,1
D Gamblin,0,20,4
C Davis Jr,0,15,1
T Gipson,0,7,1
T Carpenter,1,59,3
T Bouma,0,25,3
B Van Roekel,0,19,2
A Brooks,0,14,2
A Ramsey,0,12,1
R Donovan,0,8,1
D Potter,0,6,1
K Kilgore,0,-3,1
J Malone,1,81,2
P Williams,0,45,5
E Wolf,0,40,4
A Kamara,0,20,3
J Hurd,0,6,1
J Jennings,0,0,1
D Hopkins,0,39,5
M Cox,1,34,4
S Meadors,0,19,2
D Jones,0,10,1
J Capel,0,3,1
J Barbour,0,2,1
B Burns,0,1,1
D Boyd,3,135,4
D Woods Jr,0,35,1
B Presley,0,14,1
A Price,0,12,1
M Stevenson,0,11,1
T Holt,0,8,1
A Cui,0,6,1
L Thomas,0,2,1
C Ollie,0,39,2
D Williams,0,23,4
D McKenzie,0,17,1
B Parrish,0,14,1
J Moll,0,13,1
J Bates,0,12,2
T Garrett,1,11,1
M James,0,5,1
J Floyd,0,5,1
R Shumake,0,4,1
R Johnson,0,1,2
T Patrick,2,105,5
R Singleton,0,56,2
T McCormick,0,55,3
T Smith,0,31,3
E Moeai,0,18,1
W Gonzalez,0,11,1
S Wilson,0,8,1
D Simpkins,0,8,1
T Burgess,0,7,1
K Fulks,0,1,2
J Williams,0,-2,3
M Sharp,0,14,1
S Wroblewski,0,12,1
T Rutledge,0,9,1
L Parker,0,6,1
J Felila,0,4,1
R Pringle,0,-3,1
W Houston,0,32,3
Z Van Leeuwen,0,28,2
R Lewis,0,26,3
A Rodriguez,0,9,1
L Horne,0,5,1
C Artist,0,0,1
A Vollert,0,70,5
T Satuala,0,19,2
C Livingston,0,18,4
C Thomson,0,18,1
D Denby,0,8,1
D Batchelor,0,4,2
R Webb,0,28,3
C Duncan,0,24,2
K Lipscomb,0,15,1
N Marcus,0,6,1
K Blasingame,0,0,1
B Edwards,0,101,8
D Samuel,0,36,2
A Turner,0,27,3
H Hurst,0,17,2
K Crosby,0,6,1
M Colburn,0,29,2
A Bachman,0,17,2
C Serigne,0,15,3
C Wade,0,14,2
C Carney,0,13,2
S Washington,0,8,1
J Rounds,0,46,1
L Dace,0,38,4
T Encalade,0,19,4
D Breaux,0,17,1
D Hilliard,0,8,1
L Thompson,0,6,1
T Taylor,0,165,5
N Norris,2,147,7
L Jackson,0,54,1
N Fant,1,44,5
A Wales,0,44,4
W Bush,0,35,1
S Johnson,0,35,1
K Towner,0,17,1
S Donatell,0,11,1
P Smith,0,60,3
J Mayden,0,56,4
N German,0,25,3
Z Wright,0,16,3
J Davis,0,15,1
L Wright,0,8,1
T Alaka,0,4,2
D Pollard,0,0,3
D Dillard,0,-1,2
B Mack,0,87,2
C Booker,0,13,3
C Murray,0,11,1
C Echols Luper,0,6,3
J McInnis,0,4,1
K Sanders,0,3,1
C Thompson,1,174,5
C Jones,0,54,6
M Roberts,2,41,4
D McKinley Lewis,0,40,1
J Johnson,0,28,2
K Hunt,0,26,4
T Swanson,0,8,1
K Cannon,1,46,5
L Hawthorne,0,45,1
Q Jones,0,43,4
B Lynch,1,31,2
P Stricklin,1,21,2
C Platt,0,19,2
J Atkinson,0,9,1
J Feurbacher,1,5,1
S Tecklenburg,1,4,1
B Chan Chan,0,20,1
W Mafi,0,11,1
R Green,0,6,1
D Llorens,0,6,1
S Ryan,0,-12,1
M Schreck,1,58,5
K Holsey,0,42,4
M McGill,0,32,3
M Robinson,0,29,2
K Osborn,0,11,1
T Mabry,0,7,1
J Hawkins,0,-2,1
B Harris,1,35,1
Z Roberson,0,33,5
J Crockett,0,24,1
A Manzo Lewis,1,12,2
A Ellis,0,5,1
E Ibitokun Hanks,0,3,2
D Alston,0,1,2
B Bobo,0,99,5
D Ross,1,97,8
S Fields,0,79,3
P Lindsay,0,23,3
D Lee,0,12,2
J MacIntyre,0,8,2
M Gallup,0,38,4
N Peralta,0,11,2
D Dawkins,0,9,3
M Wilson,1,7,2
S Long IV,0,-2,1
N Kilby,1,67,4
A Porter,1,40,3
S Bailey,0,33,3
J Niupalau,0,29,2
S Browning,0,20,3
K Davis,0,5,1
L Robinson,1,4,1
J Banks,1,59,4
T Simms,0,48,3
S McIntosh,0,37,4
J Bryant,0,15,2
G Simms,0,13,4
A Eubanks,0,5,1
Jr,0,1,1
P Hart,1,76,7
R Davis,0,33,6
T Boyd,0,29,5
K Rucker,0,22,2
G Smith,0,17,3
K Neal,0,16,1
A Werts,0,2,1
K Mabon,0,69,8
C Lacanaria,0,41,4
J Hogue,0,9,1
D Reece,0,7,1
D Pinter,0,4,1
M Madaris,0,85,5
F Davis III,1,40,3
J Price,1,21,1
D Corley,0,17,2
M London,0,15,1
J Lyles,1,12,1
A Suttles,0,32,4
L McCarter,0,31,3
J Tuten,0,30,2
D Morehead,0,25,2
D Fletcher,0,17,4
R Hayes III,0,4,1
A Celis,0,47,2
V Gonzalez,0,46,1
J Richardson,1,43,4
W Demps,1,17,3
J Kincaide,0,16,2
J Gipson,0,12,1
B Scott,0,6,1
H Henderson,0,3,1
J Butler,0,-1,2
C McMurtey,0,25,2
K Fox,0,16,1
J Protheroe,0,11,1
D Peluso,0,10,1
M Rector,1,73,4
C McCaffrey,0,40,7
G Taboada,0,37,2
T Irwin,0,9,1
D Schultz,0,8,1
D Heath,0,65,4
D Burton,0,44,4
C Jones,0,39,4
I Zuber,1,34,3
C Sutton,0,28,1
B Pringle,0,14,1
D Warmack,0,13,1
D Valentine,0,6,1
A Etta Tawo,1,210,12
E Phillips,1,87,14
C Hudson,0,44,4
S Ishmael,0,36,6
A Enoicy,0,35,1
B Estime,0,25,3
O Rockett,1,35,2
J Maddaluna,0,31,4
A Greenawalt,0,22,2
N Martinsen,0,10,3
M Elick,0,46,4
K Kirkwood,0,35,3
C Thompson,0,32,1
V Bryant,0,24,2
A Jennings,0,20,1
D Hood,0,11,1
E Poe,0,11,1
J Asberry,0,4,1
R Reffitt,1,70,2
R Cleveland,1,62,1
T Williams,0,41,1
J Robinette,1,28,2
D Fuller,1,109,5
T James,1,76,1
T Grant,0,23,1
J Miller,0,20,2
J Fink,1,19,4
V Haynes,0,15,1
T Crain,0,12,2
J Lane,2,196,10
J Natson,3,90,4
A Wolf,1,82,4
A Young,0,27,4
A Coney,0,18,2
W Ball,0,12,1
Q Myers,0,123,8
A Sanders,0,67,9
M Dermott,0,37,2
C Jacob,0,29,1
D Forlines,0,19,3
R Swingle,2,13,2
R Martin,0,8,1
D Palmer,0,4,2
A Stewart,2,113,4
G Dieter,1,45,1
O Howard,0,39,3
C Sims,0,12,1
C Ridley,0,9,2
B Greene,0,5,1
D Rogers,0,45,2
D Burnett,0,26,4
S Mitchell,0,22,4
T McNamara,0,10,2
J Smith,0,9,1
D Davis,0,6,1
J Davis,0,5,2
T Petite,0,5,1
R Jones,0,2,1
K Hatcher,0,86,6
D Morgan,0,47,5
J Sprinkle,1,19,3
R Williams III,0,15,3
J Cornelius,1,13,1
D Reed,0,6,1
A Cantrell,0,5,1
T Taylor,0,78,8
C Henderson,0,71,6
M Gaines,0,31,2
J Craft,0,28,2
C Smith,0,4,1
M Davis,0,56,5
K Davis,0,43,1
W Hastings,0,29,3
R Davis,0,17,2
S Truitt,0,17,2
T Stevens,0,16,1
K Johnson,0,-3,1
M Williams,0,174,9
A Scott,0,30,3
H Renfrow,1,27,3
W Gallman,0,8,1
R McCloud,0,8,2
D Cain,0,1,1
T White,0,95,9
N Harry,0,31,4
K Ballage,0,21,2
C Smith,0,21,3
D Richard,0,12,2
E Marks,1,174,8
E Butler,0,118,7
D McClellan,0,43,3
J Baldwin,0,27,2
H Burton,0,5,1
K Taylor,0,2,2
C Callinan,0,53,4
M Walker,0,35,2
J Smith,0,26,3
C Garrison,0,26,1
T Rouse,0,4,1
Q Searcy,0,60,3
R Jeune,0,45,3
B Stewart,0,14,2
M Laulu Pututau,0,49,4
J Trinnaman,0,49,6
C Pearson,1,37,4
H Marshall,0,29,2
A Brown,0,14,1
J Williams,0,10,1
N Kurtz,0,9,1
T Balderree,0,5,2
N Phillips,0,69,7
T Griffey,0,66,4
T Johnson,0,28,2
S Poindexter,0,19,1
S Grant,0,14,3
N Wilson,0,11,2
J Kern,0,6,1
T Smith,2,65,4
J Akins,0,35,1
T Payton,0,34,3
D Snelson,0,31,2
J Holman,0,24,1
T McGowan,0,18,2
A Killins,0,16,2
C Stewart,0,14,1
D Wilson,0,13,1
J Franks,0,7,1
J Fye,0,6,1
J Hamilton,0,2,1
K McIntosh,0,37,4
A Kollock Jr,0,28,3
L Jamison,0,23,2
B Ford,0,23,2
A Ruger,0,17,2
K Cobb,0,8,1
J Baxley,0,6,1
T Samuel,0,-4,1
J Lloyd,1,62,2
E Schneider,1,37,2
T Rahming,0,35,1
D Helm,0,25,2
D Koppenhaver,1,22,2
A Nash,0,15,1
S Wilson,0,11,1
Q Chambers,0,11,2
C Taylor,0,7,1
A Young,0,6,1
J Ajeigbe,0,-4,1
K Stinson,0,21,1
L Smith,0,20,2
D Miller,0,19,2
Q Atkinson,0,13,1
G Calvin,0,1,1
I Jones,1,180,10
A Scott,2,90,9
S Baggett,0,43,2
J Williams,1,40,2
Q Johnson,1,30,3
D Anderson,0,15,1
D Farrier,0,15,2
T Robinson,0,85,5
S Hill,0,46,4
M Helms Jr,0,32,2
J Robinson,0,5,1
D Newsome,0,4,1
T Harrison,1,85,1
K Woods,0,60,3
H Bussey,0,57,6
K Solomon,0,32,5
T Cameron,1,14,3
J Mitchell,0,13,1
T Thomas,0,13,1
K Whyte,0,11,2
M Clark,0,2,1
C Iwema,0,103,8
B Reed,1,69,8
A Stanton,0,62,4
D James,0,41,2
J Jones,0,31,5
J Varble,0,28,4
D Isom,0,22,3
K Newquist,1,20,1
I Lamprakes,0,15,1
D Davis,0,-4,1
B Powell,1,73,7
A Callaway,1,72,8
J Hammond,0,38,5
D Goolsby,0,28,3
J Cronkrite,0,13,2
A Fulwood,0,13,1
F Swain,0,11,2
J Scarlett,0,8,1
A Isabella,0,95,3
J Williams,0,24,1
B Davis,0,17,2
A Breneman,0,6,2
M Young,0,-1,1
M Crockett,0,73,3
W Fields,1,35,2
M Henry,0,26,1
M Campbell,0,24,2
M Breida,1,16,2
B Johnson,0,7,1
O Fortune,0,4,1
S Hagan,0,42,3
D Kirkland,0,15,1
C Frazier,0,14,1
J Harris,0,9,1
K Campbell,0,4,1
R Saxton,0,1,1
N Bentley,0,-2,1
A Spaulding,0,-3,1
S Dunbar,0,125,7
L Bonner,0,63,4
I Johnson,0,60,2
D Catalon,1,29,4
D King,0,28,3
T McCloskey,1,11,2
C Allen,0,5,1
M Andrews,2,94,3
J Mixon,0,77,5
D Westbrook,0,70,8
S Perine,0,28,3
J Baxter,0,27,2
G Lewis,0,18,2
A Thomas,0,9,1
M Turner,2,83,3
D Cain,1,37,2
J Hardee,0,31,1
S Mays,0,27,2
A Davis,0,12,1
K Vaughn,0,11,1
Z Grant,0,9,1
C Reams,0,9,2
D Thieman,0,7,2
A Roberts,0,2,1
J Blackburn,0,48,4
J Gandy,0,36,2
M Golson,0,34,2
D Johnson,0,26,5
J Feggins,0,17,1
T Gray,0,13,2
M Stults,0,12,3
L Gainey,0,-5,1
T Gordon,0,-6,1
M VandeBerg,0,99,4
J Smith,1,51,3
A Wadley,0,21,3
R McCarron,0,14,1
R Nash,0,6,1
L Daniels Jr,0,1,1
R Williams,0,113,6
J Gardner,2,95,6
J Murphy,0,23,2
K Young,0,17,2
A Zielinski,0,12,1
T Banks,0,6,1
M Thomas,0,0,1
A Lazard,1,129,6
D Daley,1,39,1
T Ryen,0,26,3
D Montgomery,0,20,2
H Butler,1,18,1
M Murdock,0,15,1
D Jones,0,8,1
M Warren,0,1,3
T Smith,1,43,5
J James,0,29,3
B Moore,0,19,1
D Fountain,0,17,2
M Malloy,0,16,3
C Jegen,0,11,1
S Sims Jr,2,124,5
L Gonzalez,1,78,7
C Harrell,1,51,2
T Patrick,1,51,5
B Hartzog,0,34,3
M Zunica,0,22,1
S Barbel,0,17,2
K Kinner,0,15,1
J Sternberger,0,5,1
B Johnson,1,2,1
A Parker,1,37,2
C McKeeman,0,12,2
K Denny,0,9,1
D Allen,0,-9,1
G Johnson,2,143,6
T Richardson,0,74,2
J Badet,1,72,2
S Williams,0,16,2
K Ross,1,9,1
C Conrad,0,5,1
J Kemp,0,4,1
A MacGinnis,0,-10,1
I Jones,1,93,3
A Staggers,0,46,2
I Smith,0,40,5
J Allen,1,30,3
D Thompson,0,25,3
K Robertson,0,14,1
M Ricard,0,10,1
J Bradley,0,50,3
E McGuire,0,40,6
N Byrne,0,22,2
M Barnes,0,20,2
A Riles,0,17,2
M Jacquet,0,17,2
K Barnes,1,13,2
J Wright,0,4,1
D Hoggins,0,3,1
T Sperbeck,1,130,6
C Wilson,1,113,7
J McNichols,1,98,3
A Dhaenens,0,40,5
A Richardson,0,31,1
C Anderson,0,9,1
D Demas,0,5,1
M Green,1,59,3
A Holley,0,48,5
J Mapps,1,37,4
R Turner,0,31,3
T Perrier,0,14,2
B Luckett,0,13,2
D Haggerty,0,6,1
W Quinn,1,64,9
D Beard,0,55,4
D Brown,0,13,1
S Piro,0,7,1
A Opara,0,4,1
A Howard,0,-6,1
D Lane,0,73,5
D Moore,0,37,4
T Morgan,0,27,3
T Johnson,0,23,3
L Harrison,0,16,1
D Turner,0,16,1
T Edmunds,0,14,1
J Davenport,0,2,1
J Funk,0,-4,1
K Anthony,2,78,7
G Lemonier Jr,0,35,4
J Ezzard,0,30,1
J Avery,0,26,4
A Philyaw,0,19,1
R Mercer,0,12,1
A Miller,0,103,9
D Hurd,0,44,4
D Henderson,2,39,3
T Pollard,0,24,2
M Slade,0,21,3
P Mayhue,0,21,1
D Dorceus,1,13,1
J Williams,0,13,1
J Magnifico,0,11,1
D Montiel,0,6,1
T McCullough,0,69,9
K Wilkerson,0,48,5
C Curry,0,12,1
A Davis,1,8,1
T McLemore,0,4,1
C Abbington,0,2,2
C Herndon IV,1,42,2
A Richards,1,31,2
S Dobard,0,15,1
D Njoku,0,15,2
J Yearby,0,14,1
S Coley,1,13,2
M Lewis,0,11,1
B Berrios,0,5,1
M Williams,1,4,1
D Noird,0,48,2
M Williams,0,45,5
K Troutman,0,30,1
B Norwood,0,21,2
H Supre,0,13,2
M Williams,0,11,2
A Palmer Hicks,0,7,1
J Chesson,0,43,3
A Darboh,1,42,3
M Ways,0,22,1
J Butt,1,19,1
K Crawford,0,18,1
M Hirsch,0,15,1
E McDoom,0,15,2
G Perry,1,12,1
S McKeon,0,10,2
K Hill,0,7,1
H Poggi,0,3,1
M Kemp,0,96,5
D Collie,0,30,4
J Ursua,0,22,2
D Hagger,0,3,1
B Holloway,0,40,5
F Ross,0,34,6
J Johnson,0,22,2
D Gray,0,22,2
D Thomas,1,15,2
J Couch,0,6,1
K Mixon,0,4,2
J Magee,1,113,7
G Everett,1,95,8
K Kutchera,0,56,3
T Williams,0,16,2
X Johnson,0,8,3
T Thomas,0,-3,1
R James,1,73,8
P Smith,1,56,3
D Andrews,1,51,4
R Blair,0,43,1
T Lee,0,42,4
D Frazier,1,39,3
D Anderson,1,35,3
T Brown,1,27,2
I Mathers,0,20,3
T Walker,0,16,2
R Garnett,0,13,2
R Ducksworth,0,9,2
I Upton,0,5,1
C Windham,0,4,1
J Herrod,0,2,1
L Heath,0,18,2
T McKenzie,0,17,2
J Dorsey,0,16,3
D May,0,3,1
M Clash,0,0,1
T Gulley,1,57,1
C Cass Jr,0,45,1
J Tillman,0,21,2
P Odom,1,66,3
A Longi,0,64,7
J Lumley,0,60,3
R Cantelli,0,42,5
C Edmonds,0,25,2
J Solano,0,23,3
I Searight,0,19,1
C Caddle,0,3,2
R Switzer,0,52,7
E Hood,0,28,6
C Tucker,0,22,2
A Proehl,0,19,2
B Howard,0,15,2
T Jackson,0,10,1
M Hollins,0,6,1
T Logan,0,3,2
K Francis,0,1,1
I McKenzie,1,122,6
M Chigbu,0,27,3
T Godwin,0,23,1
B Douglas,0,7,1
R Davis,0,5,1
C Woerner,0,1,1
A Moore,1,92,3
S Morgan Jr,0,11,1
J Westerkamp,0,6,1
D Ozigbo,0,5,1
A Peck,1,112,9
K Johnson,0,61,8
J Jordan,0,52,5
C Olsen,0,18,2
A Carr,0,75,5
J Jackson,0,47,2
G Dickerson,0,23,3
S Vault,0,20,2
A Scanlan,0,19,2
M Wilson,0,12,1
C Davis,0,70,7
M Henry,0,37,5
J Franklin,0,30,4
D Ernsberger,0,22,2
C Thompson,0,20,2
D Eskridge,1,20,2
F Johnson,0,10,2
J Bogan,0,5,1
L Bellamy,0,4,1
W Robinson,0,73,8
T Goree,0,64,8
T Thompson,1,56,5
J Wilson,0,55,6
K Smith,1,36,2
R Bussey Jr,0,18,2
A Wyche,0,9,1
C Sutton,3,162,4
J Proche,0,73,3
R Becker,0,17,1
X Castille,0,15,2
M Gailliard,0,12,1
A Rolfe,0,11,1
M Kaufman,0,10,1
C Samuel,2,177,9
K Hill,1,58,2
N Brown,1,46,3
D Wilson,2,37,3
D McCall,1,36,1
M Baugh,0,30,4
J Dixon,0,18,3
T McLaurin,0,12,1
A Alexander,0,3,1
R Moore,0,45,5
M Zimmerman,0,43,7
S Miller,0,27,4
J Pough,0,17,1
H Folkertsma,0,16,1
D Phouthavong,0,11,1
T Redding,0,10,1
V Dossous,0,6,1
P White,1,128,6
J Reid,2,93,5
M Irons,0,54,5
E Ball,1,37,3
S Smith,0,33,3
K Belack,0,22,2
J Brown,0,8,1
T Mangen,0,5,1
M Morgan,0,0,1
E Luna,1,90,10
E King,2,89,6
G Schrade,0,72,6
T Watts,1,60,4
S Mayberry,0,47,6
T Morbley,0,34,3
T Jones,1,22,1
L Kaba,0,16,1
L Williams,0,10,3
J Worrell,0,0,1
J Seales,2,61,3
J Washington,0,34,5
D Stoner,0,27,2
J McCleskey,0,27,4
T Berry,0,21,2
A Hays,0,19,2
B Sanders,0,18,1
B Jarwin,0,15,1
K Brown,0,9,1
C Carson,0,8,1
J Hill,0,6,1
J Carr,0,4,1
O Obialo,0,1,1
B Acker,0,55,1
J Ingraffia,0,26,1
J Conner,0,25,2
D Carrington,1,117,7
J Mundt,1,52,3
C Nelson,0,31,4
P Brown,0,23,1
J Brown,1,17,2
T Brooks James,0,13,1
T Griffin,0,13,1
R Freeman,0,5,2
K Doss,0,116,7
M Luuga,0,51,4
J Harrell,0,36,3
J Clarkston,0,36,1
W Preece,0,28,4
C Martin,0,17,2
K Vaughn,0,15,2
J Kelley,0,5,1
M Layton,0,3,1
D Baljeu,0,-4,2
S Orndoff,0,68,5
J Weah,1,38,4
Q Henderson,0,35,4
J Conner,1,16,3
D Ford,0,14,2
J Parrish,0,4,1
R Bell,0,52,6
J McClenton,0,19,2
Z Kerxton,0,15,1
T Phillips,0,14,2
J White,0,10,2
B Chadbourn,0,6,1
L Collins,0,6,1
A Forbes,0,-3,1
C Godwin,0,67,7
M Gesicki,1,49,3
D Thompkins,0,43,1
S Blacknall,0,24,2
S Barkley,0,17,1
D Hamilton,1,9,2
N Holley,0,45,4
R James,0,44,2
J Rankin,0,15,2
K White,0,12,1
M Washington,0,9,1
B Fackler,0,7,1
E Calhoun,0,4,1
T Harrell,0,-3,1
K Price,0,-4,1
D Young,0,74,8
C Posey,0,41,5
D Yancey,1,35,1
T Fuller,0,32,3
M Jones,0,24,4
C Herdman,0,22,1
B Marshall,0,16,2
J Burgess,0,4,1
R Worship,0,3,1
D Borders,0,77,7
J Smith Jr,0,39,3
R Markush,0,34,2
N Creamer,0,26,3
M Clark,0,17,1
D Crimmins,1,10,1
D Paul,0,10,1
C Fogle,1,9,2
M Holder,2,160,4
E Judge,0,54,5
D Pumphrey,0,41,4
J Chaney,0,14,1
C Favreau,0,8,1
D Wells,0,8,1
C Anderson,0,6,1
D Crossan,0,37,2
K Taylor,0,15,3
N OConnor,0,13,1
A Pante,0,5,1
M Valdes Scantling,1,79,3
D Tice,1,43,1
E Dillon,0,27,1
D Johnson,1,23,1
M Wilcox,1,21,1
R Adams,0,20,2
D Antoine,0,10,2
R Bronson,0,9,1
A Mut,0,-2,1
C Summers,0,65,3
A Dessenberg,0,59,5
E Holder,0,16,2
S Gallahan,0,12,2
T Vallely,0,7,1
D Victor,0,5,1
R Harris,0,1,2
T Williams,1,158,11
J Austin,1,64,2
K Turpin,0,62,7
K Hicks,0,37,4
J Diarse,0,36,2
D White,0,24,2
E Porter,0,24,2
I Graham,0,22,1
T Slanina,0,12,2
J Wieneke,2,196,8
D Goedert,1,96,5
C Landberg,0,15,2
I Wallace,0,12,1
B Mengarelli,0,7,2
A Anderson,0,7,1
K Lucas,0,112,6
J Atkinson,0,42,2
J Hobbs,1,30,3
D Brewer,0,14,1
B Louie,0,9,1
R Johnson,1,75,2
J Holmes,0,44,2
T Crawley,0,39,4
T Hartley,0,33,2
D Cooper,0,27,3
B Freeman,0,12,2
B Gaither,0,4,1
I Saleem,1,106,4
H Velez,1,53,2
D Douglas,0,45,7
E Thompson,1,42,5
A Wesley,0,24,4
S Davis,0,21,2
B Smith,0,10,1
A Flakes,0,9,1
R Hallman,0,7,1
J Frye,0,6,2
J Coleman,2,65,6
J Beard,0,47,4
K Moore,0,44,2
K Morris,0,4,1
J Braswell,0,1,1
J Reynolds,1,78,4
C Kirk,0,58,8
R Seals Jones,0,57,4
J Tabuyo,0,20,2
E Pope,0,16,1
T Williams,0,5,1
F Iheanacho,0,3,1
J Jeffery,0,2,1
K Walker III,1,115,6
A Roberts,0,61,5
E Massington,0,47,4
D Andrews,0,41,3
S Jamabo,0,41,5
C Wilson,0,17,1
J Lasley,0,11,1
I Adams,0,10,1
J Giles,1,89,4
R Davis,0,80,2
J Stockton,0,66,4
D Cantrell,1,62,2
J High,1,54,6
D Lauderdale,1,49,7
D Willies,0,47,2
K Knutson,0,45,5
I Sadler,0,38,2
C Batson,1,24,3
Q Shorts,0,16,1
Q White,0,16,3
K Coutee,0,12,1
T Brown,0,10,2
T Vasher,0,9,2
H Rittimann,0,9,1
D Felton,0,7,1
J Liggins,1,80,10
A Piper,0,50,5
T Pace,1,48,2
T Hart,0,34,2
K Amous,0,21,1
K Hill,0,20,2
N Jones,0,19,2
W Taylor,0,11,1
D Ruffin,0,10,1
R Sylvester,0,10,3
J West,0,9,2
C Freytag,1,95,4
A Jones,0,43,3
J White,0,36,2
K Johnson,0,26,2
T Juniel,0,15,2
H Plinke,1,11,1
W Redix,1,3,1
J Scott,0,68,5
R Caldwell,0,57,3
O Clark,0,41,4
T Taylor,0,16,1
J Aganon,0,14,1
J Huntley,0,7,2
J Boone,0,3,1
S Williams,0,63,3
M McNair,1,49,3
J Stewart,0,48,2
T Stevens,0,47,3
K Thomas Jr,1,41,3
B Jones,0,17,3
J Taylor,0,13,2
H Steward,0,5,1
G Campbell Jr,0,4,1
J Williams,0,0,1
J Davis,0,38,4
P Graham,1,36,1
D King,0,23,1
W White,0,10,2
J Williams,0,9,1
N Lee,0,8,1
K Thomas,0,8,1
M Beckwith,0,6,1
A Beamus,0,4,1
O Zaccheaus,1,75,5
D Dowling,1,53,4
K Johnson,1,46,5
T Mizzell,0,24,4
D Eldridge,0,21,2
H Dubois,0,16,2
W Craft,0,16,2
E Butts,0,8,1
A Reid,0,5,1
B Brown,1,88,7
T Wilkins,2,63,4
J Bevels,0,51,3
G Hudson,0,44,4
D Brissett,0,37,1
D Thompson,0,37,2
X Goodall,0,9,1
G Collins,0,8,2
I Ford,1,117,11
C Phillips,1,53,5
B Hodges,2,42,3
H Murphy,0,12,1
S McKenzie,0,11,2
C Carroll,0,9,2
D Wilson,0,8,1
B Farrow,0,24,2
Z Parker,0,15,2
D Shells,0,15,1
D King,0,7,2
K Couamin,0,6,1
C Smith,0,3,1
J Ross,2,90,5
D Daniels,0,64,4
C McClatcher,1,52,3
A Baccellia,1,40,2
D Pettis,0,24,2
M Gaskin,0,11,1
A Fuller,0,5,1
D Sample,0,5,1
J Lindquist,0,-2,1
J Grant,0,56,9
J Goodwin,0,46,5
N Arcidiacono,0,27,4
A Patton,0,25,2
M Flanagan,0,7,2
C Agudosi,0,5,1
D Bailey,0,2,1
G Marks,2,108,10
R Lewis,0,67,4
K Sweet,1,50,3
G Wicks,1,45,5
R Cracraft,0,41,5
T Martin Jr,0,34,4
J Thompson,0,22,3
J Morrow,0,21,3
I Johnson Mack,0,16,2
J Williams,0,14,2
C Kupp,3,206,12
S Hill,0,119,7
K Bourne,0,87,7
S Stiles,0,28,2
